optimized_airfoil
1.000000 0.000000
0.999938 0.000027
0.999751 0.000108
0.999439 0.000243
0.999003 0.000431
0.998443 0.000672
0.997759 0.000964
0.996950 0.001307
0.996018 0.001698
0.994962 0.002137
0.993782 0.002622
0.992480 0.003151
0.991055 0.003723
0.989507 0.004335
0.987838 0.004985
0.986046 0.005672
0.984134 0.006393
0.982101 0.007146
0.979948 0.007929
0.977675 0.008740
0.975284 0.009577
0.972774 0.010439
0.970146 0.011323
0.967400 0.012228
0.964539 0.013151
0.961561 0.014093
0.958469 0.015050
0.955262 0.016023
0.951942 0.017010
0.948509 0.018009
0.944964 0.019021
0.941309 0.020044
0.937544 0.021078
0.933669 0.022123
0.929686 0.023178
0.925597 0.024243
0.921401 0.025318
0.917100 0.026403
0.912695 0.027497
0.908188 0.028602
0.903579 0.029716
0.898869 0.030840
0.894059 0.031974
0.889152 0.033119
0.884147 0.034273
0.879047 0.035438
0.873852 0.036613
0.868565 0.037799
0.863185 0.038994
0.857715 0.040199
0.852155 0.041413
0.846508 0.042637
0.840775 0.043869
0.834956 0.045109
0.829054 0.046356
0.823070 0.047610
0.817006 0.048869
0.810862 0.050134
0.804642 0.051402
0.798345 0.052673
0.791974 0.053945
0.785530 0.055218
0.779014 0.056490
0.772430 0.057760
0.765777 0.059026
0.759059 0.060288
0.752275 0.061544
0.745429 0.062792
0.738522 0.064031
0.731555 0.065261
0.724530 0.066479
0.717450 0.067684
0.710315 0.068876
0.703128 0.070052
0.695890 0.071212
0.688604 0.072354
0.681270 0.073478
0.673891 0.074581
0.666469 0.075664
0.659006 0.076725
0.651503 0.077763
0.643962 0.078777
0.636385 0.079765
0.628774 0.080728
0.621131 0.081664
0.613458 0.082572
0.605757 0.083451
0.598029 0.084300
0.590277 0.085119
0.582502 0.085906
0.574707 0.086660
0.566893 0.087381
0.559063 0.088068
0.551217 0.088719
0.543359 0.089335
0.535491 0.089913
0.527613 0.090453
0.519728 0.090954
0.511839 0.091416
0.503947 0.091838
0.496053 0.092219
0.488161 0.092558
0.480272 0.092855
0.472387 0.093110
0.464509 0.093321
0.456641 0.093490
0.448783 0.093615
0.440937 0.093697
0.433107 0.093735
0.425293 0.093731
0.417498 0.093683
0.409723 0.093594
0.401971 0.093463
0.394243 0.093291
0.386542 0.093080
0.378869 0.092830
0.371226 0.092542
0.363615 0.092219
0.356038 0.091860
0.348497 0.091469
0.340994 0.091046
0.333531 0.090593
0.326109 0.090112
0.318730 0.089605
0.311396 0.089073
0.304110 0.088519
0.296872 0.087944
0.289685 0.087351
0.282550 0.086740
0.275470 0.086113
0.268445 0.085473
0.261478 0.084820
0.254571 0.084155
0.247725 0.083480
0.240941 0.082796
0.234223 0.082104
0.227570 0.081404
0.220986 0.080696
0.214470 0.079980
0.208026 0.079258
0.201655 0.078528
0.195358 0.077789
0.189138 0.077042
0.182994 0.076286
0.176930 0.075519
0.170946 0.074740
0.165044 0.073949
0.159225 0.073143
0.153492 0.072321
0.147845 0.071481
0.142285 0.070622
0.136815 0.069742
0.131435 0.068839
0.126148 0.067911
0.120953 0.066957
0.115853 0.065976
0.110848 0.064964
0.105941 0.063922
0.101131 0.062848
0.096421 0.061740
0.091812 0.060598
0.087305 0.059422
0.082900 0.058209
0.078599 0.056961
0.074403 0.055677
0.070314 0.054357
0.066331 0.053001
0.062456 0.051611
0.058691 0.050187
0.055036 0.048730
0.051491 0.047241
0.048058 0.045723
0.044738 0.044177
0.041531 0.042604
0.038439 0.041007
0.035461 0.039388
0.032600 0.037750
0.029854 0.036094
0.027226 0.034424
0.024716 0.032742
0.022325 0.031050
0.020052 0.029352
0.017899 0.027649
0.015866 0.025944
0.013954 0.024240
