niche_rank,population_index,official_score,optimization_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
1,1536,6.938935064935064,6.991938393368541,1.5696654229112323,0.39461127455464573,0.8436382556885236,0.21136601520798806,0.0,14.662523155916242,9.509068580005872,2.9292800873493627,18.655399046074468,13.862581565592913,254.0351076434967,2454.011240712183,0.8494843764719323,0.8135062727684159,8.0
2,1616,6.882504542818481,6.934975288550609,1.597000509056745,0.34183673713469404,0.8209798510845715,0.23304397630353474,0.0,13.398324855664239,11.149407134453098,2.672710014847427,18.864526516394633,13.729013615761177,233.64087126302445,2332.688687775006,0.8987777422045207,0.9287843490059253,8.0
3,0,6.667213021526635,6.723223441634039,1.7620877778786814,0.31555973879838123,0.8280184838630513,0.22339601043629043,0.0,12.836291862018815,8.603408824133446,2.0463281012878136,15.177647614463767,9.423031672694323,337.9810384108576,2363.336337117618,0.8694646031865273,0.8495333886955149,8.0
4,512,6.6455399044484285,6.716203634013728,1.349564153360409,0.37212044840098635,0.550421742216618,0.11257738958971909,0.0,13.802284142734601,9.911552401883794,3.378378378378378,16.59464467318274,11.59033713382701,443.06199634447694,2468.9087101519845,0.6640747718548514,0.5727615464262241,8.0
5,2048,6.629419807186678,6.680736349098275,1.7057988822337373,0.2886305685743329,0.8073254535472871,0.16367072634044955,0.0,11.25547015353633,9.87252126406204,3.0917937533812907,16.597393586897038,12.642674455455918,391.5254688316263,1592.2290196074607,0.9686758660603841,0.8132315685345777,6.0
6,1983,6.627486468579583,6.686138114988746,1.6630219469953555,0.37532099935528557,0.7077855354769613,0.22470880065418397,0.0,11.401867245615144,9.92575940192753,2.679932361804381,24.733564201499,17.845573704552766,234.925877825601,1365.7343306923585,0.9935422634374381,0.9683960973610095,6.0
