epoch,island,score,objective,duplicate,restarts,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
1,0,5.838505514171061,-5.838505514171061,False,0,1.4727352786794508,0.3040242511225996,0.5272176747770843,0.146246389452461,0.0,14.847188806629601,6.174917009636987,2.708324432375532,20.326274862786256,9.739946902022155,317.24440799014235,2037.1676665193977,0.8040992871308053,0.8173007589462666,8.0
1,1,6.716203634013728,-6.716203634013728,False,0,1.349564153360409,0.37212044840098635,0.550421742216618,0.11257738958971909,0.0,13.802284142734601,9.911552401883794,3.378378378378378,16.59464467318274,11.59033713382701,443.06199634447694,2468.9087101519845,0.6640747718548514,0.5727615464262241,8.0
1,2,6.269520053324108,-6.269520053324108,False,0,1.5362607386294076,0.28501798129085126,0.770494415226545,0.22341962784491085,0.0,9.201582951492533,7.444295143644327,3.3783789563422424,18.823691517376982,12.559145175446652,387.0607084385354,1782.5150862336159,0.9372031683011733,0.8199954575711674,6.0
1,3,6.101461686020284,-6.101461686020284,False,0,1.399625664861808,0.2666084419073893,0.3948025737711588,0.10509084691385921,0.0,13.59921014027524,11.540385436673407,2.672710014847427,21.875141692792134,15.37587952747379,234.43886867593974,2309.189500844539,0.8151606721533309,0.8250266383327319,8.0
1,4,5.402212791939514,-5.402212791939514,False,0,1.7664190578349261,0.18021865157894817,0.7395074859541119,0.1353884365968406,0.0,6.7491693180638395,6.654115510742671,3.8512685156094952,22.957973005403087,15.32196673714356,319.28334637811577,2154.464759684613,0.7600682373627415,0.8761650418539584,6.0
1,5,6.377377805479311,-6.377377805479311,False,0,1.739562860384558,0.25149301396398355,0.8181213782719993,0.22280869463299532,0.0,9.687402654259996,8.345283072489968,2.9387677557097103,15.335936125887168,11.809275648314653,326.6983513815896,2873.057614890471,0.7981075472198427,0.8932012212605163,8.0
2,0,6.723223441634039,-6.723223441634039,False,0,1.7620877778786814,0.31555973879838123,0.8280184838630513,0.22339601043629043,0.0,12.836291862018815,8.603408824133446,2.0463281012878136,15.177647614463767,9.423031672694323,337.9810384108576,2363.336337117618,0.8694646031865273,0.8495333886955149,8.0
2,1,6.716203634013728,-6.716203634013728,False,0,1.349564153360409,0.37212044840098635,0.550421742216618,0.11257738958971909,0.0,13.802284142734601,9.911552401883794,3.378378378378378,16.59464467318274,11.59033713382701,443.06199634447694,2468.9087101519845,0.6640747718548514,0.5727615464262241,8.0
2,2,6.658122647475315,-6.658122647475315,False,0,1.8226530388344913,0.2947417148553772,0.8245794908571218,0.14387173053837074,1.0,8.44260181550392,8.14551069194925,3.5661543576058574,15.796857934408724,12.031033204863135,403.5591363330789,1645.1423883161724,0.9502153487231862,0.9480654870599693,6.0
2,3,6.991938393368541,-6.991938393368541,False,0,1.5696654229112323,0.39461127455464573,0.8436382556885236,0.21136601520798806,0.0,14.662523155916242,9.509068580005872,2.9292800873493627,18.655399046074468,13.862581565592913,254.0351076434967,2454.011240712183,0.8494843764719323,0.8135062727684159,8.0
2,4,6.680736349098275,-6.680736349098275,False,0,1.7057988822337373,0.2886305685743329,0.8073254535472871,0.16367072634044955,0.0,11.25547015353633,9.87252126406204,3.0917937533812907,16.597393586897038,12.642674455455918,391.5254688316263,1592.2290196074607,0.9686758660603841,0.8132315685345777,6.0
2,5,6.5294319229094455,-6.5294319229094455,False,0,1.710703156362578,0.32633788790620677,0.823212695057246,0.11704139116230138,0.0,10.36667164182191,10.361703002101066,2.267219307075303,13.079340670871613,10.16117495844648,337.1127007780446,2907.692114552865,0.8605566383252385,0.8817522164574998,8.0
