rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
2329,2952,18.859142857142857,-18.859142857142857,-18.859142857142857,True,1.452733192266504,0.1747785026253489,0.4161487190842835,0.17007339872419833,1.0,10.174149100191139,10.161655732285553,2.869872698702456,19.344070106744766,13.36311003185874,394.46820993672713,2559.176321449397,0.9736595370760218,0.791895030036252,8
2330,1454,18.860857142857142,-18.860857142857142,-18.860857142857142,True,1.5998310084260052,0.1884187891043894,0.5224117071862272,0.1357878034598231,1.0,10.146319627367808,5.921379177824691,2.799796392716291,12.74212518696925,9.048772794271162,305.7691371413521,1588.2344273422418,0.7152486903761581,0.8858480697264314,6
2331,2651,18.86114285714286,-18.86114285714286,-18.86114285714286,True,1.8210441373423,0.19975809554355342,0.3162990874333833,0.25396107566276355,1.0,10.141219159419283,8.272764360433799,4.166064220604341,12.640209575953921,9.436595762198062,267.8727203900597,2927.693662256262,0.7222563910004035,0.7379516956444754,6
2332,667,18.862285714285715,-18.862285714285715,-18.862285714285715,True,1.4695427145509437,0.3271884578400627,0.5531591735858803,0.2378523607218121,1.0,10.126095191686556,8.451523703950665,2.610424664527023,11.515386149152423,7.23238598474647,436.2779806614092,2961.508731611614,0.5387748279693949,0.5683595646377874,8
2333,1809,18.864857142857144,-18.864857142857144,-18.864857142857144,True,1.2364494525002319,0.3663432054966688,0.7365905005791933,0.21333260369333595,1.0,10.085042696955636,6.727511513392825,1.498894242104143,15.645303661658694,11.844010258465719,211.71083084166662,1257.6470753177196,0.9736554830683849,0.7124188132584095,8
2334,2079,18.86542857142857,-18.86542857142857,-18.86542857142857,True,1.2829140179774379,0.19800024319478193,0.738591472988833,0.214370524328728,1.0,10.075654236838712,6.804500239554066,3.8826719341787688,23.076557388770063,10.887694974504559,272.3421954549849,2210.9295351711457,0.6560550757943101,0.8412260036586284,6
2335,3036,18.86542857142857,-18.86542857142857,-18.86542857142857,True,1.1987166081225284,0.3612037142677731,0.5131294772930217,0.19688081453258507,1.0,10.073213621548982,9.660996576517702,2.6959462662090363,10.319644819020827,6.823992440573846,331.1514400724075,2816.8937391857726,0.9202172821203636,0.7744102958026793,8
2336,2141,18.866,-18.866,-18.866,True,1.7350396951333966,0.32105367887071184,0.4937279032242371,0.14858686492651046,1.0,10.064393472282212,6.73078220971456,3.225361999794747,12.248125204768785,6.7784733450667485,404.2430912251791,1585.950843466946,0.7494485463090518,0.9545025459484406,6
2337,224,18.866857142857143,-18.866857142857143,-18.866857142857143,True,1.3180149975771005,0.3934368103033213,0.6540087888210114,0.20215512452525647,1.0,10.052141290930457,8.672852122658087,2.8807060112316027,18.91757157756689,9.688414799769486,239.56463503247053,2843.3384625780354,0.9883816716301993,0.8561980862272933,8
2338,2730,18.866857142857143,-18.866857142857143,-18.866857142857143,True,1.5479688706568628,0.34302612185768233,0.7486005870882183,0.26655734248934543,0.0,10.050426954031856,8.671894374001994,2.4766563294061235,16.978619789610747,9.642952279293988,238.1930434146522,1111.3540888440605,0.6043937021729705,0.8958762081358441,8
