score,objective,generation,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
6.991938393368541,-6.991938393368541,87,1.5696654229112323,0.39461127455464573,0.8436382556885236,0.21136601520798806,0.0,14.662523155916242,9.509068580005872,2.9292800873493627,18.655399046074468,13.862581565592913,254.0351076434967,2454.011240712183,0.8494843764719323,0.8135062727684159,8.0
6.934975288550609,-6.934975288550609,85,1.597000509056745,0.34183673713469404,0.8209798510845715,0.23304397630353474,0.0,13.398324855664239,11.149407134453098,2.672710014847427,18.864526516394633,13.729013615761177,233.64087126302445,2332.688687775006,0.8987777422045207,0.9287843490059253,8.0
6.723223441634039,-6.723223441634039,67,1.7620877778786814,0.31555973879838123,0.8280184838630513,0.22339601043629043,0.0,12.836291862018815,8.603408824133446,2.0463281012878136,15.177647614463767,9.423031672694323,337.9810384108576,2363.336337117618,0.8694646031865273,0.8495333886955149,8.0
6.716203634013728,-6.716203634013728,11,1.349564153360409,0.37212044840098635,0.550421742216618,0.11257738958971909,0.0,13.802284142734601,9.911552401883794,3.378378378378378,16.59464467318274,11.59033713382701,443.06199634447694,2468.9087101519845,0.6640747718548514,0.5727615464262241,8.0
6.686138114988746,-6.686138114988746,87,1.6630219469953555,0.37532099935528557,0.7077855354769613,0.22470880065418397,0.0,11.401867245615144,9.92575940192753,2.679932361804381,24.733564201499,17.845573704552766,234.925877825601,1365.7343306923585,0.9935422634374381,0.9683960973610095,6.0
6.680736349098275,-6.680736349098275,93,1.7057988822337373,0.2886305685743329,0.8073254535472871,0.16367072634044955,0.0,11.25547015353633,9.87252126406204,3.0917937533812907,16.597393586897038,12.642674455455918,391.5254688316263,1592.2290196074607,0.9686758660603841,0.8132315685345777,6.0
6.658122647475315,-6.658122647475315,79,1.8226530388344913,0.2947417148553772,0.8245794908571218,0.14387173053837074,1.0,8.44260181550392,8.14551069194925,3.5661543576058574,15.796857934408724,12.031033204863135,403.5591363330789,1645.1423883161724,0.9502153487231862,0.9480654870599693,6.0
6.602945099899274,-6.602945099899274,91,1.56151272743655,0.39211465676759577,0.7097320958758707,0.14998957745673003,1.0,9.238849057329379,8.171903102631827,3.131959969742757,16.878059771714135,12.996179582984837,398.66590411259085,2145.9847556325767,0.9042878460036142,0.7998870307020616,6.0
6.556036524815854,-6.556036524815854,73,1.6886726503627405,0.33678950040658673,0.8286600599776921,0.08308490503901228,0.0,10.588078699459336,10.357454966988119,2.992228923423703,15.015648168053552,11.331962798176242,265.4991485580385,1444.3194238545416,0.9553280881157532,0.9440095363654759,8.0
6.532783331019633,-6.532783331019633,79,1.688393440396847,0.3723442990365913,0.7620754903778184,0.16606471506111864,1.0,9.124417107260069,6.502649702536359,2.611873681051247,16.663422668596027,11.418240195782188,396.2102452113968,2030.1859825849533,0.9180094976749356,0.7674297824400214,6.0
6.5294319229094455,-6.5294319229094455,98,1.710703156362578,0.32633788790620677,0.823212695057246,0.11704139116230138,0.0,10.36667164182191,10.361703002101066,2.267219307075303,13.079340670871613,10.16117495844648,337.1127007780446,2907.692114552865,0.8605566383252385,0.8817522164574998,8.0
6.5195030678375,-6.5195030678375,69,1.4586715849474732,0.3255001788029555,0.6226255757692459,0.14610614264702582,0.0,12.07246285603609,7.435221794040639,3.291895965579897,15.019128041506926,10.701572206723966,377.16766316028645,2687.2387201753854,0.7623649632524574,0.7356071955316666,8.0
6.5189422879816,-6.5189422879816,78,1.800493220456296,0.29008230347122593,0.8243040378488169,0.1545124028404891,1.0,8.498892407933262,6.377892616219644,3.121718841082213,18.141928398024685,12.462335016489641,365.4930628414797,1976.5078417602626,0.9918380257120576,0.8668193073974657,6.0
6.507506619727582,-6.507506619727582,78,1.3398712582171732,0.3420280968936305,0.5744218611263054,0.24305763857324336,0.0,11.53435988627843,7.6616398410288795,3.848396249737867,18.106052673262823,11.763689500362343,426.68748248744697,2775.6753931557932,0.9827132337021747,0.7612505575906701,6.0
6.497839499658461,-6.497839499658461,88,1.7844312967604394,0.3953330560077953,0.8456278074475325,0.16456814320259724,0.0,10.513070600705165,9.19456057926486,3.31456129801421,19.33672165155334,13.470884865894362,365.9493193603913,2993.3148811983465,0.7694837981321515,0.7748998940687267,6.0
6.496676632708856,-6.496676632708856,71,1.2724758270326209,0.3587576269647928,0.5598359705323743,0.08205977929585642,0.0,11.979804720658263,6.937087591709265,2.2283949670975103,16.696278470329318,12.136694310306249,297.4330852029338,1509.9452814843032,0.9610840035942168,0.8043033802379635,8.0
6.47719644502202,-6.47719644502202,97,1.6247265676750995,0.2695252168551637,0.8729881246732987,0.19577653216186683,0.0,9.798360373894143,9.241981144580821,3.288201490730213,17.59394793471888,12.504355790015635,308.11554568243326,1142.7608772194112,0.8063469907084688,0.885614436394747,8.0
6.470957946481315,-6.470957946481315,91,1.811493115551562,0.34503614395856863,0.8051905973484879,0.24554927133868193,1.0,8.290181212732904,6.064706985148947,3.143579572536802,23.309301453493212,12.799941364854734,309.2500394754877,2379.321465818837,0.9654712516839737,0.8764285955685872,6.0
6.45458541767525,-6.45458541767525,97,1.71805848593324,0.32633788790620677,0.7708604901957861,0.1323814467029809,0.0,11.80907249954063,6.365427048457254,2.267219307075303,13.617582650072105,9.663017254426032,357.5902234755792,2907.692114552865,0.8605566383252385,0.7736618697919826,8.0
6.448520230727514,-6.448520230727514,81,1.7768628692457005,0.3176498050891988,0.7955778965981123,0.2023446046870993,1.0,7.353490007844002,7.180042887246333,2.4162697604140213,18.68602987088239,12.044061537655637,384.1370523529729,1456.4711128807965,0.9334873357404465,0.8063384730625877,6.0
6.408041148546044,-6.408041148546044,79,1.6086971799044578,0.2876362788466426,0.8960295661471691,0.16938509479482106,1.0,7.697681975836915,5.74080860118246,3.308475270072714,19.428199670724517,13.32148147443539,367.60127993316866,1318.4225777601755,0.9812808182235114,0.8170859007443825,6.0
6.379384919991691,-6.379384919991691,68,1.3409090517600006,0.3667870346926856,0.5786885591207763,0.1889013592036743,0.0,11.04527569693367,6.2445292359075255,2.9571830863012365,15.645306492207382,11.359206706909978,457.99451538253913,2386.2877654007793,0.7010447784570003,0.5366317238658667,8.0
6.377377805479311,-6.377377805479311,59,1.739562860384558,0.25149301396398355,0.8181213782719993,0.22280869463299532,0.0,9.687402654259996,8.345283072489968,2.9387677557097103,15.335936125887168,11.809275648314653,326.6983513815896,2873.057614890471,0.7981075472198427,0.8932012212605163,8.0
6.349581132387971,-6.349581132387971,81,1.6402056418081028,0.29670134849301366,0.8509377605648784,0.12544351120824648,0.0,9.954602083877077,7.478210928512028,4.012934413828155,16.260392856292597,11.168520872680666,388.95792585074685,1792.4837536488003,0.9735727883129393,0.862203638061149,6.0
6.346411962566365,-6.346411962566365,19,1.4497751999500756,0.39933996810537187,0.720477399788797,0.18969517771585784,1.0,7.64151323352143,7.064241780572928,3.759365464456878,19.231070752789286,9.665929326645188,476.0134568782506,2432.7522668990728,0.8492582696054959,0.722523289861569,6.0
6.334792103700392,-6.334792103700392,79,1.796994272091414,0.3004906333618687,0.8242714876594099,0.1710043130506332,0.0,10.5222948943686,5.882464947661926,3.7920395445597044,16.825826334082272,13.02527620578587,346.3134789866975,1663.0312787344117,0.9161059973138195,0.8208594166938513,6.0
