rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
1,512,-7.123248711438599,7.123248711438599,7.098285714285714,True,1.8156125725933867,0.3440437582305947,0.7368138221965093,0.27052736742211586,0.0,0.5657056880298377,15.535453938530434,9.83979111172949,3.4278480313092268,23.558586792914777,13.962070188200904,308.71525060348927,1769.4057008045293,0.9989582895866391,0.7862057410092639,6
2,870,-7.101464977703985,7.101464977703985,7.053553290494127,True,1.6961634901018066,0.373931787769755,0.8460837831706535,0.16946268185973168,0.0,0.48788850202926776,14.834493184082248,10.689775076736106,4.438374473768949,18.86301207173246,8.975759622338343,446.1950417964553,2760.418561351556,0.9461868197224708,0.9037456126000534,6
3,3072,-7.065221721241555,7.065221721241555,7.041347581552306,True,1.666352777551487,0.29235109873116016,0.8460837831706535,0.16946268185973168,0.0,0.48788850202926776,14.83449318408225,10.689775076736106,4.097432846138849,17.50021696668688,9.763453625065315,417.43517696463357,1621.3482842215003,0.9870868380288641,0.9037456126000534,6
4,3073,-7.065221721241555,7.065221721241555,7.041347581552306,True,1.666352777551487,0.29235109873116016,0.8460837831706535,0.16946268185973168,0.0,0.48788850202926776,14.834493184082248,10.689775076736106,4.097432846138849,17.50021696668688,9.763453625065315,417.43517696463357,1621.3482842215003,0.9870868380288641,0.9037456126000534,6
5,96,-7.04974943459582,7.04974943459582,6.9936519909628885,True,1.7558499852796188,0.392755198695679,0.839118947834512,0.08651231490484557,0.0,0.596496479345028,14.300748439154233,11.681715699545382,3.0407488258948017,16.891494733412095,8.593365437954752,403.94366335973734,2559.981806295703,0.829580184402552,0.69386963568622,8
6,0,-7.051847722980721,7.051847722980721,6.986386504235272,True,1.7146669814653166,0.3869200731324819,0.6218149230675786,0.10532648342763307,0.0,0.4822635144456451,14.393613515252675,13.960050762996783,2.992368896871974,21.43617998204416,10.079075007471914,372.65329994327845,2982.4051949626623,0.7542686979058095,0.653518971136417,8
7,3075,-6.866277536227751,6.866277536227751,6.8542082484252305,True,1.600563370257758,0.38603259737981455,0.6135496218221015,0.08857633216644234,0.0,0.5097417299092326,15.64690439939517,12.815078831372087,2.466350213390539,16.44620230902948,12.120173630422666,460.5959682886754,1839.1905422049792,0.8286088421864093,0.6512182418657866,6
8,1212,-6.86627753622775,6.86627753622775,6.85420824842523,True,1.600563370257758,0.38603259737981455,0.6135496218221015,0.08857633216644235,0.0,0.5097417299092326,15.646904399395169,12.815078831372087,2.466350213390539,16.44620230902948,12.120173630422666,460.5959682886754,1839.1905422049792,0.8286088421864093,0.6512182418657866,6
9,611,-6.910062546960768,6.910062546960768,6.832831485799613,True,1.586417696326226,0.3217244657675698,0.6847853874787688,0.22710366371753177,0.0,0.5004906594433687,13.79042235025762,11.720647181512062,3.8810436401504687,22.65982143088541,15.36377859627309,251.35935343494933,1935.679119080305,0.9975527218262767,0.9689532649220834,6
10,3074,-6.910062546960768,6.910062546960768,6.832831485799613,True,1.586417696326226,0.3217244657675698,0.6847853874787688,0.22710366371753177,0.0,0.5004906594433687,13.790422350257622,11.720647181512062,3.8810436401504687,22.65982143088541,15.363778596273088,251.35935343494933,1935.679119080305,0.9975527218262767,0.9689532649220834,6
11,590,-6.852496698510978,6.852496698510978,6.813111859650981,True,1.801875539057454,0.26475478516721934,0.5445506024516591,0.26530224986878037,0.0,0.48408939371308846,15.365250033204639,8.361968796990302,4.420199450502418,17.82652203648481,13.075287892717924,329.04619946959673,2399.1196800450234,0.8669872132015932,0.8635626729381346,6
12,1024,-6.899506809512438,6.899506809512438,6.802948993838926,True,1.6772229240537773,0.3077085834758913,0.7320300142449271,0.13980901140999266,0.0,0.48872025538208075,14.42844265314934,13.585792353364859,2.3254626240634004,21.604925978787904,11.785610055261321,372.40435164421797,1725.316708064909,0.8510870423893586,0.7463964457109761,6
13,536,-6.786630238984715,6.786630238984715,6.779318439027963,True,1.7229430900503377,0.32098131921599515,0.57330377299167,0.10371804693713786,0.0,0.5830962211779411,13.964123215868405,12.919871656234477,2.6932857319016468,23.784865021012,12.95408293547094,271.59395942334044,1660.5137065052986,0.9267887431914601,0.9686228002717789,6
