generation,island,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,best_objective,best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
1,0,1024,9.024200874962844,113.47265139465506,496.3310481229564,0.0,nan,nan,1.6485714187532663,0.3111427301186531,0.5956111860592727,0.21717826156861816,0.0,0.5326781857861911,5.426711769337695,3.899003196813098,3.1401708623914697,24.852000697795404,17.429985396440163,321.54838397810533,2148.990244078757,0.6519199051357667,0.7821542463908491,6.0
2,0,1536,11.04748137498973,139.03621539270782,401.3918232912935,0.0,nan,nan,1.3566697215813766,0.339566223755104,0.6756851009839709,0.22312028066955952,0.0,0.3955708051620859,5.989268357064786,4.720920389571042,2.8327170339938053,21.31473144860359,11.226095437411155,302.6197184977025,2541.5345150977373,0.9050459741912921,0.6995008233858093,8.0
3,0,2048,13.26942266698461,154.3397969450162,358.2744120085845,0.0,nan,nan,1.7553117353874792,0.3051999025607173,0.8162777832650425,0.20151465309862224,0.0,0.3638084570569917,10.981799665962408,1.1908575504414394,3.378378378378378,20.02521562824581,9.438923959769607,358.35031900053104,2398.221562078371,0.8816862912624475,0.7895548542379599,8.0
4,0,2560,15.522158375009894,164.92551732505873,332.17418922521176,0.0,nan,nan,1.3652646402753823,0.3677570902163767,0.7345325093944185,0.22593306990587342,0.0,0.3839539703677103,12.411975477398919,11.376497543217676,2.6734549936334417,21.421909621270647,9.321537108395972,390.2796675852685,2693.355547176171,0.7205384610873388,0.6440364442335693,8.0
5,0,3072,17.006745791994035,180.63420466049132,300.4525089918946,0.0,nan,nan,1.3652646402753823,0.3677570902163767,0.7345325093944185,0.22593306990587342,0.0,0.3839539703677103,12.411975477398919,11.376497543217676,2.6734549936334417,21.421909621270647,9.321537108395972,390.2796675852685,2693.355547176171,0.7205384610873388,0.6440364442335693,8.0
6,0,3584,18.38970875000814,194.89161295164143,275.8456312501221,0.0,nan,nan,1.3652646402753823,0.3677570902163767,0.7345325093944185,0.22593306990587342,0.0,0.3839539703677103,12.411975477398919,11.376497543217676,2.6734549936334417,21.421909621270647,9.321537108395972,390.2796675852685,2693.355547176171,0.7205384610873388,0.6440364442335693,8.0
7,0,4096,20.080668542010244,203.97727254104439,261.0486910461332,0.0,nan,nan,1.3652646402753823,0.3677570902163767,0.7345325093944185,0.22593306990587342,0.0,0.3839539703677103,12.411975477398919,11.376497543217676,2.6734549936334417,21.421909621270647,9.321537108395972,390.2796675852685,2693.355547176171,0.7205384610873388,0.6440364442335693,8.0
8,0,4608,21.638512499979697,212.95363995118998,247.6407541664343,0.0,nan,nan,1.3652646402753823,0.3677570902163767,0.7345325093944185,0.22593306990587342,0.0,0.3839539703677103,12.411975477398919,11.376497543217676,2.6734549936334417,21.421909621270647,9.321537108395972,390.2796675852685,2693.355547176171,0.7205384610873388,0.6440364442335693,8.0
9,0,5120,22.741247541969642,225.14156228900325,231.96072492809034,0.0,nan,nan,1.3652646402753823,0.3677570902163767,0.7345325093944185,0.22593306990587342,0.0,0.3839539703677103,12.411975477398919,11.376497543217676,2.6734549936334417,21.421909621270647,9.321537108395972,390.2796675852685,2693.355547176171,0.7205384610873388,0.6440364442335693,8.0
10,0,5632,24.208071291970555,232.64967836855504,222.274109135366,0.0,nan,nan,1.3652646402753823,0.3677570902163767,0.7345325093944185,0.22593306990587342,0.0,0.3839539703677103,12.411975477398919,11.376497543217676,2.6734549936334417,21.421909621270647,9.321537108395972,390.2796675852685,2693.355547176171,0.7205384610873388,0.6440364442335693,8.0
11,1,6144,34.50344029197004,178.06919970904724,287.52866909975035,0.0,nan,nan,1.1857344655767084,0.38729645855724815,0.4523999076336622,0.24213989401236174,0.0,0.5853176486061885,6.983722859903347,3.2313522604689773,3.6143856309354305,18.620808967389166,7.836540583735111,465.58833876624703,1441.2927068769932,0.8157235244289041,0.930931968614459,6.0
12,1,6656,36.483403874968644,182.43911732607543,277.83515258629967,0.0,nan,nan,1.242776798264477,0.2607378400172289,0.34707746595277245,0.2521492192259897,0.0,0.3902255758829862,9.543455461910007,8.66093630245609,3.990639903119783,20.799260586500168,12.987891268961341,328.04620237046765,1953.719162822475,0.8444623060544847,0.9849027470700269,6.0
13,1,7168,39.29834045795724,182.39955978977233,275.08838320570067,0.0,nan,nan,1.586417696326226,0.3217244657675698,0.6847853874787688,0.22710366371753177,0.0,0.5004906594433687,13.790422350257622,11.720647181512062,3.8810436401504687,22.65982143088541,15.363778596273088,251.35935343494933,1935.679119080305,0.9975527218262767,0.9689532649220834,6.0
14,1,7680,41.21664679195965,186.33247965960635,266.53431592133904,0.0,nan,nan,1.586417696326226,0.3217244657675698,0.6847853874787688,0.22710366371753177,0.0,0.5004906594433687,13.790422350257622,11.720647181512062,3.8810436401504687,22.65982143088541,15.363778596273088,251.35935343494933,1935.679119080305,0.9975527218262767,0.9689532649220834,6.0
15,1,8192,43.088410791999195,190.12072734697188,258.53046475199517,0.0,nan,nan,1.586417696326226,0.3217244657675698,0.6847853874787688,0.22710366371753177,0.0,0.5004906594433687,13.790422350257622,11.720647181512062,3.8810436401504687,22.65982143088541,15.363778596273088,251.35935343494933,1935.679119080305,0.9975527218262767,0.9689532649220834,6.0
16,1,8704,45.46332804200938,191.4510084250159,254.05977435240536,0.0,nan,nan,1.8156125725933867,0.3440437582305947,0.7368138221965093,0.27052736742211586,0.0,0.5657056880298377,15.535453938530434,9.83979111172949,3.4278480313092268,23.558586792914777,13.962070188200904,308.71525060348927,1769.4057008045293,0.9989582895866391,0.7862057410092639,6.0
17,1,9216,47.98494583298452,192.0602355596489,250.5880504611414,0.0,nan,nan,1.8156125725933867,0.3440437582305947,0.7368138221965093,0.27052736742211586,0.0,0.5657056880298377,15.535453938530434,9.83979111172949,3.4278480313092268,23.558586792914777,13.962070188200904,308.71525060348927,1769.4057008045293,0.9989582895866391,0.7862057410092639,6.0
18,1,9728,50.3330859579728,193.27247306319944,246.36721021534055,0.0,nan,nan,1.8156125725933867,0.3440437582305947,0.7368138221965093,0.27052736742211586,0.0,0.5657056880298377,15.535453938530434,9.83979111172949,3.4278480313092268,23.558586792914777,13.962070188200904,308.71525060348927,1769.4057008045293,0.9989582895866391,0.7862057410092639,6.0
19,1,10240,53.12204954196932,192.7636468903528,244.36142789305885,0.0,nan,nan,1.8156125725933867,0.3440437582305947,0.7368138221965093,0.27052736742211586,0.0,0.5657056880298377,15.535453938530434,9.83979111172949,3.4278480313092268,23.558586792914777,13.962070188200904,308.71525060348927,1769.4057008045293,0.9989582895866391,0.7862057410092639,6.0
