generation,island,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,best_objective,best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
33,3,18944,525.0870905999327,36.0778246868643,1064.3657241890526,0.0,9.839557684756803,-9.839557684756803,1.6620791614964605,0.22449183583259583,0.8771997671574354,0.21701465284451843,0.0,0.3740115833658725,0.012901607858110217,0.38382412258729204,0.29531558503443023,1.9336468611617343,18.516211141832173,8.002856918941013,604.6164660714567,2150.085361674428,0.7949891686439514,0.9070172063075006
34,3,19456,536.5077957999893,36.26415152269888,1044.7783391894527,0.0,9.839557684756803,-9.839557684756803,1.6620791614964605,0.22449183583259583,0.8771997671574354,0.21701465284451843,0.0,0.3740115833658725,0.012901607858110217,0.38382412258729204,0.29531558503443023,1.9336468611617343,18.516211141832173,8.002856918941013,604.6164660714567,2150.085361674428,0.7949891686439514,0.9070172063075006
35,3,19968,544.7933429999975,36.65243024087409,1019.74138561538,0.0,9.839557684756803,-9.839557684756803,1.6620791614964605,0.22449183583259583,0.8771997671574354,0.21701465284451843,0.0,0.3740115833658725,0.012901607858110217,0.38382412258729204,0.29531558503443023,1.9336468611617343,18.516211141832173,8.002856918941013,604.6164660714567,2150.085361674428,0.7949891686439514,0.9070172063075006
36,3,20480,556.6358057999751,36.79245888712989,1001.9444504399552,0.0,9.839557684756803,-9.839557684756803,1.6620791614964605,0.22449183583259583,0.8771997671574354,0.21701465284451843,0.0,0.3740115833658725,0.012901607858110217,0.38382412258729204,0.29531558503443023,1.9336468611617343,18.516211141832173,8.002856918941013,604.6164660714567,2150.085361674428,0.7949891686439514,0.9070172063075006
37,3,20992,569.7855764999986,36.84192943062337,986.7018519878025,0.0,9.839557684756803,-9.839557684756803,1.6620791614964605,0.22449183583259583,0.8771997671574354,0.21701465284451843,0.0,0.3740115833658725,0.012901607858110217,0.38382412258729204,0.29531558503443023,1.9336468611617343,18.516211141832173,8.002856918941013,604.6164660714567,2150.085361674428,0.7949891686439514,0.9070172063075006
38,3,21504,580.0443431000458,37.073027701764865,966.7405718334096,0.0,8.23880926177317,-8.23880926177317,1.8209903029706969,0.2922155683087175,0.763748915670091,0.15404200505809926,0.0,0.3325047273503458,0.11279479462449282,1.7141346404483357,1.7107835229237196,1.2070386944229226,13.018525236771122,8.400188051773213,428.7642780495859,2645.189972745511,0.7472257861693576,0.9012850909493864
39,3,22016,593.2171147000045,37.11288743099346,951.9065328907047,0.0,8.23880926177317,-8.23880926177317,1.8209903029706969,0.2922155683087175,0.763748915670091,0.15404200505809926,0.0,0.3325047273503458,0.11279479462449282,1.7141346404483357,1.7107835229237196,1.2070386944229226,13.018525236771122,8.400188051773213,428.7642780495859,2645.189972745511,0.7472257861693576,0.9012850909493864
40,3,22528,606.9209593000123,37.118507203940524,937.9687552818372,0.0,7.5172908865108905,-7.5172908865108905,1.3807121616922546,0.23241570257958638,0.5352966143840637,0.16804604631718362,0.0,0.4196657191222884,0.09762063173744827,2.331461564880051,2.0207846556702123,3.055591892329116,14.206910500479857,7.359191434834592,609.4732980690508,2853.3945480142643,0.8200768886188785,0.8123972624356205
41,4,23552,658.7121999999508,35.7546133197499,945.1088086955815,0.0,12.946915142770887,-12.946915142770887,1.7715795156698673,0.2747274701297283,0.7493414159864188,0.1899236088618636,0.0,0.23313180743604892,0.048100349474139506,3.3255044425614244,0.815587022621969,2.598927656339632,17.976018004119396,7.317449241044742,539.3298050854355,1434.3981258571148,0.7254560119472444,0.83258225210011
42,4,24064,667.0356440000469,36.07603314223836,922.4961034043203,0.0,12.946915142770887,-12.946915142770887,1.7715795156698673,0.2747274701297283,0.7493414159864188,0.1899236088618636,0.0,0.23313180743604892,0.048100349474139506,3.3255044425614244,0.815587022621969,2.598927656339632,17.976018004119396,7.317449241044742,539.3298050854355,1434.3981258571148,0.7254560119472444,0.83258225210011
