generation,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,best_objective,best_score,wing_span,wing_chord,tail_arm,nose_length,ducks_num,pucks_num,banner_length,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
1,512,4.800725899999634,106.65053799468932,93.61415504999286,0.0,-4.727168580613884,4.727168580613884,1.2938909552478712,0.33581402733903787,0.5783040253787279,0.19434325415187179,56.0,10.0,0.5038549723968182,2.627661859122371,21.81873298135223,15.686216396697969,330.21794777216246,1814.5701459645531,0.5808931877836585,0.9354770822757162
2,768,5.509877600000436,139.38603645205097,69.79178293333887,0.0,-4.856596190189107,4.856596190189107,1.4771860784145003,0.2880403486266732,0.7902724552899599,0.13502551950607478,60.0,13.0,0.5170309608090218,3.5871485781836174,19.840109816774312,12.62449855720414,417.6815101274609,1602.0086175241918,0.6548373256403794,0.8636710229439672
3,1024,6.698757600000135,152.8641669314888,61.96350780000125,0.0,-4.856596190189107,4.856596190189107,1.4771860784145003,0.2880403486266732,0.7902724552899599,0.13502551950607478,60.0,13.0,0.5170309608090218,3.5871485781836174,19.840109816774312,12.62449855720414,417.6815101274609,1602.0086175241918,0.6548373256403794,0.8636710229439672
4,1280,8.211776299999656,155.87370542473906,59.12478935999752,0.0,-4.856596190189107,4.856596190189107,1.4771860784145003,0.2880403486266732,0.7902724552899599,0.13502551950607478,60.0,13.0,0.5170309608090218,3.5871485781836174,19.840109816774312,12.62449855720414,417.6815101274609,1602.0086175241918,0.6548373256403794,0.8636710229439672
5,1536,10.054002599999876,152.77497541128733,58.64834849999928,0.0,-4.856596190189107,4.856596190189107,1.4771860784145003,0.2880403486266732,0.7902724552899599,0.13502551950607478,60.0,13.0,0.5170309608090218,3.5871485781836174,19.840109816774312,12.62449855720414,417.6815101274609,1602.0086175241918,0.6548373256403794,0.8636710229439672
6,1792,11.840646399999969,151.343088836772,57.51171108571413,0.0,-4.856596190189107,4.856596190189107,1.4771860784145003,0.2880403486266732,0.7902724552899599,0.13502551950607478,60.0,13.0,0.5170309608090218,3.5871485781836174,19.840109816774312,12.62449855720414,417.6815101274609,1602.0086175241918,0.6548373256403794,0.8636710229439672
7,2048,14.158914100000402,144.64386078872687,58.40552066250165,0.0,-4.856596190189107,4.856596190189107,1.4771860784145003,0.2880403486266732,0.7902724552899599,0.13502551950607478,60.0,13.0,0.5170309608090218,3.5871485781836174,19.840109816774312,12.62449855720414,417.6815101274609,1602.0086175241918,0.6548373256403794,0.8636710229439672
8,2304,16.119657299999744,142.9310783176536,57.31433706666576,0.0,-5.153212224660089,5.153212224660089,1.3980343160953168,0.3603286204117704,0.792860448866595,0.10207521566351813,71.0,15.0,0.555262881454345,3.108017618281884,19.615006456082778,13.806999642209641,283.5853914730251,1508.2398137989042,0.8608447112083876,0.9434801155800782
9,2560,18.22396360000039,140.47438066656068,56.4942871600012,2.217706847711821e-06,-5.159451677672447,5.159451677672447,1.5147572733044972,0.39536413987322905,0.8437526415746794,0.24413058938742693,98.0,21.0,0.5467248031624976,3.386857573972144,20.884953013735128,9.782582672846107,283.1942488768974,1822.286858097978,0.9716648523761815,0.9693174715481946
10,2816,19.44750639999984,144.80005518856768,53.03865381818138,1.5492402633306293e-06,-5.159451677672447,5.159451677672447,1.5147572733044972,0.39536413987322905,0.8437526415746794,0.24413058938742693,98.0,21.0,0.5467248031624976,3.386857573972144,20.884953013735128,9.782582672846107,283.1942488768974,1822.286858097978,0.9716648523761815,0.9693174715481946
11,3072,20.884403699999893,147.09541359804376,50.47064227499975,1.4114286828638415e-06,-5.159451677672447,5.159451677672447,1.5147572733044972,0.39536413987322905,0.8437526415746794,0.24413058938742693,98.0,21.0,0.5467248031624976,3.386857573972144,20.884953013735128,9.782582672846107,283.1942488768974,1822.286858097978,0.9716648523761815,0.9693174715481946
12,3328,22.077554399999826,150.74133392238528,47.551655630768856,8.873948086482604e-07,-5.159451677672447,5.159451677672447,1.5147572733044972,0.39536413987322905,0.8437526415746794,0.24413058938742693,98.0,21.0,0.5467248031624976,3.386857573972144,20.884953013735128,9.782582672846107,283.1942488768974,1822.286858097978,0.9716648523761815,0.9693174715481946
13,3584,23.197421199999553,154.4999320872817,44.73788374285628,4.1615349814603204e-07,-5.159451677672447,5.159451677672447,1.5147572733044972,0.39536413987322905,0.8437526415746794,0.24413058938742693,98.0,21.0,0.5467248031624976,3.386857573972144,20.884953013735128,9.782582672846107,283.1942488768974,1822.286858097978,0.9716648523761815,0.9693174715481946
14,3840,24.754035799999656,155.1262198627043,42.906995386666075,1.3480338248255522e-08,-5.159451677672447,5.159451677672447,1.5147572733044972,0.39536413987322905,0.8437526415746794,0.24413058938742693,98.0,21.0,0.5467248031624976,3.386857573972144,20.884953013735128,9.782582672846107,283.1942488768974,1822.286858097978,0.9716648523761815,0.9693174715481946
15,4096,26.397848100000374,155.1641627940098,41.246637656250584,1.0207159384027456e-06,-5.159451677672447,5.159451677672447,1.5147572733044972,0.39536413987322905,0.8437526415746794,0.24413058938742693,98.0,21.0,0.5467248031624976,3.386857573972144,20.884953013735128,9.782582672846107,283.1942488768974,1822.286858097978,0.9716648523761815,0.9693174715481946
16,4352,28.34011180000016,153.56326152531182,40.009569600000226,1.4993685750923402e-06,-5.159451677672447,5.159451677672447,1.5147572733044972,0.39536413987322905,0.8437526415746794,0.24413058938742693,98.0,21.0,0.5467248031624976,3.386857573972144,20.884953013735128,9.782582672846107,283.1942488768974,1822.286858097978,0.9716648523761815,0.9693174715481946
17,4608,30.243402099999912,152.36381094837256,38.644347127777664,2.0584887634011377e-06,-5.159451677672447,5.159451677672447,1.5147572733044972,0.39536413987322905,0.8437526415746794,0.24413058938742693,98.0,21.0,0.5467248031624976,3.386857573972144,20.884953013735128,9.782582672846107,283.1942488768974,1822.286858097978,0.9716648523761815,0.9693174715481946
18,4864,32.13179659999969,151.37653398440992,37.20523816842069,2.804412876460863e-06,-5.227034702082532,5.227034702082532,1.507643127955994,0.33475775089014526,0.8723131597329523,0.24655297728295344,102.0,22.0,0.7669054668875646,4.013244652269679,20.978210217832792,14.155235928061686,293.31166665356426,1571.025908863234,0.8114941036543649,0.8969088596320279
19,5120,34.14532599999984,149.947316361836,35.852592299999834,4.051961363576077e-06,-5.227034702082532,5.227034702082532,1.507643127955994,0.33475775089014526,0.8723131597329523,0.24655297728295344,102.0,22.0,0.7669054668875646,4.013244652269679,20.978210217832792,14.155235928061686,293.31166665356426,1571.025908863234,0.8114941036543649,0.8969088596320279
