ducks_num,pucks_num,score,objective,generation,population_index,wing_span,wing_chord,tail_arm,nose_length,banner_length,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
6,1,-7.680763853269347,7.680763853269347,4,177,1.5218458380869726,0.2593819206142883,0.8313753283258645,0.1837336129274598,4.916505153460843,4.109972341355499,21.826743594322124,13.71556514954868,313.13906648446255,2807.088547993957,0.5561800489913389,0.9037469208677308
7,1,4.5944180494284055,-4.5944180494284055,21,217,1.3509061432986973,0.3265645031867347,0.8895956162662835,0.16344022086759877,1.258347197350781,3.6713665863050435,19.603073241993272,8.562243506202787,279.2966174893081,1271.6976885038603,0.9354259027168155,0.7523748635848518
13,3,0.30864197530864196,-0.30864197530864196,6,168,1.236191350832472,0.3942398011672442,0.5077941844966397,0.14628822024095545,0.7744742915965617,3.5230970841801645,20.850615801127212,14.697834242201612,286.44481264054775,2069.787610567592,0.5170632165088748,0.8363133056080748
14,2,4.663873330090379,-4.663873330090379,34,52,1.310023306002041,0.3835105101381291,0.8669679218812733,0.08694413726327865,1.1874480426589622,3.162867469932515,18.039005939108133,12.40342230725224,303.44821020213834,1534.138425526347,0.8608592009866642,0.7900183070620408
14,3,2.6269762410263944,-2.6269762410263944,6,66,1.4736540929402595,0.3165215813236591,0.7890491730228759,0.20121421284973623,1.8166477486684076,3.675325124500671,16.307220993060177,8.6698415355681,307.0995282415247,1651.62776267232,0.9057483150605465,0.9885035551532516
15,1,-1.939169545361998,1.939169545361998,1,180,0.9400282673127951,0.13800902653485536,0.5346158963783487,0.27596949602631443,2.5098292773216624,2.334638344931118,14.296211288310587,10.054077405840406,281.2873097976126,1074.616276202275,0.9075541794300079,0.9089906159445853
16,5,0.24509803921568626,-0.24509803921568626,1,31,1.4095462818592202,0.33764712965919746,0.7001452342660719,0.27357583738863467,3.1934322418183534,3.2066970203761085,18.877987286977852,13.97293945710739,215.84766460582614,1246.4030954548593,0.520680828661289,0.5198003828809499
17,2,0.25510204081632654,-0.25510204081632654,23,225,1.4886759998285266,0.36758585685440553,0.5475692622819697,0.0940257815057908,1.7308433653837358,1.746210481333365,15.393486796416685,10.205431460840959,264.9753268818632,1939.9358945796068,0.5931545286476207,0.651490997574637
17,4,0.2403846153846154,-0.2403846153846154,7,179,1.2714862228031034,0.397206374584793,0.7818711422170741,0.18465290235144216,0.543819574662062,4.205646668062654,17.4996056845948,12.408052947325467,213.81095757235838,1961.795808707626,0.6942396465715541,0.8895622551540145
17,5,4.57217632602138,-4.57217632602138,7,242,1.4041642817611297,0.37947189116303054,0.7800925071894388,0.12158146188220184,0.54047566467947,2.8990540345908418,20.860556580498983,15.067478826303425,257.2203362621158,1234.758172573926,0.8916926076344883,0.734492585452812
19,4,4.37876506204964,-4.37876506204964,7,169,1.2806757711991117,0.3740225042092663,0.8485816550602894,0.1900324903503239,0.6134309598077667,3.9545763885586913,17.687388942576945,7.653697732505144,314.98515709678054,1903.5011524356548,0.8489128166197639,0.5542940841761163
21,7,-0.7211113061392949,0.7211113061392949,2,100,0.9878182314671577,0.3414083795823556,0.5738365055993199,0.14850022267668217,4.559651104223655,2.4854909661225975,20.870278552174568,14.564307236723069,284.47275332059735,2926.8773655765845,0.9687024726514301,0.8150558503947689
22,3,0.1984126984126984,-0.1984126984126984,6,46,1.263900934834907,0.268272042511945,0.49075643845613065,0.13955957609341593,1.689662574172396,4.227860484493453,11.161399698810124,6.987994147872768,248.41435145115673,1218.6636520908573,0.5467847847830172,0.7291931723019278
22,7,1.3562763724551932,-1.3562763724551932,3,183,1.0407996825243404,0.3442328177550915,0.8102889047894511,0.1914251954124805,1.4262723818506882,3.3366522075944065,17.099560344301832,10.8602106075756,268.81339643202057,2186.226484964905,0.9799021978829239,0.8719040079391964
27,3,0.16556291390728478,-0.16556291390728478,7,111,1.4578088365184616,0.3013649682325017,0.3950444172337478,0.21151204952971406,4.4720948498528434,3.8258850033297875,20.297465251632325,10.919430961706716,228.8806337585471,1704.1764461161142,0.744260546193607,0.7317418502679607
27,6,0.15625,-0.15625,4,56,1.1128301398074258,0.358982398041952,0.653791909380556,0.14017834033344562,1.8872829825090733,4.093744620593619,22.67055434252919,17.987842167777785,394.5330099120524,1162.084150333559,0.9966254878886535,0.9594346400162711
27,9,-7.93335298781249,7.93335298781249,10,198,1.4211495378146048,0.3369480661558989,0.7623197055516274,0.14351532482266183,1.4288154635125956,1.768210753639322,23.16343135388952,14.404760043171715,388.2487995779444,1682.8639067765448,0.891487534879648,0.7738369506817453
28,7,0.1488095238095238,-0.1488095238095238,26,106,1.494260166067577,0.3429025833290352,0.8593169962595802,0.18747085334970653,1.9266584203819699,1.3361246824681539,19.70112082660045,8.362450995482504,221.34704084959378,1869.8040883295882,0.5370214176811277,0.8700301931952312
29,1,-9.803423989489241,9.803423989489241,8,3,1.4761217772719977,0.3430930148662513,0.8620732101282305,0.24928527187890276,4.096981923031736,3.2815245606056536,22.740710687780716,17.306726040643845,424.6102097338907,1623.26522363907,0.9097588256929776,0.6384567091505513
29,4,-3.5037158580908283,3.5037158580908283,1,169,1.475273436844349,0.2768597209826112,0.44250234626233576,0.09844021545723082,3.192864940967411,3.445891551207751,17.687388942576945,11.586812088266015,461.96547262370586,2968.120686709881,0.6951564205810428,0.6120013231411576
30,2,-0.7803504603879885,0.7803504603879885,4,144,1.471858793024619,0.3638271939900814,0.7051303681376171,0.1733265773665748,0.7007685041857772,2.9799862263929455,22.73196295588383,11.190788449626687,354.78364073959295,1724.7962389629943,0.7732672651369451,0.8211827528870687
30,4,-6.952556836128892,6.952556836128892,5,238,1.357945062689325,0.28985698255249814,0.37680171373534543,0.20265016988670517,3.447338689759619,2.3839540504850447,19.177812696434557,14.110103771208909,400.4603495821357,2139.8098626681794,0.5163055699952818,0.7305518935103616
30,6,-1.5201713107571395,1.5201713107571395,4,200,1.1066462903711947,0.14563603063387073,0.5799708894153996,0.1289690002823778,2.843524887815862,4.1399726162061645,12.362074712351045,9.718984779901803,431.186789739877,2091.6790192775375,0.8633215431865485,0.7301802740161436
30,8,-1.9454955556457838,1.9454955556457838,2,146,1.0497926930446264,0.20100559349337715,0.4577731732724011,0.12061752203062225,1.8987353928052946,2.96507723216994,23.667738874314,13.480201052689347,251.44128458948992,1004.485645590351,0.7567178504541516,0.7134129037116119
30,9,4.648304596488477,-4.648304596488477,28,25,1.4238820718391245,0.36464301856207776,0.8427990466045492,0.18528752243566507,0.8383088602192343,3.4862588888036368,22.229725967995954,17.04739938520651,239.69775373116136,2269.3499288094363,0.7105408697389066,0.8300335698444061
30,10,3.587493720554728,-3.587493720554728,36,146,1.4891853491000793,0.3755222796989373,0.8381217754838648,0.12996943030477182,1.21000652081666,1.9516263396655755,19.340961164525407,12.949787895007947,290.4192094034151,1027.046814914379,0.930584657229413,0.7134129037116119
31,5,1.0090317987336048,-1.0090317987336048,1,36,1.1745068575546376,0.15562903199344874,0.4751456904994057,0.11015527177602054,4.460758884437382,1.9221207601949573,23.93755909790965,12.473880802051573,283.76014036947026,1494.1661189815975,0.8589077335782349,0.8040055502895573
32,1,2.7388206446351475,-2.7388206446351475,5,77,1.5228091412894718,0.27751385588835764,0.8667277192773312,0.22995818627927062,0.5098860481050966,3.6748687714896238,20.495784992128275,11.431881917536453,395.5723405278867,2276.463496724963,0.6718268539062112,0.7646845304424275
32,4,0.13966480446927373,-0.13966480446927373,3,211,1.4777693932347027,0.35682071495345113,0.4906025153066107,0.24011400744223826,1.8562679331989183,3.1455960178673905,20.37466592113048,11.334103251807392,286.60195504813265,2362.7374694458463,0.5373766220608895,0.5741150867685159
32,6,-1.3405234440730842,1.3405234440730842,3,193,1.4460793700529746,0.3821626628011716,0.8133612462456032,0.13738479057924596,3.5898957063080665,2.224925130086339,13.74741615616487,9.69792307000317,398.35185064615047,2831.6347249853043,0.6059347281803602,0.9005882525394812
32,7,-8.676134337938223,8.676134337938223,1,193,1.4433026494327934,0.27216614427887265,0.6122134935245752,0.2838909843544353,1.2233060787989576,3.65972006553784,17.435196455408477,12.826934349480345,490.48294769600034,1856.6547632217407,0.7596842343918979,0.8008357180117549
32,10,3.574129853039655,-3.574129853039655,10,156,1.4511321973379616,0.3335926772925375,0.8375626989120422,0.19846742903467418,0.9453306325940711,2.771038581711069,18.61236006621754,10.760836308354964,398.64575234817994,2480.9360582307004,0.712889442837688,0.7409545840937743
33,3,0.13812154696132597,-0.13812154696132597,8,61,1.18016698932579,0.13933794422245926,0.8182498678583798,0.14752689104557887,2.2842240893329184,3.854322611622202,13.107620515297413,9.191599673788465,250.34278696042855,1764.4699443957304,0.9037755402320664,0.5968778400314232
33,7,4.4198245237913545,-4.4198245237913545,9,83,1.418594858465838,0.3699266531963529,0.8514616241024435,0.1219659097848842,2.270803065953434,2.6403560758738576,14.19960581989886,10.321398457495556,287.48003164388945,1154.5293326120718,0.7704839570925824,0.7235279095605922
33,10,-5.9958558600622265,5.9958558600622265,4,61,1.2090920324573142,0.3687102313397257,0.7786394567784344,0.19249421730243474,2.2842240893329184,2.910443003637752,20.278506326794982,15.08677929919213,374.8541163084347,2781.719838364226,0.5039920012875367,0.7318555906511839
34,11,-0.06656898009638734,0.06656898009638734,26,85,1.5055923844931032,0.293976626455396,0.8505138397825456,0.15898704716183204,2.4596600021773245,3.8284453237491123,19.235221616192813,9.811450264841032,325.74672256056135,1354.934620550217,0.7616309826693084,0.8554495722050084
35,2,4.578178775213731,-4.578178775213731,9,50,1.5144225725117708,0.39849658271000293,0.8539141182859749,0.11975807666954436,0.9004096176153342,4.082932505290955,15.833899732510886,7.83438146294397,425.2907422488122,1518.5363422947494,0.8509969497631709,0.8542547593961249
35,9,4.8027815303148405,-4.8027815303148405,31,205,1.472147203476981,0.3861116066911976,0.845803838802139,0.21629266739974579,1.1453073830409701,3.175364158116328,15.309831593476378,10.973117041217789,371.0324063646696,2248.2701245316753,0.8426844918101906,0.8934501892008961
36,2,-0.09293029535596808,0.09293029535596808,1,250,1.3065252480246128,0.26054002156033,0.8152990781818275,0.22660101783826858,1.5431991040365118,2.609757519882209,17.607576585840274,12.402328599768095,282.55813188215603,1364.370581662844,0.9545259733544504,0.908990207929509
36,6,0.43029468224736167,-0.43029468224736167,5,63,1.4427756837983434,0.3339196439614853,0.5477901340827064,0.192446156867175,1.4599009174467956,3.2526720994752316,16.607667520262403,11.877614310637613,304.114600703335,1644.4111458446673,0.7268398062449309,0.6794384155555178
