case_id,design_wing_span,design_wing_chord,design_tail_arm,design_nose_length,design_ducks_num,design_pucks_num,design_banner_length,design_batt_capacity,cruise_velocity,cruise_alpha,coarse_runtime_seconds,full_runtime_seconds,coarse_static_margin,full_static_margin,coarse_CLa,full_CLa,coarse_Cma,full_Cma,coarse_Cmq,full_Cmq,coarse_CYb,full_CYb,coarse_CYr,full_CYr,coarse_Clb,full_Clb,coarse_Clp,full_Clp,coarse_Clr,full_Clr,coarse_Cnb,full_Cnb,coarse_Cnr,full_Cnr,coarse_phugoid_eigenvalue_real,full_phugoid_eigenvalue_real,coarse_phugoid_eigenvalue_imag,full_phugoid_eigenvalue_imag,coarse_phugoid_damping_ratio,full_phugoid_damping_ratio,coarse_short_period_eigenvalue_real,full_short_period_eigenvalue_real,coarse_short_period_eigenvalue_imag,full_short_period_eigenvalue_imag,coarse_short_period_damping_ratio,full_short_period_damping_ratio,coarse_dutch_roll_eigenvalue_real,full_dutch_roll_eigenvalue_real,coarse_dutch_roll_eigenvalue_imag,full_dutch_roll_eigenvalue_imag,coarse_dutch_roll_damping_ratio,full_dutch_roll_damping_ratio,coarse_spiral_eigenvalue_real,full_spiral_eigenvalue_real,coarse_spiral_eigenvalue_imag,full_spiral_eigenvalue_imag,coarse_spiral_damping_ratio,full_spiral_damping_ratio,coarse_roll_subsidence_eigenvalue_real,full_roll_subsidence_eigenvalue_real,coarse_roll_subsidence_eigenvalue_imag,full_roll_subsidence_eigenvalue_imag,coarse_roll_subsidence_damping_ratio,full_roll_subsidence_damping_ratio,coarse_gate_longitudinal,coarse_gate_directional,coarse_gate_static_margin,coarse_gate_spiral,coarse_gate_overall,full_gate_longitudinal,full_gate_directional,full_gate_static_margin,full_gate_spiral,full_gate_overall,status,error
0,0.8715402700129861,0.3181621972489185,0.7977672647345363,0.2259469548546263,8,9,4.03236563626821,5.275465240880569,29.459832657943068,0.5057087755483857,0.013628799933940172,0.7759191999211907,0.4474458735426135,0.4323196969456854,4.2067469827642,3.9228975969292788,-1.882291578475681,-1.6959459002534232,-6.702886652147967,-9.494148358326054,-0.06849017714981856,-0.08226785746707911,0.12443207719088331,0.12576974036668961,0.008179218940215503,0.013092220756518981,-0.45395727050688656,-0.4115123062788552,0.05027729636179229,0.06633876880605134,0.012216038595441653,-0.09762980472762545,-0.11303330257249132,-0.11378350741717452,-0.0422537809704193,-0.03758880103230395,0.4689313083760492,0.4693282817166827,0.08974296341596706,0.07983499508006273,-3.997123018440813,-5.661632206087825,19.993892766821087,18.507333202212827,0.19603806205129182,0.2925310644469414,-0.9520249655922401,6.241507873801493,2.573561212625013,0.0,0.3469471169197539,-1.0,-1.4901501558057704,3.01721915717394,0.0,0.0,1.0,-1.0,-23.14750180604591,-20.983212455577174,0.0,0.0,1.0,1.0,True,True,True,True,True,True,False,True,False,False,ok,
1,1.5216835716455137,0.23981233604375757,0.5163277216260798,0.20009386017368375,8,3,1.681891111091934,7.238435240264451,29.683070821821396,-0.2298376822669581,0.005975599866360426,0.7488537000026554,0.2833641126703262,0.29101227869195867,5.447128634493481,5.197706509385483,-1.5435207721143709,-1.512596415268296,-5.591983267520197,-7.112693046724172,-0.18476340252905876,-0.1467602001116063,0.12265103022855595,0.09058029707333448,0.017630542711438886,-0.004735192278217041,-0.597173117227155,-0.5572293401525616,0.04335187428598461,0.06007411663386449,0.01132551511427797,0.025571651714656377,-0.04070956425951346,-0.03077069933643886,-0.041482649540083606,-0.028247977925580172,0.4654452331776725,0.46643555499125133,0.08877279008270814,0.06045061834120838,-3.940798557247874,-5.01247753359383,22.869690339316065,22.41958574723432,0.16981269722327502,0.21818910937453934,-1.3909912351603344,-1.058161448017666,3.6791074512149766,5.46809437767098,0.3536466724254073,0.1899908587531945,-2.0461442052506063,8.76412098835603,0.0,0.0,1.0,-1.0,-34.065182227455196,-31.786626804168645,0.0,0.0,1.0,1.0,True,True,True,True,True,True,True,True,False,False,ok,
2,1.7144713439969608,0.258478355845525,0.44901266266069617,0.11076963094344668,9,9,4.224621597021677,1.6314154273117378,29.362866020163825,-0.8279717752142624,0.0026998999528586864,0.5081646998878568,0.29367943909681676,0.2774370656922587,5.657650448513557,5.226523945110402,-1.6615356103253152,-1.4500314671017576,-4.69163749473108,-5.7239617422912,-0.23938045290053472,-0.18495181542454725,0.12507204521623763,0.08927088216151129,0.022061597105658182,-0.007134716145822983,-0.6034443464759573,-0.543970349814888,0.02941598311421168,0.05366973201373421,0.012536022608118813,0.015305039329562009,-0.03267396377822137,-0.024181670298755203,-0.05898343970392164,-0.041158828577771076,0.46868909829847616,0.47058948973990833,0.12486280671934313,0.08712965678660337,-4.32036013511016,-5.270990385353307,26.01118880283362,24.061650446359685,0.1638514338927124,0.21398761265601737,-1.5004638137677904,-1.1215313134560267,3.9855970731720145,4.351677866696372,0.35233052782246915,0.2495687467501147,-1.7545591516640167,3.230957261437021,0.0,0.0,1.0,-1.0,-35.562608947789855,-32.05764531995672,0.0,0.0,1.0,1.0,True,True,True,True,True,True,True,True,False,False,ok,
3,1.3592799124713257,0.15566101149139105,0.41005465421717213,0.1625617006328319,6,10,2.476167112055384,2.673622259725164,30.268221390839525,0.4255031448769297,0.004908900009468198,0.7161798002198339,0.42811394067098174,0.3544140405417735,5.659688386555741,6.410426720511243,-2.422991498138169,-2.2719452356133396,-7.790288398308256,-11.538528678001855,-0.20781849518164128,-0.1809727662377747,0.1308763123774772,0.10382800094226141,0.019341016435494945,-0.005876188516806091,-0.639036699372572,-0.71225734136739,0.05598014070874016,0.07059306659912369,0.015438156188738603,-0.0488367741889654,-0.04121050228603557,-0.033865591330140644,-0.03204717513483653,-0.032283492506934894,0.457134456833502,0.4571178285347765,0.06993284711267789,0.07044853520732618,-2.0598487813752335,-3.0509299554823537,22.227647791950027,21.399509941771086,0.09227519457413254,0.14114285032183466,-1.0682500510927124,6.049036423669205,3.9402006406987664,0.0,0.26166932446409463,-1.0,-1.9131900553751517,-13.822251793538879,0.0,0.0,1.0,1.0,-27.82083756463218,-31.00854116493553,0.0,0.0,1.0,1.0,True,True,True,True,True,True,False,True,True,False,ok,
4,1.2055795710558828,0.26550443226819975,0.31768609422567623,0.27047299037629424,4,2,4.061396506276465,9.490302282516907,29.163197277759636,0.6683840757766164,0.002603299915790558,0.4845730001106858,0.2745947574702581,0.2446881005667799,5.567067717537308,5.640422833002749,-1.5286876097176603,-1.3801443494009382,-3.1160239323501426,-3.6061575691815655,-0.23791110673234514,-0.18378291499182722,0.12281528147897951,0.087030357397165,0.030506511321477806,-0.010427410037022898,-0.5452414409369466,-0.5792542551716723,0.05387689279414475,0.06632821604794918,0.01140764073948975,-0.0046187026212370415,-0.031700061363108864,-0.02196364166569085,-0.03718121945871546,-0.030690704571317232,0.47416468810719165,0.4746289868745692,0.07817417726357238,0.06452775391521973,-4.620953242137016,-5.347804083904578,31.2198312394518,29.506732744387435,0.1464182226706352,0.17833482593546043,-1.1711683401101012,1.7683751275436044,4.1781412423264905,0.0,0.2699053343076337,-1.0,-1.6119398587808094,-1.596274027587844,0.0,0.0,1.0,1.0,-29.00344666610087,-30.812716412592764,0.0,0.0,1.0,1.0,True,True,True,True,True,True,False,True,True,False,ok,
5,1.7167737840109059,0.3229131523835297,0.8924179656516358,0.23039434244141982,7,6,4.348021868416848,8.256870077578226,29.078595080169034,-0.8373440169503176,0.002704999875277281,0.5014675999991596,0.33278443810661873,0.35939108331301134,5.087422212062258,4.68000753554058,-1.6930149422522698,-1.6819529781109857,-7.243274259118435,-9.234380800908106,-0.1206040273639995,-0.10004318522000524,0.12320870990785568,0.09185833125869905,0.009992718451967838,0.002530378172205621,-0.5707063939155593,-0.5116911109161449,0.03374152910660547,0.05360596362256837,0.011604354953927837,0.03101725008019432,-0.06293482286185038,-0.047663757588240915,-0.05317753139963564,-0.031773482300989184,0.47403055971392044,0.475944605192108,0.11148235816015777,0.06661051464104428,-5.360309367080614,-6.83380694082976,20.556387520639593,20.041166088477855,0.2523237663092751,0.3227412517612587,-1.792723016810541,-1.3685940781638366,3.264706177889184,5.247877927864266,0.48132798706787994,0.2523498106935604,-2.664400600079849,-18.388206471503167,0.0,0.0,1.0,1.0,-37.03291527683397,-33.203436584014106,0.0,0.0,1.0,1.0,True,True,True,True,True,True,True,True,True,True,ok,
6,1.3008472564461542,0.14901117258071933,0.5444485595811379,0.17946382174859163,5,4,4.38972390074183,1.9865410517471127,30.33573869024852,0.04730662323023023,0.002597399987280369,0.4675749000161886,0.25339390703404524,0.209503722667412,5.506688167854547,6.199488654917232,-1.395361229670812,-1.2988159518395468,-9.41324653897878,-15.576184600817655,-0.1497912671371453,-0.1496522839217761,0.12215631879945979,0.10628388572089639,0.012778910325854525,-0.0018274554011489432,-0.6390033590270037,-0.6995180728163887,0.052673622194288804,0.06659346256604735,0.011078159399729892,-0.05007530806979869,-0.04980986711652848,-0.045208784662224305,-0.03360570863627511,-0.033283576955150426,0.455999839491897,0.45602346515836234,0.07349743560846618,0.0727929168390682,-2.1661626218406265,-3.584368977638738,16.024514046751232,15.183476245974342,0.13395966494073502,0.22975513356042523,-1.1419197409014652,5.864842280945123,3.2934146244328515,0.0,0.3275951196882532,-1.0,-1.9685310894689299,-38.55654248607006,0.0,0.0,1.0,1.0,-27.88024556762745,-30.52055262872296,0.0,0.0,1.0,1.0,True,True,True,True,True,True,False,True,True,False,ok,
7,0.9745212671180152,0.27345178468333686,0.49147258583589437,0.1871609236514737,5,3,0.6297493843992703,2.842675842797416,30.53750020373611,-0.27621932253134673,0.0044951001182198524,0.5748928000684828,0.3529283142404906,0.36680438898469453,4.8268944995627034,4.466160316733511,-1.7035477387473614,-1.6382072060871253,-4.693340041021341,-6.089479104631449,-0.12431085846931265,-0.11648650165314954,0.12298353524132308,0.10102677320260758,0.014725979908260802,0.0030471323030144817,-0.5030726428488574,-0.46002140188117524,0.03900241389344033,0.05967478665961595,0.011491767620661536,0.011789703857833695,-0.06083519222171368,-0.04989039085803431,-0.04643001201801315,-0.03448493214315916,0.45183623864087463,0.45290453963362204,0.10222022509948353,0.07592196023645179,-4.32244471743387,-5.608252663919531,26.11798837388713,25.347574020672635,0.16327595172936107,0.21602951266544276,-1.1906795830229842,-0.9914296361738762,3.5780768061137187,3.6157787603024603,0.3157473693900313,0.2644349395287023,-1.5944478788909688,-4.904999931504979,0.0,0.0,1.0,1.0,-27.447743103265477,-25.098858863275634,0.0,0.0,1.0,1.0,True,True,True,True,True,True,True,True,True,True,ok,
8,0.8338205267907275,0.2218235601745025,0.8266636365608011,0.0925679855868219,5,1,1.3397178167498054,4.03995001754308,30.346692550167504,0.6304222432966943,0.006426600040867925,0.513473300030455,0.3178302527274818,0.4312082781690683,4.488058610734053,4.596473295209803,-1.4264408025053548,-1.982037335277523,-9.378871123206098,-16.43157066761435,-0.06323547577991268,-0.0860366967590572,0.12073409557524105,0.13883925578754566,0.007104772526841215,0.007042220170125803,-0.5126400749254338,-0.5009781820054307,0.05942029193655496,0.0728426858659525,0.010367047787620522,0.00419143209923068,-0.11525746943934488,-0.1336792750873279,-0.03484182142812895,-0.029085372862678777,0.45574153286045477,0.45614508478319227,0.07622839387889967,0.06363419499485248,-2.3685738666062606,-4.149687991159967,13.839087706098145,16.021629377888484,0.16869803803286054,0.25073184912851554,-0.7869599759725471,-0.9213701846018857,2.2189906766777177,1.4370674278174826,0.334249962384336,0.5397379888120395,-1.3036410784943755,-1.1427376287020183,0.0,0.0,1.0,1.0,-23.776006625644598,-23.23513349282547,0.0,0.0,1.0,1.0,True,True,True,True,True,True,True,True,True,True,ok,
9,1.1511269950763343,0.27386953846478734,0.3264614132461098,0.1782925492483824,5,5,2.9493185704490403,9.03586029906277,29.074712829765687,0.9548207687808357,0.0025974998716264963,0.5125217000022531,0.3364981295299706,0.30906739557368434,5.4670861280428005,5.6266065597193515,-1.8396642560656518,-1.7390006353302678,-3.3854820366020766,-4.105965441180065,-0.22105911386490218,-0.17299602604495343,0.12825710244057065,0.09222419725735428,0.028911049107868785,-0.007961880977247107,-0.5321743971864027,-0.5771703846120668,0.055336309813020235,0.06724766092911989,0.01412855122028532,-0.01599244750575301,-0.0372069806099562,-0.025906747238961622,-0.03712565165528299,-0.031654711978706916,0.4756209360899766,0.47601635273161197,0.07782051012821221,0.06635266249371691,-4.438323137039234,-5.38286755636239,31.693269262305368,30.645492039510916,0.13868662618725144,0.1730010639360484,-1.1627542194928904,3.796152776922106,4.397111337004536,0.0,0.2556486584711746,-1.0,-1.7170300321312653,-4.3021677217706,0.0,0.0,1.0,1.0,-27.79404195392669,-30.144061738567355,0.0,0.0,1.0,1.0,True,True,True,True,True,True,False,True,True,False,ok,
