epoch,island,score,objective,duplicate,restarts,wing_span,wing_chord,tail_arm,nose_length,ducks_num,pucks_num,banner_length,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
3,5,5.3679010331223305,-5.3679010331223305,False,0,1.5147001794921167,0.3760182188479439,0.7905681190674778,0.17013888989394005,89.0,20.0,1.5104561260073175,4.208159302282376,19.874216209238305,11.006482426512992,386.45859569209074,1420.7088628815736,0.8062568372856589,0.7262981462930086
4,0,5.425630399093257,-5.425630399093257,False,0,1.4597593607997132,0.3926353392085359,0.7545189885207333,0.16446685855639379,79.0,22.0,1.670384174568119,4.2235520626054806,17.01747499052289,10.34823890995493,378.9749414863099,1611.646934519351,0.9918395768057466,0.9274016163336377
4,1,5.425021706212501,-5.425021706212501,False,0,1.4471465669519703,0.3965154919555425,0.8556836994242955,0.2596008408253925,85.0,19.0,1.747610749523389,3.8684597484028265,14.361574378817577,10.204872998757557,396.06058424270907,1974.9521980004452,0.8138495963332875,0.9728861519849064
4,2,5.373810824428688,-5.373810824428688,False,0,1.4327404494363383,0.38490194924813276,0.811399586591821,0.2893556396493568,86.0,17.0,1.5624569125320222,2.939876275969093,16.490672688731138,6.862840734450523,401.4304352081216,1764.4874689813398,0.8802993977063654,0.9755514922514716
4,3,5.388875039477882,-5.388875039477882,False,0,1.4695373383252877,0.39996634920897894,0.8624821518178298,0.12970271787032975,85.0,15.0,1.6726916646867551,4.4495011651928404,14.505853611768647,10.772759727276743,353.4913980088917,1356.3314113544825,0.9750339579007254,0.9581653761436106
4,4,5.381405029226251,-5.381405029226251,False,0,1.4519434543608822,0.39437024217668915,0.7857729541223917,0.1476835775378635,70.0,16.0,1.6148387951692413,4.429861833756473,16.283149084928773,12.774218481578247,333.7316133618806,1735.2547323240178,0.9194337674689549,0.9728341003200713
4,5,5.394481678696202,-5.394481678696202,False,0,1.5056639130708547,0.39241651669106975,0.8120361109906361,0.09149129794626486,94.0,16.0,1.8293716994048657,3.1714870138714852,13.907690500852029,7.825154074434975,451.8180772831092,1546.7461715528889,0.9258772724097561,0.8940059999172427
5,0,5.4293300284162465,-5.4293300284162465,False,0,1.51757569237085,0.37697261650416986,0.8184701076692825,0.14282075433575636,84.0,12.0,1.9872647090289615,3.8100365055173455,16.275447603425928,10.165206487595283,368.75139256616416,1131.853424513311,0.9974409248783018,0.9378586042662074
5,1,5.4250217062125,-5.4250217062125,False,0,1.4471465669519703,0.3965154919555425,0.8556836994242955,0.2596008408253925,85.0,19.0,1.7476107495233892,3.8684597484028265,14.361574378817577,10.204872998757557,396.06058424270907,1974.9521980004452,0.8138495963332875,0.9728861519849064
5,2,5.421053683370686,-5.421053683370686,False,0,1.4620422574523375,0.38113895577584594,0.863026766952914,0.23060902194230945,79.0,16.0,1.806929162672815,3.6415699532501984,15.125978965533719,7.879526352454351,432.98426557123287,1757.091675076513,0.8732018018535954,0.9813429041629087
5,3,5.449275319339328,-5.449275319339328,False,0,1.4829513045886205,0.39662341122617784,0.8257264774858255,0.1823979514858897,65.0,18.0,1.9366147212741447,3.8670054428072995,11.964238038792997,8.875693046008603,483.63467221307303,1153.3117070592025,0.93446429572494,0.9892477853144579
5,4,5.423626087788472,-5.423626087788472,False,0,1.4375766687191454,0.3997720432463294,0.7119338201817108,0.23934417335231473,75.0,20.0,1.7541357734487095,4.377697851616652,18.87919334231011,9.393032482429366,352.61823821198413,1254.7053282309937,0.903509858147701,0.9628552005324506
5,5,5.415707303299626,-5.415707303299626,False,0,1.494301313009113,0.3615652041480604,0.6563324641629882,0.22519840943060798,62.0,19.0,1.6048633633575333,3.684469793590866,11.790848484453242,9.201442611088897,479.32961614588316,1386.853943213756,0.9737127730266334,0.977588897100623
