score,objective,generation,wing_span,wing_chord,tail_arm,nose_length,ducks_num,pucks_num,banner_length,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
5.449275319339328,-5.449275319339328,280,1.4829513045886205,0.39662341122617784,0.8257264774858255,0.1823979514858897,65.0,18.0,1.9366147212741447,3.8670054428072995,11.964238038792997,8.875693046008603,483.63467221307303,1153.3117070592025,0.93446429572494,0.9892477853144579
5.4293300284162465,-5.4293300284162465,245,1.51757569237085,0.37697261650416986,0.8184701076692825,0.14282075433575636,84.0,12.0,1.9872647090289615,3.8100365055173455,16.275447603425928,10.165206487595283,368.75139256616416,1131.853424513311,0.9974409248783018,0.9378586042662074
5.425630399093257,-5.425630399093257,185,1.4597593607997132,0.3926353392085359,0.7545189885207333,0.16446685855639379,79.0,22.0,1.670384174568119,4.2235520626054806,17.01747499052289,10.34823890995493,378.9749414863099,1611.646934519351,0.9918395768057466,0.9274016163336377
5.425021706212501,-5.425021706212501,197,1.4471465669519703,0.3965154919555425,0.8556836994242955,0.2596008408253925,85.0,19.0,1.747610749523389,3.8684597484028265,14.361574378817577,10.204872998757557,396.06058424270907,1974.9521980004452,0.8138495963332875,0.9728861519849064
5.4250217062125,-5.4250217062125,251,1.4471465669519703,0.3965154919555425,0.8556836994242955,0.2596008408253925,85.0,19.0,1.7476107495233892,3.8684597484028265,14.361574378817577,10.204872998757557,396.06058424270907,1974.9521980004452,0.8138495963332875,0.9728861519849064
5.424235452946588,-5.424235452946588,253,1.5064351084044685,0.373783817921544,0.8523749975565503,0.20675382571010503,81.0,20.0,1.7188037557114624,4.069988045873936,14.483155873910395,10.373766696072828,406.63953692917465,2510.7055252152068,0.8855627488474545,0.9662288631077134
5.423626087788472,-5.423626087788472,289,1.4375766687191454,0.3997720432463294,0.7119338201817108,0.23934417335231473,75.0,20.0,1.7541357734487095,4.377697851616652,18.87919334231011,9.393032482429366,352.61823821198413,1254.7053282309937,0.903509858147701,0.9628552005324506
5.421316482333476,-5.421316482333476,250,1.4361729210453562,0.39977614643584125,0.8842116272601104,0.2149570277119013,77.0,19.0,1.819253121607463,3.5126361293019537,16.536175640710777,9.461804159781096,406.14324708150195,1161.1474755966922,0.8949162436978588,0.8724029414807752
5.421053683370686,-5.421053683370686,265,1.4620422574523375,0.38113895577584594,0.863026766952914,0.23060902194230945,79.0,16.0,1.806929162672815,3.6415699532501984,15.125978965533719,7.879526352454351,432.98426557123287,1757.091675076513,0.8732018018535954,0.9813429041629087
5.420732235223465,-5.420732235223465,258,1.4646428382299854,0.3920432570582442,0.8587244047706386,0.1767232015007206,84.0,15.0,2.035681631760885,4.02349441649865,14.69023696317822,9.661307737336003,399.9587404494016,1811.5222614045401,0.8228686709395234,0.9819058010956764
5.418618419877967,-5.418618419877967,241,1.4407661689831612,0.3900148756617282,0.7485329710115008,0.11483170986945493,80.0,15.0,1.6381173923137595,4.343857970817433,16.790181081323805,10.112122553707938,422.06460464282236,1462.9204228026708,0.9425124783143868,0.8485010446822852
5.415707303299626,-5.415707303299626,300,1.494301313009113,0.3615652041480604,0.6563324641629882,0.22519840943060798,62.0,19.0,1.6048633633575333,3.684469793590866,11.790848484453242,9.201442611088897,479.32961614588316,1386.853943213756,0.9737127730266334,0.977588897100623
5.4145446716826235,-5.4145446716826235,273,1.493218529824129,0.37518100073659866,0.8196019836549988,0.08283486869357093,74.0,19.0,1.859837716411042,4.179948287387712,16.147835058226146,10.118315240600872,418.9194808545199,1261.9332062812828,0.9108373729955146,0.8527458634326643
5.411941147794479,-5.411941147794479,270,1.4545025347169998,0.39370906361975644,0.8954427003177011,0.19504202012943908,91.0,12.0,1.9006671140860274,3.1998468826059776,12.737557406023953,6.927025171645553,465.8941834628379,1913.4099063724038,0.9777773339289513,0.9847752479469349
5.410509556616381,-5.410509556616381,130,1.5025768338971752,0.3876957384401354,0.7721490940661184,0.1869710642377479,72.0,20.0,1.6432884818856517,4.2588936464034495,20.43630914037298,10.782701433478126,358.964780653301,2875.225019700387,0.9443781845306207,0.8562243289245697
5.410383133186114,-5.410383133186114,241,1.4839805798410484,0.3623239185715053,0.731151019093376,0.17048819840146784,69.0,21.0,1.58322502725783,3.7139946619817086,16.021767325552492,10.17988880755087,371.6491283763513,1670.6034729738462,0.9668286537370929,0.9466879642474851
5.410198480643604,-5.410198480643604,247,1.4848302886201532,0.3636023541913546,0.814135454525272,0.15754532440817648,83.0,14.0,1.7633163944471064,3.29238326522378,18.603667685983485,9.112121035393665,334.32484041009394,1450.746652687959,0.9861762478756556,0.957179811309999
5.408556286039436,-5.408556286039436,199,1.4630310544715794,0.3743400820032901,0.8792695471101721,0.1402992014447688,88.0,16.0,1.7031029960067168,4.08224011975908,13.617414694984674,10.562144492849493,412.7485043533709,2044.3660511411438,0.8954040074464719,0.9584432246216962
5.403453950521968,-5.403453950521968,260,1.464917542266608,0.3851661027990132,0.8241484707753876,0.28410352032381403,73.0,19.0,1.7455953603632903,2.9236878474782864,15.011841883129033,7.09816847647885,446.630489386738,1846.8295491657523,0.8142055776227096,0.9152718974436775
5.402882166750633,-5.402882166750633,291,1.4679596244031314,0.39486674748210315,0.8598518195421145,0.17025482593052027,89.0,11.0,1.9141691126792593,3.561563114158826,12.84973032591753,8.913760783851695,489.75410642121494,1053.746792887629,0.8804602827661151,0.8383663802760074
5.402172697018932,-5.402172697018932,252,1.488127062705439,0.35224793630740914,0.8437486056005564,0.1452245461936309,75.0,20.0,1.561119498778075,4.09221107369467,17.79874580263979,10.368864355313555,337.7814778858665,1973.9881902071659,0.8388082756898787,0.9571299414413983
5.40194090054682,-5.40194090054682,246,1.5117742242942214,0.37627034190374903,0.756700625059106,0.1203704568232556,71.0,14.0,1.9235130622039494,3.6081589980010675,15.655875260627944,9.126388000437254,402.1087348615347,1911.0506902980783,0.9784184190908234,0.8830138547144563
5.400931880484262,-5.400931880484262,285,1.4938263784643517,0.39879307437895173,0.8490253854925123,0.25926011062418974,80.0,19.0,2.0072156058965596,4.4417629470505435,18.543987605587322,10.424532984863294,355.2027955181512,1729.3395301476044,0.8493227269670502,0.8814849598053283
5.400816062248908,-5.400816062248908,256,1.484234531757739,0.32027177222662967,0.880915963751742,0.15379289934164214,76.0,17.0,1.540323555221988,4.120070459262999,15.151591993446086,11.248317967902484,381.56398081478466,1967.04773291812,0.9139157236981115,0.9422722083581124
5.400307788014482,-5.400307788014482,269,1.5139301270499899,0.3805401471306994,0.8299298324964222,0.178431284971801,65.0,18.0,1.8368436035337619,2.77869687449312,16.47068665835203,7.67504699497162,438.6694073740871,1407.3715758446394,0.9622538313653122,0.7914252379411335
5.399042719895116,-5.399042719895116,282,1.4497049161494593,0.3974528099609822,0.8732698822031509,0.19789518828137465,69.0,19.0,1.7635790281269745,4.338393290192724,19.476589188408912,12.218801838523309,302.96203685982687,1893.6692221498226,0.8539098351065814,0.9389438863876242
5.3983100897732825,-5.3983100897732825,279,1.4438096276428851,0.3941338569670696,0.8485583571467319,0.1701689867801385,99.0,11.0,1.6779425498154354,3.8384229761635695,13.990117346055587,10.719486934878288,398.82634859177296,1227.1172125097194,0.913636240025123,0.9556030317630491
5.397792046840047,-5.397792046840047,280,1.519695305817668,0.36270525030885276,0.8457922215933817,0.13050534190402996,84.0,19.0,1.6116575955772405,3.3963706173356596,14.211310115824945,8.742681585409931,434.7279895211518,1425.6072425366156,0.9954184069535503,0.9515405156191112
5.397456579641291,-5.397456579641291,259,1.5039684587111355,0.35400639639034803,0.8342674762257061,0.21590173951327554,75.0,19.0,1.5789734165730207,4.003807420841238,15.632026121706918,9.852899373353123,358.54197617447574,1809.360777247935,0.8795699915310142,0.9818312812448604
5.39674369396873,-5.39674369396873,270,1.4069226620479343,0.39094278163444596,0.8218317880832404,0.15332674409175395,69.0,16.0,1.8067493709730562,4.007961791059426,13.87787812599746,8.055498839399442,491.30508074115596,1058.0323414291738,0.9651462960163988,0.9041094913134979
5.39671020755832,-5.39671020755832,181,1.4965089838453522,0.3764017485200597,0.759468460401596,0.19175034733397947,73.0,18.0,1.5647399633769479,4.3256843190730985,21.229966133824448,11.972943893456517,334.26632089287415,2166.1938753559207,0.908602040329485,0.7730695442480009
5.3965665480423795,-5.3965665480423795,259,1.4669330661662057,0.3752411539827625,0.8590439310071346,0.23333035001662997,94.0,17.0,1.7802125931780224,3.804941317401192,14.197261341681294,9.93514218071762,411.6008883287376,1927.6278344472867,0.8497799385515064,0.9674679177262759
5.396525383772939,-5.396525383772939,185,1.5093323456111087,0.3866497409831652,0.8043729798630485,0.19368237910842948,71.0,18.0,1.7392181009957541,4.206990878421408,19.947220731936685,11.121060062415069,382.49709123722926,2928.4657731665557,0.9123572231595741,0.7798937972603903
5.395622355341568,-5.395622355341568,259,1.4182206281531577,0.39626596522550084,0.7335710586897879,0.2064813218568049,71.0,19.0,1.5268466890232741,3.4273528668813316,15.531529549067791,9.278625934699313,397.42294873055636,2197.9726044897343,0.8477560335956325,0.9290113191367628
5.3956189623224375,-5.3956189623224375,241,1.4361729210453562,0.39977614643584125,0.8675487349670175,0.19904984554011773,77.0,16.0,1.596641606490424,3.8081655796711553,16.536175640710777,9.699198267313456,379.39302163343524,2471.7138954860193,0.8949162436978588,0.9050199918477306
5.394481678696202,-5.394481678696202,237,1.5056639130708547,0.39241651669106975,0.8120361109906361,0.09149129794626486,94.0,16.0,1.8293716994048657,3.1714870138714852,13.907690500852029,7.825154074434975,451.8180772831092,1546.7461715528889,0.9258772724097561,0.8940059999172427
5.394374334580444,-5.394374334580444,279,1.4862703203321073,0.38130630707976365,0.867612571254299,0.1687391662952973,86.0,19.0,1.7226492657057486,3.4926537425182063,17.098874303432975,12.377964712159189,356.37249405958164,1000.3701451871865,0.8598052108035806,0.832051406990588
5.394131513009807,-5.394131513009807,257,1.4467594474258894,0.39419279433649845,0.8449975023980869,0.2108954651507267,91.0,22.0,1.6457976463915498,3.2202139455184007,12.345354164773143,7.553556635893361,482.0759377174929,1432.5874218259878,0.8337401932723837,0.9864401906382034
5.393477176228105,-5.393477176228105,253,1.497907411886799,0.384455724279958,0.7888967763156796,0.12667347785336275,83.0,20.0,1.5441162207335106,4.27543064385886,16.420029442151463,10.473741088773627,410.33213503711715,1246.2857735780542,0.7881836993235188,0.8555375192113174
5.392605382158708,-5.392605382158708,282,1.510588873700475,0.3867449985138822,0.8116687202500776,0.1744624581702066,74.0,17.0,1.6392568455727359,3.842187827731631,18.78361237937285,11.390704811989414,339.8417948154404,1489.6256758789668,0.9650528853243474,0.8012698590545815
5.392448098201793,-5.392448098201793,260,1.4650399440599926,0.3681742932544516,0.8874809992675731,0.1804315395816767,90.0,23.0,1.5469857230171802,3.93843808878463,14.77804939934526,10.02494505727224,416.7850100588839,1551.80056894584,0.8240296567923147,0.9234219704238132
5.391938183300752,-5.391938183300752,270,1.4847019589555475,0.38382101909663535,0.8203118633518665,0.27200159898792114,82.0,18.0,1.6000827464590692,3.822250931353199,17.607477246300096,10.1694306371676,315.3273134768162,1751.4304469158976,0.9097887793519106,0.9911154500382892
5.390587666814209,-5.390587666814209,236,1.5179577808289304,0.3935693999631815,0.8027806378222205,0.08543569673196673,82.0,24.0,1.6738422787183562,3.559786269090369,15.023086928621879,8.929571652990122,435.8030299801332,1669.3796202638518,0.8240246927044528,0.8355814559993379
