generation,island,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,best_objective,best_score,wing_span,wing_chord,tail_arm,nose_length,ducks_num,pucks_num,banner_length,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
14,1,7680,197.36573030008003,38.9125305002197,4144.680336301681,4.587011124779384e-06,-5.223970672213189,5.223970672213189,1.460160874294207,0.3820592199265957,0.8114813759922981,0.29373852279710894,72.0,19.0,1.7255804132501025,3.497886046767235,23.98087289928045,14.177641102512354,276.5756647996133,1329.0900364518166,0.7057821303054457,0.827455157651511
15,1,8192,211.16087540006265,38.795065537020264,4144.0321797262295,3.3981170318963296e-06,-5.253536570412061,5.253536570412061,1.3784447503822839,0.3566798815927864,0.6762279938205304,0.27245332447637527,75.0,16.0,0.8208245931412288,2.772271757024816,22.50969408545643,13.035068567949454,293.4191874752974,1014.8277133703232,0.8830156118402966,0.8338920660316944
16,1,8704,229.89039509999566,37.861520905273196,4232.687862723449,3.0662615601857387e-06,-5.253536570412061,5.253536570412061,1.3784447503822839,0.3566798815927864,0.6762279938205304,0.27245332447637527,75.0,16.0,0.8208245931412288,2.772271757024816,22.50969408545643,13.035068567949454,293.4191874752974,1014.8277133703232,0.8830156118402966,0.8338920660316944
17,1,9216,249.40729920007288,36.95160498332884,4323.059852801263,2.4052705613194004e-06,-5.253536570412061,5.253536570412061,1.3784447503822839,0.3566798815927864,0.6762279938205304,0.27245332447637527,75.0,16.0,0.8208245931412288,2.772271757024816,22.50969408545643,13.035068567949454,293.4191874752974,1014.8277133703232,0.8830156118402966,0.8338920660316944
18,1,9728,269.69830249994993,36.069934107211544,4414.53537249918,2.068120570631775e-06,-5.253536570412061,5.253536570412061,1.3784447503822839,0.3566798815927864,0.6762279938205304,0.27245332447637527,75.0,16.0,0.8208245931412288,2.772271757024816,22.50969408545643,13.035068567949454,293.4191874752974,1014.8277133703232,0.8830156118402966,0.8338920660316944
19,1,10240,284.72229370009154,35.96486902000785,4413.195552351419,1.4817846896590962e-06,-5.253536570412061,5.253536570412061,1.3784447503822839,0.3566798815927864,0.6762279938205304,0.27245332447637527,75.0,16.0,0.8208245931412288,2.772271757024816,22.50969408545643,13.035068567949454,293.4191874752974,1014.8277133703232,0.8830156118402966,0.8338920660316944
20,1,10752,309.1257031999994,34.781966975562774,4548.563918514277,1.3376380870300736e-06,-5.253536570412061,5.253536570412061,1.3784447503822839,0.3566798815927864,0.6762279938205304,0.27245332447637527,75.0,16.0,0.8208245931412288,2.772271757024816,22.50969408545643,13.035068567949454,293.4191874752974,1014.8277133703232,0.8830156118402966,0.8338920660316944
21,2,11264,349.4943927000277,32.22941550787034,4892.921497800387,8.37261878393264e-06,-4.976421262031793,4.976421262031793,1.428706619777284,0.33367787675240423,0.8656059060914911,0.18422089089401342,65.0,16.0,0.9140652527488227,3.120582649694595,18.617889788001776,14.710766798179332,224.08913982854716,1423.2374434065491,0.9828906015849587,0.6612526715152549
22,2,11776,361.36309950007126,32.58772137025485,4823.411806370516,6.711427702660305e-06,-5.095635644625883,5.095635644625883,1.4004791375223695,0.3738092107666733,0.8869612379021004,0.13925721850340872,68.0,16.0,1.021604514663255,2.5885257661646373,17.737535887202018,11.698536505010631,315.7318271732903,1685.1369633854163,0.7288350714612226,0.735126755588609
23,2,12288,372.73560560005717,32.96706785019337,4752.378971400729,5.5930865068034e-06,-5.095635644625883,5.095635644625883,1.4004791375223695,0.3738092107666733,0.8869612379021004,0.13925721850340872,68.0,16.0,1.021604514663255,2.5885257661646373,17.737535887202018,11.698536505010631,315.7318271732903,1685.1369633854163,0.7288350714612226,0.735126755588609
24,2,12800,385.61792579991743,33.19347764616481,4704.538694758993,4.742197936158261e-06,-5.095635644625883,5.095635644625883,1.4004791375223695,0.3738092107666733,0.8869612379021004,0.13925721850340872,68.0,16.0,1.021604514663255,2.5885257661646373,17.737535887202018,11.698536505010631,315.7318271732903,1685.1369633854163,0.7288350714612226,0.735126755588609
25,2,13312,394.63085169997066,33.73279089218505,4614.145342953503,4.207309242597568e-06,-5.095635644625883,5.095635644625883,1.4004791375223695,0.3738092107666733,0.8869612379021004,0.13925721850340872,68.0,16.0,1.021604514663255,2.5885257661646373,17.737535887202018,11.698536505010631,315.7318271732903,1685.1369633854163,0.7288350714612226,0.735126755588609
26,2,13824,407.8868255999405,33.89175411504641,4577.396598399332,3.504412498119349e-06,-5.095635644625883,5.095635644625883,1.4004791375223695,0.3738092107666733,0.8869612379021004,0.13925721850340872,68.0,16.0,1.021604514663255,2.5885257661646373,17.737535887202018,11.698536505010631,315.7318271732903,1685.1369633854163,0.7288350714612226,0.735126755588609
