case_id,design_wing_span,design_wing_chord,design_tail_arm,design_nose_length,design_ducks_num,design_pucks_num,design_banner_length,design_batt_capacity,status,full_trim_velocity,full_trim_alpha,full_trim_elevator,coarse_trim_velocity,coarse_trim_alpha,coarse_trim_elevator,coarse_CD,coarse_D,coarse_CD_wing_profile,coarse_CD_wing_induced,coarse_CD_tail_profile,coarse_CD_tail_induced,coarse_CD_body,coarse_D_wing_profile,coarse_D_wing_induced,coarse_D_tail_profile,coarse_D_tail_induced,coarse_D_body,full_CD,full_D,full_D_profile,full_D_induced,full_D_wing,full_D_tail,full_D_body,error
10,1.2948041585198693,0.13774775956154192,0.6509154794523571,0.2288867041947248,5,9,1.1614951040259713,1.3379312680220181,ok,30.502679354971896,0.3444922270816332,0.44750373097159546,30.585266481654823,0.3044028508315593,0.9077954482390284,0.019622918539502095,1.9945012017604609,0.00873777826713824,0.0024198894409699356,0.001447764814889248,1.9384481616607167e-05,0.006998101534888065,0.888120144790952,0.24596098630415308,0.14715286400186953,0.001970266135590224,0.711296940527896,0.02066891596207244,2.100816411995933,1.7726794253790255,0.3281369866169077,0.8841968881941327,0.19715344374307361,0.6913290934418191,
11,1.4888388083746373,0.29262459283568154,0.4105842354752078,0.14759284174028153,6,3,4.595336357124165,1.9540864740109596,ok,29.53531603862632,-0.8572778120931891,-0.9935077909318952,29.31668737094369,-0.8396601011226461,-0.8560347992532038,0.015339619820602278,3.570774600587834,0.006658520041072002,0.0014839934669771192,0.003973044959287569,0.00035915542780018194,0.0028649059254654066,1.5499780645301187,0.3454457308129116,0.9248500414960453,0.08360461955710935,0.6668961441916492,0.013998734833022398,3.2586395831561803,3.002312933954663,0.25632664920151765,1.5542933948312307,0.789149770153066,0.6588697689703663,
12,1.5381951434269334,0.1549543544455761,0.8399480053984831,0.2542095398816081,7,5,3.0155674219564554,7.021063339834435,ok,30.305360328357146,-0.21665116854212077,0.2271028961159794,30.425980830122256,-0.3821338005181132,0.3475887164440996,0.01644220502711665,2.204551645970113,0.00836629761715051,0.0015486027560670881,0.0012906441404747983,9.310139596857794e-09,0.0052366512032846575,1.1217434128906107,0.20763484880593513,0.17304805891624114,1.2482926431470024e-06,0.7021240770646827,0.017450142438017124,2.3396931045628206,2.103235107666798,0.23645799689602284,1.0935274545863116,0.2200593178955088,0.7896483351849776,
13,1.6000570498768356,0.343154712441707,0.8452300849333112,0.24533331032880845,5,2,4.82206397139591,8.610010947607975,ok,29.265524883297815,-1.4083496284555257,-0.5262036691860652,29.35954244353869,-1.3078159376731966,-0.5442458319807021,0.011862129426305382,3.4166997950855276,0.006312264250898746,0.0008248117806330255,0.0022125383597550665,0.00023928474728694132,0.0022732302877316035,1.818148428286776,0.23757405947902666,0.6372868722566734,0.06892220761049526,0.6547682274525564,0.01241380646153307,3.5755992235976795,3.3502857212667765,0.22531350233090358,1.9224558584636076,0.586843241750334,0.840986621052835,
14,1.0546321714288351,0.30758034150698066,0.8926310493002316,0.22900534327386168,9,8,1.4361366916857512,3.20685065224166,ok,29.90582290727026,-0.5966614571860656,-0.9097323719890655,30.027569563362192,-0.527997061987508,-1.098738153731937,0.01476336934143404,2.6233889348679966,0.006511628368223044,0.0025379976722278244,0.001752948814915271,0.00011302294066603293,0.003847771545401865,1.1570891043974636,0.4509915627022082,0.31149166684683094,0.02008370346038583,0.6837328974611079,0.01586491512437347,2.819127067021068,2.3271296050267396,0.4919974619943284,1.1516622021634397,0.34094202293568215,0.8345253799276178,
15,0.8639517599292535,0.20595261598656328,0.7754225936198919,0.17272513605287293,8,4,1.0844289085002328,7.626207413337567,ok,30.300407044476213,0.9298245305283321,-1.1360096320828985,30.427348316839286,0.8127971019802392,-1.2238006841115125,0.02211182502970828,2.2125057799071093,0.0075053337764141885,0.0061805922818734624,0.0014109482380627002,2.0291900924429671e-07,0.007014747814348684,0.7509825325651793,0.6184291042698575,0.14117926166968503,2.0304044564518417e-05,0.7018945773578231,0.02344270441334667,2.3456717480967266,1.6273037463017643,0.7183680017949629,0.725857148996693,0.19494315368084153,0.7065034436242298,
16,0.8479207647816376,0.18721422687055467,0.3885325963029985,0.2916781758004612,5,3,4.318943064317676,3.2794050722878896,ok,30.2855523381743,1.19877377225141,-0.897113160178969,30.400403453960717,1.1300846755540652,-0.9978979635603829,0.025006158160781188,2.2300683987282124,0.007782080761566768,0.006740548339620186,0.002607038017227745,1.3735939349817079e-05,0.007862755103016672,0.6940119418239606,0.6011272801538302,0.23249765354283544,0.0012249816254828278,0.7012065415821036,0.026503447947559274,2.3635962236964785,1.6151722467873326,0.7484239769091456,0.6794199452611276,0.274991120362808,0.6607611811633971,
17,1.66657949407796,0.28902203839971335,0.6020506207116973,0.14277929984447713,4,9,4.568886478595567,9.060981445883492,ok,29.504072294717897,-1.1609203695351598,-0.6574954844965984,29.42828294929152,-1.151480032286048,-0.5595748873936156,0.013256092404280658,3.404415321898128,0.006690821710218423,0.0009578113957694317,0.0027718338814740617,0.00024436014171425475,0.0025912652751044893,1.7183295990755656,0.24598408730110474,0.7118593811853203,0.062756307450344,0.6654859468857937,0.012831924179680838,3.295478626146299,3.0894233358028984,0.20605529034340062,1.754126295934769,0.637491551484482,0.6978054883836478,
18,1.7355304323243126,0.2935251473626891,0.8163141985915743,0.12733846496673804,9,4,3.5864713514904194,1.6101689051657833,ok,29.46407073673944,-1.3168777878480582,-0.4545522552061054,29.500888868594014,-1.303628388452707,-0.4350691240129945,0.012144929742001875,3.2897594636320746,0.006656945688695603,0.0007678429636800127,0.0020916113231709563,0.00017838739614396243,0.002450142370311342,1.803201051261192,0.20798956519391537,0.5665654961217969,0.04832070972199401,0.6636826413331767,0.012339986110940287,3.342593080296645,3.1518586353999813,0.19073444489666308,1.8641508414951649,0.5324697169223362,0.7552380769824805,
19,1.067519579053534,0.3340875124499607,0.30740028821262455,0.20473359765266458,5,9,1.8072320849589907,9.325869460253701,ok,29.50544736866071,-0.10691628121705558,-1.8163131198837814,29.172283118513846,-0.06518472002625667,-1.7179742857852722,0.019753534847104393,3.7565693917295118,0.006353800781984592,0.003915644236532928,0.005454359239828933,0.0005300147994236331,0.003499715789334306,1.2083150546723116,0.7446459280181882,1.0372664503053202,0.10079397880376514,0.6655479799299266,0.017320426537946618,3.2938580286051575,2.801431692237615,0.49242633636754224,1.196146384550365,0.8754467407294975,0.7298385669577522,
