quantity,count,full_mean,coarse_mean,bias,mae,mean_relative_error_percent,mean_absolute_percentage_error,p95_absolute_percentage_error,correlation
D,145,2.6900795536311293,2.718461167562668,0.02838161393153944,0.12345064960799929,0.6066663623196005,4.445539105289855,11.06623736102358,0.9682725778454329
CD,145,0.017558365963528562,0.01755761522464675,-7.507388818116221e-07,0.0007876027359106078,0.6065970371619054,4.445534616332247,11.066160828476592,0.9734901867500579
