component,full_mean_D,coarse_mean_D,bias_D,mae_D,mean_absolute_percentage_error,correlation
profile,2.2913624599653257,2.308706957023744,0.01734449705841863,0.08966628436433194,3.894379379244272,0.9824895888646402
induced,0.39871709366580355,0.40975421053892436,0.011037116873120787,0.08140257513039782,24.986233554460274,0.7971401521216914
wing_profile,1.169330890950779,1.1755509636139754,0.006220072663196281,0.027388333908024105,2.3433873213034464,0.9968858717116964
tail_profile,0.432865419185353,0.44446264869785596,0.011597229512502968,0.052114661826862696,12.858430873704945,0.9989342608040332
body_profile,0.6891661498291931,0.6886933447119126,-0.00047280511728061347,0.07104164737642872,10.527730377496791,-0.5213538207792863
