generation,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,best_objective,best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
11,6144,79.91836569993757,76.87844897965424,1924.70064060683,1.0293113987749023e-06,-1.5,1.5,1.3622844132946847,0.3074893985512306,0.6489953299174425,0.1529758222963924,4.0,20.581596057107898,1.8496309124704169,17.33357779063068,11.000363538154987,477.15151594271083,1785.8689398584593,0.6821524101627372,0.6085829141460595
12,6656,94.19534869980998,70.66166314869672,2086.7892635034827,2.173751013401285e-06,-1.5,1.5,1.3622844132946847,0.3074893985512306,0.6489953299174425,0.1529758222963924,4.0,20.581596057107898,1.8496309124704169,17.33357779063068,11.000363538154987,477.15151594271083,1785.8689398584593,0.6821524101627372,0.6085829141460595
13,7168,109.5856657999102,65.41001460070405,2246.506148898159,4.131952043111367e-06,-1.5,1.5,1.3622844132946847,0.3074893985512306,0.6489953299174425,0.1529758222963924,4.0,20.581596057107898,1.8496309124704169,17.33357779063068,11.000363538154987,477.15151594271083,1785.8689398584593,0.6821524101627372,0.6085829141460595
14,7680,122.58724569994956,62.64925813569494,2337.330151345705,5.277159999340496e-06,-1.5,1.5,1.3622844132946847,0.3074893985512306,0.6489953299174425,0.1529758222963924,4.0,20.581596057107898,1.8496309124704169,17.33357779063068,11.000363538154987,477.15151594271083,1785.8689398584593,0.6821524101627372,0.6085829141460595
15,8192,135.0401187997777,60.66345374107806,2405.4021161210403,6.2246076305048965e-06,-1.5,1.5,1.3622844132946847,0.3074893985512306,0.6489953299174425,0.1529758222963924,4.0,20.581596057107898,1.8496309124704169,17.33357779063068,11.000363538154987,477.15151594271083,1785.8689398584593,0.6821524101627372,0.6085829141460595
16,8704,148.05397459981032,58.78937072460837,2473.3722815497727,7.625350524051033e-06,-1.5,1.5,1.3233847020876204,0.35484457994653307,0.6489953299174425,0.1529758222963924,3.0,20.581596057107898,1.7010348448666013,15.561520850116132,12.00551318026273,477.15151594271083,1503.5271706884432,0.6821524101627372,0.5660984221967624
17,9216,158.3697250999976,58.19294056475027,2489.9240112944067,8.669074750082197e-06,-1.5,1.5,1.3233847020876204,0.35484457994653307,0.6489953299174425,0.1529758222963924,3.0,20.581596057107898,1.7010348448666013,15.561520850116132,12.00551318026273,477.15151594271083,1503.5271706884432,0.6821524101627372,0.5660984221967624
18,9728,167.68887049984187,58.012198251458635,2488.8558674187057,1.0437787094437993e-05,-1.5,1.5,1.3419887478875938,0.3145120832641555,0.6489953299174425,0.16468173800808153,3.0,20.906335649711277,1.7010348448666013,18.13219231262799,14.467035665056123,438.9144332457818,1503.346775546071,0.6922565529258766,0.5660984221967624
19,10240,179.5955175999552,57.01701321304332,2523.3170222793706,1.4428079874927395e-05,-1.5,1.5,1.3419887478875938,0.3145120832641555,0.6489953299174425,0.16468173800808153,3.0,20.906335649711277,1.7010348448666013,18.13219231262799,14.467035665056123,438.9144332457818,1503.346775546071,0.6922565529258766,0.5660984221967624
20,10752,191.86734669981524,56.03871729576773,2558.23128933087,2.553931902494938e-05,-1.5,1.5,1.3419887478875938,0.3145120832641555,0.6489953299174425,0.16468173800808153,3.0,20.906335649711277,1.7010348448666013,18.13219231262799,14.467035665056123,438.9144332457818,1503.346775546071,0.6922565529258766,0.5660984221967624
21,11264,205.24619349977002,54.880433141931185,2602.8949084743563,2.7952068851296534e-05,-1.5,1.5,1.3419887478875938,0.3145120832641555,0.6489953299174425,0.16468173800808153,3.0,20.906335649711277,1.7010348448666013,18.13219231262799,14.467035665056123,438.9144332457818,1503.346775546071,0.6922565529258766,0.5660984221967624
22,11776,218.24654859979637,53.95732521568493,2637.936543945365,3.0021637150081525e-05,-1.5,1.5,1.3419887478875938,0.3145120832641555,0.6489953299174425,0.16468173800808153,3.0,20.906335649711277,1.7010348448666013,18.13219231262799,14.467035665056123,438.9144332457818,1503.346775546071,0.6922565529258766,0.5660984221967624
23,12288,229.6375903999433,53.51040297278365,2650.4005225326787,3.019397633001519e-05,-1.5,1.5,1.3419887478875938,0.3145120832641555,0.6489953299174425,0.16468173800808153,3.0,20.906335649711277,1.7010348448666013,18.13219231262799,14.467035665056123,438.9144332457818,1503.346775546071,0.6922565529258766,0.5660984221967624
24,12800,240.84399509988725,53.14643611808278,2658.917705902755,3.029791250816568e-05,-1.5,1.5,1.3419887478875938,0.3145120832641555,0.6489953299174425,0.16468173800808153,3.0,20.906335649711277,1.7010348448666013,18.13219231262799,14.467035665056123,438.9144332457818,1503.346775546071,0.6922565529258766,0.5660984221967624
25,13312,252.86558519979008,52.64456999746382,2674.539843459318,0.0001353604428638586,-1.5,1.5,1.3419887478875938,0.3145120832641555,0.6489953299174425,0.16468173800808153,3.0,20.906335649711277,1.7010348448666013,18.13219231262799,14.467035665056123,438.9144332457818,1503.346775546071,0.6922565529258766,0.5660984221967624
26,13824,264.86647939984687,52.192334912758284,2687.9042724280757,0.0001357410585518956,-1.5,1.5,1.389148957787926,0.3145120832641555,0.5728236400058776,0.13134396714799784,1.0,20.98903093979737,1.6392707605299566,18.13219231262799,14.467035665056123,438.9144332457818,1395.8685131100763,0.6484079486829419,0.6155974097300192
27,14336,276.56139069981873,51.83659209886016,2696.4735593232326,0.00016183641547114357,-1.5,1.5,1.389148957787926,0.3145120832641555,0.5728236400058776,0.13134396714799784,1.0,20.98903093979737,1.6392707605299566,18.13219231262799,14.467035665056123,438.9144332457818,1395.8685131100763,0.6484079486829419,0.6155974097300192
28,14848,288.4886154998094,51.468235494408304,2705.8242557223502,0.0002779042562887002,-1.5,1.5,1.389148957787926,0.3145120832641555,0.5728236400058776,0.13134396714799784,1.0,20.98903093979737,1.6392707605299566,18.13219231262799,14.467035665056123,438.9144332457818,1395.8685131100763,0.6484079486829419,0.6155974097300192
29,15360,298.4165839999914,51.471670220581444,2695.696475466589,0.00028508399392857057,-1.5,1.5,1.389148957787926,0.3145120832641555,0.5728236400058776,0.13134396714799784,1.0,20.98903093979737,1.6392707605299566,18.13219231262799,14.467035665056123,438.9144332457818,1395.8685131100763,0.6484079486829419,0.6155974097300192
30,15872,308.47456439980306,51.4531887933193,2686.7139479982848,0.00032126775212871746,-1.5,1.5,1.491232674518551,0.3073245224456312,0.460463517828495,0.13134396714799784,2.0,21.387529505331102,1.6392707605299566,18.13219231262799,14.467035665056123,453.1326546509075,1302.0936651879674,0.5926576403269559,0.6829339210117265
31,16384,318.7632326998282,51.3986505320343,2679.603424882931,0.0003893417188314944,-1.5,1.5,1.491232674518551,0.3073245224456312,0.460463517828495,0.13134396714799784,2.0,21.387529505331102,1.6392707605299566,18.13219231262799,14.467035665056123,453.1326546509075,1302.0936651879674,0.5926576403269559,0.6829339210117265
32,16896,328.2311475998722,51.47591910014874,2665.634774447447,0.0005348074568188372,-1.5,1.5,1.491232674518551,0.32202444177495315,0.475444817034215,0.15161410961656066,1.0,21.680155328650933,1.6392707605299566,18.31143081150057,12.771471560541436,486.2734791180872,1335.6101538490434,0.5926576403269559,0.7970295584892194
33,17408,339.48864819994196,51.277119551130184,2665.984384393662,0.0005348074568188372,-1.5,1.5,1.491232674518551,0.32202444177495315,0.475444817034215,0.15161410961656066,1.0,21.680155328650933,1.6392707605299566,18.31143081150057,12.771471560541436,486.2734791180872,1335.6101538490434,0.5926576403269559,0.7970295584892194
34,17920,352.44040019996464,50.84547625593633,2678.547041519731,0.0005363803318681425,-1.5,1.5,1.4178225813674032,0.29421643193298674,0.5065130772169454,0.10083491598849961,1.0,18.941649891987854,1.3828899730326727,22.457576529839827,12.771471560541436,481.5450110125681,1866.7637933026078,0.6070912626615875,0.7456461266160946
35,18432,376.3329240998719,48.97790976988366,2770.2284690685015,0.000549452533985171,-1.5,1.5,1.4178225813674032,0.29421643193298674,0.5065130772169454,0.10083491598849961,1.0,18.941649891987854,1.3828899730326727,22.457576529839827,12.771471560541436,481.5450110125681,1866.7637933026078,0.6070912626615875,0.7456461266160946
36,18944,399.3296672999859,47.43950062134707,2849.2711396539535,0.000549452533985171,-1.5,1.5,1.242891756337832,0.31537972974741707,0.5065130772169454,0.12793409257554625,1.0,18.68729989833742,1.3828899730326727,21.937624939568842,12.771471560541436,456.0517474656287,1754.696223318782,0.6070912626615875,0.7786625116491921
37,19456,420.76910289982334,46.2391365381029,2912.1651069119353,0.0011502068291372816,-1.5,1.5,1.242891756337832,0.31537972974741707,0.5065130772169454,0.12793409257554625,1.0,18.68729989833742,1.3828899730326727,21.937624939568842,12.771471560541436,456.0517474656287,1754.696223318782,0.6070912626615875,0.7786625116491921
38,19968,442.8478039999027,45.089983104001995,2975.0288371275515,0.004168189871478088,-1.5,1.5,1.185574674073887,0.31250466743680916,0.6436265043664127,0.13707130099821238,2.0,18.68729989833742,1.3793163852350012,23.36436244548107,16.41506537755417,456.0517474656287,1855.7411187457515,0.7419108455403787,0.7786625116491921
39,20480,471.8197758998722,43.406404407148436,3078.624037746666,0.004168189871478088,-1.5,1.5,1.185574674073887,0.31250466743680916,0.6436265043664127,0.13707130099821238,2.0,18.68729989833742,1.3793163852350012,23.36436244548107,16.41506537755417,456.0517474656287,1855.7411187457515,0.7419108455403787,0.7786625116491921
40,20992,498.19970040000044,42.135713817462545,3159.315173268296,0.004168189871478088,-1.5,1.5,1.185574674073887,0.31250466743680916,0.6436265043664127,0.13707130099821238,2.0,18.68729989833742,1.3793163852350012,23.36436244548107,16.41506537755417,456.0517474656287,1855.7411187457515,0.7419108455403787,0.7786625116491921
41,21504,520.6655350998044,41.300986046403054,3210.770799782127,0.004168189871478088,-1.5,1.5,1.185574674073887,0.31250466743680916,0.6436265043664127,0.13707130099821238,2.0,18.68729989833742,1.3793163852350012,23.36436244548107,16.41506537755417,456.0517474656287,1855.7411187457515,0.7419108455403787,0.7786625116491921
42,22016,546.1496211998165,40.31129775689278,3276.8977271988983,0.004168189871478088,-1.5,1.5,1.185574674073887,0.31250466743680916,0.6436265043664127,0.13707130099821238,2.0,18.68729989833742,1.3793163852350012,23.36436244548107,16.41506537755417,456.0517474656287,1855.7411187457515,0.7419108455403787,0.7786625116491921
43,22528,558.034398799995,40.37027116687525,3259.42819299088,0.004168185817412813,-1.5,1.5,1.185574674073887,0.31250466743680916,0.6436265043664127,0.13707130099821238,2.0,18.68729989833742,1.3793163852350012,23.36436244548107,16.41506537755417,456.0517474656287,1855.7411187457515,0.7419108455403787,0.7786625116491921
44,23040,571.7489432999864,40.29740722740842,3252.616210773256,45035996273.70496,-1.5,1.5,1.3378087767082234,0.2882849219721823,0.5724125700149415,0.22875429243307294,2.0,18.488988516604074,1.3342218286359413,22.33372736494298,14.333225479980982,483.3868591808233,1858.9869721325028,0.7419108455403787,0.7786625116491921
