rank,population_index,objective,score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
1,0,-1.5,1.5,True,1.3378087767082234,0.2882849219721823,0.5724125700149415,0.22875429243307294,2.0,18.488988516604074,1.3342218286359413,22.33372736494298,14.333225479980982,483.3868591808233,1858.9869721325028,0.7419108455403787,0.7786625116491921
2,1,-1.5,1.5,True,1.0663251925344115,0.3314778903243497,0.6013333968833361,0.21748853459602863,2.0,18.993626154101168,1.6730425828115307,23.970074265113396,16.1251498944998,429.52565887652617,1718.7605781209402,0.7249713722096376,0.7419800006616328
3,2,-1.5,1.5,True,1.2471131449298882,0.32357658626985764,0.5963108901074281,0.2025399022147114,2.0,18.354133618303948,1.2792483625955546,20.386609166644828,14.5933560509573,469.58864575687306,1071.654123879302,0.6160590408750406,0.7576952407898601
4,3,-1.5,1.5,True,1.1715959008312535,0.3189934351718918,0.4951954477389719,0.1331031729320638,1.0,18.359478324282485,1.4291901885434228,24.558844496285495,10.629870886246007,416.3319043761222,1616.640036367709,0.5467345699031769,0.7785450524285401
5,4,-1.5,1.5,True,1.3091304246454145,0.2808645348319064,0.7385246820550192,0.14118253761073274,2.0,18.997986203927333,1.454732228921993,23.4423584975724,14.149577515713988,448.88109748844056,1702.3207602840434,0.7691940986704534,0.84481838465866
6,5,-1.5,1.5,True,1.2275287337083014,0.31764732995090816,0.5981760773900459,0.10885680375231407,1.0,18.6738086345547,1.4286184845539804,24.42741294025454,15.913915675559279,484.09135434809957,1969.845106926546,0.7616135545656253,0.9169062029012547
7,6,-1.5,1.5,True,1.4118602268764715,0.30236068239736363,0.5899012250368025,0.20089021020865389,2.0,19.33616785355691,1.2335786654250847,24.10632964519751,16.981929607753752,450.3841804133866,1930.9754687176455,0.6037613298306507,0.8753535562741385
8,7,-1.5,1.5,True,1.2517031046436977,0.35990632444459525,0.6854119558666903,0.1575164811329881,3.0,19.017465885553165,2.0146347728873333,22.68500374921616,14.487789560520508,490.5668501615486,1522.3770701633794,0.7454909705837562,0.8046269767146056
9,8,-1.5,1.5,True,1.0794741640759802,0.32690130949931234,0.6764697436426678,0.14062413234183418,1.0,18.860559669273364,1.0193972999138083,24.856030761947725,15.037384404562015,436.37063896922996,1711.8021636340538,0.6729708526148745,0.919523378003167
10,9,-1.5,1.5,True,1.0113745810080947,0.31366933474393566,0.7012853328655293,0.16234514068344408,1.0,18.302192012086213,1.2290843779693794,22.02323085747144,12.851121831224797,373.71077667829854,2063.5583002982817,0.9581193121999103,0.9798787248569546
11,10,-1.5,1.5,True,1.115074561408143,0.308507746874348,0.5655838674580392,0.16713181692628853,3.0,18.73413237121142,1.3709742533925084,23.090477373897116,12.848780223492707,485.8347264383756,1498.302252693583,0.6220319410907776,0.6227421996748003
12,11,-1.5,1.5,True,1.2845041752290451,0.3126434652856961,0.6037579455768042,0.178809410028631,2.0,18.84869255170672,1.2305306285338933,23.893128384473002,17.388541390286825,460.7999715428728,1731.6384484107452,0.7983499164010428,0.8273180648718879
13,12,-1.5,1.5,True,1.126886896554831,0.33239684039501644,0.43416535551949353,0.2129212978088289,2.0,18.333059959562725,1.751628797113268,19.48340237901293,15.430680509578085,450.78987043776385,1559.2591205049794,0.6982917067960615,0.6822915390620836
14,13,-1.5,1.5,True,1.1070966018328505,0.36668452506529925,0.45505863547183034,0.08623942043123627,2.0,20.327950587963578,1.4675171813805816,20.96467222549288,15.283694505075175,454.3906750209158,1644.8046564020024,0.6185321168357855,0.8000285745083335
