extra_shipping_containers,score,objective,generation,population_index,wing_span,wing_chord,tail_arm,nose_length,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
0,6.074994083231351,-6.074994083231351,197,0,1.7646753314416186,0.36986419974355944,0.5639354584899793,0.13400240618516948,0.4811268534656235,8.21549368048464,5.099462579078219,4.499722825574532,17.64107979085669,13.730802814788756,401.3909971923033,2072.131088841288,0.712316620297524,0.6053091039390187,6
1,2.1462720742608186,-2.1462720742608186,241,164,1.8098601143743316,0.2836641791994291,0.3579821327599566,0.25738553811841275,0.11566428339669124,1.548139905130796,1.4855919606510088,3.2939909740608546,12.68321011379095,5.72068579316258,417.47265094960363,2589.606558584232,0.9911072739941701,0.9180218578274799,8
2,-1.1364682551467054,1.1364682551467054,96,298,1.4707854837271348,0.39000967663117325,0.7403310809138818,0.13790462520909302,0.20243667130600657,1.343055057070936,1.1522196818134116,4.359119425751019,18.52869391338627,12.153905334435414,342.5590828238113,1099.1785859343395,0.8262644756752036,0.9072919809099276,6
3,-3.3283564657277482,3.3283564657277482,21,464,1.1240350250001998,0.27482463706284765,0.8958529321476818,0.29527092492207885,0.03642790400236845,0.15255918138338664,0.14788993400274109,3.8851594859734178,12.03185100108385,6.920273742549838,579.5320257544518,1633.5453372448683,0.7982766288332641,0.9336493369191885,6
4,-2.931750698155721,2.931750698155721,74,6,1.795132765000775,0.2842537896237057,0.7332372772633458,0.21721404489545706,0.07090507234566013,0.8955325348312826,0.289511652204844,4.324671376888597,14.599780191636993,7.527039591899028,635.1379420058088,2212.926358809424,0.819887887257251,0.6958169303211632,6
5,-3.319879052299477,3.319879052299477,25,380,1.229976356219873,0.3166569876670837,0.5043213838501501,0.2512627329304814,0.21098022212010265,0.05714289592794586,0.05152116857362721,3.4379883892002714,20.44329218415084,15.099082842052571,314.6804567459948,1636.9854516415649,0.802322332316598,0.7614971061590234,6
6,-16.280809490022158,16.280809490022158,59,216,0.9619008655718058,0.27399188364580807,0.8627565344651664,0.24259880188963598,0.38530633698870376,0.2929480147408885,0.05013345434947958,3.3159699429901712,15.347247512389972,11.396586532473073,403.29605219493027,2059.615351949143,0.6142114810999315,0.5970170664550045,8
7,-20.895072448341026,20.895072448341026,11,86,1.6463599944263696,0.33409328330308197,0.6748955922201276,0.10716622810810804,0.1457480739627033,0.23355024561548987,0.17513146574491145,3.704930921085179,21.39770037960261,16.395592584192986,601.5873531345278,2651.8986262381077,0.5504104509018362,0.7869575675576925,6
8,-28.83564047674088,28.83564047674088,111,266,1.6667726447686553,0.3388179995119572,0.7326721586287022,0.11078782141208648,0.04718261088132858,1.689084785365127,1.4762187855348632,2.6898648515343666,11.403857455588877,6.018397039620936,479.1856206487864,2316.178895533085,0.6137624764814973,0.9209293858148158,8
9,-28.773796000435198,28.773796000435198,115,93,1.7057457124550903,0.33496669182864547,0.7776160502806306,0.19147998101946737,0.20574501683706195,0.6248368678635003,0.5883739421480421,3.912706195343398,16.212059025771943,7.7890903611290465,583.0330069193162,2347.477690197975,0.8186904797447468,0.5309362559716211,6
10,-29.483714285714285,29.483714285714285,51,406,1.4966709029369056,0.3603748412057758,0.7860664961859585,0.11464388538151979,0.1469075295012444,0.25985831237401413,0.08506550795643975,1.6190634481608868,11.869253213517368,7.322421561764734,231.70087914913893,1535.536965355277,0.5746040595695376,0.5502451504580677,6
