rank,population_index,objective,score,finite,wing_span,wing_chord,tail_arm,nose_length,ducks_num,pucks_num,banner_length,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
57,104,-5.046040515653775,5.046040515653775,True,1.5096933592073163,0.35375158106894244,0.7933195764480139,0.24698342976884954,94.0,22.0,0.8415513953788083,2.809980818814008,17.8574368127427,12.333427181307416,253.7771463912009,1409.4794847744693,0.9919600460535383,0.6095311742881415,7
58,237,-5.045537340619308,5.045537340619308,True,1.3990195429934729,0.39120722755400006,0.8291145130201656,0.1950249390460523,97.0,19.0,1.2611135878430089,1.4668190919259556,11.922946665121781,5.8163274229328525,488.3123141817689,1512.353453785181,0.9814272313369343,0.8162581988205011,7
59,67,-5.045292592369101,5.045292592369101,True,1.5050157185589446,0.3762325238865897,0.8622342554376387,0.08590405408471863,58.0,19.0,4.0818826226519835,2.246315078220843,20.184002750630572,14.123039554547635,243.4631895123045,1384.756926962515,0.8447296998114777,0.5925703173853744,7
60,61,-5.043706293706293,5.043706293706293,True,1.4612676462683702,0.36327941783263906,0.8246199960093555,0.28248904649788037,95.0,30.0,3.355555469623048,1.9437294221734474,16.15307862249248,12.068067909124487,294.54674522564324,1459.0587314084007,0.9315174916668754,0.5640417404809766,7
61,252,-5.043350015047823,5.043350015047823,True,1.135964370224892,0.36710395161463766,0.7448827780776363,0.2064901698837453,80.0,12.0,2.3091485567539083,1.8852070639792409,17.412798757939978,9.888152889373687,344.36340196855014,1567.0778214635175,0.946790075704378,0.7775188563921864,7
62,215,-5.0412590004024045,5.0412590004024045,True,1.3742121460547991,0.3633524485877807,0.8576500990029328,0.1090421585511217,86.0,22.0,1.962923692850415,1.6904697135279023,18.767355018582293,10.889493313447016,347.72888019980184,1248.6737692730262,0.732208561469744,0.6207216116458772,8
63,248,-5.0321570391596495,5.0321570391596495,True,1.274222273245454,0.33812424896678217,0.6536600948772893,0.1236930337801638,57.0,16.0,4.652327712422181,1.0655397623581706,20.983073808347143,13.481943770001648,230.9782621028339,1223.5447713244594,0.9906106881020034,0.7497672151340078,7
64,250,-5.0275754664696715,5.0275754664696715,True,1.4958915098743386,0.29779889776254587,0.7407235481161596,0.2544765247362361,72.0,18.0,2.138177920576872,2.2725278798533104,21.548279006785535,13.551778717501337,263.41597373876857,1138.3881773827597,0.8194790124454787,0.7658616751253364,7
65,87,-5.022597701368686,5.022597701368686,True,1.3544012804792875,0.3352789449036979,0.6653988623597118,0.2568358759520258,57.0,17.0,2.236309428563758,1.6592204107596562,20.688917019600602,12.687529414746475,259.74503591622715,1959.5729474923373,0.9259054270965186,0.8281578288418441,7
66,30,-5.022280393332945,5.022280393332945,True,1.2897479849067717,0.3430485769294513,0.7815524234153884,0.2512716384033601,80.0,22.0,4.583312318513114,1.6168571658038606,20.84891384615579,14.252700730258976,356.0693769876703,1208.8717203074393,0.7057807144436963,0.6858177918452545,6
67,42,-5.016140743432684,5.016140743432684,True,1.3100937286459697,0.3499797163779474,0.8318606458931442,0.19265765433903234,68.0,19.0,1.9604385726728386,3.039534672313366,22.237641786109837,9.061126505904975,336.99626243859086,1707.573519651302,0.8973034776227776,0.8028819842993562,7
68,105,-5.014879310023687,5.014879310023687,True,1.2658902715809246,0.33194630465341574,0.7183108802245272,0.13005519827855727,72.0,12.0,2.041890356948244,1.191640589348206,18.4273863985614,11.793676942983481,237.06316957392562,1740.7323180527628,0.9112205484922666,0.8001983843721286,8
69,43,-5.012899969083257,5.012899969083257,True,1.3442437143118062,0.30293154370778236,0.7900376900704856,0.2763717752894914,70.0,18.0,2.1836079424873693,2.2893964597029406,19.15160513644504,13.457583334386934,254.7247896900755,1176.8313452820712,0.8390755016905933,0.6068325352998658,7
70,22,-5.006834256349817,5.006834256349817,True,1.1718817836013165,0.37883190839587855,0.7658518240401242,0.10867753898915976,56.0,17.0,2.704861520818141,1.789952565226879,17.3765786401885,11.12859970573452,324.37010241778046,2345.1795897847046,0.8547755732019613,0.6340353333120801,7
71,135,-5.002848768229695,5.002848768229695,True,1.2981893594944163,0.38853517058014764,0.741768499299664,0.13362451161824188,60.0,18.0,0.6316790256201967,2.3535633361297132,22.633557782807408,11.881777094240762,228.690525148312,1107.9819901089018,0.9817160891631069,0.7781043030947605,8
72,90,-4.987927743428827,4.987927743428827,True,1.2719192008890148,0.3685066694195084,0.874554039814322,0.21609202043924444,69.0,13.0,0.6827809739323532,1.8718804985756043,22.99956068647719,10.968983870809911,267.27413440053977,2541.3581012819586,0.9759170695911108,0.8104858730175022,7
73,147,-4.9753371747073105,4.9753371747073105,True,1.465433343591971,0.311725453645979,0.8233705921104552,0.26893422550417406,94.0,7.0,0.6009568146175255,2.4931490521808173,13.592204345902315,7.700565970277401,374.05463831686603,1541.0029867714397,0.9775766839407689,0.876001931510843,7
74,11,-4.974361587518215,4.974361587518215,True,1.480044445330969,0.3808178226160351,0.7147847160683591,0.10869661824691654,62.0,17.0,2.354479850553661,2.5701038977548714,23.81473149476325,10.346508188461758,227.438081369876,1217.5294159347627,0.930318143933583,0.8133838082683416,8
75,50,-4.973460399029253,4.973460399029253,True,1.2890239512541057,0.3580652702748708,0.7581457537157993,0.2597569437725554,62.0,16.0,1.7363356999978716,2.558256378156754,23.934895143648827,11.689776999360781,267.4981192367982,1659.9803894267836,0.9344743193820244,0.7849862887449301,7
76,181,-4.9680236507196405,4.9680236507196405,True,1.2942305717410734,0.3298703296088515,0.8842700832496588,0.08628142373516112,87.0,21.0,2.5263533244916956,2.926971784368113,19.36632684344525,9.76587269710945,354.8640215634111,1593.18274464524,0.8724950164347858,0.6505407839978063,7
77,10,-4.955239258384997,4.955239258384997,True,1.2738582250375012,0.33652342883369957,0.7647861144919409,0.2563335508870866,52.0,12.0,0.6627903659768108,3.345258614430556,16.655012739195268,11.017791527779336,358.5632274674513,1649.2409338128614,0.7892857579643922,0.7021437341391328,8
78,219,-4.949289363989294,4.949289363989294,True,1.482689272750504,0.306189036256615,0.6920995708381665,0.16315929603982754,57.0,16.0,2.5392857542589353,2.383168851752365,23.369875022228115,12.264041429959919,262.83230291817506,1232.6711239268586,0.9647723273312385,0.7931609249762352,7
79,164,-4.946626466529777,4.946626466529777,True,1.4661710617725745,0.3621066848607274,0.8668298594600952,0.17239395387924394,74.0,14.0,1.3150471646089843,3.468451103667923,19.078311524988063,10.85476593992346,263.66569352548584,1636.5889287071518,0.9965097724886416,0.8138778865530591,7
80,151,-4.945781745083655,4.945781745083655,True,1.354424525124496,0.35162341787794954,0.8284154038757162,0.1790450279139605,74.0,16.0,1.6955726983520392,3.66051897997372,22.6228861460814,15.683717946717577,202.30489352314223,1194.3271271977032,0.9661569092915385,0.64798586423914,8
81,74,-4.945706428734889,4.945706428734889,True,1.521845615055797,0.3588567200572333,0.8330951495370114,0.14375087900039776,64.0,14.0,2.426922839978609,2.0908495390440756,14.149721039987538,9.979722427673867,305.0343932241535,1214.7299555925335,0.8935847582640313,0.5872999499260987,8
82,186,-4.9436107986015205,4.9436107986015205,True,1.3388986398979275,0.3001265511451832,0.6480819541545918,0.2424734390668707,66.0,13.0,2.4785511254921606,2.226336183275739,23.920863574658586,11.980243047025974,274.37173335119667,1050.844142223254,0.9283574717061749,0.574529461528336,7
83,20,-4.941038712722447,4.941038712722447,True,1.3976010882397023,0.3846473076053534,0.712870071879382,0.12335734913370974,63.0,12.0,2.1211297232482735,1.437890959849832,23.009155633804063,12.583659721482661,243.59191141912925,1405.756276349778,0.9658339693053901,0.7618577328265421,7
