generation,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,best_objective,best_score,wing_span,wing_chord,tail_arm,nose_length,ducks_num,pucks_num,banner_length,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
1,1024,10.44661709992215,98.02216260109992,1561.7692564383615,6.957490666137926e-06,-5.2436906567400765,5.2436906567400765,1.5155385564044117,0.2961853002011776,0.6885671496391297,0.11474899485707282,3.0,1.0,1.022927233017981,1.833967408630997,20.083997487090528,13.690223833481134,249.8937684111297,1955.8117892593145,0.7851514224894345,0.6975356820039451
2,1536,13.085663399891928,117.38036911546155,1299.842564389265,5.683333997687659e-06,-5.2436906567400765,5.2436906567400765,1.5155385564044117,0.2961853002011776,0.6885671496391297,0.11474899485707282,3.0,1.0,1.022927233017981,1.833967408630997,20.083997487090528,13.690223833481134,249.8937684111297,1955.8117892593145,0.7851514224894345,0.6975356820039451
3,2048,15.855538700008765,129.16622000354158,1177.2737484756508,4.9878306834255785e-06,-5.2436906567400765,5.2436906567400765,1.5155385564044117,0.2961853002011776,0.6885671496391297,0.11474899485707282,3.0,1.0,1.022927233017981,1.833967408630997,20.083997487090528,13.690223833481134,249.8937684111297,1955.8117892593145,0.7851514224894345,0.6975356820039451
4,2560,20.450992400059476,125.17729946408639,1210.698750083521,4.271428991631999e-06,-5.2436906567400765,5.2436906567400765,1.5155385564044117,0.2961853002011776,0.6885671496391297,0.11474899485707282,3.0,1.0,1.022927233017981,1.833967408630997,20.083997487090528,13.690223833481134,249.8937684111297,1955.8117892593145,0.7851514224894345,0.6975356820039451
5,3072,26.13352239993401,117.55016996896512,1284.8981846634222,3.6089493820200786e-06,-5.2436906567400765,5.2436906567400765,1.5155385564044117,0.2961853002011776,0.6885671496391297,0.11474899485707282,3.0,1.0,1.022927233017981,1.833967408630997,20.083997487090528,13.690223833481134,249.8937684111297,1955.8117892593145,0.7851514224894345,0.6975356820039451
6,3584,30.829458399908617,116.25244769173835,1294.837252796162,3.1418810885872555e-06,-5.2436906567400765,5.2436906567400765,1.5155385564044117,0.2961853002011776,0.6885671496391297,0.11474899485707282,3.0,1.0,1.022927233017981,1.833967408630997,20.083997487090528,13.690223833481134,249.8937684111297,1955.8117892593145,0.7851514224894345,0.6975356820039451
7,4096,36.17320890002884,113.23297336766643,1324.8437759635563,2.7087992463293097e-06,-5.2436906567400765,5.2436906567400765,1.5155385564044117,0.2961853002011776,0.6885671496391297,0.11474899485707282,3.0,1.0,1.022927233017981,1.833967408630997,20.083997487090528,13.690223833481134,249.8937684111297,1955.8117892593145,0.7851514224894345,0.6975356820039451
8,4608,41.63465130003169,110.6770407849313,1350.8131310676947,2.1687386716491757e-06,-5.2436906567400765,5.2436906567400765,1.5155385564044117,0.2961853002011776,0.6885671496391297,0.11474899485707282,3.0,1.0,1.022927233017981,1.833967408630997,20.083997487090528,13.690223833481134,249.8937684111297,1955.8117892593145,0.7851514224894345,0.6975356820039451
9,5120,46.56784650008194,109.9471069591116,1355.1243331523847,1.9631216804948326e-06,-5.2436906567400765,5.2436906567400765,1.5155385564044117,0.2961853002011776,0.6885671496391297,0.11474899485707282,3.0,1.0,1.022927233017981,1.833967408630997,20.083997487090528,13.690223833481134,249.8937684111297,1955.8117892593145,0.7851514224894345,0.6975356820039451
10,5632,49.90824469993822,112.84708636541112,1315.7628148165531,1.676637054592376e-06,-5.2436906567400765,5.2436906567400765,1.5155385564044117,0.2961853002011776,0.6885671496391297,0.11474899485707282,3.0,1.0,1.022927233017981,1.833967408630997,20.083997487090528,13.690223833481134,249.8937684111297,1955.8117892593145,0.7851514224894345,0.6975356820039451
