rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,ducks_num,pucks_num,banner_length,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
1,153,-5.588725986819036,5.588725986819036,5.58790705383939,True,1.4593582450325095,0.38651798839282553,0.7407559911018423,0.16497009847132735,3.0,1.0,3.8713837113600835,4.490606643759726,22.735100811939713,12.048525803194318,237.97886868563523,1995.4787572111234,0.8670548067812016,0.9929793444984203
2,472,-5.5906179979658,5.5906179979658,5.587884675137349,True,1.45470665620089,0.39437833960689894,0.7156193914371951,0.21945279789570787,3.0,1.0,3.865922775937908,4.4571045474956765,22.332552809137194,13.20364246350461,228.1250680639016,2127.5311692900705,0.8375817817081618,0.99960801007523
3,384,-5.585477978286655,5.585477978286655,5.583997148456309,True,1.4592087599786912,0.3934042380193954,0.7106921084615262,0.21186042153579765,3.0,1.0,3.840901641286172,4.4319116361986195,21.818901613935893,12.212229352564384,241.43156363460906,2055.2110743096137,0.8330743114550319,0.998787195512949
4,32,-5.585070854525663,5.585070854525663,5.582989918868774,True,1.3947361729236636,0.3928068248725862,0.6928836792539563,0.2667627956624249,3.0,1.0,3.791768118423603,4.4118607466115085,21.658202968310256,12.657349512262932,241.26946160658167,1777.4027277648217,0.8954651268500851,0.9954806291870821
5,54,-5.583182960136638,5.583182960136638,5.582908690400579,True,1.4753542019649597,0.3860849738531622,0.7130107850142003,0.2482680799009711,3.0,1.0,3.8464160998873353,4.468929359179754,21.790344700434225,12.425887720592078,241.5828915458649,1832.183651857072,0.826077775118367,0.9967129733934612
6,477,-5.583616781103331,5.583616781103331,5.5827708534576335,True,1.4349562152602515,0.38554305071246453,0.6211072729809531,0.21984530274060182,3.0,1.0,3.819334023975351,4.436014848125701,22.16762821124479,11.190066036301502,249.69056689711624,2188.861316224262,0.8145746652240553,0.99767037422505
7,439,-5.591540146121721,5.591540146121721,5.582739554624327,True,1.4578916774678479,0.39188118633145075,0.7588703767746999,0.20252666549319642,3.0,1.0,3.832850437402126,4.4498789699206,22.209067543358064,12.270135881216557,238.53803853289224,2010.0332171954772,0.8114152143272229,0.9989725572026875
8,383,-5.584311518265269,5.584311518265269,5.582328816217229,True,1.4619034935787296,0.3949020356179408,0.7148274962216363,0.17505217475778118,3.0,1.0,3.833293774762671,4.459359281099749,21.542330222310397,12.050701654598036,244.36682492010328,2054.3287645517025,0.8142727449964879,0.9959154175727347
9,86,-5.585918084538082,5.585918084538082,5.582216450487838,True,1.4462654362525522,0.39102827316045763,0.7003669959388673,0.25716573413323957,3.0,1.0,3.8252442110491502,4.497415904968315,22.297382544424096,13.152815781787979,230.4494592188368,1929.7727534207515,0.8472801389589271,0.9986407347153549
10,469,-5.585177735965382,5.585177735965382,5.581330194796524,True,1.4359716774621263,0.39696949256759284,0.7230517373580416,0.18193103977188016,3.0,1.0,3.807797346062652,4.425661205486358,22.288740614808624,13.10110889770566,233.4889490388383,1864.5370967138822,0.8071764714930889,0.988232237093287
11,316,-5.583574862382635,5.583574862382635,5.581222866309859,True,1.4472007569261625,0.3968834507188066,0.7727027528162462,0.2726085457254491,3.0,1.0,3.812946903630024,4.407698700387495,21.777911123343102,13.300451935592882,235.1470922772105,1935.3663356981006,0.8037626046328781,0.9956744634348648
12,356,-5.589414844574771,5.589414844574771,5.581099248495589,True,1.4553222105542247,0.39454627944720533,0.7488218225780761,0.13047318195664423,3.0,1.0,3.8199688823371054,4.446733679079088,22.753747188626242,11.9869909202404,236.27239650261214,1882.6584605247929,0.8705287298874256,0.999867978802113
13,466,-5.58936524678013,5.58936524678013,5.580832348952924,True,1.4723630909013141,0.39146556545040323,0.7855247032049849,0.17268443533731526,3.0,1.0,3.8283595275418696,4.438006563066796,21.887924476420775,11.99487503027799,242.71629184908448,2234.181683894019,0.8671170932673598,0.9979202045813544
14,202,-5.583682794931189,5.583682794931189,5.580381735051345,True,1.4765652568231604,0.39570637098672035,0.7000902078630471,0.22759542959839296,3.0,1.0,3.828580729731651,4.446634352063405,21.862753685903748,14.000809802047632,226.55619011136582,1910.0143458532193,0.8296278794093803,0.98705524047053
15,279,-5.582459930979043,5.582459930979043,5.580374763186585,True,1.4948203290872124,0.3892144686408598,0.7075347841059746,0.1954115842128148,3.0,1.0,3.844403630834709,4.488061993955109,22.574081594985657,12.41327469953643,235.26999135769415,1802.4390111357684,0.7863224935888443,0.9942058605622913
16,425,-5.582223746063744,5.582223746063744,5.5799825726171175,True,1.4228283970651714,0.39828524210948174,0.7005841581882822,0.25447444211927156,3.0,1.0,3.793220948607005,4.465715138233312,22.81125971087894,13.061288017097487,227.66028120702856,2047.1120465225088,0.8677677017717285,0.9956304615463474
17,167,-5.58309645500243,5.58309645500243,5.579860181914669,True,1.475399287586915,0.389646690140021,0.7377752310301621,0.20334193211834492,3.0,1.0,3.8254404134038804,4.462664680617051,22.98034745429487,12.276254217044782,228.5162285514604,2132.1456155068054,0.8466464648943222,0.9997920043023389
18,399,-5.580506581418044,5.580506581418044,5.579747324732928,True,1.4694570399711926,0.37215453060633696,0.7173193236550163,0.26872586762533446,3.0,1.0,3.819426041706901,4.441170873994164,21.877137942298475,12.11853461628761,243.05592034375766,2099.016781906686,0.8866491217123442,0.9918302837566951
19,431,-5.583922409763522,5.583922409763522,5.579420750116951,True,1.4803859399182862,0.39415978417680786,0.7138598823233927,0.26024332095830516,3.0,1.0,3.826038899985849,4.468574244939527,22.029366762592403,13.240992025421118,232.83855296710067,2238.9339130284843,0.8430624776465673,0.996020761448617
20,88,-5.58512963542859,5.58512963542859,5.579014631204597,True,1.4750306050480937,0.3997716981642502,0.8066310760224639,0.21293164348490576,3.0,1.0,3.816550414764143,4.420271842229584,21.68050396259744,11.974237561789828,247.00945245067862,1971.3184942098173,0.8125704912320624,0.9972116885451747
21,75,-5.589112600145286,5.589112600145286,5.578996869333163,True,1.5155683813349636,0.3971816750704667,0.7672501892928234,0.1917933849381279,3.0,1.0,3.842143028341474,4.422168950097358,22.003637160285635,12.429831240307228,239.39547884200442,2062.4493768001844,0.8313195781499321,0.994373255114799
22,166,-5.5841571399089505,5.5841571399089505,5.578904390352758,True,1.4727240859972481,0.3856665610982246,0.7084487831189875,0.21432840417404758,3.0,1.0,3.814688147398714,4.425107794008822,21.697308339312418,12.542893353630511,240.18621630007902,1798.9644624435266,0.8661979533149706,0.9958809349752396
23,132,-5.5859034721347225,5.5859034721347225,5.578759307510766,True,1.4474310965190609,0.390564009531734,0.7816223442813142,0.2013629977630824,3.0,1.0,3.7987816579530094,4.4399163695406685,21.72851119751879,12.647513827590391,239.38142567976467,1902.7220253044607,0.8234897011338833,0.9980881973110067
24,348,-5.58615889270773,5.58615889270773,5.578738795902584,True,1.5162173236477705,0.39856934588177867,0.7512653223212313,0.21462757178078018,3.0,1.0,3.842078603726351,4.440410584971161,21.50866146786506,11.579591484661924,250.73899838757276,1788.698003584004,0.8649178917669644,0.9969505173936082
