prop_name,diameter_in,pitch_in,velocity_mps,cruise_selected_rpm,cruise_thrust_n,cruise_torque_nm,cruise_current_a,cruise_voltage_sag_v,cruise_voltage_required_v,cruise_throttle,cruise_power_w,cruise_flight_time_s,cruise_valid_rpm_count,cruise_failed,max_selected_rpm,max_thrust_n,max_torque_nm,max_current_a,max_voltage_sag_v,max_voltage_required_v,max_throttle,max_power_w,max_flight_time_s,max_valid_rpm_count,max_failed
17.4x10.5E,17.4,10.5,16.667,7200.0,48.68834261279388,1.7479104186585024,97.10839157887058,20.516787879299574,15.246908095995149,0.7431430390416293,1992.352271323649,141.80030969636775,43,False,7200.0,48.68834261279388,1.7479104186585024,97.10839157887058,20.516787879299574,15.246908095995149,0.7431430390416293,1992.352271323649,141.80030969636775,43,False
17.4x10.5E,17.4,10.5,25.0,7600.0,40.73323997368716,1.731112932618289,96.19369669399693,20.532642590637387,16.002944714581847,0.7793904093903129,1975.1107936900162,143.1486726599554,37,False,7600.0,40.73323997368716,1.731112932618289,96.19369669399693,20.532642590637387,16.002944714581847,0.7793904093903129,1975.1107936900162,143.1486726599554,37,False
18x10E,18.0,10.0,0.001,7200.0,71.50048066811644,1.7064206836643836,94.84909823681747,20.555948963895162,15.214318587518441,0.7401418739772678,1949.7132226274985,145.17797486718658,43,False,7200.0,71.50048066811644,1.7064206836643836,94.84909823681747,20.555948963895162,15.214318587518441,0.7401418739772678,1949.7132226274985,145.17797486718658,43,False
18x10E,18.0,10.0,8.334,7000.0,59.55490062460481,1.742318065498282,96.8038640550605,20.52206635637895,14.857900009407924,0.7239962950801778,1986.6153216918387,142.24638793517417,41,False,7000.0,59.55490062460481,1.742318065498282,96.8038640550605,20.52206635637895,14.857900009407924,0.7239962950801778,1986.6153216918387,142.24638793517417,41,False
18x10E,18.0,10.0,16.667,7000.0,47.21362234116438,1.7033731823630136,94.68314877001418,20.558825421319753,14.827309440457771,0.721213840605975,1946.5743259035678,145.4324257154501,41,False,7000.0,47.21362234116438,1.7033731823630136,94.68314877001418,20.558825421319753,14.827309440457771,0.721213840605975,1946.5743259035678,145.4324257154501,41,False
18x10E,18.0,10.0,25.0,7600.0,41.184790924657534,1.743232191780822,96.85364213689763,20.521203536293775,16.01246419450296,0.780288747011516,1987.5533035226356,142.17328018017963,34,False,7600.0,41.184790924657534,1.743232191780822,96.85364213689763,20.521203536293775,16.01246419450296,0.780288747011516,1987.5533035226356,142.17328018017963,34,False
26x15E,26.0,15.0,0.001,0.0,0.0,-0.03539118158926343,0.0,22.2,0.0,0.0,0.0,0.0,0,True,0.0,0.0,-0.03539118158926343,0.0,22.2,0.0,0.0,0.0,0.0,0,True
26x15E,26.0,15.0,8.334,0.0,0.0,-0.03539118158926343,0.0,22.2,0.0,0.0,0.0,0.0,0,True,0.0,0.0,-0.03539118158926343,0.0,22.2,0.0,0.0,0.0,0.0,0,True
26x15E,26.0,15.0,16.667,3100.0,25.279198530588232,1.6886559329411763,93.8817316571595,20.5727166512759,7.315749281665366,0.35560443502300654,1931.4022641138613,146.67390297279294,2,False,3100.0,25.279198530588232,1.6886559329411763,93.8817316571595,20.5727166512759,7.315749281665366,0.35560443502300654,1931.4022641138613,146.67390297279294,2,False
26x15E,26.0,15.0,25.0,3800.0,21.294703024193545,1.7363471774193546,96.47872368757497,20.5277021227487,8.69936382060037,0.42378653823896717,1980.486501041518,142.72576868441067,9,False,3800.0,21.294703024193545,1.7363471774193546,96.47872368757497,20.5277021227487,8.69936382060037,0.42378653823896717,1980.486501041518,142.72576868441067,9,False
