optimized_airfoil
1.000000 0.000022
0.999938 0.000051
0.999751 0.000136
0.999439 0.000279
0.999003 0.000477
0.998443 0.000730
0.997759 0.001038
0.996950 0.001398
0.996018 0.001810
0.994962 0.002271
0.993782 0.002781
0.992480 0.003336
0.991055 0.003936
0.989507 0.004577
0.987838 0.005257
0.986046 0.005975
0.984134 0.006728
0.982101 0.007513
0.979948 0.008328
0.977675 0.009172
0.975284 0.010041
0.972774 0.010933
0.970146 0.011847
0.967400 0.012781
0.964539 0.013732
0.961561 0.014699
0.958469 0.015681
0.955262 0.016676
0.951942 0.017683
0.948509 0.018700
0.944964 0.019728
0.941309 0.020764
0.937544 0.021809
0.933669 0.022862
0.929686 0.023922
0.925597 0.024989
0.921401 0.026064
0.917100 0.027146
0.912695 0.028235
0.908188 0.029332
0.903579 0.030436
0.898869 0.031547
0.894059 0.032667
0.889152 0.033795
0.884147 0.034931
0.879047 0.036075
0.873852 0.037229
0.868565 0.038391
0.863185 0.039562
0.857715 0.040741
0.852155 0.041930
0.846508 0.043127
0.840775 0.044332
0.834956 0.045546
0.829054 0.046766
0.823070 0.047994
0.817006 0.049227
0.810862 0.050467
0.804642 0.051710
0.798345 0.052958
0.791974 0.054208
0.785530 0.055461
0.779014 0.056713
0.772430 0.057965
0.765777 0.059215
0.759059 0.060463
0.752275 0.061705
0.745429 0.062943
0.738522 0.064173
0.731555 0.065395
0.724530 0.066607
0.717450 0.067808
0.710315 0.068997
0.703128 0.070172
0.695890 0.071332
0.688604 0.072476
0.681270 0.073603
0.673891 0.074711
0.666469 0.075799
0.659006 0.076866
0.651503 0.077910
0.643962 0.078931
0.636385 0.079928
0.628774 0.080899
0.621131 0.081843
0.613458 0.082759
0.605757 0.083647
0.598029 0.084504
0.590277 0.085330
0.582502 0.086124
0.574707 0.086885
0.566893 0.087612
0.559063 0.088303
0.551217 0.088958
0.543359 0.089577
0.535491 0.090157
0.527613 0.090698
0.519728 0.091199
0.511839 0.091659
0.503947 0.092079
0.496053 0.092456
0.488161 0.092790
0.480272 0.093082
0.472387 0.093329
0.464509 0.093533
0.456641 0.093693
0.448783 0.093809
0.440937 0.093881
0.433107 0.093909
0.425293 0.093893
0.417498 0.093834
0.409723 0.093733
0.401971 0.093590
0.394243 0.093406
0.386542 0.093182
0.378869 0.092920
0.371226 0.092620
0.363615 0.092285
0.356038 0.091916
0.348497 0.091513
0.340994 0.091080
0.333531 0.090618
0.326109 0.090128
0.318730 0.089613
0.311396 0.089074
0.304110 0.088514
0.296872 0.087933
0.289685 0.087335
0.282550 0.086720
0.275470 0.086090
0.268445 0.085448
0.261478 0.084793
0.254571 0.084127
0.247725 0.083452
0.240941 0.082769
0.234223 0.082077
0.227570 0.081378
0.220986 0.080672
0.214470 0.079958
0.208026 0.079238
0.201655 0.078510
0.195358 0.077774
