epoch,island,score,objective,duplicate,restarts,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
3,1,5.974254234460282,-5.974254234460282,False,0,1.7386498336595917,0.38261480892652766,0.5617099118342356,0.16047464233923972,0.0,0.5365480814874165,0.0637116468495907,8.880452507792207,3.821238842987988,3.348323508440957,20.477136123780205,12.55486135510954,22.257270887516576,13.595551915279446,218.57340895813334,2287.910729928571,22.4875969306977
3,2,5.174830469044202,-5.174830469044202,False,0,1.5237782771451704,0.3536494075550572,0.3370263050761689,0.17657662293679743,0.0,0.33491728241146246,0.07462142032163468,4.455280602728692,1.4919622496907579,1.645680284400704,15.644966746736417,9.950167207010017,15.984212148643481,11.906999459732667,299.6678204061768,2143.020596658114,34.12662339163346
3,3,5.721295938559538,-5.721295938559538,False,0,1.6872888401855988,0.34629672442817094,0.6428401829713456,0.22111469253935362,0.0,0.3560751333694917,0.07637347660577856,8.280324937964139,1.9449059459178173,2.8828129453154894,21.60689986878732,10.821056445391225,23.344170292202335,17.712062380803033,244.092459084845,2837.7788366856807,38.92037793116595
3,4,5.49048113056776,-5.49048113056776,False,0,1.3713789439645827,0.34399712886576495,0.645628357569217,0.2558443997650675,0.0,0.23934999131060808,0.06507442641092044,5.03875041483559,4.678063524209293,2.9308883856603107,17.938121182461593,12.750009418903886,20.03813612489086,15.153712040911651,226.44533966707107,1956.7402492423473,11.781434072827519
3,5,5.4964853230000905,-5.4964853230000905,False,0,1.7387785182250681,0.3660923883115041,0.5638755054892031,0.18088693702305947,0.0,0.5973420112559596,0.08339074191675082,6.25862165912838,2.340794653745938,2.5875914548964616,22.236283827793077,16.199082804352667,21.42618414035814,12.082673088663778,255.65597036480426,1668.5302039856242,13.932640890025754
4,0,5.309806175840561,-5.309806175840561,False,0,1.7875586044548253,0.30597937276467896,0.47226133856074876,0.20886194841397238,0.0,0.42503536649875084,0.10811924351472077,5.499627584033128,0.43763642953825865,2.1068622103562356,14.160952461241733,8.830393736633514,20.830859081320206,15.45520549864012,323.253386970154,1719.9047216214822,26.62290095238284
4,1,5.974254234460282,-5.974254234460282,False,0,1.7386498336595917,0.38261480892652766,0.5617099118342356,0.16047464233923972,0.0,0.5365480814874165,0.0637116468495907,8.880452507792207,3.821238842987988,3.348323508440957,20.477136123780205,12.55486135510954,22.257270887516576,13.595551915279446,218.57340895813334,2287.910729928571,22.4875969306977
4,2,5.174830469044202,-5.174830469044202,False,0,1.5237782771451704,0.3536494075550572,0.3370263050761689,0.17657662293679743,0.0,0.33491728241146246,0.07462142032163468,4.455280602728692,1.4919622496907579,1.645680284400704,15.644966746736417,9.950167207010017,15.984212148643481,11.906999459732667,299.6678204061768,2143.020596658114,34.12662339163346
4,3,5.721295938559538,-5.721295938559538,False,0,1.6872888401855988,0.34629672442817094,0.6428401829713456,0.22111469253935362,0.0,0.3560751333694917,0.07637347660577856,8.280324937964139,1.9449059459178173,2.8828129453154894,21.60689986878732,10.821056445391225,23.344170292202335,17.712062380803033,244.092459084845,2837.7788366856807,38.92037793116595
4,4,5.575394567186952,-5.575394567186952,False,0,1.4923811829910751,0.2877938232337815,0.492339280344832,0.2939383343167319,0.0,0.2450940031620947,0.10014544939827201,6.649154234728492,2.6143418015111664,2.6369797503959824,17.935716084799836,11.047085010407539,19.700995639676766,13.970474818754983,247.77035652036167,1817.6607559444851,20.684475975631656
4,5,5.512756738790626,-5.512756738790626,False,0,1.7689335027348214,0.23179511144723694,0.4873285891827531,0.24592133418339887,0.0,0.33196908959872606,0.09973576421721898,5.556773722133734,5.139581921913027,2.115395529356238,16.769235756863292,11.702191238625499,17.562336026617984,13.978495960824269,233.16456079765877,1954.231633853572,14.178832345626187
