rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
42,987,-5.55525399605585,5.55525399605585,5.55525399605585,True,1.7639968862765865,0.22460345748307575,0.638851912275974,0.20064562128615046,0.0,0.5716299706334347,0.06213625132144593,6.375389175760844,3.358547365533468,2.2948129806657063,18.0,12.0,20.0,15.0,256.6445552752026,2682.3245132765933,19.974526984129774
43,3095,-5.55525399605585,5.55525399605585,5.55525399605585,True,1.7639968862765865,0.22460345748307575,0.638851912275974,0.20064562128615046,0.0,0.5716299706334347,0.06213625132144593,6.375389175760844,3.358547365533468,2.2948129806657063,18.0,12.0,20.0,15.0,256.6445552752026,2682.3245132765933,19.974526984129774
44,672,-5.553729509544597,5.553729509544597,5.553729509544597,True,1.7992594618487945,0.26675844625302336,0.6393745953132939,0.19130761490640927,0.0,0.5761734771203568,0.054796594624034814,6.29681531011876,2.3804054308991667,2.7615034695069323,17.0,10.0,18.0,12.0,272.02076286847233,1495.15661388155,34.50558893646488
45,3096,-5.553729509544597,5.553729509544597,5.553729509544597,True,1.7992594618487945,0.26675844625302336,0.6393745953132939,0.19130761490640927,0.0,0.5761734771203568,0.054796594624034814,6.29681531011876,2.3804054308991667,2.7615034695069323,17.0,10.0,18.0,12.0,272.02076286847233,1495.15661388155,34.50558893646488
46,845,-5.549143301555251,5.549143301555251,5.549143301555251,True,1.7253140227658772,0.3145522141461292,0.5518360133869427,0.21328727143225226,0.0,0.24729513724768784,0.07659825825825621,6.699048556742184,1.7145518253220828,3.0043504618268515,15.0,10.0,20.0,15.0,280.7688253544583,1877.0233545419003,34.67766600632656
47,3097,-5.549143301555251,5.549143301555251,5.549143301555251,True,1.7253140227658772,0.3145522141461292,0.5518360133869427,0.21328727143225226,0.0,0.24729513724768784,0.07659825825825621,6.699048556742184,1.7145518253220828,3.0043504618268515,15.0,10.0,20.0,15.0,280.7688253544583,1877.0233545419003,34.67766600632656
48,1656,-5.540619515263685,5.540619515263685,5.540619515263685,True,1.827604520040583,0.31816619773152977,0.4926861870733135,0.21366463657468554,0.0,0.248966630683986,0.0701792999820606,6.241604169292415,2.955181214173372,2.373009978353701,20.0,15.0,20.0,15.0,261.56960856006003,2274.6033605553453,28.675801568027303
49,3098,-5.540619515263685,5.540619515263685,5.540619515263685,True,1.827604520040583,0.31816619773152977,0.4926861870733135,0.21366463657468554,0.0,0.24896663068398603,0.0701792999820606,6.241604169292415,2.955181214173372,2.373009978353701,20.0,15.0,20.0,15.0,261.56960856006003,2274.6033605553453,28.675801568027303
50,3099,-5.540619515263685,5.540619515263685,5.540619515263685,True,1.827604520040583,0.31816619773152977,0.4926861870733135,0.21366463657468554,0.0,0.248966630683986,0.0701792999820606,6.241604169292415,2.955181214173372,2.373009978353701,20.0,15.0,20.0,15.0,261.56960856006003,2274.6033605553453,28.675801568027303
51,1005,-5.529006859940515,5.529006859940515,5.529006859940515,True,1.6100110355774209,0.39729581074510006,0.39062579786467755,0.18903098823047615,0.0,0.49682043040158763,0.12095831439356419,6.197196449856136,3.5142595447388487,2.7213864076568495,22.0,13.0,20.0,15.0,218.7852177169227,2157.3387805804505,23.73252692847396
52,3100,-5.529006859940515,5.529006859940515,5.529006859940515,True,1.6100110355774209,0.39729581074510006,0.39062579786467755,0.18903098823047615,0.0,0.49682043040158763,0.12095831439356419,6.197196449856136,3.5142595447388487,2.7213864076568495,22.0,13.0,20.0,15.0,218.7852177169227,2157.3387805804505,23.73252692847396
53,820,-5.525255628158156,5.525255628158156,5.525255628158156,True,1.4553142146817704,0.36733039758119174,0.6709960885404518,0.1528287448494875,0.0,0.5745177606179273,0.10100190984232545,6.460219432250007,1.7038681076592397,3.177052568424866,16.0,12.0,13.0,10.0,304.18680655765274,1439.2324961404997,21.04464690230905
54,3101,-5.525255628158156,5.525255628158156,5.525255628158156,True,1.4553142146817704,0.36733039758119174,0.6709960885404518,0.1528287448494875,0.0,0.5745177606179273,0.10100190984232545,6.460219432250007,1.7038681076592397,3.177052568424866,16.0,12.0,13.0,10.0,304.18680655765274,1439.2324961404997,21.04464690230905
