generation,island,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,feasible_population_fraction,finite_energy_relative_std,best_objective,best_score,global_best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
22,2,12800,282.2519422000041,45.34955508270658,2246.725459912033,nan,0.798828125,3.03499175488336,5.165094637610764,-5.165094637610764,5.525255628158156,1.5655094024608287,0.23228369099097906,0.6257775625213982,0.12025615694288638,1.0,0.21182026108158886,0.04162176999219403,1.9484400543912486,1.3627223801699913,2.0261250880031167,14.0,10.0,18.0,12.0,347.79693841042626,2114.220118150115,30.168727100032413
23,2,13312,287.7970185000013,46.25482247655717,2191.6849870384713,nan,0.828125,3.1395395151377823,2.1275356462593873,-2.1275356462593873,5.525255628158156,1.0450495813714278,0.21425917010754347,0.5103717863559722,0.2327191774540567,0.0,0.2342836884978013,0.08178327632620931,0.20009150310626467,0.10279515399059846,1.944193413786733,15.0,10.0,16.0,12.0,270.4092449189809,2610.3661190718412,19.562478391249417
24,2,13824,292.8134044000035,47.21095343406975,2136.453358029655,nan,0.8515625,3.281221832567489,2.1275356462593873,-2.1275356462593873,5.525255628158156,1.0450495813714278,0.21425917010754347,0.5103717863559722,0.2327191774540567,0.0,0.2342836884978013,0.08178327632620931,0.20009150310626467,0.10279515399059846,1.944193413786733,15.0,10.0,16.0,12.0,270.4092449189809,2610.3661190718412,19.562478391249417
25,2,14336,299.84565469999507,47.811264813370784,2098.9195828999655,nan,0.861328125,3.456879139567459,2.1275356462593873,-2.1275356462593873,5.525255628158156,1.0450495813714278,0.21425917010754347,0.5103717863559722,0.2327191774540567,0.0,0.2342836884978013,0.08178327632620931,0.20009150310626467,0.10279515399059846,1.944193413786733,15.0,10.0,16.0,12.0,270.4092449189809,2610.3661190718412,19.562478391249417
26,2,14848,308.5981383000035,48.11435377346809,2075.0564471896787,nan,0.87109375,3.7202501939319337,2.1275356462593873,-2.1275356462593873,5.525255628158156,1.0450495813714278,0.21425917010754347,0.5103717863559722,0.2327191774540567,0.0,0.2342836884978013,0.08178327632620931,0.20009150310626467,0.10279515399059846,1.944193413786733,15.0,10.0,16.0,12.0,270.4092449189809,2610.3661190718412,19.562478391249417
27,2,15360,316.79295839999395,48.48592619475438,2048.594464319961,nan,0.890625,3.982021186379989,2.1275356462593873,-2.1275356462593873,5.525255628158156,1.0450495813714278,0.21425917010754347,0.5103717863559722,0.2327191774540567,0.0,0.2342836884978013,0.08178327632620931,0.20009150310626467,0.10279515399059846,1.944193413786733,15.0,10.0,16.0,12.0,270.4092449189809,2610.3661190718412,19.562478391249417
28,2,15872,1276.472278500005,12.434269249193052,7947.069346790353,nan,0.900390625,4.171642271147274,2.1275356462593873,-2.1275356462593873,5.525255628158156,1.0450495813714278,0.21425917010754347,0.5103717863559722,0.2327191774540567,0.0,0.2342836884978013,0.08178327632620931,0.20009150310626467,0.10279515399059846,1.944193413786733,15.0,10.0,16.0,12.0,270.4092449189809,2610.3661190718412,19.562478391249417
29,2,16384,1285.2679940999951,12.747535980986475,7711.607964599971,nan,0.91015625,4.716155022053046,2.1275356462593873,-2.1275356462593873,5.525255628158156,1.0450495813714278,0.21425917010754347,0.5103717863559722,0.2327191774540567,0.0,0.2342836884978013,0.08178327632620931,0.20009150310626467,0.10279515399059846,1.944193413786733,15.0,10.0,16.0,12.0,270.4092449189809,2610.3661190718412,19.562478391249417
30,2,16896,1292.2614160999947,13.074753907759321,7479.452438639363,nan,0.919921875,4.87091629297083,2.1275356462593873,-2.1275356462593873,5.525255628158156,1.0450495813714278,0.21425917010754347,0.5103717863559722,0.2327191774540567,0.0,0.2342836884978013,0.08178327632620931,0.20009150310626467,0.10279515399059846,1.944193413786733,15.0,10.0,16.0,12.0,270.4092449189809,2610.3661190718412,19.562478391249417
31,3,17920,1331.0783837000054,13.462768398497829,7187.823271980029,nan,0.85546875,3.390154133359772,5.5350774315723115,-5.5350774315723115,5.525255628158156,1.8074526891443878,0.34634906698018314,0.36794540360569955,0.27653138425201174,0.0,0.4088664212543517,0.06780949849719181,1.1263574239910241,0.5844336443019955,1.4890015387051814,24.0,12.0,18.0,12.0,234.91916661150753,1137.7481650561094,4.024283848702908
32,3,18432,1336.5492056999938,13.790738059917944,6979.756963099967,nan,0.86328125,3.460876773516434,5.5350774315723115,-5.5350774315723115,5.525255628158156,1.8074526891443878,0.34634906698018314,0.36794540360569955,0.27653138425201174,0.0,0.4088664212543517,0.06780949849719181,1.1263574239910241,0.5844336443019955,1.4890015387051814,24.0,12.0,18.0,12.0,234.91916661150753,1137.7481650561094,4.024283848702908
33,3,18944,1344.2104775000043,14.093031052125495,6793.712413310833,nan,0.876953125,3.5471561847687973,5.5350774315723115,-5.5350774315723115,5.525255628158156,1.8074526891443878,0.34634906698018314,0.36794540360569955,0.27653138425201174,0.0,0.4088664212543517,0.06780949849719181,1.1263574239910241,0.5844336443019955,1.4890015387051814,24.0,12.0,18.0,12.0,234.91916661150753,1137.7481650561094,4.024283848702908
34,3,19456,1351.5685386999976,14.395126434885572,6615.572321005252,nan,0.89453125,3.773291305102644,0.7509844941612043,-0.7509844941612043,5.525255628158156,1.8227802404515445,0.3999201494435597,0.3657428198524336,0.22721031786873935,1.0,0.49975496655274587,0.08612104624184656,1.889281507739632,0.9806281272818325,2.104072030533004,21.0,13.5,21.0,13.0,281.2890563661564,1160.4458820074797,31.97662880463966
35,3,19968,1361.1221022999962,14.670248882343827,6456.604844243572,nan,0.91015625,3.8779122116278177,0.7509844941612043,-0.7509844941612043,5.525255628158156,1.8227802404515445,0.3999201494435597,0.3657428198524336,0.22721031786873935,1.0,0.49975496655274587,0.08612104624184656,1.889281507739632,0.9806281272818325,2.104072030533004,21.0,13.5,21.0,13.0,281.2890563661564,1160.4458820074797,31.97662880463966
36,3,20480,1375.4663601999928,14.88949536869968,6327.145256919967,nan,0.921875,4.412859169715481,0.7509844941612043,-0.7509844941612043,5.525255628158156,1.8227802404515445,0.3999201494435597,0.3657428198524336,0.22721031786873935,1.0,0.49975496655274587,0.08612104624184656,1.889281507739632,0.9806281272818325,2.104072030533004,21.0,13.5,21.0,13.0,281.2890563661564,1160.4458820074797,31.97662880463966
37,3,20992,1388.6558188000054,15.116776753321101,6198.146703424414,nan,0.931640625,4.653889107829542,0.7509844941612043,-0.7509844941612043,5.525255628158156,1.8227802404515445,0.3999201494435597,0.3657428198524336,0.22721031786873935,1.0,0.49975496655274587,0.08612104624184656,1.889281507739632,0.9806281272818325,2.104072030533004,21.0,13.5,21.0,13.0,281.2890563661564,1160.4458820074797,31.97662880463966
38,3,21504,1405.676485899996,15.297972339796157,6091.264772233316,nan,0.951171875,5.250032176581525,0.7509844941612043,-0.7509844941612043,5.525255628158156,1.8227802404515445,0.3999201494435597,0.3657428198524336,0.22721031786873935,1.0,0.49975496655274587,0.08612104624184656,1.889281507739632,0.9806281272818325,2.104072030533004,21.0,13.5,21.0,13.0,281.2890563661564,1160.4458820074797,31.97662880463966
39,3,22016,1421.0860957999976,15.492375912387024,5981.781007902315,nan,0.9609375,5.629811961561383,-5.540619515263685,5.540619515263685,5.540619515263685,1.827604520040583,0.31816619773152977,0.4926861870733135,0.21366463657468554,0.0,0.24896663068398603,0.0701792999820606,6.241604169292415,2.955181214173372,2.373009978353701,20.0,15.0,20.0,15.0,261.56960856006003,2274.6033605553453,28.675801568027303
40,3,22528,1430.8293545000051,15.744714720276532,5853.3928138636575,nan,0.966796875,6.331467138143183,-5.540619515263685,5.540619515263685,5.540619515263685,1.827604520040583,0.31816619773152977,0.4926861870733135,0.21366463657468554,0.0,0.24896663068398603,0.0701792999820606,6.241604169292415,2.955181214173372,2.373009978353701,20.0,15.0,20.0,15.0,261.56960856006003,2274.6033605553453,28.675801568027303
41,4,23552,1470.1545112000022,16.020084841814256,5688.858760730443,nan,0.794921875,3.159606634508662,4.589782524808126,-4.589782524808126,5.540619515263685,1.4181670023851096,0.27994907792657614,0.3268571874126792,0.25829572435468434,0.0,0.4174730014041066,0.045105138761270785,5.236486386435182,4.313111831390884,1.6644559971786834,14.0,8.5,16.0,12.0,349.7050209902227,1422.6347245275974,1.8592874333262444
42,4,24064,1476.4349772999994,16.298719801400637,5560.191297491488,nan,0.814453125,3.408058569612123,4.589782524808126,-4.589782524808126,5.540619515263685,1.4181670023851096,0.27994907792657614,0.3268571874126792,0.25829572435468434,0.0,0.4174730014041066,0.045105138761270785,5.236486386435182,4.313111831390884,1.6644559971786834,14.0,8.5,16.0,12.0,349.7050209902227,1422.6347245275974,1.8592874333262444
43,4,24576,1480.957242599994,16.594672211369147,5430.176556199978,nan,0.828125,3.68682023408538,4.589782524808126,-4.589782524808126,5.540619515263685,1.4181670023851096,0.27994907792657614,0.3268571874126792,0.25829572435468434,0.0,0.4174730014041066,0.045105138761270785,5.236486386435182,4.313111831390884,1.6644559971786834,14.0,8.5,16.0,12.0,349.7050209902227,1422.6347245275974,1.8592874333262444
44,4,25088,1487.0500709000044,16.87098537631355,5310.893110357159,nan,0.8515625,4.049785645399904,4.589782524808126,-4.589782524808126,5.540619515263685,1.4181670023851096,0.27994907792657614,0.3268571874126792,0.25829572435468434,0.0,0.4174730014041066,0.045105138761270785,5.236486386435182,4.313111831390884,1.6644559971786834,14.0,8.5,16.0,12.0,349.7050209902227,1422.6347245275974,1.8592874333262444
45,4,25600,1493.2872091000027,17.14338664658422,5196.639487668009,nan,0.873046875,4.4977200394000425,4.589782524808126,-4.589782524808126,5.540619515263685,1.4181670023851096,0.27994907792657614,0.3268571874126792,0.25829572435468434,0.0,0.4174730014041066,0.045105138761270785,5.236486386435182,4.313111831390884,1.6644559971786834,14.0,8.5,16.0,12.0,349.7050209902227,1422.6347245275974,1.8592874333262444
46,4,26112,1498.5188138999947,17.425206649252395,5083.210878523511,nan,0.888671875,4.783098137018724,4.589782524808126,-4.589782524808126,5.540619515263685,1.4181670023851096,0.27994907792657614,0.3268571874126792,0.25829572435468434,0.0,0.4174730014041066,0.045105138761270785,5.236486386435182,4.313111831390884,1.6644559971786834,14.0,8.5,16.0,12.0,349.7050209902227,1422.6347245275974,1.8592874333262444
47,4,26624,1506.1279044999974,17.677117541248002,4981.807684115376,nan,0.896484375,5.430649550321324,4.589782524808126,-4.589782524808126,5.540619515263685,1.4181670023851096,0.27994907792657614,0.3268571874126792,0.25829572435468434,0.0,0.4174730014041066,0.045105138761270785,5.236486386435182,4.313111831390884,1.6644559971786834,14.0,8.5,16.0,12.0,349.7050209902227,1422.6347245275974,1.8592874333262444
48,4,27136,1512.826891699995,17.937280298809807,4881.007518503758,nan,0.912109375,5.677557501532835,4.589782524808126,-4.589782524808126,5.540619515263685,1.4181670023851096,0.27994907792657614,0.3268571874126792,0.25829572435468434,0.0,0.4174730014041066,0.045105138761270785,5.236486386435182,4.313111831390884,1.6644559971786834,14.0,8.5,16.0,12.0,349.7050209902227,1422.6347245275974,1.8592874333262444
49,4,27648,1519.2319694000034,18.19866916763155,4782.767311074084,nan,0.921875,6.77939016784873,4.589782524808126,-4.589782524808126,5.540619515263685,1.4181670023851096,0.27994907792657614,0.3268571874126792,0.25829572435468434,0.0,0.4174730014041066,0.045105138761270785,5.236486386435182,4.313111831390884,1.6644559971786834,14.0,8.5,16.0,12.0,349.7050209902227,1422.6347245275974,1.8592874333262444
50,4,28160,1525.2449734999973,18.46260796741452,4686.661827663628,nan,0.927734375,6.801979578180373,4.589782524808126,-4.589782524808126,5.540619515263685,1.4181670023851096,0.27994907792657614,0.3268571874126792,0.25829572435468434,0.0,0.4174730014041066,0.045105138761270785,5.236486386435182,4.313111831390884,1.6644559971786834,14.0,8.5,16.0,12.0,349.7050209902227,1422.6347245275974,1.8592874333262444
51,5,29184,1562.2475637000025,18.68077805215524,4577.111283121059,nan,0.802734375,3.1305012437202007,5.258853886408005,-5.258853886408005,5.540619515263685,1.1704523048825561,0.39665186084806925,0.6272749962285161,0.16800242394208909,0.0,0.2576869662746787,0.040504327817354344,2.6064827157544954,0.8477924612299077,3.33456606236664,21.0,13.5,17.0,12.0,426.12070571631193,2851.4688182622194,5.3166719526052475
52,5,29696,1567.3632520999963,18.94646946724857,4485.901721527575,nan,0.814453125,3.250546009130239,5.258853886408005,-5.258853886408005,5.540619515263685,1.1704523048825561,0.39665186084806925,0.6272749962285161,0.16800242394208909,0.0,0.2576869662746787,0.040504327817354344,2.6064827157544954,0.8477924612299077,3.33456606236664,21.0,13.5,17.0,12.0,426.12070571631193,2851.4688182622194,5.3166719526052475
53,5,30208,1574.7162523000006,19.183138521545562,4403.867485245764,nan,0.83203125,3.5057535334953074,5.258853886408005,-5.258853886408005,5.540619515263685,1.1704523048825561,0.39665186084806925,0.6272749962285161,0.16800242394208909,0.0,0.2576869662746787,0.040504327817354344,2.6064827157544954,0.8477924612299077,3.33456606236664,21.0,13.5,17.0,12.0,426.12070571631193,2851.4688182622194,5.3166719526052475
54,5,30720,1581.5939786999952,19.4234426873897,4323.023541779987,nan,0.8515625,3.55001003893694,5.258853886408005,-5.258853886408005,5.540619515263685,1.1704523048825561,0.39665186084806925,0.6272749962285161,0.16800242394208909,0.0,0.2576869662746787,0.040504327817354344,2.6064827157544954,0.8477924612299077,3.33456606236664,21.0,13.5,17.0,12.0,426.12070571631193,2851.4688182622194,5.3166719526052475
55,5,31232,1589.4217100999958,19.64991405461241,4247.143258136055,nan,0.861328125,3.9909852901499376,5.258853886408005,-5.258853886408005,5.540619515263685,1.1704523048825561,0.39665186084806925,0.6272749962285161,0.16800242394208909,0.0,0.2576869662746787,0.040504327817354344,2.6064827157544954,0.8477924612299077,3.33456606236664,21.0,13.5,17.0,12.0,426.12070571631193,2851.4688182622194,5.3166719526052475
56,5,31744,1596.5242061000026,19.883193677059495,4171.5632481967805,nan,0.873046875,4.193501898862952,5.258853886408005,-5.258853886408005,5.540619515263685,1.1704523048825561,0.39665186084806925,0.6272749962285161,0.16800242394208909,0.0,0.2576869662746787,0.040504327817354344,2.6064827157544954,0.8477924612299077,3.33456606236664,21.0,13.5,17.0,12.0,426.12070571631193,2851.4688182622194,5.3166719526052475
57,5,32256,1605.3810917999945,20.092425508658348,4102.640567933319,nan,0.888671875,4.328967226446848,5.258853886408005,-5.258853886408005,5.540619515263685,1.1704523048825561,0.39665186084806925,0.6272749962285161,0.16800242394208909,0.0,0.2576869662746787,0.040504327817354344,2.6064827157544954,0.8477924612299077,3.33456606236664,21.0,13.5,17.0,12.0,426.12070571631193,2851.4688182622194,5.3166719526052475
58,5,32768,1614.7908203999978,20.292411615197988,4036.977050999994,nan,0.904296875,4.582320542690802,5.258853886408005,-5.258853886408005,5.540619515263685,1.1704523048825561,0.39665186084806925,0.6272749962285161,0.16800242394208909,0.0,0.2576869662746787,0.040504327817354344,2.6064827157544954,0.8477924612299077,3.33456606236664,21.0,13.5,17.0,12.0,426.12070571631193,2851.4688182622194,5.3166719526052475
59,5,33280,1622.817181899998,20.50754722786192,3969.6604911092263,nan,0.916015625,5.312861847439464,5.258853886408005,-5.258853886408005,5.540619515263685,1.1704523048825561,0.39665186084806925,0.6272749962285161,0.16800242394208909,0.0,0.2576869662746787,0.040504327817354344,2.6064827157544954,0.8477924612299077,3.33456606236664,21.0,13.5,17.0,12.0,426.12070571631193,2851.4688182622194,5.3166719526052475
60,5,33792,1631.1247301999974,20.71699323439027,3904.8137480545392,nan,0.927734375,5.348106809755142,5.258853886408005,-5.258853886408005,5.540619515263685,1.1704523048825561,0.39665186084806925,0.6272749962285161,0.16800242394208909,0.0,0.2576869662746787,0.040504327817354344,2.6064827157544954,0.8477924612299077,3.33456606236664,21.0,13.5,17.0,12.0,426.12070571631193,2851.4688182622194,5.3166719526052475
61,0,34816,1677.0599357000028,20.760140564366797,3847.3727936647124,nan,0.951171875,6.279266141251794,-4.753042511925502,4.753042511925502,5.540619515263685,1.593351520422356,0.2762345598391111,0.5428306549393936,0.28608236021866884,0.0,0.535583326622897,0.03647678676497822,1.2097066525155,0.7185700912761632,3.3237344604488963,13.0,10.0,18.0,12.0,535.8149940516166,1434.439891504314,24.640326199749147
62,0,35328,1682.9256890999968,20.992014221907137,3780.4852436304272,nan,0.95703125,6.585440142302189,-4.753042511925502,4.753042511925502,5.540619515263685,1.593351520422356,0.2762345598391111,0.5428306549393936,0.28608236021866884,0.0,0.535583326622897,0.03647678676497822,1.2097066525155,0.7185700912761632,3.3237344604488963,13.0,10.0,18.0,12.0,535.8149940516166,1434.439891504314,24.640326199749147
63,0,35840,1691.242139599999,21.191524951286176,3720.732707119998,nan,0.97265625,8.349102171133374,-4.753042511925502,4.753042511925502,5.540619515263685,1.593351520422356,0.2762345598391111,0.5428306549393936,0.28608236021866884,0.0,0.535583326622897,0.03647678676497822,1.2097066525155,0.7185700912761632,3.3237344604488963,13.0,10.0,18.0,12.0,535.8149940516166,1434.439891504314,24.640326199749147
64,0,36352,1698.1955695999932,21.406250640827338,3659.4918612506895,nan,0.974609375,9.898135156030097,-4.753042511925502,4.753042511925502,5.540619515263685,1.593351520422356,0.2762345598391111,0.5428306549393936,0.28608236021866884,0.0,0.535583326622897,0.03647678676497822,1.2097066525155,0.7185700912761632,3.3237344604488963,13.0,10.0,18.0,12.0,535.8149940516166,1434.439891504314,24.640326199749147
65,0,36864,1704.6171011999977,21.625971001962192,3598.6361025333285,nan,0.974609375,11.067241819280454,-4.753042511925502,4.753042511925502,5.540619515263685,1.593351520422356,0.2762345598391111,0.5428306549393936,0.28608236021866884,0.0,0.535583326622897,0.03647678676497822,1.2097066525155,0.7185700912761632,3.3237344604488963,13.0,10.0,18.0,12.0,535.8149940516166,1434.439891504314,24.640326199749147
66,0,37376,1713.7201371999981,21.80986217566869,3544.8183659890374,nan,0.9765625,11.07988645171472,-4.753042511925502,4.753042511925502,5.540619515263685,1.593351520422356,0.2762345598391111,0.5428306549393936,0.28608236021866884,0.0,0.535583326622897,0.03647678676497822,1.2097066525155,0.7185700912761632,3.3237344604488963,13.0,10.0,18.0,12.0,535.8149940516166,1434.439891504314,24.640326199749147
67,0,37888,1721.912709600001,22.003438263024,3490.363600540543,nan,0.978515625,11.094001555815385,-4.753042511925502,4.753042511925502,5.540619515263685,1.593351520422356,0.2762345598391111,0.5428306549393936,0.28608236021866884,0.0,0.535583326622897,0.03647678676497822,1.2097066525155,0.7185700912761632,3.3237344604488963,13.0,10.0,18.0,12.0,535.8149940516166,1434.439891504314,24.640326199749147
68,0,38400,1729.1500237,22.207442658926993,3435.2447137506665,nan,0.982421875,11.117600245990676,-4.753042511925502,4.753042511925502,5.540619515263685,1.593351520422356,0.2762345598391111,0.5428306549393936,0.28608236021866884,0.0,0.535583326622897,0.03647678676497822,1.2097066525155,0.7185700912761632,3.3237344604488963,13.0,10.0,18.0,12.0,535.8149940516166,1434.439891504314,24.640326199749147
