score,objective,generation,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
7.229531550824985,-7.229531550824985,88,1.7083958638898031,0.39419421943651445,0.7675520608196428,0.28965551943374684,0.0,14.573582130610939,12.973052914518941,2.6115012009206993,16.69771989623217,13.178447039500849,317.45732873612707,2787.4563046979274,0.8307756650925899,0.7044518959200647,8.0
6.983694491373294,-6.983694491373294,67,1.7541268490595452,0.3430794014750429,0.7869527092392095,0.28302253452165893,0.0,13.99244234351875,10.84999791001793,2.936519993402901,20.695495436143535,14.065573039944155,321.7588034248913,2026.6241326396691,0.6518992592149977,0.5909034284195777,8.0
6.933836745052244,-6.933836745052244,79,1.7292713901694392,0.3152989728000917,0.7871363027852284,0.0851859264071884,0.0,13.09643902674034,11.508182954439272,2.8112540359967313,15.428971142901064,11.939735189057304,274.16379522496175,1947.4499918058102,0.955294249230761,0.8852408343070872,8.0
6.918719989314686,-6.918719989314686,76,1.6749759889994236,0.39776801621559943,0.8387210674218593,0.12746534961588893,0.0,13.50421012129692,8.054996820848515,2.9372167132174827,18.960924173737236,12.485778472121057,291.0826270479936,2159.7454636491157,0.9527244435712078,0.8177648143743792,8.0
6.906626317199974,-6.906626317199974,78,1.7188039099160766,0.3642109311570887,0.8989925325228932,0.14897871353254577,0.0,14.810636454344879,7.34879605322451,3.2806441839147746,19.689722842290703,12.440686246802056,267.10889599080684,2830.449872528321,0.9083396530813533,0.7666389126331049,8.0
6.852139353081052,-6.852139353081052,87,1.4180181479567158,0.3808277075127645,0.6841051892062244,0.1810713407137416,0.0,13.470255615287492,9.732010026847306,2.5705674574421407,16.0194397887898,12.20351911228476,353.23106895377896,2910.8499805241645,0.823053708564245,0.7259889117325242,8.0
6.747376223495818,-6.747376223495818,88,1.554442578704761,0.34799925221077255,0.7586958169316633,0.13782761573125663,0.0,11.18997488807635,10.367001124391477,2.7588157696059223,13.854243691453032,10.046491303751353,431.6996058297601,2654.2573801344734,0.9502401076080035,0.7448860243027016,8.0
6.724693155397823,-6.724693155397823,36,1.7530140452567489,0.2894602714532169,0.7916357425114504,0.17883543627372292,0.0,11.906091264961887,10.595404613494752,2.3552533301765948,13.262356390396606,7.617529208953975,446.77922745560454,2877.789539084556,0.8336190199500917,0.8678708419794301,8.0
6.697394869577482,-6.697394869577482,34,1.514306994493631,0.3923377822138212,0.8815347157293933,0.1823387794755399,0.0,11.532459636159087,9.531787547404527,2.3467335257943494,12.162715888698086,9.510402967583005,445.8622148822451,2942.0664994115778,0.8787503835423804,0.806740909694061,8.0
6.691420103587635,-6.691420103587635,79,1.591936948140686,0.3521477350925836,0.7367002532222415,0.1922600983605543,0.0,12.099458645535242,8.100361403065753,2.3552179181412685,17.700418309438213,12.294954608057331,386.01832782863954,1937.4868448514583,0.9989739821627351,0.8059753614682712,6.0
6.6264926450657455,-6.6264926450657455,65,1.660210637056717,0.37249258042036637,0.7942220420512556,0.2195339512103415,0.0,11.265273547527913,9.78741961335213,2.003867249457428,15.68738318326938,10.134197280632645,363.4366586644555,2572.375843902566,0.7518865988274469,0.7845036227041206,8.0
6.622778040063077,-6.622778040063077,74,1.606696440974328,0.30791291610269567,0.8110417816144281,0.20029921685724975,0.0,13.248228447907954,7.849631332898408,2.4319913023620847,23.270366111171697,17.178056247976734,292.5009244091274,2162.6565968967757,0.9322720597842878,0.7802475099566949,6.0
6.6049989229769945,-6.6049989229769945,79,1.5609687439002367,0.3901139689289993,0.8506754305483656,0.16797100262987377,0.0,12.209546141354377,6.755411624211767,1.6950097404431288,17.16399468607151,10.158451371372943,330.5446957731107,2807.8050530029736,0.969446783120611,0.8166498671378225,8.0
6.589654364089352,-6.589654364089352,7,1.523847518881639,0.3375442366302014,0.7100056612864137,0.27042025439787803,0.0,11.098300780758755,10.030219831726287,3.1268904731990634,19.125308888033032,12.389618948999424,292.791517965749,1996.5790654699888,0.8288394978853887,0.7268098668571437,8.0
6.5655147577255155,-6.5655147577255155,84,1.738754882702808,0.3172558568229665,0.8398674728590192,0.19146381329221343,0.0,11.991863962726166,8.93323352108025,2.3763975232518475,13.217026446282695,10.080005603812385,381.6167102168514,2896.038533677041,0.8081176909510235,0.9159860682525398,8.0
