generation,island,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,best_objective,best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
24,2,12800,134.1415982999606,95.42155574572246,466.81276208386294,2.538940661222753e-06,-4.396243055554648,4.396243055554648,1.7618125855655358,0.22471672429293188,0.4042848939076066,0.2261162566106134,0.0,10.441214840704832,8.669482927915944,2.39726508968169,21.274966139035858,11.84506138585844,333.8662793627717,2972.851416086719,0.8684965469874442,0.6283681216253679,8.0
25,2,13312,137.66703169990797,96.69708016235887,455.3601817766186,2.265986636382279e-06,-4.396243055554648,4.396243055554648,1.7618125855655358,0.22471672429293188,0.4042848939076066,0.2261162566106134,0.0,10.441214840704832,8.669482927915944,2.39726508968169,21.274966139035858,11.84506138585844,333.8662793627717,2972.851416086719,0.8684965469874442,0.6283681216253679,8.0
26,2,13824,141.49494829995092,97.69960105356493,445.44705946280845,2.0164727825195343e-06,-4.396243055554648,4.396243055554648,1.7618125855655358,0.22471672429293188,0.4042848939076066,0.2261162566106134,0.0,10.441214840704832,8.669482927915944,2.39726508968169,21.274966139035858,11.84506138585844,333.8662793627717,2972.851416086719,0.8684965469874442,0.6283681216253679,8.0
27,2,14336,146.39564819994848,97.92640817041067,439.18694459984545,1.5495281737746372e-06,-5.679025827966253,5.679025827966253,1.7508996340832084,0.21016877862150807,0.7763560172170401,0.18483660012656428,0.0,8.363977055223241,8.185516632792002,1.843277439645741,14.522445962591942,10.186543165679051,429.8435059186237,2521.1380384862423,0.8823021694433186,0.8970955700627377,6.0
28,2,14848,148.77832889999263,99.79948094443704,425.8138378861858,1.3380011524564208e-06,-5.679025827966253,5.679025827966253,1.7508996340832084,0.21016877862150807,0.7763560172170401,0.18483660012656428,0.0,8.363977055223241,8.185516632792002,1.843277439645741,14.522445962591942,10.186543165679051,429.8435059186237,2521.1380384862423,0.8823021694433186,0.8970955700627377,6.0
29,2,15360,150.44311120000202,102.09839372159828,411.2111706133389,1.0893632570985984e-06,-5.679025827966253,5.679025827966253,1.7508996340832084,0.21016877862150807,0.7763560172170401,0.18483660012656428,0.0,8.363977055223241,8.185516632792002,1.843277439645741,14.522445962591942,10.186543165679051,429.8435059186237,2521.1380384862423,0.8823021694433186,0.8970955700627377,6.0
30,2,15872,152.9423497999087,103.77766538022338,399.6235591546002,1.0893330704807486e-06,-5.679025827966253,5.679025827966253,1.7508996340832084,0.21016877862150807,0.7763560172170401,0.18483660012656428,0.0,8.363977055223241,8.185516632792002,1.843277439645741,14.522445962591942,10.186543165679051,429.8435059186237,2521.1380384862423,0.8823021694433186,0.8970955700627377,6.0
31,3,16384,168.5167133999057,97.22477770569412,421.2917834997643,4.27161250369137e-06,-5.93186718574306,5.93186718574306,1.636115402847901,0.34357098113745455,0.8914731100201607,0.1792095160111785,0.0,7.50032328614912,5.535805421339495,3.378378378378378,16.646744539029896,12.296206014381744,247.37290320917964,1489.1471322625875,0.9280134150758386,0.9313481370918453,8.0
32,3,16896,170.68551019998267,98.98907048526792,408.61076684238276,3.7460477034452074e-06,-6.483593417331199,6.483593417331199,1.5531637208086477,0.379649903964598,0.8770595170244014,0.14391126537877635,0.0,9.874217293343003,9.134503039159291,3.378378378378378,17.051909599828235,11.879077709585314,334.035386563923,2508.013166487217,0.9179955837316811,0.7041946914978325,8.0
33,3,17408,173.53226589993574,100.31563818822035,398.1034335351467,3.104429975253594e-06,-6.483593417331199,6.483593417331199,1.5531637208086477,0.379649903964598,0.8770595170244014,0.14391126537877635,0.0,9.874217293343003,9.134503039159291,3.378378378378378,17.051909599828235,11.879077709585314,334.035386563923,2508.013166487217,0.9179955837316811,0.7041946914978325,8.0
34,3,17920,176.00914189999457,101.81289339040038,387.22011217998806,2.9506390461084983e-06,-6.697394869577482,6.697394869577482,1.514306994493631,0.3923377822138212,0.8815347157293933,0.1823387794755399,0.0,11.532459636159087,9.531787547404527,2.3467335257943494,12.162715888698086,9.510402967583005,445.8622148822451,2942.0664994115778,0.8787503835423804,0.806740909694061,8.0
35,3,18432,178.89724909991492,103.0312097739728,377.67197032204257,2.4950663785902416e-06,-6.697394869577482,6.697394869577482,1.514306994493631,0.3923377822138212,0.8815347157293933,0.1823387794755399,0.0,11.532459636159087,9.531787547404527,2.3467335257943494,12.162715888698086,9.510402967583005,445.8622148822451,2942.0664994115778,0.8787503835423804,0.806740909694061,8.0
36,3,18944,181.23022279993165,104.53002654481725,367.3585597295912,2.0164925252704076e-06,-6.724693155397823,6.724693155397823,1.7530140452567489,0.2894602714532169,0.7916357425114504,0.17883543627372292,0.0,11.906091264961887,10.595404613494752,2.3552533301765948,13.262356390396606,7.617529208953975,446.77922745560454,2877.789539084556,0.8336190199500917,0.8678708419794301,8.0
37,3,19456,184.03283559996635,105.7202641940032,358.379732484145,1.6770121601041277e-06,-6.724693155397823,6.724693155397823,1.7530140452567489,0.2894602714532169,0.7916357425114504,0.17883543627372292,0.0,11.906091264961887,10.595404613494752,2.3552533301765948,13.262356390396606,7.617529208953975,446.77922745560454,2877.789539084556,0.8336190199500917,0.8678708419794301,8.0
38,3,19968,186.8499140999047,106.86651956031156,349.7447110075139,1.4821061695606333e-06,-6.724693155397823,6.724693155397823,1.7530140452567489,0.2894602714532169,0.7916357425114504,0.17883543627372292,0.0,11.906091264961887,10.595404613494752,2.3552533301765948,13.262356390396606,7.617529208953975,446.77922745560454,2877.789539084556,0.8336190199500917,0.8678708419794301,8.0
39,3,20480,189.19538409996312,108.24788404551775,340.55169137993363,1.3379911992042574e-06,-6.724693155397823,6.724693155397823,1.7530140452567489,0.2894602714532169,0.7916357425114504,0.17883543627372292,0.0,11.906091264961887,10.595404613494752,2.3552533301765948,13.262356390396606,7.617529208953975,446.77922745560454,2877.789539084556,0.8336190199500917,0.8678708419794301,8.0
40,3,20992,191.31581539998297,109.7243317606134,331.3029973999705,1.0893377332095446e-06,-6.724693155397823,6.724693155397823,1.7530140452567489,0.2894602714532169,0.7916357425114504,0.17883543627372292,0.0,11.906091264961887,10.595404613494752,2.3552533301765948,13.262356390396606,7.617529208953975,446.77922745560454,2877.789539084556,0.8336190199500917,0.8678708419794301,8.0
41,4,21504,206.7399442999158,104.01473248345437,344.56657383319305,4.587161679798522e-06,-4.568695608477721,4.568695608477721,1.2750528583783656,0.2708558674156666,0.40372445806860924,0.19543627407401798,1.0,5.995367760208802,5.505017980927617,3.7700435263104737,20.44129909016192,14.58388726019398,316.7575282044709,1052.610732614994,0.9963577603921294,0.7355546560138464,6.0
42,4,22016,210.1310287999222,104.77272264708081,337.18699970220075,3.946803645068028e-06,-4.568695608477721,4.568695608477721,1.2750528583783656,0.2708558674156666,0.40372445806860924,0.19543627407401798,1.0,5.995367760208802,5.505017980927617,3.7700435263104737,20.44129909016192,14.58388726019398,316.7575282044709,1052.610732614994,0.9963577603921294,0.7355546560138464,6.0
43,4,22528,213.61048189993016,105.4629894545796,330.12529020898296,3.3263218768961803e-06,-5.25308301462575,5.25308301462575,1.2738006714391168,0.2431278155442446,0.5278590759348941,0.17893011392617852,0.0,11.030843945401694,6.815697566903488,4.023594974496939,22.97038121124976,13.816632218960425,485.8082504943013,1416.7048633098602,0.8517425642348826,0.5115843576124207,6.0
44,4,23040,217.65347889997065,105.85633694643926,324.0618463621785,2.8716795705713633e-06,-5.25308301462575,5.25308301462575,1.2738006714391168,0.2431278155442446,0.5278590759348941,0.17893011392617852,0.0,11.030843945401694,6.815697566903488,4.023594974496939,22.97038121124976,13.816632218960425,485.8082504943013,1416.7048633098602,0.8517425642348826,0.5115843576124207,6.0
45,4,23552,222.52995279990137,105.83743762880283,319.2821061911628,2.4950456999606727e-06,-5.25308301462575,5.25308301462575,1.2738006714391168,0.2431278155442446,0.5278590759348941,0.17893011392617852,0.0,11.030843945401694,6.815697566903488,4.023594974496939,22.97038121124976,13.816632218960425,485.8082504943013,1416.7048633098602,0.8517425642348826,0.5115843576124207,6.0
46,4,24064,227.4679830999812,105.79071248643778,314.5833808829527,2.0683472702836835e-06,-5.25308301462575,5.25308301462575,1.2738006714391168,0.2431278155442446,0.5278590759348941,0.17893011392617852,0.0,11.030843945401694,6.815697566903488,4.023594974496939,22.97038121124976,13.816632218960425,485.8082504943013,1416.7048633098602,0.8517425642348826,0.5115843576124207,6.0
47,4,24576,233.42350179993082,105.28502833045616,311.2313357332411,1.6769691214442068e-06,-5.25308301462575,5.25308301462575,1.2738006714391168,0.2431278155442446,0.5278590759348941,0.17893011392617852,0.0,11.030843945401694,6.815697566903488,4.023594974496939,22.97038121124976,13.816632218960425,485.8082504943013,1416.7048633098602,0.8517425642348826,0.5115843576124207,6.0
48,4,25088,239.45234099996742,104.77241481637222,307.8672955713867,1.1777203576979437e-06,-5.25308301462575,5.25308301462575,1.2738006714391168,0.2431278155442446,0.5278590759348941,0.17893011392617852,0.0,11.030843945401694,6.815697566903488,4.023594974496939,22.97038121124976,13.816632218960425,485.8082504943013,1416.7048633098602,0.8517425642348826,0.5115843576124207,6.0
49,4,25600,246.46227909997106,103.86985015916379,305.61322608396415,1.0892968904386032e-06,-5.559184850633406,5.559184850633406,1.235892651229487,0.3216886145204769,0.4954114896084511,0.17430928586627165,0.0,13.378439190689267,7.030752324923466,3.273491038172,19.413638673722744,12.615428045878138,293.3861197034691,2218.532662123017,0.8469683562721487,0.6940830517500802,8.0
50,4,26112,249.77542819990776,104.54190865845003,298.7510023567524,8.877765364403528e-07,-5.559184850633406,5.559184850633406,1.235892651229487,0.3216886145204769,0.4954114896084511,0.17430928586627165,0.0,13.378439190689267,7.030752324923466,3.273491038172,19.413638673722744,12.615428045878138,293.3861197034691,2218.532662123017,0.8469683562721487,0.6940830517500802,8.0
51,5,26624,264.18055589997675,100.7795593029197,304.82371834612707,4.493292452065489e-06,-5.545246037667402,5.545246037667402,1.6880553342565894,0.17977156735956668,0.606367706693709,0.21477721624076362,0.0,9.577330371968468,6.161988833713189,2.9123784583061934,15.759770749136806,10.02967043895788,409.5367149449885,2684.0719655156136,0.7369570792652667,0.7252577813342214,8.0
52,5,27136,266.9371209999081,101.6568991916615,297.15641771687876,3.8470642950927295e-06,-5.545246037667402,5.545246037667402,1.6880553342565894,0.17977156735956668,0.606367706693709,0.21477721624076362,0.0,9.577330371968468,6.161988833713189,2.9123784583061934,15.759770749136806,10.02967043895788,409.5367149449885,2684.0719655156136,0.7369570792652667,0.7252577813342214,8.0
53,5,27648,269.4298093999969,102.61670771163126,289.3875730592559,3.504605704906687e-06,-5.545246037667402,5.545246037667402,1.6880553342565894,0.17977156735956668,0.606367706693709,0.21477721624076362,0.0,9.577330371968468,6.161988833713189,2.9123784583061934,15.759770749136806,10.02967043895788,409.5367149449885,2684.0719655156136,0.7369570792652667,0.7252577813342214,8.0
54,5,28160,272.53134379989933,103.32756448254963,282.441574483532,3.066450972844978e-06,-5.545246037667402,5.545246037667402,1.6880553342565894,0.17977156735956668,0.606367706693709,0.21477721624076362,0.0,9.577330371968468,6.161988833713189,2.9123784583061934,15.759770749136806,10.02967043895788,409.5367149449885,2684.0719655156136,0.7369570792652667,0.7252577813342214,8.0
55,5,28672,274.9237436999101,104.29073754828755,274.9237436999101,2.4950627151146764e-06,-5.545246037667402,5.545246037667402,1.6880553342565894,0.17977156735956668,0.606367706693709,0.21477721624076362,0.0,9.577330371968468,6.161988833713189,2.9123784583061934,15.759770749136806,10.02967043895788,409.5367149449885,2684.0719655156136,0.7369570792652667,0.7252577813342214,8.0
56,5,29184,277.6049504999537,105.12780823051233,267.864425921008,2.1690171319974197e-06,-5.545246037667402,5.545246037667402,1.6880553342565894,0.17977156735956668,0.606367706693709,0.21477721624076362,0.0,9.577330371968468,6.161988833713189,2.9123784583061934,15.759770749136806,10.02967043895788,409.5367149449885,2684.0719655156136,0.7369570792652667,0.7252577813342214,8.0
57,5,29696,279.7448696999345,106.15386810079167,260.45212006545626,1.9091401708156985e-06,-5.545246037667402,5.545246037667402,1.6880553342565894,0.17977156735956668,0.606367706693709,0.21477721624076362,0.0,9.577330371968468,6.161988833713189,2.9123784583061934,15.759770749136806,10.02967043895788,409.5367149449885,2684.0719655156136,0.7369570792652667,0.7252577813342214,8.0
58,5,30208,282.7619375999784,106.83191753599833,254.0064863186247,1.7963239551136092e-06,-5.545246037667402,5.545246037667402,1.6880553342565894,0.17977156735956668,0.606367706693709,0.21477721624076362,0.0,9.577330371968468,6.161988833713189,2.9123784583061934,15.759770749136806,10.02967043895788,409.5367149449885,2684.0719655156136,0.7369570792652667,0.7252577813342214,8.0
59,5,30720,285.5304729999043,107.58921693100791,247.45974326658373,1.0893248028334318e-06,-5.545246037667402,5.545246037667402,1.6880553342565894,0.17977156735956668,0.606367706693709,0.21477721624076362,0.0,9.577330371968468,6.161988833713189,2.9123784583061934,15.759770749136806,10.02967043895788,409.5367149449885,2684.0719655156136,0.7369570792652667,0.7252577813342214,8.0
60,5,31232,288.38310209999327,108.30038158466958,241.1071837229452,8.877807009772647e-07,-5.545246037667402,5.545246037667402,1.6880553342565894,0.17977156735956668,0.606367706693709,0.21477721624076362,0.0,9.577330371968468,6.161988833713189,2.9123784583061934,15.759770749136806,10.02967043895788,409.5367149449885,2684.0719655156136,0.7369570792652667,0.7252577813342214,8.0
61,0,31744,307.20887579990085,103.33034785321865,247.7490933870168,8.877831646257557e-07,-6.589654364089352,6.589654364089352,1.523847518881639,0.3375442366302014,0.7100056612864137,0.27042025439787803,0.0,11.098300780758755,10.030219831726287,3.1268904731990634,19.125308888033032,12.389618948999424,292.791517965749,1996.5790654699888,0.8288394978853887,0.7268098668571437,8.0
62,0,32256,311.0812955999281,103.68993718440541,241.95211879994412,8.877147681713947e-07,-6.589654364089352,6.589654364089352,1.523847518881639,0.3375442366302014,0.7100056612864137,0.27042025439787803,0.0,11.098300780758755,10.030219831726287,3.1268904731990634,19.125308888033032,12.389618948999424,292.791517965749,1996.5790654699888,0.8288394978853887,0.7268098668571437,8.0
63,0,32768,314.7979786999058,104.09215502376988,236.09848402492935,7.680854624514798e-07,-6.589654364089352,6.589654364089352,1.523847518881639,0.3375442366302014,0.7100056612864137,0.27042025439787803,0.0,11.098300780758755,10.030219831726287,3.1268904731990634,19.125308888033032,12.389618948999424,292.791517965749,1996.5790654699888,0.8288394978853887,0.7268098668571437,8.0
64,0,33280,318.5977598999161,104.45773382227965,230.37068792763165,7.680263486884689e-07,-6.589654364089352,6.589654364089352,1.523847518881639,0.3375442366302014,0.7100056612864137,0.27042025439787803,0.0,11.098300780758755,10.030219831726287,3.1268904731990634,19.125308888033032,12.389618948999424,292.791517965749,1996.5790654699888,0.8288394978853887,0.7268098668571437,8.0
65,0,33792,322.8352678999072,104.672578742162,225.00639883932925,6.265402799716615e-07,-6.6264926450657455,6.6264926450657455,1.660210637056717,0.37249258042036637,0.7942220420512556,0.2195339512103415,0.0,11.265273547527913,9.78741961335213,2.003867249457428,15.68738318326938,10.134197280632645,363.4366586644555,2572.375843902566,0.7518865988274469,0.7845036227041206,8.0
66,0,34304,325.92955129989423,105.24973836581087,218.9079075894812,6.264844534792651e-07,-6.6264926450657455,6.6264926450657455,1.660210637056717,0.37249258042036637,0.7942220420512556,0.2195339512103415,0.0,11.265273547527913,9.78741961335213,2.003867249457428,15.68738318326938,10.134197280632645,363.4366586644555,2572.375843902566,0.7518865988274469,0.7845036227041206,8.0
67,0,34816,329.7846938999137,105.57190992789467,213.39009605288533,6.26420456031374e-07,-6.983694491373294,6.983694491373294,1.7541268490595452,0.3430794014750429,0.7869527092392095,0.28302253452165893,0.0,13.99244234351875,10.84999791001793,2.936519993402901,20.695495436143535,14.065573039944155,321.7588034248913,2026.6241326396691,0.6518992592149977,0.5909034284195777,8.0
68,1,35328,350.3733583999565,100.82958407948516,218.34861465504534,8.877566625526605e-07,-6.124940638295525,6.124940638295525,1.396279685598335,0.29713685454176686,0.3868876055877105,0.23448101321256262,0.0,14.040642812527755,7.558583770337638,2.659727348312562,21.135268640553175,16.538870157313738,288.2931125217595,1643.3144269522186,0.9236090008711673,0.7439637740277792,6.0
69,1,35840,356.2661079999525,100.59896014583789,213.7596647999715,7.681284911811311e-07,-6.124940638295525,6.124940638295525,1.396279685598335,0.29713685454176686,0.3868876055877105,0.23448101321256262,0.0,14.040642812527755,7.558583770337638,2.659727348312562,21.135268640553175,16.538870157313738,288.2931125217595,1643.3144269522186,0.9236090008711673,0.7439637740277792,6.0
70,1,36352,360.5177689999109,100.83275534751516,208.1863173098077,6.266570135443178e-07,-6.124940638295525,6.124940638295525,1.396279685598335,0.29713685454176686,0.3868876055877105,0.23448101321256262,0.0,14.040642812527755,7.558583770337638,2.659727348312562,21.135268640553175,16.538870157313738,288.2931125217595,1643.3144269522186,0.9236090008711673,0.7439637740277792,6.0
71,1,36864,365.5863480999833,100.8352751452255,203.10352672221293,6.266081337118608e-07,-6.124940638295525,6.124940638295525,1.396279685598335,0.29713685454176686,0.3868876055877105,0.23448101321256262,0.0,14.040642812527755,7.558583770337638,2.659727348312562,21.135268640553175,16.538870157313738,288.2931125217595,1643.3144269522186,0.9236090008711673,0.7439637740277792,6.0
72,1,37376,371.82302219991107,100.52094079291506,198.64517624378811,6.265260546449663e-07,-6.124940638295525,6.124940638295525,1.396279685598335,0.29713685454176686,0.3868876055877105,0.23448101321256262,0.0,14.040642812527755,7.558583770337638,2.659727348312562,21.135268640553175,16.538870157313738,288.2931125217595,1643.3144269522186,0.9236090008711673,0.7439637740277792,6.0
73,1,37888,377.4467336999951,100.37972677255809,193.82399838648396,6.264713645854352e-07,-6.124940638295525,6.124940638295525,1.396279685598335,0.29713685454176686,0.3868876055877105,0.23448101321256262,0.0,14.040642812527755,7.558583770337638,2.659727348312562,21.135268640553175,16.538870157313738,288.2931125217595,1643.3144269522186,0.9236090008711673,0.7439637740277792,6.0
74,1,38400,382.82184869993944,100.30775445656029,188.85877869197012,6.264135528023368e-07,-6.622778040063077,6.622778040063077,1.606696440974328,0.30791291610269567,0.8110417816144281,0.20029921685724975,0.0,13.248228447907954,7.849631332898408,2.4319913023620847,23.270366111171697,17.178056247976734,292.5009244091274,2162.6565968967757,0.9322720597842878,0.7802475099566949,6.0
75,2,38912,403.74550139997154,96.37754443101949,191.24786908419705,9.934720366969464e-07,-5.679025827966253,5.679025827966253,1.7508996340832084,0.21016877862150807,0.7763560172170401,0.18483660012656428,0.0,8.363977055223241,8.185516632792002,1.8432774396457412,14.522445962591942,10.186543165679051,429.8435059186237,2521.1380384862423,0.8823021694433186,0.8970955700627377,6.0
