evaluation,generation,status,objective,score,raw_score,implied_penalty,message,wing_span,wing_chord,tail_arm,nose_length,ducks_num,pucks_num,banner_length,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,ground,m1,m2,m3
11,0,ok,-0.20930232558139536,0.20930232558139536,0.20930232558139536,0.0,,1.1402031770607308,0.29646912934220615,0.5794565440689308,0.22451969779534056,7.929745107932376,12.74350144188346,0.8932980278848728,3.9969097456894502,24.7393263672516,14.85018554716087,450.4570692404934,2113.6934774595006,0.7922088901731619,0.6261493924376333,0.20930232558139536,0.0,0.0,0.0
12,0,ok,18.258622349123478,-18.258622349123478,5.241377650876524,23.5,,1.0275472025883325,0.14710481295118294,0.8605425575188452,0.24237588102152585,32.863757361455725,34.94611455437499,0.6344550660347044,1.4982751010365276,18.336110087008123,16.79086470138165,283.9433661293599,2976.255417436167,0.9956103869059165,0.5049820924004913,0.06498194945848375,1.0,2.1763957014180404,2.0
13,0,rejected,1000000.0,-1000000.0,nan,nan,"No fuselage width kept the fuselage ahead of the tail, produced exact M2 static margin, and kept M1 at or below 23.0% after 4 permitted width increases. Attempts: width 0.0762 m puts the fuselage back at x=3.2731 m, at or behind the permitted tail-front limit x=0.5963 m; width 0.1292 m puts the fuselage back at x=1.5342 m, at or behind the permitted tail-front limit x=0.5963 m; width 0.1822 m puts the fuselage back at x=1.0511 m, at or behind the permitted tail-front limit x=0.5963 m; width 0.2352 m puts the fuselage back at x=0.8658 m, at or behind the permitted tail-front limit x=0.5963 m; width 0.2882 m puts the fuselage back at x=0.6388 m, at or behind the permitted tail-front limit x=0.5963 m",1.0597736081649303,0.30110965240462156,0.5962525138981088,0.20852128365092437,90.0689960726049,33.85419012426076,3.186685125413595,2.1749259835993304,19.688731153482436,13.220965530100699,381.4615715105337,2305.9918841908593,0.8753948729315953,0.8434754022012723,nan,nan,nan,nan
14,0,ok,16.423068620711746,-16.423068620711746,6.095148796476787,22.51821741718853,,1.1572549995608492,0.3749046505245369,0.7947288760955917,0.15758857556267133,31.3447997940871,32.243400330500776,3.0032083861553276,1.3813712180673166,19.88037588320124,8.9078440909837,479.8207168690029,2607.144359853681,0.7942787440891257,0.7405951907494281,0.06976744186046512,1.0,2.5724601567476464,2.452921197868675
15,0,ok,-0.3829787234042553,0.3829787234042553,0.3829787234042553,0.0,,1.2607039270624125,0.19226092387560345,0.8390165415151787,0.19669997324015698,5.176732071600448,4.872407896586321,2.799793934703912,3.053938571775376,11.127502721014435,7.4993836383765915,304.860984640543,2899.0141961691606,0.9384656592670123,0.6327397163684267,0.3829787234042553,0.0,0.0,0.0
16,0,ok,24.929362864441387,-24.929362864441387,5.5220474366657015,30.45141030110709,,0.9870722182858314,0.17809783704759066,0.7375853204049049,0.1503027440536807,67.79215751459259,22.72982621177695,2.643259763828929,3.160228657939764,21.132058667730206,15.61814818660578,444.77170474641616,1600.2105024206394,0.5184658717318026,0.8611732267243237,0.04326923076923077,1.0,2.0679406428176765,2.410837563078794
17,0,rejected,1000000.0,-1000000.0,nan,nan,"No fuselage width kept the fuselage ahead of the tail, produced exact M2 static margin, and kept M1 at or below 23.0% after 4 permitted width increases. Attempts: width 0.0762 m puts the fuselage back at x=1.8539 m, at or behind the permitted tail-front limit x=0.3383 m; width 0.1292 m puts the fuselage back at x=1.2154 m, at or behind the permitted tail-front limit x=0.3383 m; width 0.1822 m puts the fuselage back at x=0.6719 m, at or behind the permitted tail-front limit x=0.3383 m; width 0.2352 m puts the fuselage back at x=0.4962 m, at or behind the permitted tail-front limit x=0.3383 m; width 0.2882 m puts the fuselage back at x=0.5020 m, at or behind the permitted tail-front limit x=0.3383 m",1.3932097986061267,0.18571836888261378,0.33832361525072085,0.2679043937856728,50.950323703165374,25.254984765475644,3.53188265627303,3.288407681708706,13.157793927064947,12.363261975401745,471.4683280867112,2356.0323657347803,0.9555084868210506,0.8190708231821486,nan,nan,nan,nan
18,0,ok,21.32196152529025,-21.32196152529025,5.678038474709751,27.0,,1.486818552139283,0.12366153413642758,0.8756792214049514,0.15274550963502825,63.850239509174635,24.015341440277922,3.8715714199736997,2.7884234212080248,17.484865412893075,8.109657902319677,490.98972336720584,1698.524972643369,0.7100417847589149,0.972619847232803,0.045112781954887216,1.0,2.0807980556785104,2.5521276370763535
19,0,ok,16.16413216860469,-16.16413216860469,5.033728091537316,21.197860260142008,,0.9576562153247604,0.15878380788611823,0.35680539064203604,0.11164095831107183,3.3527951369806814,14.368728781312301,2.531092975135077,2.40465813432455,21.771272109179588,16.515306480732004,352.1619785419657,2504.5889983800225,0.5420083853236801,0.7262282855330956,0.28125,1.0,1.3569820911669668,2.395496000370349
20,0,ok,-1.410442762824173,1.410442762824173,4.260940170940171,2.850497408115998,,1.1795460150661636,0.3562619083613185,0.6440367457171596,0.21694687299205337,21.50234822959747,13.444672233189152,4.090166751058649,4.20519827173481,11.637759736628047,10.716847061594821,244.82179737407375,1906.7382839146067,0.94961671362495,0.8134428443138348,0.11538461538461539,1.0,1.1455555555555557,2.0
21,0,rejected,1000000.0,-1000000.0,nan,nan,"No fuselage width kept the fuselage ahead of the tail, produced exact M2 static margin, and kept M1 at or below 23.0% after 4 permitted width increases. Attempts: width 0.0762 m puts the fuselage back at x=3.3334 m, at or behind the permitted tail-front limit x=0.3912 m; width 0.1292 m puts the fuselage back at x=1.4475 m, at or behind the permitted tail-front limit x=0.3912 m; width 0.1822 m puts the fuselage back at x=1.1207 m, at or behind the permitted tail-front limit x=0.3912 m; width 0.2352 m puts the fuselage back at x=0.8783 m, at or behind the permitted tail-front limit x=0.3912 m; width 0.2882 m puts the fuselage back at x=0.7037 m, at or behind the permitted tail-front limit x=0.3912 m",1.0899898284359724,0.24188077144982698,0.39121919924792237,0.1277579745351001,91.08851579289133,30.577495452597198,0.9543276659478264,2.032038791185452,11.803068401417514,17.063681496205806,486.07408726607275,2221.198033177126,0.5609034044398025,0.8545521057523072,nan,nan,nan,nan
22,0,rejected,1000000.0,-1000000.0,nan,nan,"No fuselage width kept the fuselage ahead of the tail, produced exact M2 static margin, and kept M1 at or below 23.0% after 4 permitted width increases. Attempts: width 0.0762 m puts the fuselage back at x=2.8142 m, at or behind the permitted tail-front limit x=0.3183 m; width 0.1292 m puts the fuselage back at x=1.7002 m, at or behind the permitted tail-front limit x=0.3183 m; width 0.1822 m puts the fuselage back at x=0.8862 m, at or behind the permitted tail-front limit x=0.3183 m; width 0.2352 m puts the fuselage back at x=0.7481 m, at or behind the permitted tail-front limit x=0.3183 m; width 0.2882 m puts the fuselage back at x=0.6256 m, at or behind the permitted tail-front limit x=0.3183 m",1.231136814497039,0.3822276510892734,0.3183257814031297,0.10679679190388261,78.1046258194931,36.45732605716137,1.659242180733217,3.8941531516587284,23.7177097657666,6.175109037664139,214.61134255613277,2115.921643835661,0.970935008018024,0.5573383254223994,nan,nan,nan,nan
23,0,ok,12.131999668479926,-12.131999668479926,5.406110246962681,17.538109915442607,,1.4084162178141075,0.22964976684379368,0.709773758072778,0.12575817998168795,46.31429716560973,28.451525511764046,0.834602013467425,2.6262441817799336,13.716878763346902,6.088118351996093,436.63964838092994,2558.7728590707216,0.9719584364340095,0.9558233411203647,0.056074766355140186,1.0,2.1892577804101956,2.160777700197346
24,0,rejected,1000000.0,-1000000.0,nan,nan,"No fuselage width kept the fuselage ahead of the tail, produced exact M2 static margin, and kept M1 at or below 23.0% after 4 permitted width increases. Attempts: width 0.0762 m puts the fuselage back at x=1.5694 m, at or behind the permitted tail-front limit x=0.4829 m; width 0.1292 m puts the fuselage back at x=1.3268 m, at or behind the permitted tail-front limit x=0.4829 m; width 0.1822 m puts the fuselage back at x=0.7321 m, at or behind the permitted tail-front limit x=0.4829 m; width 0.2352 m puts the fuselage back at x=0.4872 m, at or behind the permitted tail-front limit x=0.4829 m; width 0.2882 m puts the fuselage back at x=0.4939 m, at or behind the permitted tail-front limit x=0.4829 m",0.9182733822615223,0.21565145820927267,0.48287617421078183,0.17537392650019126,45.41405652430919,26.744702663897378,4.00315189236014,4.27940372158043,15.078069874680239,14.749711972616325,201.05941019300687,2075.1589121308184,0.5911487869584521,0.6870854775247183,nan,nan,nan,nan
25,0,rejected,1000000.0,-1000000.0,nan,nan,"No fuselage width kept the fuselage ahead of the tail, produced exact M2 static margin, and kept M1 at or below 23.0% after 4 permitted width increases. Attempts: width 0.0762 m puts the fuselage back at x=2.4154 m, at or behind the permitted tail-front limit x=0.4026 m; width 0.1292 m puts the fuselage back at x=1.5264 m, at or behind the permitted tail-front limit x=0.4026 m; width 0.1822 m puts the fuselage back at x=0.7960 m, at or behind the permitted tail-front limit x=0.4026 m; width 0.2352 m puts the fuselage back at x=0.6384 m, at or behind the permitted tail-front limit x=0.4026 m; width 0.2882 m puts the fuselage back at x=0.5915 m, at or behind the permitted tail-front limit x=0.4026 m",1.3754105763145263,0.30994458777275535,0.40260204510297487,0.22799983439392912,66.74130680918857,32.10893534131868,2.6105447180886387,4.455531602121163,10.124572726592557,8.855718062985423,394.2256785125074,1794.4293686406882,0.8969245436981306,0.7126372792028671,nan,nan,nan,nan
26,0,ok,2.1646553740327468,-2.1646553740327468,4.736804268270241,6.901459642302988,,1.0163075778693473,0.2724333862149358,0.819263987507644,0.13680790466926435,8.911414419064322,21.38028822786203,4.358706559354739,2.383663358819245,14.69244688457881,10.828583027335108,345.31964247653605,2628.6599553797005,0.7521275958470406,0.5827970870731487,0.1565217391304348,1.0,1.5802825291398062,2.0
27,0,ok,-0.7661383259347998,0.7661383259347998,5.480102908463758,4.713964582528958,,1.3046229926407178,0.35529764827771715,0.8446274370668168,0.133069968360373,26.192202202352135,29.186639741644914,0.6005695299881761,2.8527390757706237,17.97657654502245,17.604935168410673,258.34006848906404,1415.0826312697673,0.8353315558509007,0.6629113063214009,0.08035714285714286,1.0,2.2820090930644117,2.117736672542203
28,0,ok,1.532675922146458,-1.532675922146458,4.578004440192022,6.11068036233848,,1.0517480686409413,0.2346673658055129,0.8490655000862802,0.08996148180121345,25.05323211657122,3.359774540876387,4.202997592132222,1.728769427800101,15.995811281688859,12.892306165937747,415.9303098152514,1468.4228693526406,0.8575145139229954,0.6023335594812322,0.1276595744680851,1.0,1.4503448657239375,2.0
29,0,ok,-0.32986310253699713,0.32986310253699713,5.142739469478959,4.812876366941962,,1.330480172165726,0.3654919727831867,0.7987597929329264,0.13352536863345596,58.44354110464765,2.8375652582586746,1.8817631240545243,1.5694491190617483,16.468590445575913,12.082853817465244,388.10105615617164,1342.746986113072,0.5844207593815995,0.7026595539206495,0.058823529411764705,1.0,1.7625386813358805,2.321377258731314
30,0,ok,6.014699310252573,-6.014699310252573,0.09137055837563451,6.106069868628207,,0.9811086252244418,0.20063177736398635,0.5235906096750333,0.21953906545061327,35.28531115156359,5.110657445111567,0.7160628872453914,1.9106786432553542,19.634777381992656,8.275705525288267,354.86343724083713,1512.1764331718027,0.6310906919698963,0.9807746781297754,0.09137055837563451,0.0,0.0,0.0
31,0,ok,1.7206641766820034,-1.7206641766820034,4.695227049391392,6.415891226073396,,1.2421157514902552,0.2532216824019816,0.7248068984691163,0.24460028591339122,61.34665202291549,11.558925541148167,4.312518182106713,3.4865346632334075,16.123772937862903,13.027631524941452,210.40570136884705,1657.8015304624323,0.882326631744351,0.5324551828708983,0.05172413793103448,1.0,1.6435029114603574,2.0
32,0,ok,12.432189179082787,-12.432189179082787,5.472448831601738,17.904638010684526,,1.4406310487008045,0.1652517935793006,0.4936670831663646,0.16869560601291747,53.46913925865632,21.818907785321514,3.768951998704382,1.67485095463707,19.402986129188115,17.750595090299722,266.10309049282586,1983.7382232912464,0.9631766596639665,0.5248029094015982,0.05325443786982249,1.0,2.4191943937319156,2.0
33,0,rejected,1000000.0,-1000000.0,nan,nan,"No fuselage width kept the fuselage ahead of the tail, produced exact M2 static margin, and kept M1 at or below 23.0% after 4 permitted width increases. Attempts: width 0.0762 m puts the fuselage back at x=3.2319 m, at or behind the permitted tail-front limit x=0.4994 m; width 0.1292 m puts the fuselage back at x=1.4000 m, at or behind the permitted tail-front limit x=0.4994 m; width 0.1822 m puts the fuselage back at x=1.0723 m, at or behind the permitted tail-front limit x=0.4994 m; width 0.2352 m puts the fuselage back at x=0.8785 m, at or behind the permitted tail-front limit x=0.4994 m; width 0.2882 m puts the fuselage back at x=0.6559 m, at or behind the permitted tail-front limit x=0.4994 m",1.306971542768995,0.26343038124355017,0.4994074017669292,0.18666035243087598,88.58870697245123,29.553825799761633,2.874461684709537,1.074149089109889,11.456263988395524,5.562335990842399,408.77055578508475,1440.1981054202884,0.6895927973533681,0.8422588542390995,nan,nan,nan,nan
34,0,ok,9.895348837209303,-9.895348837209303,0.10465116279069768,10.0,,1.351635274619338,0.130531542033208,0.7642735771272917,0.2469080387097808,15.26231566498224,30.314851531701326,0.5528880842145836,2.210958176226737,20.921231713995137,8.622367953278054,268.79733631315196,1014.5204670182871,0.601649173885566,0.5473836577265417,0.10465116279069768,0.0,0.0,0.0
35,0,rejected,1000000.0,-1000000.0,nan,nan,"No fuselage width kept the fuselage ahead of the tail, produced exact M2 static margin, and kept M1 at or below 23.0% after 4 permitted width increases. Attempts: width 0.0762 m puts the fuselage back at x=1.9950 m, at or behind the permitted tail-front limit x=0.3442 m; width 0.1292 m puts the fuselage back at x=1.0811 m, at or behind the permitted tail-front limit x=0.3442 m; width 0.1822 m puts the fuselage back at x=0.6795 m, at or behind the permitted tail-front limit x=0.3442 m; width 0.2352 m puts the fuselage back at x=0.5766 m, at or behind the permitted tail-front limit x=0.3442 m; width 0.2882 m puts the fuselage back at x=0.4633 m, at or behind the permitted tail-front limit x=0.3442 m",1.466212533754859,0.27849047722125025,0.34424282069216866,0.27946344688434466,52.526302233285456,22.36790547409559,1.9265794244885586,1.7561783506200075,24.508059759620934,7.706024747844292,230.53427268082385,1882.7550769357488,0.9032797414781508,0.5544230878847735,nan,nan,nan,nan
36,0,ok,0.37658082574606955,-0.37658082574606955,0.12162162162162163,0.49820244736769115,,1.3968461411813875,0.18031547722466917,0.635927514962386,0.09986708263965778,20.88524036185624,12.056872375914857,3.1295067129981398,3.048075871718739,17.55853165663293,5.548978178088291,255.68530628071653,2748.2627571597177,0.5517887021397503,0.8863174983653008,0.12162162162162163,0.0,0.0,0.0
37,0,ok,9.857142857142858,-9.857142857142858,0.14285714285714285,10.0,,1.043910807310195,0.1500030149375622,0.38293534107223615,0.23147490110216237,12.502819522656509,18.42645950785362,3.313951584950916,3.699440142193227,12.833545764419217,6.5222374706334305,339.6290131047663,1180.5326492562958,0.6116202253914681,0.65033301239445,0.14285714285714285,0.0,0.0,0.0
38,0,ok,9.494791668559674,-9.494791668559674,5.820557027976048,15.315348696535722,,1.412006595582959,0.24922127743552433,0.6065473459070546,0.21322989337086914,64.50526955540816,28.216427999387495,3.4336728626653237,1.4469382832381392,16.84849261717567,16.258659311276205,205.9385756197867,2239.2237081349294,0.914664640954328,0.9111173426087081,0.04326923076923077,1.0,2.4467548907569947,2.3305329064498226
39,0,ok,-0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,,1.2158708991364646,0.3476272417257211,0.4696477457462746,0.08568529489039846,10.042236871295302,8.42288847288689,4.869652200208677,1.1989004668872434,23.327671543429563,12.659799119925978,239.82226333579194,2672.107216530878,0.7023835827259823,0.666925040415566,0.2222222222222222,0.0,0.0,0.0
40,0,ok,-0.04699738903394256,0.04699738903394256,0.04699738903394256,0.0,,1.0723992877454063,0.39112216977593894,0.7756460125720909,0.14034311205594086,73.73528151877662,2.2594650141925143,2.268317546803775,2.278172533628421,12.690484307871671,9.216795378558146,327.3323644654835,2449.2196960892766,0.7256451587822446,0.6170073160341674,0.04699738903394256,0.0,0.0,0.0
41,0,ok,18.9823155216285,-18.9823155216285,4.5176844783715016,23.5,,1.174122187685326,0.14307424921021228,0.7618781426338274,0.1727203156650877,79.96786437449316,39.304597730343716,3.962120287676363,3.5685801358688227,16.314330872879847,11.298325232281329,423.21742497725666,2799.479481415963,0.7173867955079988,0.6364146886605556,0.03435114503816794,1.0,1.4833333333333334,2.0
42,0,rejected,1000000.0,-1000000.0,nan,nan,"No fuselage width kept the fuselage ahead of the tail, produced exact M2 static margin, and kept M1 at or below 23.0% after 4 permitted width increases. Attempts: width 0.0762 m puts the fuselage back at x=3.6109 m, at or behind the permitted tail-front limit x=0.4433 m; width 0.1292 m puts the fuselage back at x=1.7327 m, at or behind the permitted tail-front limit x=0.4433 m; width 0.1822 m puts the fuselage back at x=1.2587 m, at or behind the permitted tail-front limit x=0.4433 m; width 0.2352 m puts the fuselage back at x=0.9900 m, at or behind the permitted tail-front limit x=0.4433 m; width 0.2882 m puts the fuselage back at x=0.7833 m, at or behind the permitted tail-front limit x=0.4433 m",1.1849551124168471,0.1325499101072724,0.4433145716631137,0.20318250291263706,97.70678437869148,19.80524343383687,4.575500614272232,1.2371237424625838,10.850760095902306,13.676557467294273,412.27848592268305,1967.6236943493916,0.5717667306976758,0.6945788996011988,nan,nan,nan,nan
43,0,ok,14.868735113732228,-14.868735113732228,5.29860914723114,20.167344260963368,,1.511955460091337,0.20747789237268677,0.6921806541249189,0.22515784919829787,37.53595820945719,32.89999950598085,1.1684356630071957,4.0609436811532,22.55560626107146,5.871062690912993,362.24173695227853,2917.4566199140236,0.9335942685687173,0.9485764198107887,0.060810810810810814,1.0,2.0165408271235528,2.221257509296777
44,0,rejected,1000000.0,-1000000.0,nan,nan,"No fuselage width kept the fuselage ahead of the tail, produced exact M2 static margin, and kept M1 at or below 23.0% after 4 permitted width increases. Attempts: width 0.0762 m puts the fuselage back at x=2.9533 m, at or behind the permitted tail-front limit x=0.4464 m; width 0.1292 m puts the fuselage back at x=1.5471 m, at or behind the permitted tail-front limit x=0.4464 m; width 0.1822 m puts the fuselage back at x=1.0745 m, at or behind the permitted tail-front limit x=0.4464 m; width 0.2352 m puts the fuselage back at x=0.8708 m, at or behind the permitted tail-front limit x=0.4464 m; width 0.2882 m puts the fuselage back at x=0.7184 m, at or behind the permitted tail-front limit x=0.4464 m",1.2859801353926978,0.288336957040964,0.44639182608194555,0.0930717425698959,81.25393669625474,8.851209041437352,1.0904312637587776,1.1467177401010076,18.485415433244608,5.004733454550931,316.0570672941709,1107.5577350894064,0.6256953602696175,0.734675142667723,nan,nan,nan,nan
45,0,ok,13.367480786239344,-13.367480786239344,4.910257800714006,18.27773858695335,,1.0686074589183685,0.16285112722767356,0.7145650460651769,0.2691917219044341,76.96558777788766,37.62023521687708,4.451991698708555,3.3208071794954375,18.78437338796669,11.374003148174566,403.6117431461662,2698.8693780815265,0.7817888281904807,0.7872595965745425,0.03557312252964427,1.0,1.8746846781843618,2.0
46,0,rejected,1000000.0,-1000000.0,nan,nan,"No fuselage width kept the fuselage ahead of the tail, produced exact M2 static margin, and kept M1 at or below 23.0% after 4 permitted width increases. Attempts: width 0.0762 m puts the fuselage back at x=2.6284 m, at or behind the permitted tail-front limit x=0.6164 m; width 0.1292 m puts the fuselage back at x=1.3795 m, at or behind the permitted tail-front limit x=0.6164 m; width 0.1822 m puts the fuselage back at x=0.9672 m, at or behind the permitted tail-front limit x=0.6164 m; width 0.2352 m puts the fuselage back at x=0.7524 m, at or behind the permitted tail-front limit x=0.6164 m; width 0.2882 m puts the fuselage back at x=0.6437 m, at or behind the permitted tail-front limit x=0.6164 m",1.47594333136863,0.2657051164760987,0.6163769739627545,0.2967531346359658,72.42259692160786,5.991697725969093,2.1477992390081426,1.6210835230279528,17.733765773712143,11.923230759353174,225.4124947953233,1202.2295487218291,0.6411792940097008,0.5673477206967981,nan,nan,nan,nan
47,0,ok,-1.0779100451156998,1.0779100451156998,4.43415559772296,3.35624555260726,,1.0978445951239766,0.26964260629644554,0.8275337262811628,0.16070527187471134,94.94578600944659,15.111251462744256,3.4675544088453543,3.7283553079702716,10.38178381204878,9.551237849783831,441.4266462967869,2261.363202464722,0.6556073997795849,0.5081213962235259,0.03415559772296015,1.0,1.4,2.0
48,0,ok,8.026216068301393,-8.026216068301393,0.04316546762589928,8.069381535927292,,1.2258998241427772,0.2809409541990028,0.8964139678756425,0.25678312455103214,75.64272792248181,9.952502241153063,2.690150197453137,1.8805363994340258,19.009903304518254,6.422721651881965,390.47024109764857,1389.450129512105,0.6609306340254245,0.9175722882671551,0.04316546762589928,0.0,0.0,0.0
49,0,ok,12.918399630992054,-12.918399630992054,5.395262700761488,18.31366233175354,,1.3198258720858915,0.17349526462896558,0.8702717936809883,0.1647303730032279,86.89445738065359,1.874151929571056,1.407154272433149,3.2208364036541504,15.329877308010161,11.796873131623032,498.3255224492591,2814.4459089887255,0.733108804800144,0.8049479086655322,0.04017857142857143,1.0,2.0455412276478846,2.3095429016850315
50,0,rejected,1000000.0,-1000000.0,nan,nan,"No fuselage width kept the fuselage ahead of the tail, produced exact M2 static margin, and kept M1 at or below 23.0% after 4 permitted width increases. Attempts: width 0.0762 m puts the fuselage back at x=1.6088 m, at or behind the permitted tail-front limit x=0.3048 m; width 0.1292 m puts the fuselage back at x=0.9128 m, at or behind the permitted tail-front limit x=0.3048 m; width 0.1822 m puts the fuselage back at x=0.5347 m, at or behind the permitted tail-front limit x=0.3048 m; width 0.2352 m puts the fuselage back at x=0.4588 m, at or behind the permitted tail-front limit x=0.3048 m; width 0.2882 m puts the fuselage back at x=0.3672 m, at or behind the permitted tail-front limit x=0.3048 m",0.9733808116359769,0.1368157392203972,0.3047891034173345,0.19542072977779387,41.90513759722414,18.116255232220905,4.925362953949573,3.7677211506957553,22.05731025530952,13.503406264578294,379.2869332509171,1130.3699342637806,0.8524294473780754,0.7604024580498894,nan,nan,nan,nan
51,0,rejected,1000000.0,-1000000.0,nan,nan,"No fuselage width kept the fuselage ahead of the tail, produced exact M2 static margin, and kept M1 at or below 23.0% after 4 permitted width increases. Attempts: width 0.0762 m puts the fuselage back at x=2.3403 m, at or behind the permitted tail-front limit x=0.3166 m; width 0.1292 m puts the fuselage back at x=1.1219 m, at or behind the permitted tail-front limit x=0.3166 m; width 0.1822 m puts the fuselage back at x=0.8594 m, at or behind the permitted tail-front limit x=0.3166 m; width 0.2352 m puts the fuselage back at x=0.6808 m, at or behind the permitted tail-front limit x=0.3166 m; width 0.2882 m puts the fuselage back at x=0.5470 m, at or behind the permitted tail-front limit x=0.3166 m",1.130975820411294,0.36323770932744387,0.31664994635067656,0.16634912248042855,57.87248972459371,16.195235651901392,3.357902819858317,4.413283805167406,24.30458978014933,6.96833297926742,312.62416395319656,2423.564429902892,0.8687385693920088,0.7978127512195089,nan,nan,nan,nan
52,0,rejected,1000000.0,-1000000.0,nan,nan,"No fuselage width kept the fuselage ahead of the tail, produced exact M2 static margin, and kept M1 at or below 23.0% after 4 permitted width increases. Attempts: width 0.0762 m puts the fuselage back at x=3.5874 m, at or behind the permitted tail-front limit x=0.4593 m; width 0.1292 m puts the fuselage back at x=1.8964 m, at or behind the permitted tail-front limit x=0.4593 m; width 0.1822 m puts the fuselage back at x=1.3516 m, at or behind the permitted tail-front limit x=0.4593 m; width 0.2352 m puts the fuselage back at x=1.0260 m, at or behind the permitted tail-front limit x=0.4593 m; width 0.2882 m puts the fuselage back at x=0.8415 m, at or behind the permitted tail-front limit x=0.4593 m",1.4232019414271009,0.38526833440061403,0.4593073341057562,0.17760740463392724,99.69628775004291,6.40452585420628,4.642749042536482,3.14853178106971,22.85295417697731,16.483478588334087,320.94692289340844,1640.9072280394564,0.7402785696842731,0.996916316453847,nan,nan,nan,nan
53,0,rejected,1000000.0,-1000000.0,nan,nan,"No fuselage width kept the fuselage ahead of the tail, produced exact M2 static margin, and kept M1 at or below 23.0% after 4 permitted width increases. Attempts: width 0.0762 m puts the fuselage back at x=3.5010 m, at or behind the permitted tail-front limit x=0.5495 m; width 0.1292 m puts the fuselage back at x=1.7457 m, at or behind the permitted tail-front limit x=0.5495 m; width 0.1822 m puts the fuselage back at x=1.1228 m, at or behind the permitted tail-front limit x=0.5495 m; width 0.2352 m puts the fuselage back at x=0.9026 m, at or behind the permitted tail-front limit x=0.5495 m; width 0.2882 m puts the fuselage back at x=0.7244 m, at or behind the permitted tail-front limit x=0.5495 m",1.455701663564415,0.3127917036582324,0.549474161426947,0.2978332446340679,96.15347978354603,38.08878132832507,2.225049572681362,4.183898063246527,21.469737808223822,17.862747468836965,287.2966195964919,1588.6400718028572,0.775561523916193,0.8983127357911729,nan,nan,nan,nan
