rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
1,1024,-6.330904513598071,6.330904513598071,6.330904513598071,True,1.8251725990248677,0.3266634917437925,0.5562160203107323,0.18422311700659316,0.0,0.3955019231363033,11.458288832243111,6.370492544318381,3.0768646751732875,20.0,15.0,17.0,12.0,251.3718537556507,2162.7228215153045,21.617509305324354
2,3072,-6.330904513598071,6.330904513598071,6.330904513598071,True,1.8251725990248677,0.3266634917437925,0.5562160203107323,0.18422311700659316,0.0,0.3955019231363033,11.458288832243111,6.370492544318381,3.0768646751732875,20.0,15.0,17.0,12.0,251.3718537556507,2162.7228215153045,21.617509305324354
3,1536,-6.29148520551929,6.29148520551929,6.29148520551929,True,1.8281289364311557,0.38835323285267853,0.5892689279492818,0.15294488019107538,0.0,0.3914307737506389,11.065743846525894,5.370116617523678,3.3408497761588363,20.0,15.0,17.0,12.0,245.78597304208347,2062.852492453008,18.11512340225654
4,3073,-6.29148520551929,6.29148520551929,6.29148520551929,True,1.8281289364311557,0.38835323285267853,0.5892689279492818,0.15294488019107538,0.0,0.3914307737506389,11.065743846525894,5.370116617523678,3.3408497761588363,20.0,15.0,17.0,12.0,245.78597304208347,2062.852492453008,18.11512340225654
5,0,-6.290500599603528,6.290500599603528,6.290500599603528,True,1.7549807617538855,0.3472007570713319,0.630005270588133,0.23825181467364606,0.0,0.42854397317628984,11.447081465715673,4.859659197153125,3.315712470589035,20.0,15.0,20.0,13.0,251.9524121711093,2482.1130291725976,25.228441811475353
6,3074,-6.290500599603528,6.290500599603528,6.290500599603528,True,1.7549807617538855,0.3472007570713319,0.630005270588133,0.23825181467364606,0.0,0.42854397317628984,11.447081465715673,4.859659197153125,3.315712470589035,20.0,15.0,20.0,13.0,251.9524121711093,2482.1130291725976,25.228441811475353
7,2032,-6.261727650412851,6.261727650412851,6.261727650412851,True,1.799734171556122,0.3557204658115397,0.817437512241304,0.196484359551039,0.0,0.5992476668061523,11.481718689507964,5.052621787354204,3.3149259065756773,20.0,15.0,16.0,12.0,266.6619985802289,2253.7372624438062,31.944721828021656
8,3075,-6.261727650412851,6.261727650412851,6.261727650412851,True,1.799734171556122,0.3557204658115397,0.817437512241304,0.196484359551039,0.0,0.5992476668061523,11.481718689507964,5.052621787354204,3.3149259065756773,20.0,15.0,16.0,12.0,266.6619985802289,2253.7372624438062,31.944721828021656
9,1931,-6.204017364677979,6.204017364677979,6.204017364677979,True,1.8191511694767752,0.3272507918665472,0.7282556669921807,0.15720302323694302,0.0,0.35509061089079497,11.107990669506616,3.53027729988964,3.2596613840379307,20.0,15.0,17.0,12.0,253.76763020589573,2079.95129466435,11.99633308187019
10,3076,-6.204017364677979,6.204017364677979,6.204017364677979,True,1.8191511694767752,0.3272507918665472,0.7282556669921807,0.15720302323694302,0.0,0.35509061089079497,11.107990669506616,3.53027729988964,3.2596613840379307,20.0,15.0,17.0,12.0,253.76763020589573,2079.95129466435,11.99633308187019
