extra_shipping_containers,score,objective,generation,population_index,wing_span,wing_chord,tail_arm,nose_length,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
0,6.330904513598071,-6.330904513598071,270,0,1.8251725990248677,0.3266634917437925,0.5562160203107323,0.18422311700659316,0.3955019231363033,11.458288832243111,6.370492544318381,3.0768646751732875,20.0,15.0,17.0,12.0,251.3718537556507,2162.7228215153045,21.617509305324354
