niche_rank,population_index,official_score,optimization_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
1,1024,6.330904513598071,6.330904513598071,1.8251725990248677,0.3266634917437925,0.5562160203107323,0.18422311700659316,0.0,0.3955019231363033,11.458288832243111,6.370492544318381,3.0768646751732875,20.0,15.0,17.0,12.0,251.3718537556507,2162.7228215153045,21.617509305324354
2,3072,6.330904513598071,6.330904513598071,1.8251725990248677,0.3266634917437925,0.5562160203107323,0.18422311700659316,0.0,0.3955019231363033,11.458288832243111,6.370492544318381,3.0768646751732875,20.0,15.0,17.0,12.0,251.3718537556507,2162.7228215153045,21.617509305324354
3,1536,6.29148520551929,6.29148520551929,1.8281289364311557,0.38835323285267853,0.5892689279492818,0.15294488019107538,0.0,0.3914307737506389,11.065743846525894,5.370116617523678,3.3408497761588363,20.0,15.0,17.0,12.0,245.78597304208347,2062.852492453008,18.11512340225654
4,3073,6.29148520551929,6.29148520551929,1.8281289364311557,0.38835323285267853,0.5892689279492818,0.15294488019107538,0.0,0.3914307737506389,11.065743846525894,5.370116617523678,3.3408497761588363,20.0,15.0,17.0,12.0,245.78597304208347,2062.852492453008,18.11512340225654
5,0,6.290500599603528,6.290500599603528,1.7549807617538855,0.3472007570713319,0.630005270588133,0.23825181467364606,0.0,0.42854397317628984,11.447081465715673,4.859659197153125,3.315712470589035,20.0,15.0,20.0,13.0,251.9524121711093,2482.1130291725976,25.228441811475353
6,3074,6.290500599603528,6.290500599603528,1.7549807617538855,0.3472007570713319,0.630005270588133,0.23825181467364606,0.0,0.42854397317628984,11.447081465715673,4.859659197153125,3.315712470589035,20.0,15.0,20.0,13.0,251.9524121711093,2482.1130291725976,25.228441811475353
