epoch,island,score,objective,duplicate,restarts,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
1,0,-6.0372084724292865,6.0372084724292865,False,0,1.7605112575897919,0.3710115499359896,0.5107238585098539,0.26475326965160506,0.0,0.3912106089382513,11.136861057444897,6.741655442532113,3.2786742463093477,15.84331550449797,10.93123505561118,17.885948840700983,7.389359149367113,358.35219759063193,2668.264366624066,31.123406352561453
1,1,-9.348349881004722,9.348349881004722,False,0,1.7027603254326809,0.3441514835663607,0.8230587417259814,0.1930920143269239,0.0,0.44685689776349447,11.049992953184507,4.559166410098543,3.2091608201402613,17.22403476561708,7.0,16.987591735335993,7.3227048623500535,391.5451700350574,2042.6081828773022,39.69226747751236
1,2,-10.320663456825836,10.320663456825836,False,0,1.7899771722870894,0.250882864625613,0.8962884682409972,0.24165248299017544,0.0,0.4141425145361527,11.734062578765286,3.1714345296767528,2.9142694904073423,17.37334147285969,9.120956424214986,16.827192840664104,7.629611749097521,322.36095890840966,2170.325418113568,32.338328322025504
1,3,-6.71090999283509,6.71090999283509,False,0,1.812326142915271,0.2741241370932809,0.6746888779508968,0.22546305729076266,0.0,0.5339449509607661,11.062784209062594,8.462521349771492,3.1863626514305023,16.857846869023902,9.931206916018999,18.7144683380669,12.820161383879979,348.0513183787395,1996.5824749987016,33.63245345183566
1,4,-9.551354277943972,9.551354277943972,False,0,1.6680484889458396,0.3671697205240001,0.7165962135346683,0.2928845737688243,0.0,0.5372096829543906,12.150519545025588,9.843073924989447,3.313114384328719,23.187322409844533,17.721268688376092,22.69377336507337,14.226492563216803,259.4166469782163,2011.9050689221472,29.174231588840485
1,5,-8.858413785574896,8.858413785574896,False,0,1.7128742048463885,0.28257727145030526,0.4254986799864966,0.14030012673306816,0.0,0.37446619811060883,11.132917155662671,9.469002391670106,3.2025572900977135,13.406854221069546,9.094713072882776,18.477935903815094,10.746371444529906,451.5144855250768,2000.6539170261383,15.676683589564062
2,0,-4.268952760232127,4.268952760232127,False,0,1.769084844168297,0.353940958340572,0.6547845653990083,0.2090422979870668,0.0,0.3398241883877915,11.623870105693555,4.798045834021996,3.1077809729361983,20.08804912660031,15.884276152731168,15.272034395207509,12.029268023601624,244.67565353342067,2413.654427350635,22.13214193559276
2,1,-9.348349881004722,9.348349881004722,False,0,1.7027603254326809,0.3441514835663607,0.8230587417259814,0.1930920143269239,0.0,0.44685689776349447,11.049992953184507,4.559166410098543,3.2091608201402613,17.22403476561708,7.0,16.987591735335993,7.3227048623500535,391.5451700350574,2042.6081828773022,39.69226747751236
2,2,-8.869420488811308,8.869420488811308,False,0,1.706197629851617,0.34243377134834596,0.8502321684153757,0.16456922562792897,0.0,0.4889600376993023,11.743678559092972,11.358532850504904,3.2739857357439646,17.791944381615455,10.312721393255858,19.36463563859299,13.0,298.94870812261433,2585.7607451373656,33.96974089396949
2,3,-6.560859666065724,6.560859666065724,False,0,1.720958609491548,0.36201410879120116,0.3691992333605697,0.16467120182215045,0.0,0.48673393385518504,11.480449837739638,8.187075519910907,3.3051476402189968,15.212331756369275,10.567115631381576,16.91958028116587,12.119582545538327,394.16575095543504,2108.7412055729446,20.359287642333854
