generation,island,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,feasible_population_fraction,finite_energy_relative_std,best_objective,best_score,global_best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
1,0,1024,59.4018399999477,17.238523251146795,9741.901759991422,nan,0.986328125,0.24210684241015548,12.384318964674254,-12.384318964674254,-12.384318964674254,1.7353500330824403,0.3360493287816644,0.5552525913342834,0.24368846362456675,0.0,0.35241141236859774,11.183983811603028,4.291799082932811,2.6573804065182403,13.0,8.0,25.0,12.5,410.4875862598419,2201.371483504772,2.837839052081108
2,0,1536,77.5494544999674,19.806715726164725,8452.890540496446,nan,0.98828125,0.2784807410812215,10.689935783453336,-10.689935783453336,-10.689935783453336,1.5925666277515778,0.31141290855574444,0.43055678587406876,0.1760609827262797,0.0,0.4120876881137,11.25472979377245,10.020516690798946,2.509904204335959,18.0,8.0,21.0,13.5,335.30614110864667,2128.5378744557784,17.17075394370125
3,0,2048,98.1778372998815,20.860105053490233,8001.4937399403425,nan,0.990234375,0.29318712357312265,10.580853257767377,-10.580853257767377,-10.580853257767377,1.450388807293478,0.36908508674744667,0.6220773948356509,0.24614176392555237,0.0,0.4699949320939997,11.411001572539739,5.952309253798359,3.3657059850724966,20.0,8.0,20.0,13.0,345.46806152057854,2044.0965080202213,25.939159843752684
4,0,2560,126.64019139995798,20.21475150740217,8231.612440997269,nan,0.990234375,0.3132105862888744,10.250375066499698,-10.250375066499698,-10.250375066499698,1.7614364262705773,0.3361716354168537,0.6129242258146406,0.28626902168395724,0.0,0.566441850839958,11.135800036358432,7.425025544958686,3.376859635603437,20.0,11.0,16.0,12.0,372.9914105568497,2041.5275362163136,10.809257104992867
5,0,3072,159.34414699999616,19.279026295205398,8604.583937999792,nan,0.99609375,0.34278064556302273,10.250375066499698,-10.250375066499698,-10.250375066499698,1.7614364262705773,0.3361716354168537,0.6129242258146406,0.28626902168395724,0.0,0.566441850839958,11.135800036358432,7.425025544958686,3.376859635603437,20.0,11.0,16.0,12.0,372.9914105568497,2041.5275362163136,10.809257104992867
6,0,3584,186.12815689994022,19.25554983025328,8588.484954097243,nan,0.99609375,0.353812084783099,9.796252223478778,-9.796252223478778,-9.796252223478778,1.739055395555886,0.37266975505719035,0.5648435483037452,0.1076070855294898,0.0,0.5833426448851937,11.660642259755267,9.789524048076613,3.1670323281922736,20.0,11.0,16.0,12.0,318.1312708296267,2009.7209195902828,20.02246174425443
7,0,4096,218.3913904998917,18.755318103998384,8790.253467620641,nan,0.998046875,0.361556590707198,9.796252223478778,-9.796252223478778,-9.796252223478778,1.739055395555886,0.37266975505719035,0.5648435483037452,0.1076070855294898,0.0,0.5833426448851937,11.660642259755267,9.789524048076613,3.1670323281922736,20.0,11.0,16.0,12.0,318.1312708296267,2009.7209195902828,20.02246174425443
8,0,4608,252.12867429992184,18.27638214017067,8992.58938336388,2.7465607185983173e-05,1.0,0.36409171413124286,8.235443656461086,-8.235443656461086,-8.235443656461086,1.7050853928386789,0.2879554459609499,0.4801578058256294,0.15181487763369855,0.0,0.44450611675848306,11.149842203733478,9.918684806144178,3.305436951009587,19.0,10.0,20.0,11.0,289.93761617240295,2573.642371222377,36.644757923740215
9,0,5120,291.2906362998765,17.576946739644203,9321.300361596048,2.7030000575642937e-05,1.0,0.36995929659768917,6.0372084724292865,-6.0372084724292865,-6.0372084724292865,1.7605112575897919,0.3710115499359896,0.5107238585098539,0.26475326965160506,0.0,0.3912106089382513,11.136861057444897,6.741655442532113,3.2786742463093477,16.0,10.0,17.0,7.0,358.35219759063193,2668.264366624066,31.123406352561453
10,0,5632,314.88216629996896,17.886055809952534,9131.5828226991,2.7376694617685616e-05,1.0,0.3652741917769684,6.0372084724292865,-6.0372084724292865,-6.0372084724292865,1.7605112575897919,0.3710115499359896,0.5107238585098539,0.26475326965160506,0.0,0.3912106089382513,11.136861057444897,6.741655442532113,3.2786742463093477,16.0,10.0,17.0,7.0,358.35219759063193,2668.264366624066,31.123406352561453
11,1,6656,378.051781399874,17.60605379335535,9218.64728490462,nan,0.986328125,0.23861740664796494,10.793352445527567,-10.793352445527567,-6.0372084724292865,1.8099678234200924,0.2942212162166834,0.646522530913353,0.250635920651257,0.0,0.35822748588885434,12.824143997379121,10.798235941647679,3.0590596591701376,12.0,8.0,17.0,10.0,530.4880371782929,2283.9105539023876,2.5124822184443474
12,1,7168,389.4694673998747,18.404523589112305,8790.8822641686,nan,0.98828125,0.24676804952427417,10.793352445527567,-10.793352445527567,-6.0372084724292865,1.8099678234200924,0.2942212162166834,0.646522530913353,0.250635920651257,0.0,0.35822748588885434,12.824143997379121,10.798235941647679,3.0590596591701376,12.0,8.0,17.0,10.0,530.4880371782929,2283.9105539023876,2.5124822184443474
13,1,7680,405.6786245999392,18.931241466255827,8519.251116598723,nan,0.9921875,0.27072574022586815,10.793352445527567,-10.793352445527567,-6.0372084724292865,1.8099678234200924,0.2942212162166834,0.646522530913353,0.250635920651257,0.0,0.35822748588885434,12.824143997379121,10.798235941647679,3.0590596591701376,12.0,8.0,17.0,10.0,530.4880371782929,2283.9105539023876,2.5124822184443474
14,1,8192,419.0895215999335,19.547136298530877,8224.631861398695,nan,0.9921875,0.2869030180442285,10.793352445527567,-10.793352445527567,-6.0372084724292865,1.8099678234200924,0.2942212162166834,0.646522530913353,0.250635920651257,0.0,0.35822748588885434,12.824143997379121,10.798235941647679,3.0590596591701376,12.0,8.0,17.0,10.0,530.4880371782929,2283.9105539023876,2.5124822184443474
15,1,8704,429.7732845998835,20.252538517147187,7912.884592927267,nan,0.99609375,0.2921430655231058,10.793352445527567,-10.793352445527567,-6.0372084724292865,1.8099678234200924,0.2942212162166834,0.646522530913353,0.250635920651257,0.0,0.35822748588885434,12.824143997379121,10.798235941647679,3.0590596591701376,12.0,8.0,17.0,10.0,530.4880371782929,2283.9105539023876,2.5124822184443474
16,1,9216,445.14369129994884,20.703427185695038,7715.823982532446,nan,0.99609375,0.31737770846510804,10.767637817029488,-10.767637817029488,-6.0372084724292865,1.7953798591960366,0.3725862947992259,0.8097229580914773,0.23529837539732246,0.0,0.42261974091118354,11.470637988720988,10.372877909421108,2.935752678713542,11.0,8.0,15.0,8.0,535.8083153560223,2413.4608771735584,3.3957782889341317
17,1,9728,459.45952419983223,21.17270289900229,7520.6269487446225,nan,0.99609375,0.32855399579144656,10.767637817029488,-10.767637817029488,-6.0372084724292865,1.7953798591960366,0.3725862947992259,0.8097229580914773,0.23529837539732246,0.0,0.42261974091118354,11.470637988720988,10.372877909421108,2.935752678713542,11.0,8.0,15.0,8.0,535.8083153560223,2413.4608771735584,3.3957782889341317
18,1,10240,479.27086149994284,21.365788789980968,7428.698353249114,nan,0.998046875,0.3339012073961257,10.187051226292985,-10.187051226292985,-6.0372084724292865,1.7363301439519212,0.37252836424019287,0.42599725274745603,0.17918415381499395,0.0,0.47436294274657487,11.29814261173944,8.641243146914501,3.1053618810869548,14.0,8.5,19.0,8.0,392.81406437227713,1989.3515502844702,16.316193743356987
19,1,10752,503.79840719979256,21.34186977636881,7413.033705939805,nan,0.998046875,0.3474992203046785,9.348349881004722,-9.348349881004722,-6.0372084724292865,1.7027603254326809,0.3441514835663607,0.8230587417259814,0.1930920143269239,0.0,0.44685689776349447,11.049992953184507,4.559166410098543,3.2091608201402613,17.0,7.0,17.0,7.0,391.5451700350574,2042.6081828773022,39.69226747751236
20,1,11264,520.3380841999315,21.6474641046493,7284.73317879904,2.8908367098228702e-05,1.0,0.34592061066682395,9.348349881004722,-9.348349881004722,-6.0372084724292865,1.7027603254326809,0.3441514835663607,0.8230587417259814,0.1930920143269239,0.0,0.44685689776349447,11.049992953184507,4.559166410098543,3.2091608201402613,17.0,7.0,17.0,7.0,391.5451700350574,2042.6081828773022,39.69226747751236
21,2,12288,584.4863868998364,21.0235863065632,7452.201432972914,nan,0.98046875,0.23496179605748427,11.198169815287285,-11.198169815287285,-6.0372084724292865,1.5733910802789033,0.2587582735344768,0.39932250045239925,0.1709790413826704,0.0,0.30900777281742364,11.035604940183905,5.666592524014039,3.346998748747078,12.0,8.0,11.0,4.5,643.7037255614996,2295.856326818466,22.078420035541058
22,2,12800,596.8813290998805,21.444798783206842,7281.952215018542,nan,0.98046875,0.2433619474528138,11.198169815287285,-11.198169815287285,-6.0372084724292865,1.5733910802789033,0.2587582735344768,0.39932250045239925,0.1709790413826704,0.0,0.30900777281742364,11.035604940183905,5.666592524014039,3.346998748747078,12.0,8.0,11.0,4.5,643.7037255614996,2295.856326818466,22.078420035541058
23,2,13312,608.1423087997828,21.889613347692073,7110.58699519746,nan,0.98828125,0.2705668049821619,11.198169815287285,-11.198169815287285,-6.0372084724292865,1.5733910802789033,0.2587582735344768,0.39932250045239925,0.1709790413826704,0.0,0.30900777281742364,11.035604940183905,5.666592524014039,3.346998748747078,12.0,8.0,11.0,4.5,643.7037255614996,2295.856326818466,22.078420035541058
24,2,13824,620.1646856998559,22.29085325037432,6959.625917298383,nan,0.98828125,0.2756919038603924,10.376877001584711,-10.376877001584711,-6.0372084724292865,1.7523065042200257,0.36549294372392915,0.8392410606035379,0.13093014402168987,0.0,0.4153251926351506,11.578842597014019,3.2433096403854655,3.3131843702156045,16.0,8.0,15.0,8.0,455.05652505604485,2638.3511508719866,24.87518056290975
25,2,14336,639.2118014998268,22.427620964385284,6894.355859033846,nan,0.9921875,0.294175659818754,10.376877001584711,-10.376877001584711,-6.0372084724292865,1.7523065042200257,0.36549294372392915,0.8392410606035379,0.13093014402168987,0.0,0.4153251926351506,11.578842597014019,3.2433096403854655,3.3131843702156045,16.0,8.0,15.0,8.0,455.05652505604485,2638.3511508719866,24.87518056290975
26,2,14848,658.578840999864,22.545516308203204,6835.594177274451,nan,0.994140625,0.29948659948925876,10.376877001584711,-10.376877001584711,-6.0372084724292865,1.7523065042200257,0.36549294372392915,0.8392410606035379,0.13093014402168987,0.0,0.4153251926351506,11.578842597014019,3.2433096403854655,3.3131843702156045,16.0,8.0,15.0,8.0,455.05652505604485,2638.3511508719866,24.87518056290975
27,2,15360,679.9248211998492,22.590732859104225,6799.2482119984925,nan,0.99609375,0.32113565942479827,10.376877001584711,-10.376877001584711,-6.0372084724292865,1.7523065042200257,0.36549294372392915,0.8392410606035379,0.13093014402168987,0.0,0.4153251926351506,11.578842597014019,3.2433096403854655,3.3131843702156045,16.0,8.0,15.0,8.0,455.05652505604485,2638.3511508719866,24.87518056290975
28,2,15872,711.0834850999527,22.320867145113024,6858.514904673737,nan,0.998046875,0.3449433560264375,10.376877001584711,-10.376877001584711,-6.0372084724292865,1.7523065042200257,0.36549294372392915,0.8392410606035379,0.13093014402168987,0.0,0.4153251926351506,11.578842597014019,3.2433096403854655,3.3131843702156045,16.0,8.0,15.0,8.0,455.05652505604485,2638.3511508719866,24.87518056290975
29,2,16384,739.1424406999722,22.16622818260071,6883.263979018491,nan,0.998046875,0.35220856231243036,10.320663456825836,-10.320663456825836,-6.0372084724292865,1.7899771722870894,0.250882864625613,0.8962884682409972,0.24165248299017544,0.0,0.4141425145361527,11.734062578765286,3.1714345296767528,2.9142694904073423,17.0,10.0,17.0,8.0,322.36095890840966,2170.325418113568,32.338328322025504
30,2,16896,762.7499021999538,22.15142860230841,6864.749119799584,2.7914267920118017e-05,1.0,0.3582397370626697,10.320663456825836,-10.320663456825836,-6.0372084724292865,1.7899771722870894,0.250882864625613,0.8962884682409972,0.24165248299017544,0.0,0.4141425145361527,11.734062578765286,3.1714345296767528,2.9142694904073423,17.0,10.0,17.0,8.0,322.36095890840966,2170.325418113568,32.338328322025504
31,3,17920,836.6642432999797,21.418388730609248,7051.884336385543,nan,0.986328125,0.23549213087748408,11.547997946446042,-11.547997946446042,-6.0372084724292865,1.8059758806813588,0.18220275852829218,0.5028916720300913,0.08381140408080191,0.0,0.41928357335964045,11.526482211129398,11.156499779552174,3.2050473008210947,18.0,10.0,20.0,11.0,351.989234611392,2017.5653980705404,23.366002683865943
32,3,18432,856.653207299998,21.516291356795392,6996.001192949984,nan,0.990234375,0.2527785964549356,10.242253223863274,-10.242253223863274,-6.0372084724292865,1.8114704438082874,0.2501988507749851,0.5058396388075177,0.08329643994569778,0.0,0.4482309837120735,12.493607149592172,10.12117971695797,3.146102988945777,20.0,11.0,16.0,10.0,279.42127301357687,2067.540582683507,12.8698892872257
33,3,18944,887.8414535999764,21.337142936035246,7030.744483913326,nan,0.9921875,0.28455463730163855,9.10803228207911,-9.10803228207911,-6.0372084724292865,1.6624909726784365,0.24479633856615435,0.5471231657629361,0.2116507398007292,0.0,0.4159726182894725,11.238699473208754,6.07038027676662,3.3669156930258852,22.0,13.0,21.0,13.5,254.53320424845325,2642.913642058796,15.000848716771124
34,3,19456,912.0976332998835,21.331049757919033,7008.7502348306825,nan,0.9921875,0.2896791983473978,9.10803228207911,-9.10803228207911,-6.0372084724292865,1.6624909726784365,0.24479633856615435,0.5471231657629361,0.2116507398007292,0.0,0.4159726182894725,11.238699473208754,6.07038027676662,3.3669156930258852,22.0,13.0,21.0,13.5,254.53320424845325,2642.913642058796,15.000848716771124
35,3,19968,939.6946570998989,21.249455713226645,7011.567826053092,nan,0.9921875,0.30657096058621414,9.10803228207911,-9.10803228207911,-6.0372084724292865,1.6624909726784365,0.24479633856615435,0.5471231657629361,0.2116507398007292,0.0,0.4159726182894725,11.238699473208754,6.07038027676662,3.3669156930258852,22.0,13.0,21.0,13.5,254.53320424845325,2642.913642058796,15.000848716771124
36,3,20480,968.8953754999675,21.137473165698566,7024.491472374765,nan,0.994140625,0.31591105765387384,9.10803228207911,-9.10803228207911,-6.0372084724292865,1.6624909726784365,0.24479633856615435,0.5471231657629361,0.2116507398007292,0.0,0.4159726182894725,11.238699473208754,6.07038027676662,3.3669156930258852,22.0,13.0,21.0,13.5,254.53320424845325,2642.913642058796,15.000848716771124
37,3,20992,1003.3830379999708,20.92122270857105,7072.626780048575,nan,0.99609375,0.3209896789786346,9.10803228207911,-9.10803228207911,-6.0372084724292865,1.6624909726784365,0.24479633856615435,0.5471231657629361,0.2116507398007292,0.0,0.4159726182894725,11.238699473208754,6.07038027676662,3.3669156930258852,22.0,13.0,21.0,13.5,254.53320424845325,2642.913642058796,15.000848716771124
