case_id,design_wing_span,design_wing_chord,design_tail_arm,design_nose_length,design_ducks_num,design_pucks_num,design_banner_length,design_batt_capacity,status,full_trim_velocity,full_trim_alpha,full_trim_elevator,coarse_trim_velocity,coarse_trim_alpha,coarse_trim_elevator,coarse_CD,coarse_D,coarse_CD_wing_profile,coarse_CD_tail_profile,coarse_CD_wing_induced,coarse_CD_tail_induced,coarse_CD_interaction,coarse_CD_body,coarse_D_wing_profile,coarse_D_tail_profile,coarse_D_wing_induced,coarse_D_tail_induced,coarse_D_interaction,coarse_D_body,full_CD,full_D,full_D_profile,full_D_induced,full_D_wing,full_D_tail,full_D_body
76,1.4629979297282831,0.2908883279212584,0.7818255196858945,0.22924245554565179,3,5,3.3812630895573887,4.7997211603181285,ok,29.685812731565,-1.0870333393708873,-0.5982364596058467,29.685055859903,-1.0475664524222685,-0.6439162192214389,0.013363867932341896,3.0697722922548447,0.0066606000248854245,0.0020475191528870466,0.001403588202375819,0.00025773347606498974,-0.0005520807412920911,0.0035465078174207105,1.5299855932205504,0.4703292186974123,0.3224138546716403,0.05920315043641598,-0.12681673983057573,0.8146572150594023,0.01341146520610391,3.0807035902712423,2.818043216942069,0.2626603733291733,1.5534191322660313,0.4655461513161062,0.7990779333599317
77,1.1762296922237412,0.2394318714111146,0.6094410364941116,0.18995924101157058,4,3,1.6943674117506666,4.533912144833386,ok,30.149526863521213,-0.3182751186004113,-0.7962132938192756,30.129197797131923,-0.3766583097676397,-0.9037761153663647,0.01646137242339306,2.581114283966193,0.007109577894166706,0.0023176513135055254,0.002976322910096349,0.00010833815403277408,-0.0005348387700487277,0.004484320921640432,1.1147693268591692,0.3634036553380566,0.46668220482202255,0.016987232272027298,-0.08386177977663015,0.7031336444515475,0.016118596862589197,2.5273659365315724,2.1337708450235864,0.39359509150798605,1.0752070615092673,0.3614722132407697,0.6970915702735496
78,1.3502538616295392,0.27913454155496775,0.8095121458840535,0.2107813254171593,6,1,1.8271131264193614,5.217420990998496,ok,29.84934422321924,-0.9162403049280419,-0.6201442987089015,29.836608032824614,-0.8866497755202684,-0.7294904538709862,0.014076472152894863,2.895332976912298,0.00674700660504391,0.001964192471919,0.0017457951669436933,0.0001960598252679174,-0.0005179505870165244,0.003941368670736868,1.387764669076643,0.4040068545001468,0.3590855906852117,0.04032675739916296,-0.10653517434704837,0.8106842795981819,0.014033250285864335,2.8864408558479075,2.581899527046252,0.30454132880165646,1.3884249794515524,0.40121007987603585,0.7922644677186635
79,1.1559865349223242,0.23344527831124692,0.5840933015957858,0.17469483106708744,3,2,1.9571601957430154,3.7754686221368763,ok,30.19041283095386,-0.22583142962581543,-0.8042193835426542,30.17199152721247,-0.29568326748203666,-0.9117516394936237,0.0168220665484241,2.534319777915438,0.007172741527828879,0.002373740675884733,0.003181518502068615,9.248033395338216e-05,-0.0005150588782358416,0.004516644386924331,1.080605683227133,0.3576146798147462,0.47931003247349135,0.01393257711420939,-0.07759593021145882,0.6804527354973164,0.016449638132645928,2.4782100589524743,2.0716911915110536,0.4065188674414206,1.0389577806937402,0.35584344407414986,0.6768899667431635
80,1.133813297960972,0.22784273401603655,0.7003910094986938,0.19719727545518975,5,4,2.5939075043699362,5.541030949232517,ok,30.217486807269516,-0.16347471841320046,-0.7221692620326746,30.19071959157693,-0.23683388878641942,-0.8927951629798657,0.017412698272843932,2.5157389840247637,0.00723513642246508,0.002046380359320585,0.003324255057086783,5.5127055220860303e-05,-0.00036860442172487515,0.0051204038004755,1.0453127061369603,0.2956554329155429,0.48027927142097115,0.007964606043274265,-0.05325495789836135,0.7397819254063767,0.016927430193992475,2.4456270950667904,2.0237313637935888,0.4218957312732019,1.0030864438409515,0.2979719233021525,0.7226729966504847
81,1.3823688467466926,0.2580002536076046,0.6212029291874115,0.2166120889327558,5,4,2.745629001717127,5.034905525102537,ok,29.913022026984525,-0.7698587219356192,-0.7022630465213674,29.89903863003573,-0.7948353120564966,-0.715438853860002,0.014518132279442613,2.837798105652186,0.006937424886386597,0.0023421721371506875,0.0018712115637990563,0.00021273383139321854,-0.0006100533422216294,0.003764643202934683,1.3560291931331026,0.45781451263734685,0.36575783501728054,0.041582185099017746,-0.11924455471139916,0.7358589344768376,0.014378683309771214,2.810538666829384,2.5200747283894103,0.29046393843997315,1.3370616793901928,0.45209410781225706,0.7309189411869602
82,1.4187403602859787,0.2951980199274363,0.883454948349466,0.2651610225348407,3,1,3.351787000712378,3.9083248160889625,ok,29.690137475399286,-1.0945289048718583,-0.5532900049286911,29.68674497783137,-1.0374554642718745,-0.6611321703195622,0.013542838421215104,3.0623623085340754,0.006625155324021706,0.0018739264969759046,0.0014424140521504193,0.00022237841512183824,-0.0004939424633483282,0.003872906596293564,1.4981073628321098,0.423739964608351,0.326164596314295,0.05028512159119151,-0.11169230077889952,0.8757575639670278,0.013601293990021003,3.075578402812988,2.7968293315066566,0.2787490713063309,1.5234847099188975,0.42059223534511303,0.852752386242646
83,1.4137802116936207,0.23797786894969972,0.6384807399104394,0.19839305634985901,5,5,2.863616287093665,6.2808252703456295,ok,30.006589056345074,-0.7020648627484152,-0.5792143894266675,29.98644397291331,-0.76278437793033,-0.6139341271699769,0.014795051273462922,2.745201949736913,0.007138062646774619,0.002227934732484648,0.001844074155407769,0.00014556288519123117,-0.0004759685083601535,0.003915385361964807,1.3244579645639456,0.4133903058838069,0.34216548988680634,0.027008998404286583,-0.08831531929242409,0.7264945102904914,0.014544696444694336,2.6987470869127006,2.421559409518387,0.27718767739431327,1.2945985257354051,0.40875908834041774,0.7182017954425642
84,1.5133595099098376,0.28528774675771923,0.7734727443184072,0.2376025896564079,7,5,1.8965314945996414,5.589161252198384,ok,29.667186362250067,-1.104495229724796,-0.5713913353605556,29.666124301331337,-1.080013311913838,-0.6001875006145447,0.013306811495267258,3.097120097160103,0.00670891276082045,0.0020497462189028783,0.0013181759762279305,0.0002535704212307594,-0.0005284944347752178,0.0035049005528604575,1.5614791378852075,0.47707222807656785,0.30680146848260187,0.0590177480096155,-0.12300547999509495,0.8157549947012053,0.013331094667065219,3.10276979386257,2.8564788222330852,0.24629097162948407,1.5843976224335556,0.4719208053267118,0.800160394472818
85,1.5951162112609927,0.33,0.8527534091522097,0.21639877116288997,3,4,2.4127038634627143,4.468492939776379,ok,29.357632051649958,-1.3677160860861945,-0.5161946133520365,29.38857320260749,-1.2800972861224333,-0.5437053152005829,0.012236475584177666,3.400249267808358,0.006392827772547468,0.0020065959209814863,0.0010185854034740175,0.00034195368942529933,-0.0005519132030454457,0.003028426000794842,1.7764271912524132,0.5575891737917492,0.28304263335769686,0.09502146055815303,-0.15336462297817424,0.8415334318265202,0.012479148480679072,3.4676803752503185,3.242096474816596,0.2255839004337223,1.8644898206933362,0.5528590504135791,0.8247476037096806
