component,full_mean_D,coarse_mean_D,bias_D,mae_D,mean_absolute_percentage_error,correlation
profile,2.4738513633705987,2.4956947831444087,0.021843419773809596,0.035268861638539414,1.5161580852615077,0.9994536615884846
induced,0.3244178699007758,0.3231128934529481,-0.0013049764478277675,0.008750993461856578,2.681706947495774,0.9922167211679096
wing_profile,1.3152981034625426,1.321737693854399,0.006439590391856553,0.032480975389695965,2.558836524857191,0.9988132926956638
tail_profile,0.40405151969062647,0.4067055027124415,0.0026539830218149842,0.003059336525256411,0.7159397017375595,0.9999015342310665
body_profile,0.7545017402174298,0.767251586577568,0.012749846360138054,0.012762983656435623,1.6414818961761537,0.9985521432230801
