quantity,count,full_mean,coarse_mean,bias,mae,mean_relative_error_percent,mean_absolute_percentage_error,p95_absolute_percentage_error,correlation
D,150,2.7982692332713746,2.8188076765973564,0.02053844332598188,0.03877527025926721,0.8942600730155918,1.4487611496634978,2.81259373087443,0.9994167024403167
CD,150,0.014809912865638293,0.0149617123923372,0.00015179952669890575,0.00022388126172179316,0.8941905496853488,1.4487307509921097,2.8125228856756856,0.9990462105715422
