rank,population_index,objective,score,finite,wing_span,wing_chord,tail_arm,nose_length,ducks_num,pucks_num,banner_length,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
1,0,-6.376904973190944,6.376904973190944,True,1.5185567951257333,0.3964204516657331,0.884894654064738,0.09146123334232875,115.0,37.0,1.517749534018384,3.124820589775827,19.12346754722248,12.469705707794086,340.91493486596545,1066.2748104951233,0.9578528853197129,0.7796723877035909
2,20,-6.338503159672982,6.338503159672982,True,1.521120577034476,0.3933863123645196,0.8883366173308371,0.12246568892969538,114.0,37.0,1.5311831631449007,3.396544564893123,19.165675662906658,12.738108946575586,341.8783480749234,1067.0280714542318,0.9412264319214385,0.7983401329346616
3,472,-6.298852411993548,6.298852411993548,True,1.5230763804416891,0.3852755432590278,0.8872213617186052,0.2782316993280406,115.0,36.0,1.588302257837216,3.2713218080055455,19.579792342195876,12.929287184285574,319.896030154232,1041.587040030999,0.9714157684155376,0.8200408059767053
4,490,-6.297639877792534,6.297639877792534,True,1.5050405829260598,0.3983562195390883,0.8780498778309102,0.23536978043547765,115.0,35.0,1.4398393585579343,3.1817787997689395,18.991462199655757,12.837726755439514,330.2125686014059,1055.9516716446115,0.9779870716794338,0.8033266380622697
5,107,-6.291003051585763,6.291003051585763,True,1.5140198602810768,0.39635935973793424,0.870879763054363,0.16358031944848317,115.0,37.0,1.6839616952471939,3.5514142194398994,17.0963450163647,10.217055203898276,403.03689472447076,1121.900123784841,0.9746626598353976,0.8060117618348082
6,459,-6.284619086763128,6.284619086763128,True,1.5142098970336841,0.39407700775292376,0.8855366121489161,0.09898633422890943,114.0,37.0,1.0097253920191678,3.157656600055262,21.763099505062435,12.871298778369892,305.1189410673136,1141.4013124808203,0.9544625145098513,0.8375651040004877
7,496,-6.273846092519334,6.273846092519334,True,1.5078832769389343,0.39739076457479006,0.8747201787864789,0.1648506648447653,114.0,36.0,1.397146895752682,2.964675329167302,20.09601054896798,12.498211853360806,321.36365036861673,1045.5081657483283,0.9834595848746517,0.7685243031672278
8,466,-6.270680503218453,6.270680503218453,True,1.5169441492427684,0.3988248252295809,0.8747280029929614,0.10647527873512203,112.0,35.0,1.566426100046336,3.409116851348456,19.16442237372126,12.804155688251594,336.85467490513497,1102.2432384617875,0.9511883449055651,0.8045152483701747
9,357,-6.259829237716207,6.259829237716207,True,1.5087546545536263,0.39368321030729214,0.888740574300658,0.22291618996372084,115.0,35.0,1.3538820156879265,3.359350768816506,17.54194007737634,11.468419839334482,377.7908776879571,1031.1498587755882,0.9401647507735607,0.7854913800274639
10,275,-6.252719509205725,6.252719509205725,True,1.521474599648727,0.3951226804282987,0.8892921843956446,0.18702909903193524,116.0,38.0,1.4952374492585552,3.0346707718446764,12.228726330304113,9.198836303678899,493.0977911915944,1104.034078679836,0.9650614159210423,0.8601559490048435
11,259,-6.242078960847593,6.242078960847593,True,1.516583538728256,0.37711884226880676,0.8867241419203712,0.2245353430405491,113.0,36.0,1.4194065227504513,3.2175590587362235,19.71639082601526,12.896777764463934,324.01644713893154,1092.9905247048957,0.968178349168826,0.7734731634003784
12,233,-6.232476473332167,6.232476473332167,True,1.5169873201430764,0.3926361241391184,0.882312403376377,0.1473203468266743,110.0,35.0,1.4432701864312625,3.0788487604615287,19.61251050256884,11.939765821297819,329.79934165024287,1111.2630855510292,0.9864011416422754,0.7728318521417048
13,450,-6.232315532462961,6.232315532462961,True,1.5182526320086442,0.38960399596931594,0.8805129446251929,0.2570843185320859,111.0,37.0,1.3329026733823008,3.440732951900884,17.610808509473934,11.635708676692138,381.7742449769879,1088.9878195829533,0.9344831740236217,0.7196612477767247
14,261,-6.229292213562184,6.229292213562184,True,1.520690972392576,0.3933231557137671,0.8854674119177002,0.12504295609903732,113.0,34.0,1.334844164045227,3.194847229162144,20.835158075622875,12.805972994472153,311.87147424128386,1077.1062447896575,0.9836869986984365,0.7670279311274795
15,301,-6.228932327206183,6.228932327206183,True,1.5158563558735434,0.3949235269768366,0.888456828392457,0.10856844970256149,115.0,37.0,0.8550293553728876,3.449136230879539,17.575372890174307,10.921145517383852,387.24085762486425,1024.8216377941153,0.9491768878410063,0.7864822935546087
16,377,-6.218769158999485,6.218769158999485,True,1.5154597588187335,0.3583313031233079,0.8865517782025236,0.09502422546745741,114.0,35.0,1.224979824616058,3.292569895829838,19.333672334390663,14.298116639699932,316.9859481122978,1101.2820453963868,0.9361564341782249,0.7830923427666764
17,389,-6.216945724125195,6.216945724125195,True,1.515035649430633,0.399882448303992,0.8913042376186598,0.11550534968401105,113.0,35.0,1.5466158985790828,3.4329660092956074,19.874865950736105,12.980092878070188,312.6059119759514,1132.0572592945266,0.981623098344355,0.7999442634072016
18,101,-6.211710310629055,6.211710310629055,True,1.516516919656599,0.3905097293275023,0.8878388874433905,0.09660232959461698,112.0,35.0,1.1418760809850534,3.1984485981759074,18.977688959916243,12.349214961683192,344.97852190939676,1069.4781249408513,0.9471951738313442,0.782857096652661
19,68,-6.211525717443862,6.211525717443862,True,1.5193890366354148,0.3856601920775835,0.8885705166167772,0.14256223167662932,112.0,37.0,1.0934828292540608,3.3574318955172675,21.182249343869966,15.899334289784287,291.18427576105483,1098.0893524194646,0.9379608110018152,0.7918111364410945
20,249,-6.210367891228312,6.210367891228312,True,1.5126239498628795,0.3739949461314561,0.885135999926242,0.27304371976972036,112.0,35.0,1.37578442990423,3.608921621982413,17.012747465401123,11.403008400174327,390.23523232490794,1081.631058063298,0.9489229610724621,0.7826495466941039
21,294,-6.209031287396987,6.209031287396987,True,1.515730579491081,0.3923284012641085,0.8815872124167814,0.16072701177514315,107.0,35.0,1.39312209310555,3.0838137534720724,20.671442908696708,12.335918474524414,314.88783458968624,1014.7601886602389,0.9841433666988821,0.7925664179325285
22,146,-6.207168361688962,6.207168361688962,True,1.5055100557030698,0.37711762705238644,0.8854040422783516,0.08855094239187564,115.0,34.0,1.2774656353105054,3.4392744953331396,17.793838650275166,11.803801470838602,363.2780741948679,1135.1456930541615,0.9881260688102602,0.8183747089155624
23,78,-6.203713352680292,6.203713352680292,True,1.5220298674158674,0.3812658114329569,0.8963525228824278,0.11095313565589389,119.0,38.0,1.2602665684832108,3.270402190592784,18.322409109932398,11.436302642208734,355.03167176069365,1057.7409284386308,0.9824547458574229,0.7977151858048911
24,44,-6.203216794317016,6.203216794317016,True,1.516388155541139,0.38352334174234937,0.8615875615547792,0.2841441313823772,111.0,36.0,1.1074438235038078,3.621664946658737,17.088166684600807,9.776670119801471,420.7062780157137,1044.4718476433293,0.9337128588968518,0.818200728521636
25,234,-6.198689018139448,6.198689018139448,True,1.51568921227376,0.3985105928656052,0.8885607679787468,0.1155995811620777,115.0,35.0,1.3758558743213543,3.6862402813123074,20.3345738622324,13.706049586667715,306.45095557773345,1084.995779612946,0.9703449574281826,0.7662809381472133
26,248,-6.196840251794989,6.196840251794989,True,1.5188930026086298,0.3935827311013997,0.8863662631002598,0.23816713659845307,109.0,35.0,1.1879675876003446,3.443807351004632,18.60609358685684,11.80291121909255,369.5862343279488,1070.2667248488324,0.913495096877814,0.7781815697287395
27,358,-6.196243010006169,6.196243010006169,True,1.514844291075435,0.38880439711625514,0.8883985014714999,0.2632737577237345,112.0,35.0,1.2002382923103754,3.432017060607798,17.73409398912111,11.468516276572986,369.1221414622578,1064.5202116420135,0.9553437739931492,0.7593506982328672
28,160,-6.194361738038984,6.194361738038984,True,1.5161777772893887,0.3946841387702501,0.8964657613571956,0.08716302331298516,117.0,38.0,1.3430802090592995,3.3651689348341716,18.674172243941026,14.706946988896394,309.7325820040038,1010.6813515282676,0.9498292814846787,0.8236668740325993
29,487,-6.192593581331691,6.192593581331691,True,1.5077331216812069,0.3861878724137545,0.8893159930818759,0.1857434297252933,109.0,34.0,1.4360947530108192,3.352167610463101,19.853737592430782,13.64850300415209,322.46534673176035,1114.79895761101,0.9526944926330108,0.7687651878358361
