rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
11,2635,-6.282081329807173,6.282081329807173,6.282081329807173,True,1.8203454458290442,0.38782101701399274,0.6408250549132147,0.22315747393338364,0.0,0.44490763301930014,11.476726326446105,5.158627643688884,3.1459304146343956,21.0,13.5,21.0,13.5,231.75274985201625,2483.8970210287657,34.31266848018546
12,3077,-6.282081329807173,6.282081329807173,6.282081329807173,True,1.8203454458290442,0.38782101701399274,0.6408250549132147,0.22315747393338364,0.0,0.44490763301930014,11.476726326446105,5.158627643688884,3.1459304146343956,21.0,13.5,21.0,13.5,231.75274985201625,2483.8970210287657,34.31266848018546
13,370,-6.278539685905425,6.278539685905425,6.278539685905425,True,1.8081424097265526,0.3629035016465046,0.6752059659809807,0.11072833322296273,0.0,0.4972437895182377,11.149730211898248,5.893290222845398,3.2802571808634604,20.0,15.0,21.0,13.5,242.29635833517605,2348.686450219958,18.639282388891065
14,3078,-6.278539685905425,6.278539685905425,6.278539685905425,True,1.8081424097265526,0.3629035016465046,0.6752059659809807,0.11072833322296273,0.0,0.4972437895182377,11.149730211898248,5.893290222845398,3.2802571808634604,20.0,15.0,21.0,13.5,242.29635833517605,2348.686450219958,18.639282388891065
15,11,-6.2629401795815385,6.2629401795815385,6.2629401795815385,True,1.7788446523783579,0.3768629672382378,0.538911075462126,0.1561630397923106,0.0,0.37860730084633465,11.173402848480471,4.7513547422467965,3.355150828247214,20.0,15.0,20.0,15.0,248.76233077747975,2570.887194217859,26.63374530824113
16,3079,-6.2629401795815385,6.2629401795815385,6.2629401795815385,True,1.7788446523783579,0.3768629672382378,0.538911075462126,0.1561630397923106,0.0,0.37860730084633465,11.173402848480471,4.7513547422467965,3.355150828247214,20.0,15.0,20.0,15.0,248.76233077747975,2570.887194217859,26.63374530824113
17,2638,-6.250468746781164,6.250468746781164,6.250468746781164,True,1.7983611076213688,0.37171996535439933,0.5514434135709948,0.2658349555982179,0.0,0.49113246965820445,11.354905273716376,6.2035392018756195,3.2096328134507743,20.0,15.0,19.0,12.0,247.54628701623213,2151.918085317367,9.709372982154136
18,3080,-6.250468746781164,6.250468746781164,6.250468746781164,True,1.7983611076213688,0.37171996535439933,0.5514434135709948,0.2658349555982179,0.0,0.49113246965820445,11.354905273716376,6.2035392018756195,3.2096328134507743,20.0,15.0,19.0,12.0,247.54628701623213,2151.918085317367,9.709372982154136
19,181,-6.250332432567408,6.250332432567408,6.250332432567408,True,1.7994384430464612,0.3834216860093749,0.8400277160498613,0.1796578125937295,0.0,0.5243157820492673,11.914399585019769,3.9871864190740265,3.3239152465835216,20.0,15.0,20.0,13.0,253.82931682339705,2506.735846573515,18.61642128213277
20,3081,-6.250332432567408,6.250332432567408,6.250332432567408,True,1.7994384430464612,0.3834216860093749,0.8400277160498613,0.1796578125937295,0.0,0.5243157820492673,11.914399585019769,3.9871864190740265,3.3239152465835216,20.0,15.0,20.0,13.0,253.82931682339705,2506.735846573515,18.61642128213277
21,350,-6.248240897219519,6.248240897219519,6.248240897219519,True,1.7868830912514877,0.34599972254553135,0.7173787081439507,0.1326537103768953,0.0,0.5393048496401394,11.016210899401027,5.100025717157963,3.2619282608095532,20.0,15.0,16.0,12.0,244.02108823052617,2203.7530209867637,21.20241637310245
22,3082,-6.248240897219519,6.248240897219519,6.248240897219519,True,1.7868830912514877,0.34599972254553135,0.7173787081439507,0.1326537103768953,0.0,0.5393048496401394,11.016210899401027,5.100025717157963,3.2619282608095532,20.0,15.0,16.0,12.0,244.02108823052617,2203.7530209867637,21.20241637310245
23,2660,-6.247065637567653,6.247065637567653,6.247065637567653,True,1.814709064393784,0.38211986840532464,0.6340019942527644,0.27688315256480645,0.0,0.41124384534360103,11.001485248480135,5.063709826974381,3.26602859167744,20.0,15.0,17.0,12.0,256.66374660787784,2838.2536355556085,34.75688248622987
24,3083,-6.247065637567653,6.247065637567653,6.247065637567653,True,1.814709064393784,0.38211986840532464,0.6340019942527644,0.27688315256480645,0.0,0.41124384534360103,11.001485248480135,5.063709826974381,3.26602859167744,20.0,15.0,17.0,12.0,256.66374660787784,2838.2536355556085,34.75688248622987
25,2938,-6.221033326950976,6.221033326950976,6.221033326950976,True,1.8144139967321078,0.3743338683607649,0.6108134283560012,0.2296297805503653,0.0,0.43622149416465206,11.109986282393397,7.2693620820362055,3.264236617146742,20.0,15.0,18.0,12.0,264.85155973257827,2189.3943457974747,0.3137902938753889
26,3084,-6.221033326950976,6.221033326950976,6.221033326950976,True,1.8144139967321078,0.3743338683607649,0.6108134283560012,0.2296297805503653,0.0,0.43622149416465206,11.109986282393397,7.2693620820362055,3.264236617146742,20.0,15.0,18.0,12.0,264.85155973257827,2189.3943457974747,0.3137902938753889
27,134,-6.213977465278349,6.213977465278349,6.213977465278349,True,1.7572510020573104,0.3604709044124637,0.8094462628261938,0.183666164020032,0.0,0.5268154259314264,11.046621501773629,4.5861282421715766,3.1087857550061013,20.0,15.0,20.0,11.0,253.1650677358569,2193.991290198811,20.93605607305056
28,3085,-6.213977465278349,6.213977465278349,6.213977465278349,True,1.7572510020573104,0.3604709044124637,0.8094462628261938,0.183666164020032,0.0,0.5268154259314264,11.046621501773629,4.5861282421715766,3.1087857550061013,20.0,15.0,20.0,11.0,253.1650677358569,2193.991290198811,20.93605607305056
29,2790,-6.202970724233718,6.202970724233718,6.202970724233718,True,1.7952538779208767,0.3650698165277194,0.5415629504175766,0.26841574616694186,0.0,0.4220704095126319,11.047536608936007,4.790885527237139,3.31542313168352,21.0,13.0,20.0,12.0,231.31383683333138,2520.090620334848,34.78805981309832
30,3086,-6.202970724233718,6.202970724233718,6.202970724233718,True,1.7952538779208767,0.3650698165277194,0.5415629504175766,0.26841574616694186,0.0,0.4220704095126319,11.047536608936007,4.790885527237139,3.31542313168352,21.0,13.0,20.0,12.0,231.31383683333138,2520.090620334848,34.78805981309832
31,2289,-6.19753461958981,6.19753461958981,6.19753461958981,True,1.7729196912915959,0.36217880214707476,0.6244312236559298,0.10308620653705523,0.0,0.3351938678191516,11.12040813756845,6.6596476477187005,3.279243699340208,20.0,15.0,20.0,15.0,246.30384343135412,2379.214850281561,29.23027573714907
32,3087,-6.19753461958981,6.19753461958981,6.19753461958981,True,1.7729196912915959,0.36217880214707476,0.6244312236559298,0.10308620653705523,0.0,0.3351938678191516,11.12040813756845,6.6596476477187005,3.279243699340208,20.0,15.0,20.0,15.0,246.30384343135412,2379.214850281561,29.23027573714907
33,429,-6.195233656841216,6.195233656841216,6.195233656841216,True,1.8084458454163101,0.35876182030905457,0.8132661454241725,0.24316148708359842,0.0,0.6072626946964632,11.212419157119072,6.714183908724472,3.261174507258578,20.0,15.0,21.0,13.5,248.05242795196608,2333.1367041142407,30.60215019397118
34,3088,-6.195233656841216,6.195233656841216,6.195233656841216,True,1.8084458454163101,0.35876182030905457,0.8132661454241725,0.24316148708359842,0.0,0.6072626946964632,11.212419157119072,6.714183908724472,3.261174507258578,20.0,15.0,21.0,13.5,248.05242795196608,2333.1367041142407,30.60215019397118
35,2324,-6.193884527127529,6.193884527127529,6.193884527127529,True,1.801275950251771,0.37467126030685693,0.6430035591133748,0.28945462709125414,0.0,0.3559253951536768,11.420091386971011,2.8514870473746665,3.239642997761835,20.0,15.0,20.0,15.0,239.50499398804357,2368.8610671513097,33.490993473446544
36,3089,-6.193884527127529,6.193884527127529,6.193884527127529,True,1.801275950251771,0.37467126030685693,0.6430035591133748,0.28945462709125414,0.0,0.3559253951536768,11.420091386971011,2.8514870473746665,3.239642997761835,20.0,15.0,20.0,15.0,239.50499398804357,2368.8610671513097,33.490993473446544
37,2263,-6.193469418279984,6.193469418279984,6.193469418279984,True,1.8265655536920278,0.36948954797254835,0.7763745140844778,0.08907150641960979,0.0,0.3735769567663919,11.793655085504845,6.117053912656249,3.1904204420291977,20.0,15.0,21.0,13.5,247.3222677364107,2276.6905745900353,37.77563181008814
38,3090,-6.193469418279984,6.193469418279984,6.193469418279984,True,1.8265655536920278,0.36948954797254835,0.7763745140844778,0.08907150641960979,0.0,0.3735769567663919,11.793655085504845,6.117053912656249,3.1904204420291977,20.0,15.0,21.0,13.5,247.3222677364107,2276.6905745900353,37.77563181008814
39,1536,-6.192851607611531,6.192851607611531,6.192851607611531,True,1.7564170292471317,0.39350266994687555,0.6425224413259253,0.1648962767463649,0.0,0.41492816779774067,11.45462996581766,2.863894057012512,3.335626992699415,20.0,15.0,19.0,12.0,238.843991076128,2366.7804524907924,36.244784251789454
40,3091,-6.192851607611531,6.192851607611531,6.192851607611531,True,1.7564170292471317,0.39350266994687555,0.6425224413259253,0.1648962767463649,0.0,0.41492816779774067,11.45462996581766,2.863894057012512,3.335626992699415,20.0,15.0,19.0,12.0,238.843991076128,2366.7804524907924,36.244784251789454
41,2729,-6.192366785251178,6.192366785251178,6.192366785251178,True,1.795586565465833,0.39237106484208184,0.6078293378436127,0.22808762803324023,0.0,0.4437546284249667,11.496694645883839,3.376835900939695,3.183388065297462,21.0,13.5,17.0,12.0,233.7479696240735,2382.6255188468954,26.97943850453669
42,3092,-6.192366785251178,6.192366785251178,6.192366785251178,True,1.795586565465833,0.39237106484208184,0.6078293378436127,0.22808762803324023,0.0,0.4437546284249667,11.496694645883839,3.376835900939695,3.183388065297462,21.0,13.5,17.0,12.0,233.7479696240735,2382.6255188468954,26.97943850453669
43,2057,-6.168577096186633,6.168577096186633,6.168577096186633,True,1.8261466934580448,0.394393386257189,0.4098494663760952,0.116573635853075,0.0,0.3649642402427999,11.39094641847413,3.5458973680828647,3.023222412855842,22.0,13.0,20.0,13.0,223.70772575045288,2332.731260965354,13.6705814932062
44,3093,-6.168577096186633,6.168577096186633,6.168577096186633,True,1.8261466934580448,0.394393386257189,0.4098494663760952,0.116573635853075,0.0,0.3649642402427999,11.39094641847413,3.5458973680828647,3.023222412855842,22.0,13.0,20.0,13.0,223.70772575045288,2332.731260965354,13.6705814932062
45,146,-6.160639399231339,6.160639399231339,6.160639399231339,True,1.7997646939166008,0.3802290084425365,0.6872253029186914,0.23679998213364217,0.0,0.45740183117376826,11.197999525414192,2.906560072680726,3.335980751531973,20.0,15.0,20.0,12.0,254.59092163364411,2477.0573761667374,4.222984896698314
46,3094,-6.160639399231339,6.160639399231339,6.160639399231339,True,1.7997646939166008,0.3802290084425365,0.6872253029186914,0.23679998213364217,0.0,0.45740183117376826,11.197999525414192,2.906560072680726,3.335980751531973,20.0,15.0,20.0,12.0,254.59092163364411,2477.0573761667374,4.222984896698314
47,2282,-6.156739594862201,6.156739594862201,6.156739594862201,True,1.8033640899503158,0.39082433081899604,0.5500154035966672,0.11006433971505529,0.0,0.40500281513863867,11.208689000166373,2.8918265449236493,3.3291561512914125,22.0,13.0,20.0,15.0,226.78766915562022,2131.627112827861,24.2573940723508
48,3095,-6.156739594862201,6.156739594862201,6.156739594862201,True,1.8033640899503158,0.39082433081899604,0.5500154035966672,0.11006433971505529,0.0,0.40500281513863867,11.208689000166373,2.8918265449236493,3.3291561512914125,22.0,13.0,20.0,15.0,226.78766915562022,2131.627112827861,24.2573940723508
49,455,-6.155531321503027,6.155531321503027,6.155531321503027,True,1.8281938051042657,0.3814768021425193,0.642175718779619,0.08831981181406727,0.0,0.47441194700272904,11.010552772489302,3.456268334823932,3.083139664307643,20.0,15.0,21.0,13.5,243.62848411703132,1937.9336329852015,18.029779759944997
50,3096,-6.155531321503027,6.155531321503027,6.155531321503027,True,1.8281938051042657,0.3814768021425193,0.642175718779619,0.08831981181406727,0.0,0.47441194700272904,11.010552772489302,3.456268334823932,3.083139664307643,20.0,15.0,21.0,13.5,243.62848411703132,1937.9336329852015,18.029779759944997
51,2223,-6.099990885600482,6.099990885600482,6.099990885600482,True,1.7435865133943569,0.3160108639510844,0.5929416264245705,0.22034826119426035,0.0,0.3466112117828604,11.250992936039221,1.9988808797135036,3.2750413119989954,20.0,15.0,20.0,15.0,255.33678608228428,2323.975948344209,33.01335241943442
52,3097,-6.099990885600482,6.099990885600482,6.099990885600482,True,1.7435865133943569,0.3160108639510844,0.5929416264245705,0.22034826119426035,0.0,0.3466112117828604,11.250992936039221,1.9988808797135036,3.2750413119989954,20.0,15.0,20.0,15.0,255.33678608228428,2323.975948344209,33.01335241943442
53,2299,-6.0946308757443095,6.0946308757443095,6.0946308757443095,True,1.8044304696112936,0.3846209068653425,0.7526931981846886,0.1109032930749775,0.0,0.363468748387822,11.272369517062245,2.2785741241764086,3.266776946832639,22.0,13.0,20.0,15.0,220.64386100830748,2132.6706144366444,37.22437634869988
54,3098,-6.0946308757443095,6.0946308757443095,6.0946308757443095,True,1.8044304696112936,0.3846209068653425,0.7526931981846886,0.1109032930749775,0.0,0.363468748387822,11.272369517062245,2.2785741241764086,3.266776946832639,22.0,13.0,20.0,15.0,220.64386100830748,2132.6706144366444,37.22437634869988
55,2641,-6.071323166075775,6.071323166075775,6.071323166075775,True,1.7574163582371236,0.3835097965445069,0.6760024948217327,0.17796614045047573,0.0,0.4224074610100778,11.375350917134634,1.82105329772852,3.202142543824859,20.0,15.0,17.0,12.0,248.36630475058698,2036.0392269562626,35.055527731899886
56,3099,-6.071323166075775,6.071323166075775,6.071323166075775,True,1.7574163582371236,0.3835097965445069,0.6760024948217327,0.17796614045047573,0.0,0.4224074610100778,11.375350917134634,1.82105329772852,3.202142543824859,20.0,15.0,17.0,12.0,248.36630475058698,2036.0392269562626,35.055527731899886
57,51,-6.0642600167767675,6.0642600167767675,6.0642600167767675,True,1.7804072399799689,0.3823127778554377,0.7178959750551971,0.10417117341287295,0.0,0.5542193411920665,11.180861947767164,1.707679262091954,3.238742753115355,20.0,15.0,20.0,15.0,237.53778743005572,2599.094888472283,22.041398410648778
58,3100,-6.0642600167767675,6.0642600167767675,6.0642600167767675,True,1.7804072399799689,0.3823127778554377,0.7178959750551971,0.10417117341287295,0.0,0.5542193411920665,11.180861947767164,1.707679262091954,3.238742753115355,20.0,15.0,20.0,15.0,237.53778743005572,2599.094888472283,22.041398410648778
59,2160,-6.00215091144611,6.00215091144611,6.00215091144611,True,1.7672342019611889,0.3907705359134482,0.5079180696504514,0.08016591204503756,0.0,0.4875681824401992,11.164682097661268,3.405735247831826,3.3148066643845606,21.0,13.5,21.0,12.0,227.33083311468363,2215.8553490035015,23.37149447112398
60,3101,-6.00215091144611,6.00215091144611,6.00215091144611,True,1.7672342019611889,0.3907705359134482,0.5079180696504514,0.08016591204503756,0.0,0.4875681824401992,11.164682097661268,3.405735247831826,3.3148066643845606,21.0,13.5,21.0,12.0,227.33083311468363,2215.8553490035015,23.37149447112398
61,2952,-1.6237440537873828,1.6237440537873828,1.6237440537873828,True,1.8204493402692776,0.3388449943978901,0.30182573637619087,0.26089147624519143,0.0,0.40614296817732526,11.256741183946895,5.698652070570781,3.2135224341739064,20.0,15.0,20.0,13.0,251.27166598396397,2363.509622833131,13.993505802757545
62,3102,-1.6237440537873828,1.6237440537873828,1.6237440537873828,True,1.8204493402692776,0.3388449943978901,0.30182573637619087,0.26089147624519143,0.0,0.40614296817732526,11.256741183946895,5.698652070570781,3.2135224341739064,20.0,15.0,20.0,13.0,251.27166598396397,2363.509622833131,13.993505802757545
63,389,3.4278439683216977,-3.4278439683216977,-3.4278439683216977,True,1.762976187543269,0.37960481144701474,0.6638729702057137,0.12174557895600119,0.0,0.46006151281994623,11.114522643445138,9.57900230809138,3.2685783512906514,20.0,15.0,20.0,15.0,232.3159820358657,2330.3850145156384,24.736979825502058
64,3103,3.4278439683216977,-3.4278439683216977,-3.4278439683216977,True,1.762976187543269,0.37960481144701474,0.6638729702057137,0.12174557895600119,0.0,0.46006151281994623,11.114522643445138,9.57900230809138,3.2685783512906514,20.0,15.0,20.0,15.0,232.3159820358657,2330.3850145156384,24.736979825502058
65,2295,3.4696741382836684,-3.4696741382836684,-3.4696741382836684,True,1.8232362821639412,0.32426902056555107,0.5145142747267306,0.18600727093740027,0.0,0.37743804992698304,11.414124921493602,10.808771870258841,3.08336329489516,20.0,15.0,19.0,12.0,243.68729809350103,2257.7608799106997,25.85026812905891
66,3104,3.4696741382836684,-3.4696741382836684,-3.4696741382836684,True,1.8232362821639412,0.32426902056555107,0.5145142747267306,0.18600727093740027,0.0,0.37743804992698304,11.414124921493602,10.808771870258841,3.08336329489516,20.0,15.0,19.0,12.0,243.68729809350103,2257.7608799106997,25.85026812905891
67,2158,3.5115706478904594,-3.5115706478904594,-3.5115706478904594,True,1.7330499481254107,0.3718164691258532,0.36043938041956736,0.20566473278432226,0.0,0.31323904931245744,11.165915446652924,10.142418883271688,3.303217700484929,20.0,15.0,20.0,15.0,242.38474169767792,2769.12628392944,38.09201176665333
68,3105,3.5115706478904594,-3.5115706478904594,-3.5115706478904594,True,1.7330499481254107,0.3718164691258532,0.36043938041956736,0.20566473278432226,0.0,0.31323904931245744,11.165915446652924,10.142418883271688,3.303217700484929,20.0,15.0,20.0,15.0,242.38474169767792,2769.12628392944,38.09201176665333
69,2504,3.58569383647853,-3.58569383647853,-3.58569383647853,True,1.7895985801334457,0.3603127598148508,0.6509407622364138,0.1370717436058383,0.0,0.5195139666983517,11.052062089050828,10.122139319105132,3.114442302893674,20.0,15.0,22.0,13.0,232.45165808496623,2201.9428405492345,39.65446085625264
70,3106,3.58569383647853,-3.58569383647853,-3.58569383647853,True,1.7895985801334457,0.3603127598148508,0.6509407622364138,0.1370717436058383,0.0,0.5195139666983517,11.052062089050828,10.122139319105132,3.114442302893674,20.0,15.0,22.0,13.0,232.45165808496623,2201.9428405492345,39.65446085625264
71,2966,3.5956794513952177,-3.5956794513952177,-3.5956794513952177,True,1.7371370236204702,0.358461505917551,0.7195496417557729,0.2259017955510919,0.0,0.5686665745522361,11.026016842824404,10.130372368740394,3.3664397833281945,20.0,15.0,17.0,12.0,263.91063476873853,2361.1279532505305,6.8068889170232705
72,3107,3.5956794513952177,-3.5956794513952177,-3.5956794513952177,True,1.7371370236204702,0.358461505917551,0.7195496417557729,0.2259017955510919,0.0,0.5686665745522361,11.026016842824404,10.130372368740394,3.3664397833281945,20.0,15.0,17.0,12.0,263.91063476873853,2361.1279532505305,6.8068889170232705
73,100,3.596568441796757,-3.596568441796757,-3.596568441796757,True,1.7048701693686874,0.3884383707374025,0.4891981066178461,0.17942693866806717,0.0,0.38338453695933516,11.150603521036917,8.768233149574902,3.35836048108104,20.0,13.0,19.0,12.0,253.35263528372238,2400.0924662338684,20.979468030796433
74,3108,3.596568441796757,-3.596568441796757,-3.596568441796757,True,1.7048701693686874,0.3884383707374025,0.4891981066178461,0.17942693866806717,0.0,0.38338453695933516,11.150603521036917,8.768233149574902,3.35836048108104,20.0,13.0,19.0,12.0,253.35263528372238,2400.0924662338684,20.979468030796433
75,2360,3.610714105178001,-3.610714105178001,-3.610714105178001,True,1.799066924507331,0.3728134034244361,0.5612233293836171,0.13721373591802183,0.0,0.5473570747775628,11.482143936381792,6.869669637248322,3.286367254471299,20.0,15.0,20.0,15.0,257.5290935693438,2363.380356585485,14.857601135977422
76,3109,3.610714105178001,-3.610714105178001,-3.610714105178001,True,1.799066924507331,0.3728134034244361,0.5612233293836171,0.13721373591802183,0.0,0.5473570747775628,11.482143936381792,6.869669637248322,3.286367254471299,20.0,15.0,20.0,15.0,257.5290935693438,2363.380356585485,14.857601135977422
77,2346,3.6164598319131107,-3.6164598319131107,-3.6164598319131107,True,1.782298032015289,0.37412305429801507,0.8333378697339029,0.153690909848942,0.0,0.3453851255217948,11.00127632863212,10.917549540071194,3.165195514599236,21.0,13.5,22.0,12.0,242.6668223464055,2225.7020151733095,18.010961836797115
78,3110,3.6164598319131107,-3.6164598319131107,-3.6164598319131107,True,1.782298032015289,0.37412305429801507,0.8333378697339029,0.153690909848942,0.0,0.3453851255217948,11.00127632863212,10.917549540071194,3.165195514599236,21.0,13.5,22.0,12.0,242.6668223464055,2225.7020151733095,18.010961836797115
79,2096,3.6206527154569477,-3.6206527154569477,-3.6206527154569477,True,1.8143011712610744,0.36925314175802554,0.7493520020504435,0.18943804941529468,0.0,0.4911053412375687,11.317063474493901,10.418349605015356,3.1775856346549363,22.0,13.0,21.0,13.5,232.0426181729669,1969.4307871084877,10.95936513076789
80,3111,3.6206527154569477,-3.6206527154569477,-3.6206527154569477,True,1.8143011712610744,0.36925314175802554,0.7493520020504435,0.18943804941529468,0.0,0.4911053412375687,11.317063474493901,10.418349605015356,3.1775856346549363,22.0,13.0,21.0,13.5,232.0426181729669,1969.4307871084877,10.95936513076789
81,2797,3.653082982706909,-3.653082982706909,-3.653082982706909,True,1.82234706392155,0.3548968645403466,0.5860495914948788,0.2323570334310336,0.0,0.5024155576647319,11.378146786868385,8.202318504161557,3.1694964792530023,20.0,15.0,17.0,12.0,257.0581246000145,2348.6407837738957,7.2572719094292495
82,3112,3.653082982706909,-3.653082982706909,-3.653082982706909,True,1.82234706392155,0.3548968645403466,0.5860495914948788,0.2323570334310336,0.0,0.5024155576647319,11.378146786868385,8.202318504161557,3.1694964792530023,20.0,15.0,17.0,12.0,257.0581246000145,2348.6407837738957,7.2572719094292495
83,2157,3.6591324721018994,-3.6591324721018994,-3.6591324721018994,True,1.7911693189331257,0.3647180155925912,0.8152483333061787,0.20402593940053376,0.0,0.3468541298174042,11.34828517787228,10.086788279055785,3.138585814439511,20.0,15.0,20.0,15.0,247.92182671085192,2171.3648876225284,5.794143521107422
84,3113,3.6591324721018994,-3.6591324721018994,-3.6591324721018994,True,1.7911693189331257,0.3647180155925912,0.8152483333061787,0.20402593940053376,0.0,0.3468541298174042,11.34828517787228,10.086788279055785,3.138585814439511,20.0,15.0,20.0,15.0,247.92182671085192,2171.3648876225284,5.794143521107422
85,2503,3.6835790532035437,-3.6835790532035437,-3.6835790532035437,True,1.6465934608837185,0.39328283660943486,0.8902865247178005,0.16610505318725294,0.0,0.4089014571430153,11.26408453821831,10.008153886069449,3.3718699077903462,20.0,15.0,20.0,13.0,247.07464270308088,2318.9992068388724,16.3082948512343
86,3114,3.6835790532035437,-3.6835790532035437,-3.6835790532035437,True,1.6465934608837185,0.39328283660943486,0.8902865247178005,0.16610505318725294,0.0,0.4089014571430153,11.26408453821831,10.008153886069449,3.3718699077903462,20.0,15.0,20.0,13.0,247.07464270308088,2318.9992068388724,16.3082948512343
87,2421,3.7150674879330703,-3.7150674879330703,-3.7150674879330703,True,1.8156852774632584,0.3553787272808184,0.6404264205708579,0.08764981267344485,0.0,0.36510544251997357,11.143916205350674,9.474081492623421,3.21247124393882,19.0,12.0,20.0,12.0,261.94213992056154,2033.900237299652,30.587349528278054
88,3115,3.7150674879330703,-3.7150674879330703,-3.7150674879330703,True,1.8156852774632584,0.3553787272808184,0.6404264205708579,0.08764981267344484,0.0,0.36510544251997357,11.143916205350674,9.474081492623421,3.21247124393882,19.0,12.0,20.0,12.0,261.94213992056154,2033.900237299652,30.58734952827805
89,3116,3.7150674879330703,-3.7150674879330703,-3.7150674879330703,True,1.8156852774632584,0.3553787272808184,0.6404264205708579,0.08764981267344485,0.0,0.36510544251997357,11.143916205350674,9.474081492623421,3.21247124393882,19.0,12.0,20.0,12.0,261.94213992056154,2033.900237299652,30.587349528278054
90,324,3.740664694886431,-3.740664694886431,-3.740664694886431,True,1.820375290202803,0.36163000336673,0.47590704191007926,0.19502703696273865,0.0,0.5832378871587213,11.689067768611228,10.467311830601627,3.3312959330155785,21.0,13.5,20.0,15.0,235.3779461222962,2295.257355625404,22.294991440330804
91,3117,3.740664694886431,-3.740664694886431,-3.740664694886431,True,1.820375290202803,0.36163000336673,0.47590704191007926,0.19502703696273865,0.0,0.5832378871587213,11.689067768611228,10.467311830601627,3.3312959330155785,21.0,13.5,20.0,15.0,235.3779461222962,2295.257355625404,22.294991440330804
92,344,3.743768310648151,-3.743768310648151,-3.743768310648151,True,1.8183317550890628,0.36583230572951875,0.7921563461986816,0.19342772885625298,0.0,0.5300591018762364,11.439915177663963,10.47690568917158,3.2876650351230134,21.0,13.0,20.0,15.0,231.70082576824058,2333.4087875049245,29.496710696318395
