score,objective,generation,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
6.297513744104741,-6.297513744104741,224,1.7367164619627762,0.3451429252447184,0.7682779995710951,0.19299185491297316,0.0,0.37654594717783973,11.13535554190927,6.668917105053055,3.1286835679647362,20.0,15.0,19.0,12.0,246.08978516808793,2259.9800444201533,21.488738827096068
6.270092721836089,-6.270092721836089,295,1.7275797420634686,0.36638729307696005,0.5738952874379359,0.17126566259400422,0.0,0.33765673828549364,10.633815295517856,7.019385603749836,3.2833597347653627,20.0,15.0,18.0,12.0,241.5654964772823,2396.5473624361143,29.353037567241955
6.267158693345919,-6.267158693345919,274,1.776495684776896,0.3612811783034233,0.5110556425885944,0.18736381878772695,0.0,0.3100745050178141,10.424254448446561,7.655004242279894,3.3287540719813324,20.0,15.0,17.0,12.0,272.41132227633284,2300.2014563347866,25.132978724788796
6.2601798370306065,-6.2601798370306065,270,1.819755986090506,0.3578780317749693,0.5955719148559098,0.14112640105216204,0.0,0.3369266895971124,10.68976251478796,5.9660781331798685,3.2243745524648366,21.0,13.5,22.0,13.0,221.76357563405793,1893.6788188345283,24.9772758309933
6.258870496448678,-6.258870496448678,294,1.7200422334725538,0.3929007754604748,0.43462342459172654,0.17107910659388406,0.0,0.3133182737683453,10.825571824975835,6.938595284030462,3.3589260706196367,21.0,13.5,20.0,13.0,234.38293054600624,2046.6567839470383,13.018253559985066
6.2584572640919625,-6.2584572640919625,218,1.755394074819291,0.3905531943633339,0.5349376690696503,0.17010452792904596,0.0,0.421356239603112,10.57530821654884,6.086868740930825,3.3438008606806706,20.0,15.0,17.0,12.0,244.74256083545447,2390.41571431406,28.109572720400617
6.258401867065265,-6.258401867065265,238,1.7693344873734829,0.3882361687966315,0.5843311871712707,0.19644302814565684,0.0,0.41330420700020476,10.74490320776109,5.752516197032867,3.1317642027937365,20.0,15.0,16.0,12.0,248.08379270390847,2174.1591465223123,29.315354400993115
6.251732026583908,-6.251732026583908,291,1.8026515820836384,0.3617590821337813,0.8302559611161981,0.2664895575915905,0.0,0.3878910104114674,10.943237949543525,5.12206692122682,3.180477813830044,20.0,15.0,19.0,12.0,239.62803995332288,1915.1396066888042,16.98836618574707
6.251444542593259,-6.251444542593259,293,1.764957098398594,0.332517204567239,0.5817608609560266,0.12701074970748466,0.0,0.35167722018552655,10.609891262458639,6.766892359986287,3.2061330482223163,20.0,15.0,20.0,13.0,242.19777781782173,1956.1231997213004,23.37097199460148
6.25080923382314,-6.25080923382314,285,1.7699580625523121,0.36810498185250007,0.8269346257906864,0.23000798785366555,0.0,0.4231438154449164,10.475729589621789,7.067189396053195,3.3188043674007437,20.0,15.0,18.0,12.0,253.4762418193497,2587.5237732814103,16.28388135344049
6.245708405488978,-6.245708405488978,297,1.7057516821790415,0.380412967808908,0.758191852564732,0.13578151007093647,0.0,0.3577965615809173,10.999862443754306,4.617882292143848,3.3699677518687237,20.0,15.0,18.0,12.0,239.10793328840396,2450.9595922003596,37.55413783400358
6.244970688101002,-6.244970688101002,297,1.8187421804502488,0.3512491481262756,0.6568492729954173,0.13448677165563178,0.0,0.34471158053042056,10.392716261867525,6.957245280767592,3.250548178666244,20.0,15.0,20.0,15.0,237.4093925965314,2628.119299728086,23.08118391019695
6.243750939657792,-6.243750939657792,236,1.7435802417528852,0.38464031924558006,0.7554369867064017,0.19872212691425323,0.0,0.4644839057060001,10.724820472273503,5.795014067015243,3.2517456006958243,20.0,15.0,17.0,12.0,229.95277535508083,2242.2957626748253,30.095163631947752
6.241365560582494,-6.241365560582494,197,1.740705850304801,0.3409067277155539,0.6711835238058653,0.14648675792203739,0.0,0.28942971275772716,9.946506824573516,7.371026705032637,3.3673011169751565,20.0,15.0,20.0,15.0,230.774317326628,1837.6737685900289,23.813173533540848
6.241365560582494,-6.241365560582494,251,1.740705850304801,0.3409067277155539,0.6711835238058653,0.14648675792203739,0.0,0.2894297127577271,9.946506824573516,7.371026705032637,3.3673011169751565,20.0,15.0,20.0,15.0,230.774317326628,1837.6737685900289,23.813173533540848
6.238157577931789,-6.238157577931789,272,1.7850370109685465,0.37844567164875026,0.4952447744684651,0.20919448130180598,0.0,0.3598650444558076,10.550804097488772,6.39657052301076,3.2054890314632702,20.0,15.0,16.0,12.0,262.9799462100143,1932.8089900504056,23.742357374044573
6.236098297058132,-6.236098297058132,259,1.7959031815877537,0.35309572477944917,0.6069404870803158,0.2803008993646036,0.0,0.3415080006022049,10.428354937515603,5.757743373693453,3.3539155584042675,20.0,15.0,20.0,15.0,226.0367867269029,2618.6312859360387,36.96893978318212
6.234541328563566,-6.234541328563566,256,1.8217333583771553,0.39052336236453944,0.5507796836582678,0.2555996353043715,0.0,0.5573506919423222,10.954778797532885,6.818574659458346,3.2070764579135993,20.0,15.0,20.0,15.0,242.83826101091705,2037.6337279803965,12.294638274787268
6.233688570929663,-6.233688570929663,236,1.7626278686642238,0.314993132256296,0.6496484455806549,0.25387795191009804,0.0,0.37234531656721476,10.77013056433192,5.3570772656445484,3.197070470263019,20.0,15.0,18.0,12.0,255.87436559254567,2670.59662619714,31.356523274945953
6.233658485715482,-6.233658485715482,291,1.7421512083527986,0.3881521670133271,0.487933807508833,0.22398212671407602,0.0,0.34192069659707514,10.712481883869973,5.630868937727369,3.045448543293446,20.0,15.0,19.0,12.0,244.10696179454496,1979.4045384334956,27.12233413144864
6.2319905053193985,-6.2319905053193985,267,1.824310151016672,0.3799188704935649,0.6622087682012132,0.17893816830773698,0.0,0.3731919808839555,10.293657606692314,5.8052083759975925,3.258019983096942,20.0,15.0,20.0,12.0,236.06558932480607,2852.943242060569,18.942519647088684
6.230065799824629,-6.230065799824629,265,1.799853508971471,0.3814811972049762,0.7805712014934327,0.17673177188252634,0.0,0.4254375955358736,10.621424307769178,5.702026311914076,3.376242336841731,21.0,13.5,20.0,15.0,223.82652852924397,2592.215183580411,17.7804715369722
6.228888303497601,-6.228888303497601,268,1.7550216366413476,0.3814677737973549,0.42015403788895545,0.1862665401390779,0.0,0.3320701400980606,10.227250117616265,6.0270600803568835,3.3317773653264355,20.0,15.0,21.0,12.0,239.92205312151455,2491.608122974366,30.193980721193043
6.226929958610541,-6.226929958610541,178,1.7843682834282206,0.3476579522700367,0.7074013512128523,0.22305394089628852,0.0,0.4386321751704444,10.582758304096044,5.7223530096831885,3.144648692150006,21.0,13.5,17.0,12.0,228.46846461814616,2714.2711911005326,24.464792487014194
6.214742015092535,-6.214742015092535,205,1.8188916292099764,0.39321409749552966,0.6001766369177959,0.15569640153364753,0.0,0.452191105567992,10.719544950592354,6.070428000495435,3.174180526823239,22.0,13.0,20.0,15.0,220.88776227685463,2446.5365618501883,13.324937861449078
6.214660625055307,-6.214660625055307,261,1.799853508971471,0.33037459527775814,0.7805712014934327,0.08236276723941553,0.0,0.4254375955358736,9.996242949803502,5.832254317792744,3.376242336841731,22.0,13.0,20.0,15.0,223.09171809680782,1811.8390647223537,17.7804715369722
6.214252834280397,-6.214252834280397,269,1.8228704713955297,0.3958319195465103,0.8498958377874948,0.1386002143761068,0.0,0.4052346245012325,10.81123518174646,5.727335129876684,3.1588172580666427,20.0,15.0,20.0,13.0,252.02649092166277,2102.5082362631797,31.283301506206563
6.213434155650156,-6.213434155650156,268,1.7866371216931742,0.3978430059833099,0.7419134335827389,0.2135683166990923,0.0,0.4160768121055528,10.314992159837608,5.762989091395516,3.2062670430243836,20.0,15.0,17.0,12.0,246.60475432162013,2773.0441459230265,25.892649615175742
6.211254731633674,-6.211254731633674,200,1.800582233892644,0.36690846482872796,0.7723494379654254,0.10918811859957314,0.0,0.34056779090922384,10.400477044330955,7.460710033209109,3.3503552314710863,20.0,15.0,20.0,15.0,221.6191188754601,2102.7054916156853,22.43716030656013
6.209762799666071,-6.209762799666071,298,1.8046246926243634,0.31991488182191913,0.5319181906091256,0.12257987895022289,0.0,0.3765068367537593,9.911223167553983,5.902638861740479,3.329622795177814,20.0,15.0,20.0,15.0,231.3191070729615,2570.849391705313,35.0738312818261
6.208667489763151,-6.208667489763151,290,1.7017308391107133,0.354689078924955,0.7461680095995352,0.1864721867764678,0.0,0.32344377448866923,10.731755637906184,7.101977708876352,3.1659343090361647,20.0,15.0,20.0,13.0,243.95701256207818,2378.3141941076633,26.599841247350007
6.208039415253713,-6.208039415253713,133,1.800455898306415,0.3519517516954333,0.7342977429164445,0.24485527813414487,0.0,0.5664515549882435,10.211301375796403,6.866348974787657,3.376030902718468,20.0,15.0,20.0,15.0,220.22364085748066,1813.1876336155747,36.66952569488923
6.206687290177927,-6.206687290177927,274,1.7271453138034867,0.304993256364909,0.6676724144197942,0.21693489059491147,0.0,0.4060890524526879,10.526271530624015,5.461534451226398,3.2550169318866766,20.0,15.0,17.0,12.0,248.5345486796707,2121.9037466944083,33.910719440335185
6.203662299260694,-6.203662299260694,296,1.7557019804542553,0.3302732919767683,0.5076955748699415,0.20739818320558912,0.0,0.32717888520164595,10.03296406529072,6.175976254308093,3.0925636108324595,20.0,15.0,17.0,12.0,243.89669685883808,2028.6065474854179,21.633908369983445
6.203135230998393,-6.203135230998393,205,1.798294833857117,0.3725954658063836,0.48347986901580486,0.11813261524337211,0.0,0.386550959267036,9.458828340794854,6.656997803274122,3.353246551741136,20.0,13.0,20.0,11.0,243.173959042289,1909.2157958389294,19.24049265049562
6.203135230998393,-6.203135230998393,261,1.798294833857117,0.3725954658063836,0.48347986901580486,0.11813261524337211,0.0,0.386550959267036,9.458828340794854,6.6569978032741215,3.353246551741136,20.0,13.0,20.0,11.0,243.173959042289,1909.2157958389294,19.24049265049562
6.200834312695566,-6.200834312695566,158,1.8091329889022827,0.383586327580661,0.3997084702309973,0.08024620062937855,0.0,0.5042748758213914,10.25661910795344,5.598749447621082,3.341170800739986,20.0,15.0,18.0,12.0,225.29330058498613,2956.9668355800045,26.930997042995102
6.2007825204963805,-6.2007825204963805,252,1.8044033226945004,0.39731275245547293,0.7447474119189896,0.24712402531587713,0.0,0.4461636805828412,10.091339754172896,7.7070869012017695,3.3448908134006063,20.0,15.0,20.0,15.0,236.1257079438923,1880.0835883390764,39.65171521618302
6.199909601238183,-6.199909601238183,290,1.7472589484075258,0.3593219259143789,0.7383526973501326,0.24324932951168293,0.0,0.4118157457459791,9.807998153270841,5.9101443590795535,3.3498851543010733,20.0,15.0,21.0,13.5,219.9504652041058,2286.460874020908,16.65739864946604
6.198684839582074,-6.198684839582074,259,1.7834516192091496,0.3264486281852297,0.5445302818741632,0.14774519188493102,0.0,0.3608318410100819,10.414979253926738,6.377177799980283,3.1717003529035175,20.0,15.0,20.0,15.0,242.80179381604717,1915.766706013625,30.431970802724905
6.198356524763269,-6.198356524763269,227,1.8156468329891866,0.37042587652689224,0.6235689597781564,0.18997409854640362,0.0,0.3390418435056708,10.561660426057516,4.44452953367825,3.0928185424897423,20.0,15.0,17.0,12.0,243.60361900061105,1772.8844752635803,19.146944191726057
6.1965064023757215,-6.1965064023757215,297,1.7387109589204128,0.30351788888135545,0.4810623619260429,0.12182667946992234,0.0,0.5099781914807033,10.426215971726023,7.205987216935034,3.2068410114658006,20.0,15.0,20.0,13.0,241.92662491592688,2166.3981805783546,33.1213349053882
6.195355676674251,-6.195355676674251,174,1.775632188918506,0.37757566062468567,0.44570509095987787,0.20337156005280554,0.0,0.5139815651959009,10.47620267716168,5.536245232462974,3.291740520953562,22.0,13.0,20.0,13.0,225.44406295958325,2520.647802120467,15.998840257642142
6.195168785814424,-6.195168785814424,292,1.82523822521644,0.325071583567084,0.6735349890207187,0.1657639228935139,0.0,0.43396543301493296,10.341437758388754,6.0646708204320765,3.1451808114973865,20.0,13.0,20.0,13.0,244.41814436829253,2056.261776579521,24.21836788893782
6.194237367903699,-6.194237367903699,192,1.8277562016092723,0.34919926335384843,0.7735701685761497,0.19566088144283542,0.0,0.5062446155693339,10.083342867429838,6.613902372011775,3.2662623866043847,20.0,15.0,22.0,13.0,221.9892422819139,1599.2941947145698,38.132965146832504
6.193969700899225,-6.193969700899225,289,1.7309354565996797,0.354689078924955,0.7456387494607026,0.22940452849555998,0.0,0.32344377448866923,10.52047786240718,6.483371969890997,3.0682488720775347,20.0,15.0,17.0,12.0,243.95701256207818,2378.3141941076633,18.54042960350081
