extra_shipping_containers,score,objective,generation,population_index,wing_span,wing_chord,tail_arm,nose_length,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
0,6.297513744104741,-6.297513744104741,224,0,1.7367164619627762,0.3451429252447184,0.7682779995710951,0.19299185491297316,0.37654594717783973,11.13535554190927,6.668917105053055,3.1286835679647362,20.0,15.0,19.0,12.0,246.08978516808793,2259.9800444201533,21.488738827096068
