niche_rank,population_index,official_score,optimization_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
1,2048,6.297513744104741,6.297513744104741,1.7367164619627762,0.3451429252447184,0.7682779995710951,0.19299185491297316,0.0,0.37654594717783973,11.13535554190927,6.668917105053055,3.1286835679647362,20.0,15.0,19.0,12.0,246.08978516808793,2259.9800444201533,21.488738827096068
2,3072,6.297513744104741,6.297513744104741,1.7367164619627762,0.3451429252447184,0.7682779995710951,0.19299185491297316,0.0,0.37654594717783973,11.13535554190927,6.668917105053055,3.1286835679647362,20.0,15.0,19.0,12.0,246.08978516808793,2259.9800444201533,21.488738827096068
3,2560,6.270092721836089,6.270092721836089,1.7275797420634686,0.36638729307696005,0.5738952874379359,0.17126566259400422,0.0,0.33765673828549364,10.633815295517856,7.019385603749836,3.2833597347653627,20.0,15.0,18.0,12.0,241.5654964772823,2396.5473624361143,29.353037567241955
4,3073,6.270092721836089,6.270092721836089,1.7275797420634686,0.36638729307696005,0.5738952874379359,0.17126566259400422,0.0,0.33765673828549364,10.633815295517856,7.019385603749836,3.2833597347653627,20.0,15.0,18.0,12.0,241.5654964772823,2396.5473624361143,29.353037567241955
5,1536,6.267158693345919,6.267158693345919,1.776495684776896,0.3612811783034233,0.5110556425885944,0.18736381878772695,0.0,0.3100745050178141,10.424254448446561,7.655004242279894,3.3287540719813324,20.0,15.0,17.0,12.0,272.41132227633284,2300.2014563347866,25.132978724788796
6,3074,6.267158693345919,6.267158693345919,1.776495684776896,0.3612811783034233,0.5110556425885944,0.18736381878772695,0.0,0.3100745050178141,10.424254448446561,7.655004242279894,3.3287540719813324,20.0,15.0,17.0,12.0,272.41132227633284,2300.2014563347866,25.132978724788796
