epoch,island,score,objective,duplicate,restarts,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
1,0,-6.593276571147207,6.593276571147207,False,0,1.7395927396075312,0.35013436327805986,0.8356252512734903,0.16722923439785772,0.0,0.266402831990736,8.938537988241631,7.733596100053676,2.9793547191288887,11.323781102038641,7.953766367069061,20.315050229693245,14.573125780835259,521.2458670590252,1926.6285311312338,15.209726169705391
1,1,5.966064619736208,-5.966064619736208,False,0,1.7006751542815564,0.26496311306099257,0.6382532755613721,0.11788925701614274,0.0,0.4446789210917407,8.304593933853564,6.188045258460897,3.355724775051656,19.531960127256262,14.791548900067625,23.392200867983956,13.48802500113073,208.3872268882461,1841.517020118706,39.98705929346258
1,2,5.749641289311441,-5.749641289311441,False,0,1.803584180442671,0.3866898354763217,0.3739410986074939,0.16426240419712862,0.0,0.3973649741491948,8.227093029153412,1.695953652949905,2.939554854422002,17.0,10.964059646473018,17.892178939419047,9.17076136494035,280.38440733216703,1631.5628811717033,1.5940891117000646
1,3,-5.287351536344482,5.287351536344482,False,0,1.648528394613464,0.22077614471690923,0.7728167962706203,0.13337271682451063,0.0,0.26196407415656675,8.130707950655216,7.355654683892206,2.602472043662078,17.46390840836753,9.463908408367528,18.019548008953308,10.179743036332386,306.75399715656465,2408.8721865195075,37.80409846168949
1,4,5.926992515207228,-5.926992515207228,False,0,1.7482165496856799,0.35912404484306415,0.7870489837638771,0.24979655734837658,0.0,0.46616198228449923,8.73674202245925,3.426209258075888,2.9613312283616633,20.380889825717304,15.362430817867402,16.776919372248,13.295172788340153,231.91593013942767,2623.510873849517,23.567277274420412
1,5,5.797132859470013,-5.797132859470013,False,0,1.6991378887939308,0.29154034112753885,0.6569270359342552,0.19953044572930917,0.0,0.27226979142243046,8.18248976979255,2.383533698972178,3.0432150509258844,18.152133604002444,11.571836799340396,18.76622702483739,12.258535805484348,272.1237911579981,2952.717128766192,33.99699727110161
2,0,5.265181442473622,-5.265181442473622,False,0,1.8045772766836188,0.34117415835391246,0.34406586855091403,0.1355795482140442,0.0,0.4373192198418151,8.113507850546988,6.615053051564657,2.8569788207856726,18.84536578443386,14.566411139398971,20.252263913695067,14.431668846685307,241.71913171506534,2366.912077777877,19.45132586144601
2,1,6.087934709437734,-6.087934709437734,False,0,1.8257518377038804,0.3498226599632913,0.7322229283195807,0.18602538960178233,0.0,0.5737084655462203,9.536997614163552,7.02040541377312,3.3420813030461574,20.30564875992026,15.182945110113511,20.401304888886692,15.506708244549086,246.74706294715503,2029.356415714985,33.29070918562504
2,2,6.023320231284213,-6.023320231284213,False,0,1.8144085792283642,0.39321943256821124,0.8304129200446801,0.11659425677414831,0.0,0.39791364584471894,9.319327735803085,4.549305395760233,3.066917208096427,17.964766587752745,11.280978835200019,21.039049030315994,15.917275244104104,260.2262996003552,1690.9219575359969,8.801462810328717
2,3,5.931254515642012,-5.931254515642012,False,0,1.6335180358719328,0.31191868754649277,0.3231092227874331,0.11432104412940207,0.0,0.2958312579684602,9.039373118883972,4.157256935384346,2.619751217925267,21.365660046343816,13.933239827777125,18.942561939855356,13.527316602480614,238.02683402956598,1762.9351963531662,5.05759440586986
