rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
1,2048,-6.297513744104741,6.297513744104741,6.297513744104741,True,1.7367164619627762,0.3451429252447184,0.7682779995710951,0.19299185491297316,0.0,0.37654594717783973,11.13535554190927,6.668917105053055,3.1286835679647362,20.0,15.0,19.0,12.0,246.08978516808793,2259.9800444201533,21.488738827096068
2,3072,-6.297513744104741,6.297513744104741,6.297513744104741,True,1.7367164619627762,0.3451429252447184,0.7682779995710951,0.19299185491297316,0.0,0.37654594717783973,11.13535554190927,6.668917105053055,3.1286835679647362,20.0,15.0,19.0,12.0,246.08978516808793,2259.9800444201533,21.488738827096068
3,2560,-6.270092721836089,6.270092721836089,6.270092721836089,True,1.7275797420634686,0.36638729307696005,0.5738952874379359,0.17126566259400422,0.0,0.33765673828549364,10.633815295517856,7.019385603749836,3.2833597347653627,20.0,15.0,18.0,12.0,241.5654964772823,2396.5473624361143,29.353037567241955
4,3073,-6.270092721836089,6.270092721836089,6.270092721836089,True,1.7275797420634686,0.36638729307696005,0.5738952874379359,0.17126566259400422,0.0,0.33765673828549364,10.633815295517856,7.019385603749836,3.2833597347653627,20.0,15.0,18.0,12.0,241.5654964772823,2396.5473624361143,29.353037567241955
5,1536,-6.267158693345919,6.267158693345919,6.267158693345919,True,1.776495684776896,0.3612811783034233,0.5110556425885944,0.18736381878772695,0.0,0.3100745050178141,10.424254448446561,7.655004242279894,3.3287540719813324,20.0,15.0,17.0,12.0,272.41132227633284,2300.2014563347866,25.132978724788796
6,3074,-6.267158693345919,6.267158693345919,6.267158693345919,True,1.776495684776896,0.3612811783034233,0.5110556425885944,0.18736381878772695,0.0,0.3100745050178141,10.424254448446561,7.655004242279894,3.3287540719813324,20.0,15.0,17.0,12.0,272.41132227633284,2300.2014563347866,25.132978724788796
7,1024,-6.2601798370306065,6.2601798370306065,6.2601798370306065,True,1.819755986090506,0.3578780317749693,0.5955719148559098,0.14112640105216204,0.0,0.3369266895971124,10.68976251478796,5.9660781331798685,3.2243745524648366,21.0,13.5,22.0,13.0,221.76357563405793,1893.6788188345283,24.9772758309933
8,3075,-6.2601798370306065,6.2601798370306065,6.2601798370306065,True,1.819755986090506,0.3578780317749693,0.5955719148559098,0.14112640105216204,0.0,0.3369266895971124,10.68976251478796,5.9660781331798685,3.2243745524648366,21.0,13.5,22.0,13.0,221.76357563405793,1893.6788188345283,24.9772758309933
9,2903,-6.258870496448678,6.258870496448678,6.258870496448678,True,1.7200422334725538,0.3929007754604748,0.43462342459172654,0.17107910659388406,0.0,0.3133182737683453,10.825571824975835,6.938595284030462,3.3589260706196367,21.0,13.5,20.0,13.0,234.38293054600624,2046.6567839470383,13.018253559985066
10,3076,-6.258870496448678,6.258870496448678,6.258870496448678,True,1.7200422334725538,0.3929007754604748,0.43462342459172654,0.17107910659388406,0.0,0.3133182737683453,10.825571824975835,6.938595284030462,3.3589260706196367,21.0,13.5,20.0,13.0,234.38293054600624,2046.6567839470383,13.018253559985066
11,1863,-6.2584572640919625,6.2584572640919625,6.2584572640919625,True,1.755394074819291,0.3905531943633339,0.5349376690696503,0.17010452792904596,0.0,0.421356239603112,10.57530821654884,6.086868740930825,3.3438008606806706,20.0,15.0,17.0,12.0,244.74256083545447,2390.41571431406,28.109572720400617
12,3077,-6.2584572640919625,6.2584572640919625,6.2584572640919625,True,1.755394074819291,0.3905531943633339,0.5349376690696503,0.17010452792904596,0.0,0.421356239603112,10.57530821654884,6.086868740930825,3.3438008606806706,20.0,15.0,17.0,12.0,244.74256083545447,2390.41571431406,28.109572720400617
13,2836,-6.258401867065265,6.258401867065265,6.258401867065265,True,1.7693344873734829,0.3882361687966315,0.5843311871712707,0.19644302814565684,0.0,0.41330420700020476,10.74490320776109,5.752516197032867,3.1317642027937365,20.0,15.0,16.0,12.0,248.08379270390847,2174.1591465223123,29.315354400993115
14,3078,-6.258401867065265,6.258401867065265,6.258401867065265,True,1.7693344873734829,0.3882361687966315,0.5843311871712707,0.19644302814565684,0.0,0.41330420700020476,10.74490320776109,5.752516197032867,3.1317642027937365,20.0,15.0,16.0,12.0,248.08379270390847,2174.1591465223123,29.315354400993115
15,2689,-6.251732026583908,6.251732026583908,6.251732026583908,True,1.8026515820836384,0.3617590821337813,0.8302559611161981,0.2664895575915905,0.0,0.3878910104114674,10.943237949543525,5.12206692122682,3.180477813830044,20.0,15.0,19.0,12.0,239.62803995332288,1915.1396066888042,16.98836618574707
16,3079,-6.251732026583908,6.251732026583908,6.251732026583908,True,1.8026515820836384,0.3617590821337813,0.8302559611161981,0.2664895575915905,0.0,0.3878910104114674,10.943237949543525,5.12206692122682,3.180477813830044,20.0,15.0,19.0,12.0,239.62803995332288,1915.1396066888042,16.98836618574707
17,2849,-6.251444542593259,6.251444542593259,6.251444542593259,True,1.764957098398594,0.332517204567239,0.5817608609560266,0.12701074970748466,0.0,0.35167722018552655,10.609891262458639,6.766892359986287,3.2061330482223163,20.0,15.0,20.0,13.0,242.19777781782173,1956.1231997213004,23.37097199460148
18,3080,-6.251444542593259,6.251444542593259,6.251444542593259,True,1.764957098398594,0.332517204567239,0.5817608609560266,0.12701074970748466,0.0,0.35167722018552655,10.609891262458639,6.766892359986287,3.2061330482223163,20.0,15.0,20.0,13.0,242.19777781782173,1956.1231997213004,23.37097199460148
19,2174,-6.25080923382314,6.25080923382314,6.25080923382314,True,1.7699580625523121,0.36810498185250007,0.8269346257906864,0.23000798785366555,0.0,0.4231438154449164,10.475729589621789,7.067189396053195,3.3188043674007437,20.0,15.0,18.0,12.0,253.4762418193497,2587.5237732814103,16.28388135344049
20,3081,-6.25080923382314,6.25080923382314,6.25080923382314,True,1.7699580625523121,0.36810498185250007,0.8269346257906864,0.23000798785366555,0.0,0.4231438154449164,10.475729589621789,7.067189396053195,3.3188043674007437,20.0,15.0,18.0,12.0,253.4762418193497,2587.5237732814103,16.28388135344049
21,2894,-6.245708405488978,6.245708405488978,6.245708405488978,True,1.7057516821790415,0.380412967808908,0.758191852564732,0.13578151007093647,0.0,0.3577965615809173,10.999862443754306,4.617882292143848,3.3699677518687237,20.0,15.0,18.0,12.0,239.10793328840396,2450.9595922003596,37.55413783400358
22,3082,-6.245708405488978,6.245708405488978,6.245708405488978,True,1.7057516821790415,0.380412967808908,0.758191852564732,0.13578151007093647,0.0,0.3577965615809173,10.999862443754306,4.617882292143848,3.3699677518687237,20.0,15.0,18.0,12.0,239.10793328840396,2450.9595922003596,37.55413783400358
23,2807,-6.244970688101002,6.244970688101002,6.244970688101002,True,1.8187421804502488,0.3512491481262756,0.6568492729954173,0.13448677165563178,0.0,0.34471158053042056,10.392716261867525,6.957245280767592,3.250548178666244,20.0,15.0,20.0,15.0,237.4093925965314,2628.119299728086,23.08118391019695
24,3083,-6.244970688101002,6.244970688101002,6.244970688101002,True,1.8187421804502488,0.3512491481262756,0.6568492729954173,0.13448677165563178,0.0,0.34471158053042056,10.392716261867525,6.957245280767592,3.250548178666244,20.0,15.0,20.0,15.0,237.4093925965314,2628.119299728086,23.08118391019695
25,3051,-6.243750939657792,6.243750939657792,6.243750939657792,True,1.7435802417528852,0.38464031924558006,0.7554369867064017,0.19872212691425323,0.0,0.4644839057060001,10.724820472273503,5.795014067015243,3.2517456006958243,20.0,15.0,17.0,12.0,229.95277535508083,2242.2957626748253,30.095163631947752
26,3084,-6.243750939657792,6.243750939657792,6.243750939657792,True,1.7435802417528852,0.38464031924558006,0.7554369867064017,0.19872212691425323,0.0,0.4644839057060001,10.724820472273503,5.795014067015243,3.2517456006958243,20.0,15.0,17.0,12.0,229.95277535508083,2242.2957626748253,30.095163631947752
27,512,-6.241365560582494,6.241365560582494,6.241365560582494,True,1.740705850304801,0.3409067277155539,0.6711835238058653,0.14648675792203739,0.0,0.2894297127577271,9.946506824573516,7.371026705032637,3.3673011169751565,20.0,15.0,20.0,15.0,230.774317326628,1837.6737685900289,23.813173533540848
28,3085,-6.241365560582494,6.241365560582494,6.241365560582494,True,1.740705850304801,0.3409067277155539,0.6711835238058653,0.14648675792203739,0.0,0.28942971275772716,9.946506824573516,7.371026705032637,3.3673011169751565,20.0,15.0,20.0,15.0,230.774317326628,1837.6737685900289,23.813173533540848
29,3086,-6.241365560582494,6.241365560582494,6.241365560582494,True,1.740705850304801,0.3409067277155539,0.6711835238058653,0.14648675792203739,0.0,0.2894297127577271,9.946506824573516,7.371026705032637,3.3673011169751565,20.0,15.0,20.0,15.0,230.774317326628,1837.6737685900289,23.813173533540848
30,1996,-6.238157577931789,6.238157577931789,6.238157577931789,True,1.7850370109685465,0.37844567164875026,0.4952447744684651,0.20919448130180598,0.0,0.3598650444558076,10.550804097488772,6.39657052301076,3.2054890314632702,20.0,15.0,16.0,12.0,262.9799462100143,1932.8089900504056,23.742357374044573
31,3087,-6.238157577931789,6.238157577931789,6.238157577931789,True,1.7850370109685465,0.37844567164875026,0.4952447744684651,0.20919448130180598,0.0,0.3598650444558076,10.550804097488772,6.39657052301076,3.2054890314632702,20.0,15.0,16.0,12.0,262.9799462100143,1932.8089900504056,23.742357374044573
32,849,-6.236098297058132,6.236098297058132,6.236098297058132,True,1.7959031815877537,0.35309572477944917,0.6069404870803158,0.2803008993646036,0.0,0.3415080006022049,10.428354937515603,5.757743373693453,3.3539155584042675,20.0,15.0,20.0,15.0,226.0367867269029,2618.6312859360387,36.96893978318212
33,3088,-6.236098297058132,6.236098297058132,6.236098297058132,True,1.7959031815877537,0.35309572477944917,0.6069404870803158,0.2803008993646036,0.0,0.3415080006022049,10.428354937515603,5.757743373693453,3.3539155584042675,20.0,15.0,20.0,15.0,226.0367867269029,2618.6312859360387,36.96893978318212
34,855,-6.234541328563566,6.234541328563566,6.234541328563566,True,1.8217333583771553,0.39052336236453944,0.5507796836582678,0.2555996353043715,0.0,0.5573506919423222,10.954778797532885,6.818574659458346,3.2070764579135993,20.0,15.0,20.0,15.0,242.83826101091705,2037.6337279803965,12.294638274787268
35,3089,-6.234541328563566,6.234541328563566,6.234541328563566,True,1.8217333583771553,0.39052336236453944,0.5507796836582678,0.2555996353043715,0.0,0.5573506919423222,10.954778797532885,6.818574659458346,3.2070764579135993,20.0,15.0,20.0,15.0,242.83826101091705,2037.6337279803965,12.294638274787268
36,2662,-6.233688570929663,6.233688570929663,6.233688570929663,True,1.7626278686642238,0.314993132256296,0.6496484455806549,0.25387795191009804,0.0,0.37234531656721476,10.77013056433192,5.3570772656445484,3.197070470263019,20.0,15.0,18.0,12.0,255.87436559254567,2670.59662619714,31.356523274945953
