generation,island,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,feasible_population_fraction,finite_energy_relative_std,best_objective,best_score,global_best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
1,0,1024,45.90668360001291,22.306120148476854,2524.86759800071,nan,0.833984375,0.5132591852949543,8.106548425846169,-8.106548425846169,-8.106548425846169,1.3749030636046082,0.32945004347711804,0.45612241588532926,0.24114915337413545,0.0,0.3638084570569917,2.1214891547137142,1.6195886407260005,3.0620701409674975,10.0,7.0,13.0,6.5,573.9447890780866,1589.354021474719,23.594241328537464
2,0,1536,53.39345290001074,28.76757198820702,1939.9621220337237,nan,0.857421875,0.5195337045933368,8.106548425846169,-8.106548425846169,-8.106548425846169,1.3749030636046082,0.32945004347711804,0.45612241588532926,0.24114915337413545,0.0,0.3638084570569917,2.1214891547137142,1.6195886407260005,3.0620701409674975,10.0,7.0,13.0,6.5,573.9447890780866,1589.354021474719,23.594241328537464
3,0,2048,62.08839780000562,32.98522868309246,1676.3867406001516,nan,0.884765625,0.5482613842085782,8.074523823431718,-8.074523823431718,-8.074523823431718,1.5158951830037115,0.2243607686068011,0.4397389452823157,0.26591479709549903,0.0,0.38341634279607095,1.390882161689241,1.0811911494119997,3.271285121126683,20.0,10.0,10.0,6.0,500.8677942628707,1699.6633410453796,20.54049635928749
4,0,2560,74.63470530000632,34.30039670833648,1597.1826934201354,nan,0.90234375,0.5493920078577117,8.074523823431718,-8.074523823431718,-8.074523823431718,1.5158951830037115,0.2243607686068011,0.4397389452823157,0.26591479709549903,0.0,0.38341634279607095,1.390882161689241,1.0811911494119997,3.271285121126683,20.0,10.0,10.0,6.0,500.8677942628707,1699.6633410453796,20.54049635928749
5,0,3072,87.76624850000371,35.002065742844984,1550.537056833399,nan,0.923828125,0.5360248454401776,8.074523823431718,-8.074523823431718,-8.074523823431718,1.5158951830037115,0.2243607686068011,0.4397389452823157,0.26591479709549903,0.0,0.38341634279607095,1.390882161689241,1.0811911494119997,3.271285121126683,20.0,10.0,10.0,6.0,500.8677942628707,1699.6633410453796,20.54049635928749
6,0,3584,98.23233070000424,36.484932959041004,1473.4849605000636,nan,0.943359375,0.5294332520072058,8.074523823431718,-8.074523823431718,-8.074523823431718,1.5158951830037115,0.2243607686068011,0.4397389452823157,0.26591479709549903,0.0,0.38341634279607095,1.390882161689241,1.0811911494119997,3.271285121126683,20.0,10.0,10.0,6.0,500.8677942628707,1699.6633410453796,20.54049635928749
7,0,4096,109.09448690000863,37.545435304665936,1418.2283297001125,nan,0.951171875,0.5490001572779636,8.074523823431718,-8.074523823431718,-8.074523823431718,1.5158951830037115,0.2243607686068011,0.4397389452823157,0.26591479709549903,0.0,0.38341634279607095,1.390882161689241,1.0811911494119997,3.271285121126683,20.0,10.0,10.0,6.0,500.8677942628707,1699.6633410453796,20.54049635928749
8,0,4608,120.58161390000896,38.21478126691135,1379.9895813001026,nan,0.962890625,0.5544601851386854,5.973434582853708,-5.973434582853708,-5.973434582853708,1.2970590301561058,0.30470298387518197,0.6143766403968539,0.18566200542179606,0.0,0.18771520573590147,4.31525238539409,1.630897011998103,3.289438700834353,16.0,12.0,13.0,8.0,344.1694116817318,2223.523196923977,26.786892591284083
9,0,5120,131.7698909000028,38.85561386618627,1344.0528871800284,nan,0.974609375,0.5551357044936519,5.973434582853708,-5.973434582853708,-5.973434582853708,1.2970590301561058,0.30470298387518197,0.6143766403968539,0.18566200542179606,0.0,0.18771520573590147,4.31525238539409,1.630897011998103,3.289438700834353,16.0,12.0,13.0,8.0,344.1694116817318,2223.523196923977,26.786892591284083
10,0,5632,142.14339880000625,39.621959567212436,1305.13484352733,nan,0.98046875,0.5469916709093147,5.973434582853708,-5.973434582853708,-5.973434582853708,1.2970590301561058,0.30470298387518197,0.6143766403968539,0.18566200542179606,0.0,0.18771520573590147,4.31525238539409,1.630897011998103,3.289438700834353,16.0,12.0,13.0,8.0,344.1694116817318,2223.523196923977,26.786892591284083
11,1,6656,191.48864790001244,34.75924068081306,1458.2597032385563,nan,0.87109375,0.526172055586456,5.497044960953475,-5.497044960953475,-5.497044960953475,1.5470274672798814,0.29066711258143185,0.4346410978585482,0.22464062515646216,0.0,0.3790117071133106,0.5547981443117322,0.45937901794029834,1.6560730372329016,10.0,6.0,10.0,8.0,478.4060772508383,2594.258025288582,16.2295925244689
12,1,7168,198.5878720000037,36.094852761199164,1390.115104000026,nan,0.890625,0.5418502429192273,5.497044960953475,-5.497044960953475,-5.497044960953475,1.5470274672798814,0.29066711258143185,0.4346410978585482,0.22464062515646216,0.0,0.3790117071133106,0.5547981443117322,0.45937901794029834,1.6560730372329016,10.0,6.0,10.0,8.0,478.4060772508383,2594.258025288582,16.2295925244689
13,1,7680,205.57131110000773,37.35929862442615,1329.3611451133834,nan,0.90625,0.5499023453877787,5.497044960953475,-5.497044960953475,-5.497044960953475,1.5470274672798814,0.29066711258143185,0.4346410978585482,0.22464062515646216,0.0,0.3790117071133106,0.5547981443117322,0.45937901794029834,1.6560730372329016,10.0,6.0,10.0,8.0,478.4060772508383,2594.258025288582,16.2295925244689
14,1,8192,212.7601263000106,38.50345524070875,1276.5607578000638,nan,0.9140625,0.5648957953050735,5.497044960953475,-5.497044960953475,-5.497044960953475,1.5470274672798814,0.29066711258143185,0.4346410978585482,0.22464062515646216,0.0,0.3790117071133106,0.5547981443117322,0.45937901794029834,1.6560730372329016,10.0,6.0,10.0,8.0,478.4060772508383,2594.258025288582,16.2295925244689
15,1,8704,220.1260719999991,39.54097722690493,1230.1162847058774,nan,0.935546875,0.5879691662881475,5.497044960953475,-5.497044960953475,-5.497044960953475,1.5470274672798814,0.29066711258143185,0.4346410978585482,0.22464062515646216,0.0,0.3790117071133106,0.5547981443117322,0.45937901794029834,1.6560730372329016,10.0,6.0,10.0,8.0,478.4060772508383,2594.258025288582,16.2295925244689
16,1,9216,228.66972480001277,40.302667998835524,1194.1641184000666,nan,0.94140625,0.5940046800840164,5.392044259591956,-5.392044259591956,-5.392044259591956,1.6565982081282884,0.28464809368185073,0.730785053947401,0.1997247746690119,0.0,0.3165121776588992,5.156164594011501,4.315204233434328,3.201595927010178,11.0,7.0,17.0,12.0,419.4053866058147,2781.0061555758894,23.610280587718364
17,1,9728,235.86578420001024,41.243794783523235,1154.5009437158396,nan,0.947265625,0.5998529188368628,5.042735662405287,-5.042735662405287,-5.042735662405287,1.7713229143002565,0.2337288576229643,0.4841049259490998,0.22773282041742943,0.0,0.20145720551743757,5.785900484302493,0.8165530107247854,2.12789903501431,15.0,8.0,17.0,12.0,327.3854973926889,2075.3816102434207,4.770561867801039
18,1,10240,248.42451419999998,41.21976461532314,1142.7527653199998,nan,0.958984375,0.588290995550158,5.042735662405287,-5.042735662405287,-5.042735662405287,1.7713229143002565,0.2337288576229643,0.4841049259490998,0.22773282041742943,0.0,0.20145720551743757,5.785900484302493,0.8165530107247854,2.12789903501431,15.0,8.0,17.0,12.0,327.3854973926889,2075.3816102434207,4.770561867801039
19,1,10752,258.09975459999987,41.65831159608551,1118.432269933333,nan,0.9609375,0.5721691727190947,5.042735662405287,-5.042735662405287,-5.042735662405287,1.7713229143002565,0.2337288576229643,0.4841049259490998,0.22773282041742943,0.0,0.20145720551743757,5.785900484302493,0.8165530107247854,2.12789903501431,15.0,8.0,17.0,12.0,327.3854973926889,2075.3816102434207,4.770561867801039
20,1,11264,269.713390600009,41.762850464865366,1103.3729615454913,nan,0.962890625,0.5732386258262476,5.042735662405287,-5.042735662405287,-5.042735662405287,1.7713229143002565,0.2337288576229643,0.4841049259490998,0.22773282041742943,0.0,0.20145720551743757,5.785900484302493,0.8165530107247854,2.12789903501431,15.0,8.0,17.0,12.0,327.3854973926889,2075.3816102434207,4.770561867801039
21,2,12288,320.0994744000054,38.38806678152981,1173.6980728000199,nan,0.83984375,0.530867170818715,4.983329219047701,-4.983329219047701,-4.983329219047701,1.8050831154599787,0.369163962751627,0.8273213993757964,0.24832651752978563,0.0,0.11496200064569712,4.115511256343497,3.8961737223846225,2.6112304440624,20.0,13.0,17.0,10.0,317.5896533764899,2283.2173444330692,32.88119051605463
22,2,12800,330.2037917000125,38.76394009317948,1149.1091951160436,nan,0.86328125,0.5137472347163651,4.983329219047701,-4.983329219047701,-4.983329219047701,1.8050831154599787,0.369163962751627,0.8273213993757964,0.24832651752978563,0.0,0.11496200064569712,4.115511256343497,3.8961737223846225,2.6112304440624,20.0,13.0,17.0,10.0,317.5896533764899,2283.2173444330692,32.88119051605463
23,2,13312,346.16624140000204,38.45551185511968,1145.0114138615452,nan,0.892578125,0.5308970169397514,4.983329219047701,-4.983329219047701,-4.983329219047701,1.8050831154599787,0.369163962751627,0.8273213993757964,0.24832651752978563,0.0,0.11496200064569712,4.115511256343497,3.8961737223846225,2.6112304440624,20.0,13.0,17.0,10.0,317.5896533764899,2283.2173444330692,32.88119051605463
24,2,13824,363.0851030000049,38.07371849128113,1143.0456946296451,nan,0.916015625,0.5379252821581183,-5.3381475450320615,5.3381475450320615,5.3381475450320615,1.3552573158235364,0.3619350131355301,0.37453167557263245,0.27831234163450763,0.0,0.2631391428480626,5.879891034708967,0.19581132984523997,2.7140961787361677,16.0,12.0,13.0,10.0,275.11881492592374,2349.6145912126253,35.77050847974654
25,2,14336,373.431745400012,38.38988028359396,1120.295236200036,nan,0.9296875,0.5407971067697899,-5.3381475450320615,5.3381475450320615,5.3381475450320615,1.3552573158235364,0.3619350131355301,0.37453167557263245,0.27831234163450763,0.0,0.2631391428480626,5.879891034708967,0.19581132984523997,2.7140961787361677,16.0,12.0,13.0,10.0,275.11881492592374,2349.6145912126253,35.77050847974654
26,2,14848,383.714570000011,38.69542926138972,1098.2175624138247,nan,0.939453125,0.5383340519280326,-5.3381475450320615,5.3381475450320615,5.3381475450320615,1.3552573158235364,0.3619350131355301,0.37453167557263245,0.27831234163450763,0.0,0.2631391428480626,5.879891034708967,0.19581132984523997,2.7140961787361677,16.0,12.0,13.0,10.0,275.11881492592374,2349.6145912126253,35.77050847974654
27,2,15360,394.1056593000103,38.97431979860838,1077.2221354200283,nan,0.9453125,0.5441754881368076,-5.3381475450320615,5.3381475450320615,5.3381475450320615,1.3552573158235364,0.3619350131355301,0.37453167557263245,0.27831234163450763,0.0,0.2631391428480626,5.879891034708967,0.19581132984523997,2.7140961787361677,16.0,12.0,13.0,10.0,275.11881492592374,2349.6145912126253,35.77050847974654
28,2,15872,404.65388540001004,39.22364413802712,1057.3214424968003,nan,0.95703125,0.5334517850871868,-5.3381475450320615,5.3381475450320615,5.3381475450320615,1.3552573158235364,0.3619350131355301,0.37453167557263245,0.27831234163450763,0.0,0.2631391428480626,5.879891034708967,0.19581132984523997,2.7140961787361677,16.0,12.0,13.0,10.0,275.11881492592374,2349.6145912126253,35.77050847974654
29,2,16384,415.22175060000154,39.458433900259024,1038.0543765000039,nan,0.958984375,0.5445722408544688,-5.3381475450320615,5.3381475450320615,5.3381475450320615,1.3552573158235364,0.3619350131355301,0.37453167557263245,0.27831234163450763,0.0,0.2631391428480626,5.879891034708967,0.19581132984523997,2.7140961787361677,16.0,12.0,13.0,10.0,275.11881492592374,2349.6145912126253,35.77050847974654
30,2,16896,425.09891630000493,39.74604345515666,1017.661042051527,nan,0.96484375,0.5575239992598924,-5.3381475450320615,5.3381475450320615,5.3381475450320615,1.3552573158235364,0.3619350131355301,0.37453167557263245,0.27831234163450763,0.0,0.2631391428480626,5.879891034708967,0.19581132984523997,2.7140961787361677,16.0,12.0,13.0,10.0,275.11881492592374,2349.6145912126253,35.77050847974654
31,3,17920,471.0408465000073,38.04340989354035,1036.289862300016,nan,0.84375,0.5119451893943063,5.887784530971892,-5.887784530971892,5.3381475450320615,1.7895018267326055,0.3382422830536962,0.8124090766534209,0.2246562679670751,6.0,0.10355550386868417,0.22336153989444973,0.2205415594722453,2.4270584619528535,10.0,8.0,11.0,8.5,373.8788593094796,2473.2112903147936,20.953271239995956
32,3,18432,478.4508160000114,38.524336010327886,1010.0628337778018,nan,0.869140625,0.5190034981505253,5.887784530971892,-5.887784530971892,5.3381475450320615,1.7895018267326055,0.3382422830536962,0.8124090766534209,0.2246562679670751,6.0,0.10355550386868417,0.22336153989444973,0.2205415594722453,2.4270584619528535,10.0,8.0,11.0,8.5,373.8788593094796,2473.2112903147936,20.953271239995956
33,3,18944,484.26111990000936,39.11939080286184,981.6103781756947,nan,0.89453125,0.5245029880044965,5.887784530971892,-5.887784530971892,5.3381475450320615,1.7895018267326055,0.3382422830536962,0.8124090766534209,0.2246562679670751,6.0,0.10355550386868417,0.22336153989444973,0.2205415594722453,2.4270584619528535,10.0,8.0,11.0,8.5,373.8788593094796,2473.2112903147936,20.953271239995956
34,3,19456,489.9778299000027,39.70791903782807,954.1673529631631,nan,0.904296875,0.528607045127863,5.887784530971892,-5.887784530971892,5.3381475450320615,1.7895018267326055,0.3382422830536962,0.8124090766534209,0.2246562679670751,6.0,0.10355550386868417,0.22336153989444973,0.2205415594722453,2.4270584619528535,10.0,8.0,11.0,8.5,373.8788593094796,2473.2112903147936,20.953271239995956
