score,objective,generation,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
5.763199516606509,-5.763199516606509,92,1.788451306001178,0.1814529119683276,0.49005641171155484,0.22314163731385284,0.0,0.4100933277605101,7.428393693322542,4.7955853964556665,2.8136906853383756,20.0,15.0,22.0,13.0,231.0295662397389,1984.4993524116353,38.410493912345146
5.703706794513918,-5.703706794513918,97,1.7682455875411163,0.3980248646939003,0.6227344541553451,0.1227168686331569,0.0,0.4384917547272081,7.288459799614186,2.132476423564258,3.2893825017577685,20.0,15.0,21.0,13.5,215.13183766537014,1394.5765478136177,7.072128780601544
5.597205516049058,-5.597205516049058,99,1.8287095506384174,0.36539491241188227,0.7944827845582427,0.11536108905384987,0.0,0.22193141037671965,7.346829999929204,0.684798895611916,3.2228663828383084,20.0,15.0,20.0,15.0,252.96694596436174,2178.457392559525,12.67685814897915
5.596107516361112,-5.596107516361112,91,1.7400216806895588,0.21167770324684854,0.6520249673419323,0.29225855962474423,0.0,0.5087758712142323,5.654384095118401,5.469509640897996,2.9012495646228196,21.0,13.5,20.0,12.0,237.94353403713018,1802.1825328790362,27.320221726149757
5.502352507462389,-5.502352507462389,93,1.7858707354254792,0.27291246612065195,0.8172979445469801,0.18156709818678407,0.0,0.44423746668395503,5.585105847240731,3.286360896688686,2.5025137503668975,20.0,13.0,21.0,13.5,234.2514469839981,2191.588958499695,34.53141545634632
5.453799496689637,-5.453799496689637,96,1.709562701616099,0.22174377804305775,0.6531885355674893,0.09817245720310062,0.0,0.2858357661508305,5.698298207575632,2.284418396261433,2.32670540059837,20.0,15.0,18.0,12.0,244.00610890850825,1251.6328546518166,10.93150098032165
5.3381475450320615,-5.3381475450320615,24,1.3552573158235364,0.3619350131355301,0.37453167557263245,0.27831234163450763,0.0,0.2631391428480626,5.879891034708967,0.19581132984523997,2.7140961787361677,16.0,12.0,13.0,10.0,275.11881492592374,2349.6145912126253,35.77050847974654
5.3381475450320615,-5.3381475450320615,75,1.3552573158235364,0.3619350131355301,0.37453167557263245,0.27831234163450763,0.0,0.2631391428480626,5.879891034708968,0.19581132984523997,2.7140961787361677,16.0,12.0,13.0,10.0,275.11881492592374,2349.6145912126253,35.77050847974654
5.335129215908269,-5.335129215908269,67,1.5697400072556593,0.3815409188653447,0.6870532621830843,0.24797753210583276,0.0,0.4421080247050073,5.933593654927554,0.26813910514152184,2.1937518075014237,15.0,10.0,16.0,12.0,283.9606203467948,1416.485166134944,8.717973916887365
5.321169005034666,-5.321169005034666,99,1.41430631705529,0.34830213139373883,0.6359969209256607,0.19465203378942586,0.0,0.5039780657464544,4.258080601363897,2.7736035751271473,3.249547158065556,17.0,12.0,16.0,12.0,247.038761416101,2306.9467227343107,5.734559645543058
5.274423550701186,-5.274423550701186,60,1.6000874574590245,0.24412339380838366,0.5986789457940186,0.08193018355486427,0.0,0.18337670201507894,5.290187901434292,0.6419478615291379,2.114468204659901,20.0,15.0,20.0,12.0,244.53304146431176,1842.7622892709026,4.9897100730138355
5.274423550701186,-5.274423550701186,95,1.6000874574590245,0.24412339380838366,0.5986789457940186,0.08193018355486427,0.0,0.1833767020150789,5.290187901434292,0.6419478615291379,2.114468204659901,20.0,15.0,20.0,12.0,244.53304146431176,1842.7622892709026,4.9897100730138355
5.204097127353459,-5.204097127353459,67,1.538239898842839,0.32060808755895426,0.8290042313702222,0.29678080149434927,0.0,0.39647724326141176,4.4430171806242225,0.7860673446539046,3.191509855249504,20.0,12.0,13.0,10.0,336.60098407417536,1166.6880639387123,37.50358650869569
5.180464899799784,-5.180464899799784,74,1.7340665877434103,0.21251635133669497,0.5137453189839087,0.24459683806723198,0.0,0.14064441784424953,4.54584707258297,0.2476864123500473,2.326511062951421,15.0,10.0,16.0,10.0,288.82825291775885,1914.3499169921079,2.786856096102163
5.101933658043452,-5.101933658043452,79,1.6819988330929465,0.250084184415449,0.4246980645027415,0.26714318468130166,0.0,0.2878817170627205,3.5417548754390538,0.6092703028992617,3.2873104843057015,20.0,15.0,14.0,8.5,327.620233884286,1358.6042759663478,21.924592697374337
