extra_shipping_containers,score,objective,generation,population_index,wing_span,wing_chord,tail_arm,nose_length,sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
0,-28.71475,28.71475,4,0,1.4185984595279366,0.3417149394995508,0.3880628456869603,0.2925106507690819,14.246191677946415,1.1352094195857236,22.188333945021775,12.874373791331085,266.78040185750297,2729.347069990052,0.8117477003743047,0.9656039002130512
1,-28.975,28.975,5,25,1.4884958761441163,0.27945739286130217,0.6213502521618954,0.15306863808053184,9.525728137343837,3.3814251205366745,17.576067833056353,11.121524036714074,315.30245927834227,2937.7526266310347,0.9516374278987468,0.8780731528744433
2,-29.05325,29.05325,2,0,1.441580955256743,0.2901353580358663,0.7121316624847722,0.23297174284234642,8.105233380405174,2.56626316891613,22.908447942924774,11.05803069061714,312.08509686623427,2655.271565321599,0.895387396243623,0.8311313525204763
3,-34.08150912154923,34.08150912154923,4,7,1.4924827181126206,0.356716945402981,0.5754573112084158,0.2471275736546913,15.238473606571961,3.3559115476654924,22.586671657743338,14.843478246346049,297.2744322765582,2568.630266030321,0.6170922443270683,0.8778307077968774
4,-33.76903976155114,33.76903976155114,3,24,1.4441404963819666,0.37223432998097017,0.5183529483658252,0.20402544711894638,7.457714124767147,1.28318040484285,17.94491764581863,10.21381632450506,353.55067630810527,1235.6836394112224,0.7846919405801368,0.7664386409620726
5,-41.0306651030074,41.0306651030074,2,11,1.5042092745059465,0.34259985001583154,0.7705609967742864,0.22282956808331017,13.613501358410165,1.8891285158352393,22.004106366622846,14.037213974017654,417.9606406358595,2998.0554688462394,0.8179999817130434,0.9650950622744858
6,-38.579459933877466,38.579459933877466,1,28,0.9686515878383071,0.3312876162279865,0.7819858897657597,0.10986181071906531,7.0937970841174485,3.128539458848536,23.720505121164024,12.27064401563257,253.65893312782254,2522.756096047245,0.9020315916277468,0.7204812164418399
10,-59.46503862649762,59.46503862649762,3,18,1.0563068034238636,0.3692217016005119,0.7969448292997503,0.19219919459419982,9.840920892645233,2.1998536854361874,23.109354450426373,14.39744298929762,402.56175655864917,2143.294665255066,0.9242112817918586,0.7541515378221486
