battery_cell_count,run_dir,score,ground_score,m1_score,m2_score,m3_score,nominal_voltage_v,battery_capacity_ah,nominal_energy_wh,usable_energy_wh,battery_internal_resistance_ohm,battery_mass_kg,motor_kv_rpm_per_v,motor_max_power_w,prop_diameter_in,prop_pitch_in,cruise_throttle,mission3_cruise_throttle,ducks_num,pucks_num,banner_length_m,wing_span_m,wing_chord_m,m1_mass_kg,m2_mass_kg,m3_mass_kg,m1_lap_time_s,m2_lap_time_s,m3_lap_time_s,nfev,nit,success
6,data_dump\prop\battery_cell_fixed_post_joint_smoke\comparison_20260903_182407\6S\run_20260903_182407,0.07861635220125786,0.07861635220125786,0.0,0.0,0.0,22.200000000000003,3.805237698480849,84.47627690627486,71.80483537033363,0.020498062455110135,0.6521925038211367,468.0441315992422,1715.0686403183533,10.139929671050098,5.4701780026241,0.9333633268374384,0.9651739240174109,55,12,3.021839295947342,1.3588865088727327,0.29056418609986895,3.463495096430125,6.493495096430113,3.810229059617287,inf,inf,inf,16,1,False
