case_id,design_wing_span,design_wing_chord,design_tail_arm,design_nose_length,design_ducks_num,design_pucks_num,design_banner_length,design_batt_capacity,coarse_status,coarse_velocity,coarse_alpha,coarse_elevator_deflection,coarse_elapsed_seconds,full_status,full_velocity,full_alpha,full_elevator_deflection,full_elapsed_seconds,full_error
59,1.3444063858357151,0.15903441131421822,0.6831197645903312,0.09766267517156559,4,4,4.554771069353696,3.0281065047688287,ok,30.472709386814472,-0.09195481535153092,0.1828165860600003,0.026469399919733405,ok,30.465815247221247,0.02244385334735165,0.07566207571346037,1.9357590000145137,
60,1.1200860673947355,0.12051821113583024,0.6768324617598674,0.256000616080893,10,10,2.841807475264613,6.657619239096672,ok,30.70088436748973,1.169037115328291,2.2230274245252506,0.011791599914431572,ok,30.57214702789956,1.0134453653183462,0.992738074318902,1.1288058999925852,
61,1.6495584570973858,0.2618231232980291,0.5172706124974045,0.2230883521725282,7,2,1.906103524074867,4.948769189388544,ok,29.54537603673801,-1.030280044380867,-0.5586650609399958,0.010992800118401647,ok,29.622926452890614,-0.9923971671109786,-0.6911177924115957,1.4778380000498146,
62,1.416096559028324,0.13013128007480132,0.6711912212307236,0.2732473178195343,7,4,2.2891388300501756,8.992703059982228,ok,30.575969448008458,0.16369331952454058,1.2482556480923452,0.0785616000648588,ok,30.47016406798011,0.21594804923738892,0.6811552017912248,2.123744999989867,
63,1.3563222226167393,0.1375085434429208,0.5300587401282153,0.1250351726032849,7,9,2.0539314738596786,3.802365048543349,ok,30.536409010040913,0.15826552861604518,0.9192073157187945,0.026976200053468347,ok,30.544662716823847,0.21288047739898885,0.5307057505395043,1.8825707999058068,
64,1.105140905620612,0.2607977278697609,0.5736165379520801,0.11501426167778528,6,10,2.0337510822378073,7.533527389681508,ok,30.0586516232994,-0.3185292991995179,-1.0995909227255154,0.02350780018605292,ok,30.120778901308714,-0.29726194300336556,-1.009780161048185,2.2669742999132723,
65,1.016830461958723,0.23726759785457618,0.6030703571408425,0.16662964269225153,10,9,3.5762567497600477,7.909421889387507,ok,30.23289278709357,0.01605784830760708,-1.1662430850300716,0.024494900135323405,ok,30.228592980045402,0.09199332266563348,-1.0095424747685802,5.350961900083348,
66,0.8077972555813339,0.27735525751253387,0.31559696431709516,0.13453997342350646,6,10,1.008410190688996,7.796455766698738,ok,29.80724033711235,0.7906605986856603,-2.1735063589924626,0.02874869992956519,error,,,,,RuntimeError: Cruise trim did not converge.
67,0.9667700003962402,0.12095907824588309,0.3931738773494078,0.15804087843029058,6,8,1.5410433473712122,7.917233153289105,ok,30.668616181694084,1.6725734898514104,2.4005655754337236,0.018128100084140897,error,,,,,RuntimeError: Cruise trim did not converge.
68,1.7347105727103673,0.3316582562965953,0.4012408201129648,0.18058432934062363,6,2,3.8646349691103445,4.37273750363981,ok,28.642826891493844,-1.042494325834799,-0.8002482078389503,0.034873400116339326,ok,28.9511121360383,-1.0896862507356233,-0.9397355419587855,2.3058896001894027,
69,1.5068138589082034,0.27738665417305935,0.7223965805489412,0.1395650077088281,6,3,4.939792819011492,7.144993682115699,ok,29.75117252329229,-1.0401598757519899,-0.6003343755820694,0.025628700153902173,ok,29.754571814379315,-1.0499412868082172,-0.5895578789796264,2.159884699853137,
70,1.6127547644678648,0.33024350486988957,0.5370597681753257,0.11397167000459993,10,5,2.672692271359676,4.811767300278741,ok,29.10597090812044,-1.1182239253150308,-0.7116682734773383,0.0317868001293391,ok,29.27424458878916,-1.192010049765569,-0.8014647000040143,1.4919201000593603,
71,1.0923010619308924,0.2695212957777199,0.6960851839538766,0.1588493446843225,3,8,0.6916993782371033,4.498999047521609,ok,30.090810338032266,-0.3821876340839589,-1.0889112837423727,0.013503799913451076,ok,30.081183822838117,-0.37543151453249846,-0.9452542373015889,1.1079490999691188,
72,1.5254119005116873,0.18924030744958334,0.8134554126496696,0.11778612853522319,8,3,1.9488329358167233,3.5725858810205184,ok,30.253632142240903,-0.6702680178014435,-0.1924976339508709,0.013321799924597144,ok,30.2205470170832,-0.5236989800208961,-0.10961183225369267,1.0810372999403626,
73,1.1329264949450704,0.3466626386726483,0.8332175743748333,0.2868610803618798,5,9,2.283070689378265,5.111374756650234,ok,29.778243108164503,-0.7854705120986414,-0.9771954778018975,0.015010299859568477,ok,29.66787724949896,-0.941120851891251,-0.8676218075036785,1.0853309000376612,
74,1.0701887451276098,0.23841434740764467,0.44485318191358886,0.09934720833025312,9,7,1.4306280554113135,4.250592687896261,ok,30.10491743941509,-0.06014796939732553,-1.1350129128208455,0.011432900093495846,ok,30.206459235914025,0.001765932471675188,-1.0705118616796454,1.0763217001222074,
75,1.103923084516297,0.27042509907312406,0.5989247832176172,0.0821085894119336,5,3,4.115780864097531,4.459181857506103,ok,30.026526205094804,-0.3701845684682512,-1.1104329181909316,0.0135345000308007,ok,30.098839282530456,-0.37074004168696084,-1.0186594021086148,1.0350084998644888,
76,0.8175641646933959,0.15389567918420763,0.7909642128576746,0.12515129037993114,10,9,0.7772149269593001,5.061663618831,ok,30.581588681820687,1.8914251859034146,0.0910877020282136,0.012593500083312392,ok,30.422815422976672,1.8168112080954733,-0.6330550226842171,1.0613629999570549,
77,0.9578373940619953,0.16722200999682987,0.40756707796981567,0.12297818731033042,6,1,3.952424318240564,7.263952664847168,ok,30.493482734342493,0.8837397753273256,-0.3087133263367904,0.011071099899709225,ok,30.486260225201235,0.9072309118479156,-0.38639331489446177,1.0581596998963505,
78,0.8907387541512712,0.2551262945961752,0.7580507257359492,0.10044863710034531,10,8,4.5524388398385085,8.640747687144493,ok,30.244037163434776,0.26579097300379506,-1.4878198654091854,0.011730500031262636,ok,30.197668579648838,0.3510693866567651,-1.2787996785817881,0.9103418998420238,
79,1.7443272100266605,0.14943431334119514,0.6200797511070293,0.09870354114245165,10,9,2.7834812252804495,5.753591442610647,ok,30.293397407005905,-0.5862178050471418,0.5410541071221844,0.011919999960809946,ok,30.319406231889268,-0.4065060659736233,0.3859073284507348,0.9845136001240462,
80,1.225997211625364,0.272105821045055,0.8672367731561348,0.2888958753565824,6,1,1.3572155885445414,8.669885213059665,ok,30.065205045876606,-0.7022316569104592,-0.8382205674740483,0.012290999991819263,ok,29.933922200786903,-0.7027892833776794,-0.672959026461834,0.9865021000150591,
81,0.9106623874061545,0.3119660368808371,0.8790328215544683,0.09859394883433281,4,8,1.5722310615029815,2.5679367458770113,ok,30.064322630719403,-0.1632788305037505,-1.4111708344718377,0.010616600047796965,ok,29.99429928792376,-0.20295522716839,-1.2167178746941905,1.0189899001270533,
82,0.8002304272867174,0.1704152447138786,0.5687466748167305,0.08555458880435533,8,9,3.787096656158564,8.49297342075237,ok,30.501845153108583,1.6572237889962824,-0.7235153569080811,0.012806899845600128,ok,30.426591493905185,1.6524656060249034,-0.9714629180536877,1.1350957998074591,
83,1.2604794747544696,0.2942292077121137,0.8066835660720169,0.17992893784062652,4,5,1.5946884079337744,1.62028427518459,ok,29.913003899836895,-0.8224283269222804,-0.8313615229839204,0.011507799848914146,ok,29.859230317877913,-0.878059778775485,-0.7140744139425093,1.1430903000291437,
84,1.0194546695460072,0.2705032863287191,0.32525409601722516,0.2762097571944014,6,3,4.3275533738522105,3.6093088576144026,ok,29.773130695970806,0.07666677455203139,-1.5354736244610176,0.014586100121960044,ok,29.887011373171177,0.12067734715087464,-1.5486923235535883,1.1257114000618458,
85,0.8408887209204187,0.29419722657240654,0.4839408968959107,0.14071591653062976,5,4,2.6220585882401846,6.649308124861816,ok,29.927567129965706,0.37463836175344,-1.8687615801837056,0.012872799998149276,error,,,,,RuntimeError: Cruise trim did not converge.
86,1.6085325491044655,0.24184742318391145,0.3880823056967712,0.24002277033459413,3,9,4.913787010519416,3.924109939654732,ok,29.55981607239574,-0.8488376337106249,-0.594480352120131,0.01850349991582334,ok,29.698634070968353,-0.7748177421147974,-0.7704623100618582,1.4014391999226063,
87,1.3416271698219848,0.12422510768524868,0.3677029040728769,0.2513169126855348,9,4,2.5899735472957985,8.395002202861535,ok,30.553125264671564,0.35237604638910797,1.7144926775595657,0.013646600069478154,ok,30.524213337530615,0.3500458420486621,1.1489950594067697,1.1735106001142412,
88,1.026569463302428,0.15994743805532385,0.3279042577662588,0.20901610295100614,4,6,0.8370735225980817,8.357226395788977,ok,30.47536899571093,0.7017772703930781,0.03178253560428732,0.014570300001651049,ok,30.444946231118468,0.7293748994188876,-0.024818992105497817,1.2226121998392045,
89,0.8710303265677257,0.15516629536870735,0.49126136019836286,0.23543096167370148,7,1,3.660744294979262,6.622961730424588,ok,30.56502231110295,1.4863328757381342,0.054825262757146255,0.017864800058305264,ok,30.44538114124125,1.438884830196514,-0.3157887533907902,1.2559648000169545,
90,0.9257221633306942,0.33723177331926624,0.7843801343525142,0.10706982155982817,8,3,2.6514146860938688,6.257120162571583,ok,29.918766532765012,-0.2773309263429562,-1.3882350901186868,0.012951100012287498,ok,29.89775079535142,-0.37905047417163307,-1.270142009514895,1.1371569999027997,
91,0.9799799272104017,0.3202848824256345,0.5535125393592637,0.16617630797754862,4,6,1.0265758253257562,5.974287606387358,ok,29.806388277503775,-0.2246938120839253,-1.4451337206490962,0.011932499939575791,ok,29.883280270607937,-0.2845426342014067,-1.4221266856712318,1.7739024001639336,
92,1.4690323544643857,0.26679798447406655,0.8425260656227445,0.08722121397257508,5,4,0.8005958204750911,6.71916207635905,ok,29.90158011558784,-1.004268105674003,-0.5787048768844781,0.015638699987903237,ok,29.873504557988536,-1.0022979585176102,-0.482584287684205,1.3903405000455678,
93,0.8900770422990986,0.14676413655364454,0.34011368564326544,0.23764223555753183,3,4,3.6450488974959403,2.8391266523556586,ok,30.563516450661304,1.4593278736160888,0.5460825203929344,0.016451000003144145,ok,30.459964501796968,1.3833831207894718,0.20467726790563565,1.2308167999144644,
94,0.9882932693761615,0.32522264944493995,0.7095557993702838,0.11381057167948566,9,1,2.1202209753290635,2.6686526870033225,ok,29.899560854631396,-0.36520918935903446,-1.304558124011851,0.011885100044310093,ok,29.916030644255027,-0.45972894459890495,-1.2026929991623418,1.3708758000284433,
95,1.4683848012265948,0.1518378006627898,0.42427078585965333,0.13397384019079056,4,5,1.2962529033025925,3.4262321970581846,ok,30.359448464191495,-0.2299742099825176,0.45952835467669073,0.02522269985638559,ok,30.41384036093346,-0.10234418696285887,0.3035515832286064,1.7026388000231236,
96,1.4530380326706873,0.27375861354023023,0.35675833393307277,0.18599687088377387,7,9,3.509568689108998,3.1242539817243906,ok,29.39735205467395,-0.7088482753743514,-0.8919113991965145,0.02012640004977584,ok,29.619591619310306,-0.6917420964745579,-1.0459778960440578,1.5636267999652773,
97,1.4958871554918929,0.3376617087934902,0.4667127252206018,0.22633971592768148,5,2,1.5489761779531845,7.1103425078774976,ok,29.06198491429844,-0.9512359534937993,-0.8931505270646002,0.018261600052937865,ok,29.253350539925535,-1.0379983548273088,-0.9838618075793358,1.4914466000627726,
98,0.8871007306289505,0.29897780583833644,0.5354125566350298,0.23171497980391131,9,1,2.955544045502728,8.038249910122524,ok,29.940269295845603,0.14048987854988604,-1.67906366960905,0.024046099977567792,ok,29.95763897108906,0.172331050407318,-1.6339659649817802,1.9757371000014246,
99,0.9300073104250001,0.19914926870530616,0.46568431614443184,0.15465598782441398,10,1,1.3875730737915601,2.0419732853764865,ok,30.373135480085033,0.6416264407406509,-1.0474193987656406,0.05712749995291233,ok,30.361916124710024,0.7270017677281948,-0.9333092381082622,2.015928199980408,
100,0.8835950111554547,0.20279507455984053,0.386531975242702,0.14026544439648453,3,3,3.865291362235674,4.7610583740987344,ok,30.321055055221166,0.8160878257017907,-1.2232538645492734,0.018775900127366185,ok,30.32210673002067,0.9008546676480773,-1.0971635244808882,1.7127306000329554,
101,1.3908188663871994,0.29403194531832133,0.7323022576847911,0.19164851139754566,3,9,3.80054846031386,4.079876015655662,ok,29.766036845009687,-0.9648299679865595,-0.7218902903693097,0.02496400009840727,ok,29.74396205257865,-1.0106221214746451,-0.6833577892848868,1.5586294999811798,
102,0.9560612945379239,0.31735463329028035,0.7127668470720707,0.09100715175240567,4,7,0.7889225156837216,2.7928561421295717,ok,29.95232106340905,-0.25404220820807744,-1.3767928372599967,0.019358000019565225,ok,29.970949570853428,-0.3222730238936505,-1.2608398472368734,1.6843314000871032,
103,0.8764448596442322,0.30615875502270073,0.815217331171467,0.1797822263865258,8,3,1.450909612892917,7.083988728413591,ok,30.06986898983008,-0.0011999162707302699,-1.5300110831064777,0.012339900014922023,ok,29.9808000736363,0.0052277412233808305,-1.3732349021289978,1.8884765000548214,
104,1.6473498747424302,0.29693303669123916,0.7675498773861431,0.17783052713787312,3,3,3.936767053105098,5.394738684571124,ok,29.533885908284464,-1.229166449980682,-0.511177261805811,0.017766099888831377,ok,29.501299475702215,-1.254997069125309,-0.5322236404456298,1.4274526999797672,
105,1.4965860140789777,0.31407703694373595,0.7465737403054356,0.22681651322489277,5,1,3.86198862480715,4.850228930337615,ok,29.56415310712606,-1.1285564187995432,-0.6433817491033702,0.015723699936643243,ok,29.525363334956975,-1.1965517091752143,-0.6394806036380836,1.2439484000205994,
106,1.5504837361710289,0.24591633455300588,0.3529911304010262,0.22518176677121626,5,6,2.348190830000653,3.0955311870532087,ok,29.520347718952916,-0.7641865606397512,-0.6876334473232305,0.01327649992890656,ok,29.695059115912862,-0.6979902065622018,-0.8647905504660596,1.389132000040263,
107,1.4579640630730393,0.1458571538283369,0.7256214716518858,0.23966436373183858,7,9,4.245267060250576,3.3501277638233407,ok,30.491343140116996,-0.14224614775062314,0.5859010465734805,0.015013399999588728,ok,30.400675531710316,-0.01693859953639884,0.3383625537451432,1.205752900103107,
108,1.3980976171182946,0.27366892468055454,0.8580976929611281,0.15019445193437903,7,8,2.7933727667653265,1.2778798560980875,ok,29.929055943988885,-0.9505083904973746,-0.6518463901399181,0.013650600099936128,ok,29.86614625017548,-0.9620995007933502,-0.5343123402855501,1.5389796998351812,
