generation,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,best_objective,best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
1,256,4.938932799967006,51.83305996828104,71.61452559952158,0.0,-1.5,1.5,1.1110119932014495,0.3401652028784156,0.8799688311293721,0.158264943882823,5.0,21.762287344305904,1.2885943478904665,21.357169896364212,10.759822368621826,488.88731887564063,1793.6371471732855,0.8883133032359183,0.9301246982067823
2,384,6.181603000033647,62.11980937596767,57.69496133364737,0.0,-1.5,1.5,1.1110119932014495,0.3401652028784156,0.8799688311293721,0.158264943882823,5.0,21.762287344305904,1.2885943478904665,21.357169896364212,10.759822368621826,488.88731887564063,1793.6371471732855,0.8883133032359183,0.9301246982067823
3,512,7.321442699991167,69.93157236627935,49.419738224940374,0.0,-1.5,1.5,1.1110119932014495,0.3401652028784156,0.8799688311293721,0.158264943882823,5.0,21.762287344305904,1.2885943478904665,21.357169896364212,10.759822368621826,488.88731887564063,1793.6371471732855,0.8883133032359183,0.9301246982067823
4,640,8.85673200013116,72.26141651237975,46.05500640068203,0.0,-1.5,1.5,1.1110119932014495,0.3401652028784156,0.8799688311293721,0.158264943882823,5.0,21.762287344305904,1.2885943478904665,21.357169896364212,10.759822368621826,488.88731887564063,1793.6371471732855,0.8883133032359183,0.9301246982067823
5,768,10.112171200104058,75.9480812579693,42.13404666710024,0.0,-1.5,1.5,1.1110119932014495,0.3401652028784156,0.8799688311293721,0.158264943882823,5.0,21.762287344305904,1.2885943478904665,21.357169896364212,10.759822368621826,488.88731887564063,1793.6371471732855,0.8883133032359183,0.9301246982067823
6,896,11.407950600143522,78.54171458182222,39.112973486206364,1.796211010452365e-06,-1.5,1.5,1.1110119932014495,0.3401652028784156,0.8799688311293721,0.158264943882823,5.0,21.762287344305904,1.2885943478904665,21.357169896364212,10.759822368621826,488.88731887564063,1793.6371471732855,0.8883133032359183,0.9301246982067823
7,1024,13.156631600111723,77.83147169609161,37.8253158503212,1.260006771567702e-06,-1.5,1.5,1.1110119932014495,0.3401652028784156,0.8799688311293721,0.158264943882823,5.0,21.762287344305904,1.2885943478904665,21.357169896364212,10.759822368621826,488.88731887564063,1793.6371471732855,0.8883133032359183,0.9301246982067823
8,1152,14.940762599930167,77.10449799967938,36.52186413316263,8.874871147603491e-07,-1.5,1.5,1.1110119932014495,0.3401652028784156,0.8799688311293721,0.158264943882823,5.0,21.762287344305904,1.2885943478904665,21.357169896364212,10.759822368621826,488.88731887564063,1793.6371471732855,0.8883133032359183,0.9301246982067823
9,1280,16.78753209998831,76.24706194908131,35.253817409975454,8.874203702642864e-07,-1.5,1.5,1.1110119932014495,0.3401652028784156,0.8799688311293721,0.158264943882823,5.0,21.762287344305904,1.2885943478904665,21.357169896364212,10.759822368621826,488.88731887564063,1793.6371471732855,0.8883133032359183,0.9301246982067823
10,1408,18.849253799999133,74.69791721941081,34.271370545452974,8.467565660785379e-08,-1.5,1.5,1.1110119932014495,0.3401652028784156,0.8799688311293721,0.158264943882823,5.0,21.762287344305904,1.2885943478904665,21.357169896364212,10.759822368621826,488.88731887564063,1793.6371471732855,0.8883133032359183,0.9301246982067823
11,1536,26.106500199995935,58.83592163764024,41.3352919833269,1.9720041166608822e-06,-1.5,1.5,1.1110119932014495,0.3401652028784156,0.8799688311293721,0.158264943882823,5.0,21.762287344305904,1.2885943478904665,21.357169896364212,10.759822368621826,488.88731887564063,1793.6371471732855,0.8883133032359183,0.9301246982067823
12,1664,32.67095719999634,50.932085944521596,45.23670996922569,3.8041591231929948e-06,-1.5,1.5,1.023152881219457,0.3466285022410663,0.7872959080156792,0.19110489971515518,5.0,19.81787859871646,2.7377609052195475,21.98838861668813,11.933712515601407,455.0282364096213,1230.327928408973,0.8445478605566514,0.9301246982067823
13,1792,39.14969170000404,45.77302967624174,47.53891135000491,1.0608601489818647e-05,-1.5,1.5,1.023152881219457,0.3466285022410663,0.7872959080156792,0.19110489971515518,5.0,19.81787859871646,2.7377609052195475,21.98838861668813,11.933712515601407,455.0282364096213,1230.327928408973,0.8445478605566514,0.9301246982067823
14,1920,45.75405770004727,41.963491251138066,48.804328213383755,1.0787935601133245e-05,-1.5,1.5,1.023152881219457,0.3466285022410663,0.7872959080156792,0.19110489971515518,5.0,19.81787859871646,2.7377609052195475,21.98838861668813,11.933712515601407,455.0282364096213,1230.327928408973,0.8445478605566514,0.9301246982067823
15,2048,51.81855019996874,39.52252604707639,48.579890812470694,1.0941546217375776e-05,-1.5,1.5,1.023152881219457,0.34846337890825574,0.8442084303539183,0.2027894418159138,5.0,19.81787859871646,2.7377609052195475,23.963125715758675,11.933712515601407,455.0282364096213,1230.327928408973,0.8192104308910066,0.862010109565679
16,2176,54.43679910013452,39.97296012936629,44.83030514128725,1.1018743569231197e-05,-1.5,1.5,1.023152881219457,0.34846337890825574,0.8442084303539183,0.2027894418159138,5.0,19.81787859871646,2.7377609052195475,23.963125715758675,11.933712515601407,455.0282364096213,1230.327928408973,0.8192104308910066,0.862010109565679
17,2304,56.30474209995009,40.920176774986814,40.66453596107507,1.103656484858576e-05,-1.5,1.5,1.023152881219457,0.34846337890825574,0.8442084303539183,0.2027894418159138,5.0,19.81787859871646,2.7377609052195475,23.963125715758675,11.933712515601407,455.0282364096213,1230.327928408973,0.8192104308910066,0.862010109565679
18,2432,58.46390530001372,41.59831587575162,36.92457176842972,1.748761627466609e-05,-1.5,1.5,1.023152881219457,0.34846337890825574,0.8442084303539183,0.2027894418159138,5.0,19.81787859871646,2.7377609052195475,23.963125715758675,11.933712515601407,455.0282364096213,1230.327928408973,0.8192104308910066,0.862010109565679
19,2560,63.10780879994854,40.56550288594535,34.7092948399717,1.748761627466609e-05,-1.5,1.5,1.023152881219457,0.34846337890825574,0.8442084303539183,0.2027894418159138,5.0,19.81787859871646,2.7377609052195475,23.963125715758675,11.933712515601407,455.0282364096213,1230.327928408973,0.8192104308910066,0.862010109565679
20,2688,68.39338909997605,39.30204417960246,32.568280523798116,1.7489980148718605e-05,-1.5,1.5,1.333235824484065,0.376058955769492,0.8578265346505651,0.17095744690059497,5.0,18.314394003545512,2.7377609052195475,20.41184639041274,13.627116389378653,412.19661064438236,2734.4176558954555,0.9301694302543702,0.9782193199901097
21,2816,73.70809289999306,38.20476000947062,30.153310731815342,1.7534839317953377e-05,-1.5,1.5,1.333235824484065,0.376058955769492,0.8578265346505651,0.17095744690059497,5.0,18.314394003545512,2.7377609052195475,20.41184639041274,13.627116389378653,412.19661064438236,2734.4176558954555,0.9301694302543702,0.9782193199901097
22,2944,79.08711279998533,37.22477526073686,27.508560973907944,1.7620828885454557e-05,-1.5,1.5,1.2728336739243478,0.3693074188728798,0.842777214680611,0.17095744690059497,5.0,18.402795775351247,1.8953072326857359,20.6248998106593,13.989980033267981,425.34162570368915,2740.0593742890887,0.9301694302543702,0.7787734781400371
23,3072,83.57484590006061,36.7574713051044,24.37599672085101,0.0003138760690536892,-1.5,1.5,1.056891283169209,0.3412436365567884,0.8482903130927169,0.2107365482718509,5.0,20.778979976516084,1.3623582091951774,16.99944738230657,11.176065982403465,425.34162570368915,1878.1108604635542,0.9301694302543702,0.881509464851193
24,3200,86.73802589997649,36.8927003675428,20.81712621599436,0.0003162721834932302,-1.5,1.5,1.056891283169209,0.3412436365567884,0.8482903130927169,0.2107365482718509,5.0,20.778979976516084,1.3623582091951774,16.99944738230657,11.176065982403465,425.34162570368915,1878.1108604635542,0.9301694302543702,0.881509464851193
25,3328,89.80819700006396,37.05675106691687,17.270807115396913,0.0006356270834578846,-1.5,1.5,1.056891283169209,0.3412436365567884,0.8482903130927169,0.2107365482718509,5.0,20.778979976516084,1.3623582091951774,16.99944738230657,11.176065982403465,425.34162570368915,1878.1108604635542,0.9301694302543702,0.881509464851193
26,3456,93.46864510001615,36.97496627132988,13.847206681483874,0.0006563043967729187,-1.5,1.5,1.056891283169209,0.3412436365567884,0.8482903130927169,0.2107365482718509,5.0,20.778979976516084,1.3623582091951774,16.99944738230657,11.176065982403465,425.34162570368915,1878.1108604635542,0.9301694302543702,0.881509464851193
27,3584,97.25245880009606,36.85253868354082,10.419906300010291,0.0007056542159243481,-1.5,1.5,1.056891283169209,0.3412436365567884,0.8482903130927169,0.2107365482718509,5.0,20.778979976516084,1.3623582091951774,16.99944738230657,11.176065982403465,425.34162570368915,1878.1108604635542,0.9301694302543702,0.881509464851193
28,3712,100.23522310005501,37.03289008789529,6.912774006900345,0.05678992924604812,-1.5,1.5,1.056891283169209,0.3412436365567884,0.8482903130927169,0.2107365482718509,5.0,20.778979976516084,1.3623582091951774,16.99944738230657,11.176065982403465,425.34162570368915,1878.1108604635542,0.9301694302543702,0.881509464851193
29,3840,103.50818719994277,37.098514657419514,3.4502729066647593,0.05678992924604812,-1.5,1.5,1.056891283169209,0.3412436365567884,0.8482903130927169,0.2107365482718509,5.0,20.778979976516084,1.3623582091951774,16.99944738230657,11.176065982403465,425.34162570368915,1878.1108604635542,0.9301694302543702,0.881509464851193
30,3968,106.99517540005036,37.085784337133134,0.0,0.05678992924604812,-1.5,1.5,1.056891283169209,0.3412436365567884,0.8482903130927169,0.2107365482718509,5.0,20.778979976516084,1.3623582091951774,16.99944738230657,11.176065982403465,425.34162570368915,1878.1108604635542,0.9301694302543702,0.881509464851193
