rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
11,2598,5.9392987498978105,-5.9392987498978105,-5.9392987498978105,True,1.3839278874656347,0.3567685257502218,0.5935836082491756,0.13642801639726093,0.0,0.2768587140173106,0.09828184968888318,2.8630597531804014,0.5329461355627387,2.9124610687857424,11.537321435431764,7.684345346764302,420.55680593459726,1937.0915383049744,0.8964714764577325,0.9495582115685497
12,259,6.041749926221416,-6.041749926221416,-6.041749926221416,True,1.0656786477555247,0.17935171656714854,0.8315992824733258,0.1801332526824996,1.0,0.21099253686676678,0.08754352248453764,0.42159994949442137,0.08945538864694669,2.621509824943291,12.424268081910707,8.790055621780585,544.2074885126203,1708.7189780529716,0.5151252804728537,0.5739221715251092
13,612,6.540043888748577,-6.540043888748577,-6.540043888748577,True,1.40610456433855,0.2709380254521966,0.6661242574453354,0.16930494839325547,0.0,0.19506545434780415,0.05623347517568618,3.8030299742863107,1.252323165132772,2.758537251804326,12.528555011376739,6.485443597020372,588.3372167125344,1116.5467221289873,0.732302516233176,0.7594605758786201
14,2972,6.78004452999731,-6.78004452999731,-6.78004452999731,True,1.505339119520965,0.37918769413453457,0.8119145961545048,0.1870206916033166,0.0,0.3515519147465838,0.12002072233061442,2.571349370223956,1.0274247505973406,2.837296159600276,13.380465702281219,6.510930244737293,427.58746205697815,1602.8785828338087,0.921551254502788,0.9427991027651208
15,2992,6.861630554041334,-6.861630554041334,-6.861630554041334,True,1.6127348352689408,0.3828899501542947,0.8647182389900785,0.14763622526673534,0.0,0.37266484599085264,0.1280597044158987,3.642585356062817,2.0735328517374114,2.6410168511364747,12.699643475639933,6.704628102488342,445.8751851218861,1977.642585476378,0.8544728871871698,0.7984081457415353
16,934,7.229396086877548,-7.229396086877548,-7.229396086877548,True,1.4838793821976255,0.3222345110065823,0.5662643834699674,0.18565903914415102,0.0,0.41394179568260864,0.05856312797975211,4.422679298940125,1.9639033615792414,3.084201112011822,13.247095635838297,6.956136993583273,580.6659430454133,1207.5296544693315,0.6406468553468585,0.6071850649213473
17,622,7.428107562365367,-7.428107562365367,-7.428107562365367,True,1.7650987470850348,0.3186899517849088,0.7251202890649439,0.15114841554313896,0.0,0.3296146467413753,0.04004214855935424,3.2583728994986743,1.7985458097721931,2.2384873976981314,11.602730248123407,5.234778940256504,617.7956505212933,2663.975615054369,0.974381506908685,0.7790945754386485
18,2545,7.740691337796712,-7.740691337796712,-7.740691337796712,True,1.7715795156698673,0.2747274701297283,0.7493414159864188,0.1899236088618636,0.0,0.23313180743604892,0.048100349474139506,3.3255044425614244,0.815587022621969,2.598927656339632,17.976018004119396,7.317449241044742,539.3298050854355,1434.3981258571148,0.7254560119472444,0.83258225210011
19,2949,7.756640946537914,-7.756640946537914,-7.756640946537914,True,1.7257331286534274,0.388983971174749,0.6704297785315574,0.16868722671072647,0.0,0.3056897693971767,0.12311413965459704,3.0412961089158443,0.8716256363785391,2.17822148147897,10.97687906751085,7.802641070157067,405.5412097709268,2511.676111779388,0.8807156984336568,0.927000702995916
20,2399,7.7612852403638595,-7.7612852403638595,-7.7612852403638595,True,1.5028581786165116,0.36097930863499644,0.6476289657428516,0.21444318283429584,0.0,0.5407328238524575,0.08295909685553135,2.705055812190551,0.347155447653968,2.351726953709415,14.166843286943092,11.163241947131915,397.52211532604014,2721.441059221267,0.615699980835792,0.6348216874831413
