battery_cell_count,run_dir,score,ground_score,m1_score,m2_score,m3_score,nominal_voltage_v,battery_capacity_ah,nominal_energy_wh,usable_energy_wh,battery_internal_resistance_ohm,battery_mass_kg,motor_kv_rpm_per_v,motor_max_power_w,prop_diameter_in,prop_pitch_in,cruise_throttle,mission3_cruise_throttle,ducks_num,pucks_num,banner_length_m,wing_span_m,wing_chord_m,m1_mass_kg,m2_mass_kg,m3_mass_kg,m1_lap_time_s,m2_lap_time_s,m3_lap_time_s,nfev,nit,success
6,data_dump\prop\battery_cell_comparison_smoke\comparison_20260903_181021\6S\run_20260903_181021,-14.746494574311178,0.11363636363636363,1.0,1.6084598016987617,2.2242301819218024,22.200000000000003,1.7627080897010585,39.132119591363505,33.26230165265898,0.04425009475801985,0.3041454584850604,479.89046927909465,1184.1490665478925,22.393276135086502,9.933196154881967,0.9738747864030302,0.7148484843783081,36,11,1.0395267915812343,0.9683299087416382,0.3217665425011431,2.667958074644082,5.185958074644074,2.885322455088685,27.225883311268525,32.1484703421271,34.63373887396292,11,1,False
8,data_dump\prop\battery_cell_comparison_smoke\comparison_20260903_181021\8S\run_20260903_181038,-16.486377268346338,0.11363636363636363,1.0,1.5347475553690757,2.1962014091815774,29.6,1.7627080897010585,52.176159455151335,44.34973553687863,0.05900012634402647,0.4055272779800805,479.89046927909465,1184.1490665478925,22.393276135086502,9.933196154881967,0.9738747864030302,0.7148484843783081,36,11,1.0395267915812343,0.9683299087416382,0.3217665425011431,2.7693398941391023,5.2873398941390946,2.986704274583705,31.177559403157165,36.932894919957405,38.24734738174736,11,1,False
