generation,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,best_objective,best_score,wing_span,wing_chord,tail_arm,nose_length,ducks_num,pucks_num,banner_length,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
1,512,4.518536300000051,113.31102950307033,88.11145785000099,0.0,-4.566247748367439,4.566247748367439,1.4705555001469937,0.30716992908291163,0.8470438230229798,0.2485293790700048,30.0,7.0,4.317674864393494,3.434846564314563,16.663062389064795,8.798571705818176,448.9348977804184,1889.2501347287803,0.8711895355954766,0.5138735994696617
2,768,5.281932099999722,145.40133902895883,66.90447326666315,0.0,-4.566247748367439,4.566247748367439,1.4705555001469937,0.30716992908291163,0.8470438230229798,0.2485293790700048,30.0,7.0,4.317674864393494,3.434846564314563,16.663062389064795,8.798571705818176,448.9348977804184,1889.2501347287803,0.8711895355954766,0.5138735994696617
3,1024,6.379490799999985,160.51437835759594,59.01028989999986,0.0,-4.958815898865167,4.958815898865167,1.497964586327774,0.3738191483546811,0.7889295506066496,0.2765493293550343,82.0,12.0,4.275320747401565,3.942738433624054,16.77555997130522,8.254493314697523,434.1821796260774,1460.473499263901,0.888091573274884,0.6735668545908426
4,1280,7.261738199999854,176.2663379960497,52.28451503999895,0.0,-4.958815898865167,4.958815898865167,1.497964586327774,0.3738191483546811,0.7889295506066496,0.2765493293550343,82.0,12.0,4.275320747401565,3.942738433624054,16.77555997130522,8.254493314697523,434.1821796260774,1460.473499263901,0.888091573274884,0.6735668545908426
5,1536,8.053222800000185,190.73109463703955,46.97713300000108,0.0,-4.958815898865167,4.958815898865167,1.497964586327774,0.3738191483546811,0.7889295506066496,0.2765493293550343,82.0,12.0,4.275320747401565,3.942738433624054,16.77555997130522,8.254493314697523,434.1821796260774,1460.473499263901,0.888091573274884,0.6735668545908426
6,1792,9.077552099999593,197.41004846450622,44.09096734285517,0.0,-4.958815898865167,4.958815898865167,1.497964586327774,0.3738191483546811,0.7889295506066496,0.2765493293550343,82.0,12.0,4.275320747401565,3.942738433624054,16.77555997130522,8.254493314697523,434.1821796260774,1460.473499263901,0.888091573274884,0.6735668545908426
7,2048,10.17223389999981,201.33237400292558,41.96046483749922,0.0,-4.958815898865167,4.958815898865167,1.497964586327774,0.3738191483546811,0.7889295506066496,0.2765493293550343,82.0,12.0,4.275320747401565,3.942738433624054,16.77555997130522,8.254493314697523,434.1821796260774,1460.473499263901,0.888091573274884,0.6735668545908426
8,2304,11.275634999999966,204.33439003657062,40.091146666666546,0.0,-4.958815898865167,4.958815898865167,1.497964586327774,0.3738191483546811,0.7889295506066496,0.2765493293550343,82.0,12.0,4.275320747401565,3.942738433624054,16.77555997130522,8.254493314697523,434.1821796260774,1460.473499263901,0.888091573274884,0.6735668545908426
9,2560,12.135167399999773,210.95712284941763,37.61901893999929,0.0,-5.003496696475347,5.003496696475347,1.452410992509647,0.3134282924472992,0.8640464766869782,0.2599714377680251,95.0,10.0,4.140260082407563,3.9100456762240907,13.271018902554289,8.210561555381979,438.8639465646267,2968.696013138061,0.9518715407983016,0.837933399235327
10,2816,12.890116599999601,218.46194936670219,35.15486345454436,0.0,-5.003496696475347,5.003496696475347,1.452410992509647,0.3134282924472992,0.8640464766869782,0.2599714377680251,95.0,10.0,4.140260082407563,3.9100456762240907,13.271018902554289,8.210561555381979,438.8639465646267,2968.696013138061,0.9518715407983016,0.837933399235327
11,3072,13.6061966999996,225.7794788458475,32.88164202499903,3.3621699955930695e-06,-5.003496696475347,5.003496696475347,1.452410992509647,0.3134282924472992,0.8640464766869782,0.2599714377680251,95.0,10.0,4.140260082407563,3.9100456762240907,13.271018902554289,8.210561555381979,438.8639465646267,2968.696013138061,0.9518715407983016,0.837933399235327
12,3328,14.403407400000106,231.056437381614,31.02272363076946,2.7500626521360214e-06,-5.003496696475347,5.003496696475347,1.452410992509647,0.3134282924472992,0.8640464766869782,0.2599714377680251,95.0,10.0,4.140260082407563,3.9100456762240907,13.271018902554289,8.210561555381979,438.8639465646267,2968.696013138061,0.9518715407983016,0.837933399235327
13,3584,15.250312199999826,235.01158225469254,29.41131638571395,2.494764080530207e-06,-5.003496696475347,5.003496696475347,1.452410992509647,0.3134282924472992,0.8640464766869782,0.2599714377680251,95.0,10.0,4.140260082407563,3.9100456762240907,13.271018902554289,8.210561555381979,438.8639465646267,2968.696013138061,0.9518715407983016,0.837933399235327
14,3840,15.915987700000187,241.2668363647928,27.587712013333658,2.0161310819431433e-06,-5.044883303411131,5.044883303411131,1.431587244353212,0.36676162679207386,0.8850435225854728,0.2160655005507981,101.0,15.0,3.418217667685001,1.6071871723979712,18.3922569436916,13.897315735822726,236.81601658463478,2307.4821235557056,0.9310755385765769,0.7394213925862625
15,4096,16.54047619999983,247.6349501956928,25.844494062499734,2.0161244260645417e-06,-5.044883303411131,5.044883303411131,1.431587244353212,0.36676162679207386,0.8850435225854728,0.2160655005507981,101.0,15.0,3.418217667685001,1.6071871723979712,18.3922569436916,13.897315735822726,236.81601658463478,2307.4821235557056,0.9310755385765769,0.7394213925862625
