generation,island,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,feasible_population_fraction,finite_energy_relative_std,best_objective,best_score,global_best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
1,0,1024,46.691450300000724,21.931209962865175,2568.02976650004,nan,0.978515625,0.27651723952125046,6.9753237486490125,-6.9753237486490125,-6.9753237486490125,1.7411090346569704,0.3812861750344007,0.8972504550749711,0.17603674603482833,0.0,0.22691174871422506,8.123187233910873,1.67801330285557,2.480585137130441,11.0,8.0,22.0,13.0,511.61888656266814,1574.3730018490924,31.627219393849373
2,0,1536,55.71520089999831,27.568777913175335,2024.3189660332719,nan,0.984375,0.2934005551613594,6.9753237486490125,-6.9753237486490125,-6.9753237486490125,1.7411090346569704,0.3812861750344007,0.8972504550749711,0.17603674603482833,0.0,0.22691174871422506,8.123187233910873,1.67801330285557,2.480585137130441,11.0,8.0,22.0,13.0,511.61888656266814,1574.3730018490924,31.627219393849373
3,0,2048,65.78292620000138,31.132698380935764,1776.1390074000374,nan,0.990234375,0.3090180059498323,6.9753237486490125,-6.9753237486490125,-6.9753237486490125,1.7411090346569704,0.3812861750344007,0.8972504550749711,0.17603674603482833,0.0,0.22691174871422506,8.123187233910873,1.67801330285557,2.480585137130441,11.0,8.0,22.0,13.0,511.61888656266814,1574.3730018490924,31.627219393849373
4,0,2560,75.70043430000078,33.81750743799859,1619.9892940200166,nan,0.9921875,0.3230895041757063,6.9753237486490125,-6.9753237486490125,-6.9753237486490125,1.7411090346569704,0.3812861750344007,0.8972504550749711,0.17603674603482833,0.0,0.22691174871422506,8.123187233910873,1.67801330285557,2.480585137130441,11.0,8.0,22.0,13.0,511.61888656266814,1574.3730018490924,31.627219393849373
5,0,3072,86.6964222999959,35.43398814509264,1531.6367939665943,nan,0.9921875,0.33401829450398,6.9753237486490125,-6.9753237486490125,-6.9753237486490125,1.7411090346569704,0.3812861750344007,0.8972504550749711,0.17603674603482833,0.0,0.22691174871422506,8.123187233910873,1.67801330285557,2.480585137130441,11.0,8.0,22.0,13.0,511.61888656266814,1574.3730018490924,31.627219393849373
6,0,3584,97.02934090000053,36.93728069011319,1455.440113500008,nan,0.994140625,0.34744457748161917,6.9753237486490125,-6.9753237486490125,-6.9753237486490125,1.7411090346569704,0.3812861750344007,0.8972504550749711,0.17603674603482833,0.0,0.22691174871422506,8.123187233910873,1.67801330285557,2.480585137130441,11.0,8.0,22.0,13.0,511.61888656266814,1574.3730018490924,31.627219393849373
7,0,4096,106.7018706999952,38.3873307293401,1387.1243190999376,nan,0.994140625,0.3557579363217468,6.9753237486490125,-6.9753237486490125,-6.9753237486490125,1.7411090346569704,0.3812861750344007,0.8972504550749711,0.17603674603482833,0.0,0.22691174871422506,8.123187233910873,1.67801330285557,2.480585137130441,11.0,8.0,22.0,13.0,511.61888656266814,1574.3730018490924,31.627219393849373
8,0,4608,116.6262041000009,39.51084608780442,1334.7221135888992,nan,0.994140625,0.3694195572239788,6.9753237486490125,-6.9753237486490125,-6.9753237486490125,1.7411090346569704,0.3812861750344007,0.8972504550749711,0.17603674603482833,0.0,0.22691174871422506,8.123187233910873,1.67801330285557,2.480585137130441,11.0,8.0,22.0,13.0,511.61888656266814,1574.3730018490924,31.627219393849373
9,0,5120,126.38118799999938,40.51235853234759,1289.0881175999937,nan,0.994140625,0.3701299077051535,6.9753237486490125,-6.9753237486490125,-6.9753237486490125,1.7411090346569704,0.3812861750344007,0.8972504550749711,0.17603674603482833,0.0,0.22691174871422506,8.123187233910873,1.67801330285557,2.480585137130441,11.0,8.0,22.0,13.0,511.61888656266814,1574.3730018490924,31.627219393849373
10,0,5632,137.14586050000798,41.06576734774778,1259.2483555000733,nan,0.99609375,0.3859165546099137,6.593276571147207,-6.593276571147207,-6.593276571147207,1.7395927396075312,0.35013436327805986,0.8356252512734903,0.16722923439785772,0.0,0.266402831990736,8.938537988241631,7.733596100053676,2.9793547191288887,11.0,8.0,20.0,15.0,521.2458670590252,1926.6285311312338,15.209726169705391
