niche_rank,population_index,official_score,optimization_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
1,512,6.087934709437734,6.087934709437734,1.8257518377038804,0.3498226599632913,0.7322229283195807,0.18602538960178233,0.0,0.5737084655462203,9.536997614163552,7.02040541377312,3.3420813030461574,20.0,15.0,20.0,15.0,246.74706294715503,2029.356415714985,33.29070918562504
2,3072,6.087934709437734,6.087934709437734,1.8257518377038804,0.3498226599632913,0.7322229283195807,0.18602538960178233,0.0,0.5737084655462203,9.536997614163552,7.02040541377312,3.3420813030461574,20.0,15.0,20.0,15.0,246.74706294715503,2029.356415714985,33.29070918562504
3,966,6.0479530914844215,6.0479530914844215,1.7414958074269187,0.3958811045213775,0.5520628597448065,0.16879590054414345,0.0,0.31376304494739304,9.384116604699912,4.714201387840047,3.3722064159117906,20.0,15.0,17.0,10.0,271.5509264296066,1922.4520997303555,38.498618119900954
4,3073,6.0479530914844215,6.0479530914844215,1.7414958074269187,0.3958811045213775,0.5520628597448065,0.16879590054414345,0.0,0.31376304494739304,9.384116604699912,4.714201387840047,3.3722064159117906,20.0,15.0,17.0,10.0,271.5509264296066,1922.4520997303555,38.498618119900954
5,1024,6.023320231284213,6.023320231284213,1.8144085792283642,0.39321943256821124,0.8304129200446801,0.11659425677414831,0.0,0.39791364584471894,9.319327735803085,4.549305395760233,3.066917208096427,18.0,12.0,20.0,15.0,260.2262996003552,1690.9219575359969,8.801462810328717
6,3074,6.023320231284213,6.023320231284213,1.8144085792283642,0.39321943256821124,0.8304129200446801,0.11659425677414831,0.0,0.39791364584471894,9.319327735803085,4.549305395760233,3.066917208096427,18.0,12.0,20.0,15.0,260.2262996003552,1690.9219575359969,8.801462810328717
