rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
1,512,-6.087934709437734,6.087934709437734,6.087934709437734,True,1.8257518377038804,0.3498226599632913,0.7322229283195807,0.18602538960178233,0.0,0.5737084655462203,9.536997614163552,7.02040541377312,3.3420813030461574,20.0,15.0,20.0,15.0,246.74706294715503,2029.356415714985,33.29070918562504
2,3072,-6.087934709437734,6.087934709437734,6.087934709437734,True,1.8257518377038804,0.3498226599632913,0.7322229283195807,0.18602538960178233,0.0,0.5737084655462203,9.536997614163552,7.02040541377312,3.3420813030461574,20.0,15.0,20.0,15.0,246.74706294715503,2029.356415714985,33.29070918562504
3,966,-6.0479530914844215,6.0479530914844215,6.0479530914844215,True,1.7414958074269187,0.3958811045213775,0.5520628597448065,0.16879590054414345,0.0,0.31376304494739304,9.384116604699912,4.714201387840047,3.3722064159117906,20.0,15.0,17.0,10.0,271.5509264296066,1922.4520997303555,38.498618119900954
4,3073,-6.0479530914844215,6.0479530914844215,6.0479530914844215,True,1.7414958074269187,0.3958811045213775,0.5520628597448065,0.16879590054414345,0.0,0.31376304494739304,9.384116604699912,4.714201387840047,3.3722064159117906,20.0,15.0,17.0,10.0,271.5509264296066,1922.4520997303555,38.498618119900954
5,1024,-6.023320231284213,6.023320231284213,6.023320231284213,True,1.8144085792283642,0.39321943256821124,0.8304129200446801,0.11659425677414831,0.0,0.39791364584471894,9.319327735803085,4.549305395760233,3.066917208096427,18.0,12.0,20.0,15.0,260.2262996003552,1690.9219575359969,8.801462810328717
6,3074,-6.023320231284213,6.023320231284213,6.023320231284213,True,1.8144085792283642,0.39321943256821124,0.8304129200446801,0.11659425677414831,0.0,0.39791364584471894,9.319327735803085,4.549305395760233,3.066917208096427,18.0,12.0,20.0,15.0,260.2262996003552,1690.9219575359969,8.801462810328717
7,649,-6.009388065058043,6.009388065058043,6.009388065058043,True,1.764601647664428,0.3902671032683708,0.5774003983532804,0.10886520377122907,0.0,0.351593182925092,9.099689675397904,4.780352280398547,3.0543050469955806,20.0,15.0,20.0,13.0,232.166816914243,2496.1995238968575,37.61615875660064
8,3075,-6.009388065058043,6.009388065058043,6.009388065058043,True,1.764601647664428,0.3902671032683708,0.5774003983532804,0.10886520377122907,0.0,0.351593182925092,9.099689675397904,4.780352280398547,3.0543050469955806,20.0,15.0,20.0,13.0,232.166816914243,2496.1995238968575,37.61615875660064
9,699,-5.966064619736208,5.966064619736208,5.966064619736208,True,1.7006751542815564,0.26496311306099257,0.6382532755613721,0.11788925701614274,0.0,0.4446789210917407,8.304593933853564,6.188045258460897,3.355724775051656,20.0,15.0,22.0,13.0,208.3872268882461,1841.517020118706,39.98705929346258
10,3076,-5.966064619736208,5.966064619736208,5.966064619736208,True,1.7006751542815564,0.26496311306099257,0.6382532755613721,0.11788925701614274,0.0,0.4446789210917407,8.304593933853564,6.188045258460897,3.355724775051656,20.0,15.0,22.0,13.0,208.3872268882461,1841.517020118706,39.98705929346258
11,3077,-5.951790407233517,5.951790407233517,5.951790407233517,True,1.6619928091572733,0.3808782103623002,0.40652038174847394,0.16689006152486538,0.0,0.502145173878328,8.02780219097758,6.181708893273247,3.3722064159117906,18.0,12.0,17.0,10.0,271.5509264296066,2251.173107558345,24.03730468273541
12,776,-5.945668988203781,5.945668988203781,5.945668988203781,True,1.6638557516705064,0.3365704360936698,0.7862222268668166,0.17915510679888869,0.0,0.4255631483368793,9.69943109947886,2.4981261021474346,3.296731351274582,20.0,15.0,20.0,15.0,245.35329033565029,1924.6861167539355,19.258043235358954
13,3078,-5.945668988203781,5.945668988203781,5.945668988203781,True,1.6638557516705064,0.3365704360936698,0.7862222268668166,0.17915510679888869,0.0,0.4255631483368793,9.69943109947886,2.4981261021474346,3.296731351274582,20.0,15.0,20.0,15.0,245.35329033565029,1924.6861167539355,19.258043235358954
14,550,-5.93114295008106,5.93114295008106,5.93114295008106,True,1.6715878529585897,0.27386638514697553,0.5825877427430483,0.22311894032638413,0.0,0.6027240865185254,8.921218152235454,5.003044768047262,3.1183779839728327,21.0,13.5,20.0,13.0,231.6752460868892,2761.4212408661842,27.82362296092211
15,3079,-5.93114295008106,5.93114295008106,5.93114295008106,True,1.6715878529585897,0.27386638514697553,0.5825877427430483,0.22311894032638413,0.0,0.6027240865185254,8.921218152235454,5.003044768047262,3.1183779839728327,21.0,13.5,20.0,13.0,231.6752460868892,2761.4212408661842,27.82362296092211
16,2048,-5.926992515207228,5.926992515207228,5.926992515207228,True,1.7482165496856799,0.35912404484306415,0.7870489837638771,0.24979655734837658,0.0,0.46616198228449923,8.73674202245925,3.426209258075888,2.9613312283616633,20.0,15.0,17.0,12.0,231.91593013942767,2623.510873849517,23.567277274420412
17,3080,-5.926992515207228,5.926992515207228,5.926992515207228,True,1.7482165496856799,0.35912404484306415,0.7870489837638771,0.24979655734837658,0.0,0.46616198228449923,8.73674202245925,3.426209258075888,2.9613312283616633,20.0,15.0,17.0,12.0,231.91593013942767,2623.510873849517,23.567277274420412
18,1390,-5.920437491091913,5.920437491091913,5.920437491091913,True,1.6510025960772128,0.3973695514803929,0.4230574152187053,0.1456447695821202,0.0,0.48593378361317147,8.939862838120142,3.804940007696789,3.08396751771977,20.0,15.0,20.0,15.0,217.13301828377686,2668.499109345865,31.02209113996348
