generation,island,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,feasible_population_fraction,finite_energy_relative_std,best_objective,best_score,global_best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
87,2,49152,2365.072060800012,20.782453445995124,8524.113885800043,3.352123100396838e-05,1.0,0.298318400025827,11.505818371303729,-11.505818371303729,-10.996128395173114,1.8084439553146,0.35537861027954454,0.3566202613044963,0.19581207465022404,0.0,15.491276126432144,12.194885770897077,3.351657980680794,14.0,7.0,11.0,7.0,564.2007744992623,2906.371256123381,36.84801642120298
88,2,49664,2383.492255799996,20.8366525543129,8477.369363412357,3.368686188626117e-05,1.0,0.2968516341404418,11.505818371303729,-11.505818371303729,-10.996128395173114,1.8084439553146,0.35537861027954454,0.3566202613044963,0.19581207465022404,0.0,15.491276126432144,12.194885770897077,3.351657980680794,14.0,7.0,11.0,7.0,564.2007744992623,2906.371256123381,36.84801642120298
89,2,50176,2405.0809295999934,20.862499628378465,8442.324895738753,3.448647823629853e-05,1.0,0.28996872140671515,11.505818371303729,-11.505818371303729,-10.996128395173114,1.8084439553146,0.35537861027954454,0.3566202613044963,0.19581207465022404,0.0,15.491276126432144,12.194885770897077,3.351657980680794,14.0,7.0,11.0,7.0,564.2007744992623,2906.371256123381,36.84801642120298
90,2,50688,2425.370834100002,20.89907212841088,8403.05248582122,3.538085188018321e-05,1.0,0.2826387570843365,11.505818371303729,-11.505818371303729,-10.996128395173114,1.8084439553146,0.35537861027954454,0.3566202613044963,0.19581207465022404,0.0,15.491276126432144,12.194885770897077,3.351657980680794,14.0,7.0,11.0,7.0,564.2007744992623,2906.371256123381,36.84801642120298
91,3,51712,2514.715602000011,20.563756775864537,8490.277428534691,3.721014185755521e-05,1.0,0.26874393648594963,11.839838070916176,-11.839838070916176,-10.996128395173114,1.775151313788479,0.36336480195134707,0.7039102015635,0.28356497896994703,0.0,16.33732110923763,9.668862126776293,3.2127729631505875,17.0,8.0,19.0,10.0,386.49120551928985,2049.3014057054875,7.823720743103699
92,3,52224,2552.9960572000127,20.455965786831822,8509.986857333377,3.627786821094808e-05,1.0,0.27565015512631896,11.435621586636259,-11.435621586636259,-10.996128395173114,1.8047594254958996,0.3991719765475481,0.8562164551796809,0.2535556199763253,0.0,15.123983820199904,11.523124653222801,3.179591898113741,18.0,10.0,24.0,12.0,315.8391609088081,1772.0826589255037,30.3533744984774
93,3,52736,2592.7720603999915,20.33962059582836,8533.492509471816,3.591643015007007e-05,1.0,0.2784241072460951,10.919417303536996,-10.919417303536996,-10.919417303536996,1.7666815652372738,0.3868131236605339,0.645170543947922,0.2692388965097159,0.0,15.2352328197154,10.526787416218236,3.327241254958737,19.0,10.0,22.0,13.0,302.5724568965258,2464.5891237887586,33.03890833210542
94,3,53248,2626.9225694999914,20.2701064044439,8537.498350874972,3.623624164893298e-05,1.0,0.2759668096068803,10.919417303536996,-10.919417303536996,-10.919417303536996,1.7666815652372738,0.3868131236605339,0.645170543947922,0.2692388965097159,0.0,15.2352328197154,10.526787416218236,3.327241254958737,19.0,10.0,22.0,13.0,302.5724568965258,2464.5891237887586,33.03890833210542
95,3,53760,2669.1844617000024,20.140983424487747,8566.811081837152,3.6291278556681785e-05,1.0,0.27554829693810384,10.919417303536996,-10.919417303536996,-10.919417303536996,1.7666815652372738,0.3868131236605339,0.645170543947922,0.2692388965097159,0.0,15.2352328197154,10.526787416218236,3.327241254958737,19.0,10.0,22.0,13.0,302.5724568965258,2464.5891237887586,33.03890833210542
96,3,54272,2714.02602640001,19.99686055774067,8602.950423305692,3.750386848588898e-05,1.0,0.2666391602712275,10.919417303536996,-10.919417303536996,-10.919417303536996,1.7666815652372738,0.3868131236605339,0.645170543947922,0.2692388965097159,0.0,15.2352328197154,10.526787416218236,3.327241254958737,19.0,10.0,22.0,13.0,302.5724568965258,2464.5891237887586,33.03890833210542
97,3,54784,2751.101067200012,19.91348142500541,8613.260350579476,3.789303225281814e-05,1.0,0.26390075973020827,10.919417303536996,-10.919417303536996,-10.919417303536996,1.7666815652372738,0.3868131236605339,0.645170543947922,0.2692388965097159,0.0,15.2352328197154,10.526787416218236,3.327241254958737,19.0,10.0,22.0,13.0,302.5724568965258,2464.5891237887586,33.03890833210542
98,3,55296,2794.9197305999987,19.784468009794807,8643.54805574444,3.9452922725463346e-05,1.0,0.2534666460476421,10.919417303536996,-10.919417303536996,-10.919417303536996,1.7666815652372738,0.3868131236605339,0.645170543947922,0.2692388965097159,0.0,15.2352328197154,10.526787416218236,3.327241254958737,19.0,10.0,22.0,13.0,302.5724568965258,2464.5891237887586,33.03890833210542
99,3,55808,2844.133351299999,19.62214604828259,8688.957853054126,4.0546821170201534e-05,1.0,0.24662845844371992,10.907641354509868,-10.907641354509868,-10.907641354509868,1.7818203594609585,0.39356341251993365,0.6987267899466292,0.197389437261145,0.0,15.087685141385608,9.265212958889093,3.3179101815594354,20.0,8.0,21.0,13.0,330.2314234092864,2433.2875751225192,35.3835161606476
100,3,56320,2888.5392280000087,19.49774455339328,8718.136579054571,4.2966121428141917e-05,1.0,0.2327415104648054,10.907641354509868,-10.907641354509868,-10.907641354509868,1.7818203594609585,0.39356341251993365,0.6987267899466292,0.197389437261145,0.0,15.087685141385608,9.265212958889093,3.3179101815594354,20.0,8.0,21.0,13.0,330.2314234092864,2433.2875751225192,35.3835161606476
101,4,57344,2953.0984039999894,19.41824895585166,8701.093511785684,3.7106620556953866e-05,1.0,0.26949368737719687,11.798628359146239,-11.798628359146239,-10.907641354509868,1.80934962795041,0.3696258226402724,0.8196357310820257,0.28375643299283626,0.0,15.907021977916427,13.331195743095329,3.1328067476229364,14.0,10.0,14.0,8.5,425.87058042306035,2691.3404794719295,14.02961127000089
102,4,57856,2972.860078700003,19.461393563231454,8655.495273383196,3.541158554733688e-05,1.0,0.2823934552897206,11.798628359146239,-11.798628359146239,-10.907641354509868,1.80934962795041,0.3696258226402724,0.8196357310820257,0.28375643299283626,0.0,15.907021977916427,13.331195743095329,3.1328067476229364,14.0,10.0,14.0,8.5,425.87058042306035,2691.3404794719295,14.02961127000089
103,4,58368,2991.6339111000125,19.51040860428618,8607.508095094772,3.438412877223089e-05,1.0,0.29083185635566067,11.798628359146239,-11.798628359146239,-10.907641354509868,1.80934962795041,0.3696258226402724,0.8196357310820257,0.28375643299283626,0.0,15.907021977916427,13.331195743095329,3.1328067476229364,14.0,10.0,14.0,8.5,425.87058042306035,2691.3404794719295,14.02961127000089
104,4,58880,3009.4382350000087,19.56511328766308,8557.2721986522,3.403589168655501e-05,1.0,0.29380749275184204,11.798628359146239,-11.798628359146239,-10.907641354509868,1.80934962795041,0.3696258226402724,0.8196357310820257,0.28375643299283626,0.0,15.907021977916427,13.331195743095329,3.1328067476229364,14.0,10.0,14.0,8.5,425.87058042306035,2691.3404794719295,14.02961127000089
105,4,59392,3028.6656050000165,19.609956246721293,8511.594717500047,3.380762651511204e-05,1.0,0.295791246851653,11.798628359146239,-11.798628359146239,-10.907641354509868,1.80934962795041,0.3696258226402724,0.8196357310820257,0.28375643299283626,0.0,15.907021977916427,13.331195743095329,3.1328067476229364,14.0,10.0,14.0,8.5,425.87058042306035,2691.3404794719295,14.02961127000089
106,4,59904,3046.0100316999888,19.666383031104914,8461.138976944414,3.3444624287787786e-05,1.0,0.2990017144145783,11.798628359146239,-11.798628359146239,-10.907641354509868,1.80934962795041,0.3696258226402724,0.8196357310820257,0.28375643299283626,0.0,15.907021977916427,13.331195743095329,3.1328067476229364,14.0,10.0,14.0,8.5,425.87058042306035,2691.3404794719295,14.02961127000089
107,4,60416,3064.724674500001,19.71335321005847,8415.006733372884,3.368578360326982e-05,1.0,0.29686113637057593,11.798628359146239,-11.798628359146239,-10.907641354509868,1.80934962795041,0.3696258226402724,0.8196357310820257,0.28375643299283626,0.0,15.907021977916427,13.331195743095329,3.1328067476229364,14.0,10.0,14.0,8.5,425.87058042306035,2691.3404794719295,14.02961127000089
108,4,60928,3085.040745200007,19.749496046299367,8373.682022685734,3.411356807396704e-05,1.0,0.293138494874456,11.70504575117257,-11.70504575117257,-10.907641354509868,1.7230181875694062,0.380288296541697,0.608929068007109,0.10884985978990586,0.0,15.92162847616764,13.060752167176773,3.1457478168776953,16.0,10.0,21.0,12.0,403.1225051237896,2690.897168929716,23.351413160173546
109,4,61440,3114.166208300012,19.729197444968552,8356.3459922717,3.518367674440355e-05,1.0,0.28422271136261024,11.70504575117257,-11.70504575117257,-10.907641354509868,1.7230181875694062,0.380288296541697,0.608929068007109,0.10884985978990586,0.0,15.92162847616764,13.060752167176773,3.1457478168776953,16.0,10.0,21.0,12.0,403.1225051237896,2690.897168929716,23.351413160173546
110,4,61952,3140.7296314999985,19.725352790208817,8332.018278607433,3.600273893666115e-05,1.0,0.2777566456150122,11.274631384236068,-11.274631384236068,-10.907641354509868,1.7615301869157172,0.36442178872082887,0.4425772335557774,0.11779867121386073,0.0,15.427230301636122,11.074492647203371,3.3107226534485132,14.0,8.5,19.0,8.0,480.41070335881534,2316.0557175580825,24.718909578726848
111,5,62976,3213.2227905000036,19.599014480474423,8333.480245280496,3.5031417468275996e-05,1.0,0.28545804659648344,11.410827407508755,-11.410827407508755,-10.907641354509868,1.8148741080316073,0.3627905255638887,0.7614627709452043,0.20535978983727488,0.0,15.073818067996248,12.955386027420847,3.1491276273628057,16.0,7.0,20.0,13.0,429.1310864116614,2673.8184107121933,4.313064306951819
112,5,63488,3231.493972299999,19.646640391166425,8287.218412833869,3.4162626901079384e-05,1.0,0.29271753688484764,11.410827407508755,-11.410827407508755,-10.907641354509868,1.8148741080316073,0.3627905255638887,0.7614627709452043,0.20535978983727488,0.0,15.073818067996248,12.955386027420847,3.1491276273628057,16.0,7.0,20.0,13.0,429.1310864116614,2673.8184107121933,4.313064306951819
113,5,64000,3249.520373200008,19.695214262335938,8240.78366643522,3.386924306036352e-05,1.0,0.2952531292824429,11.410827407508755,-11.410827407508755,-10.907641354509868,1.8148741080316073,0.3627905255638887,0.7614627709452043,0.20535978983727488,0.0,15.073818067996248,12.955386027420847,3.1491276273628057,16.0,7.0,20.0,13.0,429.1310864116614,2673.8184107121933,4.313064306951819
114,5,64512,3269.039236600016,19.734238511953773,8198.542847346072,3.363631610472961e-05,1.0,0.2972977174094844,11.410827407508755,-11.410827407508755,-10.907641354509868,1.8148741080316073,0.3627905255638887,0.7614627709452043,0.20535978983727488,0.0,15.073818067996248,12.955386027420847,3.1491276273628057,16.0,7.0,20.0,13.0,429.1310864116614,2673.8184107121933,4.313064306951819
115,5,65024,3289.151168600016,19.76923426954457,8158.130851252008,3.3487181297611594e-05,1.0,0.2986217296441496,11.410827407508755,-11.410827407508755,-10.907641354509868,1.8148741080316073,0.3627905255638887,0.7614627709452043,0.20535978983727488,0.0,15.073818067996248,12.955386027420847,3.1491276273628057,16.0,7.0,20.0,13.0,429.1310864116614,2673.8184107121933,4.313064306951819
116,5,65536,3309.261558099999,19.803813886995158,8118.032259714061,3.3431880156232726e-05,1.0,0.2991156929633731,11.410827407508755,-11.410827407508755,-10.907641354509868,1.8148741080316073,0.3627905255638887,0.7614627709452043,0.20535978983727488,0.0,15.073818067996248,12.955386027420847,3.1491276273628057,16.0,7.0,20.0,13.0,429.1310864116614,2673.8184107121933,4.313064306951819
117,5,66048,3327.6933174000005,19.847982881909545,8074.170607334886,3.373454271839127e-05,1.0,0.29643206026172786,11.410827407508755,-11.410827407508755,-10.907641354509868,1.8148741080316073,0.3627905255638887,0.7614627709452043,0.20535978983727488,0.0,15.073818067996248,12.955386027420847,3.1491276273628057,16.0,7.0,20.0,13.0,429.1310864116614,2673.8184107121933,4.313064306951819
118,5,66560,3350.2432258999906,19.86721426236738,8040.583742159978,3.37845072516592e-05,1.0,0.2959936613996014,11.410827407508755,-11.410827407508755,-10.907641354509868,1.8148741080316073,0.3627905255638887,0.7614627709452043,0.20535978983727488,0.0,15.073818067996248,12.955386027420847,3.1491276273628057,16.0,7.0,20.0,13.0,429.1310864116614,2673.8184107121933,4.313064306951819
119,5,67072,3370.9487213999964,19.897069206126687,8002.786659201518,3.3615748010855956e-05,1.0,0.297479621657402,11.39002811950597,-11.39002811950597,-10.907641354509868,1.742451047179848,0.36250090797438633,0.6304513747090328,0.21289069587521947,0.0,15.143087986515065,12.194735719285145,3.188311808048984,18.0,8.0,20.0,15.0,381.4660869941707,2093.6233342727037,7.205141616814895
120,5,67584,3397.9628588999913,19.88956407306897,7980.064289840889,3.375125148462332e-05,1.0,0.2962853097330592,11.39002811950597,-11.39002811950597,-10.907641354509868,1.742451047179848,0.36250090797438633,0.6304513747090328,0.21289069587521947,0.0,15.143087986515065,12.194735719285145,3.188311808048984,18.0,8.0,20.0,15.0,381.4660869941707,2093.6233342727037,7.205141616814895
121,0,68608,3501.7734962000104,19.592358007863947,8048.852513653755,4.3073537528769216e-05,1.0,0.2321611033995269,10.996128395173114,-10.996128395173114,-10.907641354509868,1.788691240594555,0.3348172969887773,0.6727191387814784,0.12625628405716877,0.0,15.924175153832566,13.733877678746028,3.338230838582866,22.0,10.0,19.0,12.0,291.9206734926443,2468.534880262485,21.395708058987616
122,0,69120,3546.368695300014,19.490359276970953,8064.705107089661,4.46443069250291e-05,1.0,0.223992725809204,10.996128395173114,-10.996128395173114,-10.907641354509868,1.788691240594555,0.3348172969887773,0.6727191387814784,0.12625628405716877,0.0,15.924175153832566,13.733877678746028,3.338230838582866,22.0,10.0,19.0,12.0,291.9206734926443,2468.534880262485,21.395708058987616
123,0,69632,3590.214770099992,19.394939985181068,8077.983232724983,4.587316598703304e-05,1.0,0.21799236623054727,10.798408205180488,-10.798408205180488,-10.798408205180488,1.7928603402376266,0.37111025233378264,0.8011751635459007,0.1125191226274206,0.0,15.465222805221364,12.487985952671083,3.059846911702255,22.0,10.0,20.0,13.0,269.80637309423446,2371.31573403957,20.668430172402502
124,0,70144,3624.253601000004,19.354054026640373,8068.593783248184,4.66388101055764e-05,1.0,0.2144137034663398,10.798408205180488,-10.798408205180488,-10.798408205180488,1.7928603402376266,0.37111025233378264,0.8011751635459007,0.1125191226274206,0.0,15.465222805221364,12.487985952671083,3.059846911702255,22.0,10.0,20.0,13.0,269.80637309423446,2371.31573403957,20.668430172402502
125,0,70656,3666.1582426000095,19.272490526729513,8076.1746793507455,4.7675146561078235e-05,1.0,0.20975289477482054,10.611474985146877,-10.611474985146877,-10.611474985146877,1.8077440963066764,0.35595097886571964,0.5645145081218502,0.09695577140614314,0.0,15.325919257647692,10.842289461577687,3.3691369235128925,20.0,10.0,16.0,10.0,291.39281005949687,2189.0891351760692,26.457197008585098
126,0,71168,3705.560812999989,19.205729872338274,8077.589398122279,5.066392770142753e-05,1.0,0.19737909107505347,10.611474985146877,-10.611474985146877,-10.611474985146877,1.8077440963066764,0.35595097886571964,0.5645145081218502,0.09695577140614314,0.0,15.325919257647692,10.842289461577687,3.3691369235128925,20.0,10.0,16.0,10.0,291.39281005949687,2189.0891351760692,26.457197008585098
127,0,71680,3751.736400900001,19.10581990323327,8093.031379084287,5.148626057202537e-05,1.0,0.1942265740198931,10.611474985146877,-10.611474985146877,-10.611474985146877,1.8077440963066764,0.35595097886571964,0.5645145081218502,0.09695577140614314,0.0,15.325919257647692,10.842289461577687,3.3691369235128925,20.0,10.0,16.0,10.0,291.39281005949687,2189.0891351760692,26.457197008585098
128,0,72192,3795.573638300004,19.020049900107857,8102.607554101426,5.533584042878317e-05,1.0,0.18071470357208935,10.611474985146877,-10.611474985146877,-10.611474985146877,1.8077440963066764,0.35595097886571964,0.5645145081218502,0.09695577140614314,0.0,15.325919257647692,10.842289461577687,3.3691369235128925,20.0,10.0,16.0,10.0,291.39281005949687,2189.0891351760692,26.457197008585098
129,0,72704,3830.393173699995,18.980819123006913,8092.379944436609,5.6969903741856114e-05,1.0,0.1755312778008598,10.611474985146877,-10.611474985146877,-10.611474985146877,1.8077440963066764,0.35595097886571964,0.5645145081218502,0.09695577140614314,0.0,15.325919257647692,10.842289461577687,3.3691369235128925,20.0,10.0,16.0,10.0,291.39281005949687,2189.0891351760692,26.457197008585098
130,0,73216,3871.5524019000004,18.911277027806356,8095.064113063637,6.097258951186251e-05,1.0,0.16400812365127512,10.580106990743658,-10.580106990743658,-10.580106990743658,1.7993218739340873,0.3650916157123508,0.6442088598773356,0.09554269217421249,0.0,15.519275037994898,7.606120998812473,3.3746124039031686,24.0,12.0,19.0,12.0,233.91503651074873,2546.650606960822,27.505000661736542
131,1,74240,3940.940035000007,18.838145046781932,8072.132347551739,4.5501154509388936e-05,1.0,0.21977464325518467,11.16638456323059,-11.16638456323059,-10.580106990743658,1.7873437324130885,0.3800554152784155,0.6237787450418046,0.24691483741567335,0.0,15.824730791146202,12.511343351499939,3.268472574485795,15.0,8.0,15.0,10.0,465.7050048153672,2145.8021003000813,36.20051762588912
132,1,74752,3964.9475228000083,18.85321295430686,8038.5237448548105,4.8087368295716165e-05,1.0,0.20795481962132734,11.16638456323059,-11.16638456323059,-10.580106990743658,1.7873437324130885,0.3800554152784155,0.6237787450418046,0.24691483741567335,0.0,15.824730791146202,12.511343351499939,3.268472574485795,15.0,8.0,15.0,10.0,465.7050048153672,2145.8021003000813,36.20051762588912
133,1,75264,3988.3389607999998,18.87101390823191,8003.809479156463,4.94089083975156e-05,1.0,0.20239265193931735,11.16638456323059,-11.16638456323059,-10.580106990743658,1.7873437324130885,0.3800554152784155,0.6237787450418046,0.24691483741567335,0.0,15.824730791146202,12.511343351499939,3.268472574485795,15.0,8.0,15.0,10.0,465.7050048153672,2145.8021003000813,36.20051762588912
134,1,75776,4011.7775179000164,18.888385425636788,7969.341826098682,5.149845170007371e-05,1.0,0.1941805951417696,11.16638456323059,-11.16638456323059,-10.580106990743658,1.7873437324130885,0.3800554152784155,0.6237787450418046,0.24691483741567335,0.0,15.824730791146202,12.511343351499939,3.268472574485795,15.0,8.0,15.0,10.0,465.7050048153672,2145.8021003000813,36.20051762588912
135,1,76288,4039.8902447000146,18.88368133270037,7944.21370266513,5.5994892590356065e-05,1.0,0.1785877164397361,11.16638456323059,-11.16638456323059,-10.580106990743658,1.7873437324130885,0.3800554152784155,0.6237787450418046,0.24691483741567335,0.0,15.824730791146202,12.511343351499939,3.268472574485795,15.0,8.0,15.0,10.0,465.7050048153672,2145.8021003000813,36.20051762588912
136,1,76800,4066.1930114999996,18.887445771215084,7915.52239572,5.940609608072292e-05,1.0,0.16833289274574895,11.16638456323059,-11.16638456323059,-10.580106990743658,1.7873437324130885,0.3800554152784155,0.6237787450418046,0.24691483741567335,0.0,15.824730791146202,12.511343351499939,3.268472574485795,15.0,8.0,15.0,10.0,465.7050048153672,2145.8021003000813,36.20051762588912
137,1,77312,4093.1876028999977,18.887968864467616,7888.195976449665,7.138697509476234e-05,1.0,0.1400815763201274,11.095552625682796,-11.095552625682796,-10.580106990743658,1.7688449963152604,0.37130887083839953,0.6108367996851366,0.14780223007137924,0.0,15.146010414812643,9.00167745932139,3.088349805419751,17.0,8.0,16.0,10.0,418.27007756340345,2219.2898337626193,30.201216882975388
138,1,77824,4131.347747199994,18.83743629491004,7882.176622947357,8.184221478209857e-05,1.0,0.12218633167033126,11.095552625682796,-11.095552625682796,-10.580106990743658,1.7688449963152604,0.37130887083839953,0.6108367996851366,0.14780223007137924,0.0,15.146010414812643,9.00167745932139,3.088349805419751,17.0,8.0,16.0,10.0,418.27007756340345,2219.2898337626193,30.201216882975388
139,1,78336,4164.865454200015,18.80877086221426,7866.968080155584,8.520199560006448e-05,1.0,0.11736814295922916,10.830188124866737,-10.830188124866737,-10.580106990743658,1.7495645308101695,0.3628302889901557,0.5131943662756361,0.10932360285446505,0.0,15.060334455996369,9.277729939332152,3.321490488952823,17.0,10.0,17.0,10.0,375.59776824758615,2176.259064266822,27.33845262856383
140,1,78848,4207.226895600004,18.741085745211578,7868.060687875332,0.0001034501792251188,1.0,0.0966648881123627,10.593280302131507,-10.593280302131507,-10.580106990743658,1.7889774030289534,0.3845124042066047,0.4259053522344902,0.2651889375896535,0.0,15.032675685836468,11.003205247248639,3.251183784497349,17.0,8.0,17.0,10.0,366.4732898640692,2204.546090141682,19.17663215287962
141,2,79872,4270.881359399995,18.701526284312664,7829.94915889999,3.596296262244822e-05,1.0,0.27806385433212205,11.505818371303729,-11.505818371303729,-10.580106990743658,1.8084439553146,0.35537861027954454,0.3566202613044963,0.19581207465022404,0.0,15.491276126432144,12.194885770897077,3.351657980680794,14.0,7.0,11.0,7.0,564.2007744992623,2906.371256123381,36.84801642120298
142,2,80384,4294.127869299991,18.71951708161495,7795.072883761131,3.7404841656856544e-05,1.0,0.26734506970348126,11.447390961072914,-11.447390961072914,-10.580106990743658,1.7006165705558633,0.3969682651486643,0.6438256324327815,0.1703329907833314,0.0,15.058480898232494,5.015138096594332,3.3293813090030397,17.0,10.0,11.0,8.0,379.0130819080054,2104.1367501449913,25.337055071781744
143,2,80896,4319.6812846999965,18.72730756468721,7764.490410473411,3.958107155553238e-05,1.0,0.2526460150521685,11.03894881075017,-11.03894881075017,-10.580106990743658,1.7122206050264963,0.3855194387120664,0.4831808697221012,0.16132010110047174,0.0,15.174387772533638,8.41115240872832,3.3487064175278833,15.0,8.0,17.0,12.0,460.97293750364247,2365.720201887572,21.778869084516344
144,2,81408,4346.636039900011,18.728966320785553,7736.465404350335,4.4852375527355194e-05,1.0,0.22295363138349386,11.03894881075017,-11.03894881075017,-10.580106990743658,1.7122206050264963,0.3855194387120664,0.4831808697221012,0.16132010110047174,0.0,15.174387772533638,8.41115240872832,3.3487064175278833,15.0,8.0,17.0,12.0,460.97293750364247,2365.720201887572,21.778869084516344
145,2,81920,4372.137968299998,18.736828662306063,7705.893169128746,4.698431588943611e-05,1.0,0.21283698210126278,11.03894881075017,-11.03894881075017,-10.580106990743658,1.7122206050264963,0.3855194387120664,0.4831808697221012,0.16132010110047174,0.0,15.174387772533638,8.41115240872832,3.3487064175278833,15.0,8.0,17.0,12.0,460.97293750364247,2365.720201887572,21.778869084516344
146,2,82432,4400.484592699999,18.732482358135545,7680.34888539565,5.219026700160868e-05,1.0,0.1916066074099938,11.03894881075017,-11.03894881075017,-10.580106990743658,1.7122206050264963,0.3855194387120664,0.4831808697221012,0.16132010110047174,0.0,15.174387772533638,8.41115240872832,3.3487064175278833,15.0,8.0,17.0,12.0,460.97293750364247,2365.720201887572,21.778869084516344
147,2,82944,4428.581168900011,18.729249128926313,7654.337822790142,5.7195721311393756e-05,1.0,0.17483825311960746,11.03894881075017,-11.03894881075017,-10.580106990743658,1.7122206050264963,0.3855194387120664,0.4831808697221012,0.16132010110047174,0.0,15.174387772533638,8.41115240872832,3.3487064175278833,15.0,8.0,17.0,12.0,460.97293750364247,2365.720201887572,21.778869084516344
148,2,83456,4458.5502003,18.71819229362597,7631.506171065645,6.54648785798491e-05,1.0,0.15275366298591303,11.019749598645426,-11.019749598645426,-10.580106990743658,1.7406120562441325,0.38119526960807715,0.38988310557218775,0.23033379279495086,0.0,15.688291733692848,13.301859073742579,3.3780530594059828,13.0,8.0,15.0,10.0,510.0119453158951,2188.6187436730524,21.102399785543927
149,2,83968,4479.678652300005,18.744201653144977,7593.601617923178,6.785773172429029e-05,1.0,0.14736714219435654,11.019749598645426,-11.019749598645426,-10.580106990743658,1.7406120562441325,0.38119526960807715,0.38988310557218775,0.23033379279495086,0.0,15.688291733692848,13.301859073742579,3.3780530594059828,13.0,8.0,15.0,10.0,510.0119453158951,2188.6187436730524,21.102399785543927
150,2,84480,4502.929985800001,18.761117820265437,7559.464279191518,7.700229360901779e-05,1.0,0.1298662615269018,11.019749598645426,-11.019749598645426,-10.580106990743658,1.7406120562441325,0.38119526960807715,0.38988310557218775,0.23033379279495086,0.0,15.688291733692848,13.301859073742579,3.3780530594059828,13.0,8.0,15.0,10.0,510.0119453158951,2188.6187436730524,21.102399785543927
151,3,85504,4605.243142399995,18.56666355197917,7583.484216526938,4.5010173269840585e-05,1.0,0.22217199520759384,10.132134956386158,-10.132134956386158,-10.132134956386158,1.7941069491016708,0.3957133575115005,0.8029615226606812,0.19402214721558586,0.0,15.420392242423915,13.627232380823026,3.3771939401256326,19.0,8.0,20.0,11.0,340.3950789059565,2270.277813694519,26.807353757059612
152,3,86016,4636.353444600012,18.55251137080227,7561.671689407162,4.753483878694146e-05,1.0,0.2103720188222694,10.132134956386158,-10.132134956386158,-10.132134956386158,1.7941069491016708,0.3957133575115005,0.8029615226606812,0.19402214721558586,0.0,15.420392242423915,13.627232380823026,3.3771939401256326,19.0,8.0,20.0,11.0,340.3950789059565,2270.277813694519,26.807353757059612
153,3,86528,4669.811011200014,18.529229511102777,7543.540864246176,4.833082467843152e-05,1.0,0.20690729087564413,10.132134956386158,-10.132134956386158,-10.132134956386158,1.7941069491016708,0.3957133575115005,0.8029615226606812,0.19402214721558586,0.0,15.420392242423915,13.627232380823026,3.3771939401256326,19.0,8.0,20.0,11.0,340.3950789059565,2270.277813694519,26.807353757059612
154,3,87040,4696.024760400003,18.53482561122314,7513.639616640005,5.093811315794354e-05,1.0,0.1963166552516981,10.132134956386158,-10.132134956386158,-10.132134956386158,1.7941069491016708,0.3957133575115005,0.8029615226606812,0.19402214721558586,0.0,15.420392242423915,13.627232380823026,3.3771939401256326,19.0,8.0,20.0,11.0,340.3950789059565,2270.277813694519,26.807353757059612
155,3,87552,4727.217258299992,18.520832704753992,7491.671795317532,5.2970822136032215e-05,1.0,0.1887831752793905,10.132134956386158,-10.132134956386158,-10.132134956386158,1.7941069491016708,0.3957133575115005,0.8029615226606812,0.19402214721558586,0.0,15.420392242423915,13.627232380823026,3.3771939401256326,19.0,8.0,20.0,11.0,340.3950789059565,2270.277813694519,26.807353757059612
156,3,88064,4754.868511400011,18.520806577271824,7464.037779523273,5.400508794830085e-05,1.0,0.1851677384466627,10.132134956386158,-10.132134956386158,-10.132134956386158,1.7941069491016708,0.3957133575115005,0.8029615226606812,0.19402214721558586,0.0,15.420392242423915,13.627232380823026,3.3771939401256326,19.0,8.0,20.0,11.0,340.3950789059565,2270.277813694519,26.807353757059612
157,3,88576,4787.011910600006,18.50340079661466,7443.388462146829,5.720813208781011e-05,1.0,0.17480032357376662,10.132134956386158,-10.132134956386158,-10.132134956386158,1.7941069491016708,0.3957133575115005,0.8029615226606812,0.19402214721558586,0.0,15.420392242423915,13.627232380823026,3.3771939401256326,19.0,8.0,20.0,11.0,340.3950789059565,2270.277813694519,26.807353757059612
158,3,89088,4815.144735900016,18.501624538052074,7416.4298231103685,5.772555121346319e-05,1.0,0.17323351253972455,10.132134956386158,-10.132134956386158,-10.132134956386158,1.7941069491016708,0.3957133575115005,0.8029615226606812,0.19402214721558586,0.0,15.420392242423915,13.627232380823026,3.3771939401256326,19.0,8.0,20.0,11.0,340.3950789059565,2270.277813694519,26.807353757059612
159,3,89600,4840.441864699998,18.510706771096245,7385.131302142284,5.986530566866304e-05,1.0,0.16704165941032798,10.132134956386158,-10.132134956386158,-10.132134956386158,1.7941069491016708,0.3957133575115005,0.8029615226606812,0.19402214721558586,0.0,15.420392242423915,13.627232380823026,3.3771939401256326,19.0,8.0,20.0,11.0,340.3950789059565,2270.277813694519,26.807353757059612
