generation,island,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,feasible_population_fraction,finite_energy_relative_std,best_objective,best_score,global_best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
13,1,7680,394.22056869999506,19.481479683635026,11222.145522326526,4.4171350495343247e-05,1.0,0.22639108580241935,17.5,-17.5,-11.917661059957403,1.391541563325748,0.37564766969531777,0.5426642009988427,0.2740836336277425,0.0,18.850267017468195,2.6527899260313443,1.7757239990137719,10.0,6.0,15.0,8.0,611.6114584729075,1090.2891904115677,26.343734301626682
14,1,8192,408.8686844999902,20.03577263447819,10886.128724812239,4.396324703463073e-05,1.0,0.22746272567453427,17.5,-17.5,-11.917661059957403,1.391541563325748,0.37564766969531777,0.5426642009988427,0.2740836336277425,0.0,18.850267017468195,2.6527899260313443,1.7757239990137719,10.0,6.0,15.0,8.0,611.6114584729075,1090.2891904115677,26.343734301626682
15,1,8704,425.4111321000091,20.460207416372434,10635.278302500228,4.5639382407436617e-05,1.0,0.2191090122720539,13.59457291366192,-13.59457291366192,-11.917661059957403,1.8203822305806916,0.34127148771822924,0.3469924171278742,0.28327908899948195,0.0,16.078894707655813,1.722231583844465,1.9087816931296908,11.0,8.0,18.0,10.0,495.24816260305647,1056.8627557354719,7.4790069740770075
16,1,9216,442.21180099999765,20.840692127978848,10416.544645777723,4.456893626038141e-05,1.0,0.22437152059402582,13.119726927384953,-13.119726927384953,-11.917661059957403,1.6014525706108504,0.38082837304579176,0.766733152727767,0.10038487249985337,0.0,15.892701604118121,5.120751788879735,2.460613377996393,13.0,10.0,14.0,7.0,417.0726943795329,1798.3698048041508,27.159728705883026
17,1,9728,459.80920109999715,21.15660142669568,10236.804845542041,4.277151081469403e-05,1.0,0.23380048563925218,11.262780573138151,-11.262780573138151,-11.262780573138151,1.7011595455300061,0.32713965790523986,0.6025355058663642,0.10238888131701543,0.0,15.225837772840997,7.8419182048370315,3.3483554468431334,16.0,12.0,17.0,8.0,359.77551252922444,2433.153381568738,31.19653332978487
18,1,10240,483.2282164999924,21.190815540880486,10196.11536814984,4.0648889606720227e-05,1.0,0.24600917999852953,11.262780573138151,-11.262780573138151,-11.262780573138151,1.7011595455300061,0.32713965790523986,0.6025355058663642,0.10238888131701543,0.0,15.225837772840997,7.8419182048370315,3.3483554468431334,16.0,12.0,17.0,8.0,359.77551252922444,2433.153381568738,31.19653332978487
19,1,10752,510.67007150000427,21.054689906572897,10237.719052452467,3.882754027109061e-05,1.0,0.2575491501697207,11.262780573138151,-11.262780573138151,-11.262780573138151,1.7011595455300061,0.32713965790523986,0.6025355058663642,0.10238888131701543,0.0,15.225837772840997,7.8419182048370315,3.3483554468431334,16.0,12.0,17.0,8.0,359.77551252922444,2433.153381568738,31.19653332978487
20,1,11264,540.7527010999911,20.830224198763943,10323.460657363466,3.834931008278642e-05,1.0,0.2607608840527387,11.262780573138151,-11.262780573138151,-11.262780573138151,1.7011595455300061,0.32713965790523986,0.6025355058663642,0.10238888131701543,0.0,15.225837772840997,7.8419182048370315,3.3483554468431334,16.0,12.0,17.0,8.0,359.77551252922444,2433.153381568738,31.19653332978487
21,2,12288,599.5030591000104,20.496976309757393,10441.344945991848,4.436601993766228e-05,1.0,0.22539772587333215,12.661718477525739,-12.661718477525739,-11.262780573138151,1.7739317201625555,0.2545846411585808,0.364844842068851,0.2784683666937053,0.0,15.384336279491954,10.364968696454653,2.99541920262414,14.0,8.5,11.0,8.5,499.2220899555832,2383.553110063076,13.439892865717411
22,2,12800,616.0897567000065,20.77619350232554,10276.37714175611,4.3935339116655206e-05,1.0,0.22760721098449757,12.661718477525739,-12.661718477525739,-11.262780573138151,1.7739317201625555,0.2545846411585808,0.364844842068851,0.2784683666937053,0.0,15.384336279491954,10.364968696454653,2.99541920262414,14.0,8.5,11.0,8.5,499.2220899555832,2383.553110063076,13.439892865717411
23,2,13312,634.3459945000068,20.98539301173101,10149.535912000109,4.1965829940306863e-05,1.0,0.2382891036403716,12.661718477525739,-12.661718477525739,-11.262780573138151,1.7739317201625555,0.2545846411585808,0.364844842068851,0.2784683666937053,0.0,15.384336279491954,10.364968696454653,2.99541920262414,14.0,8.5,11.0,8.5,499.2220899555832,2383.553110063076,13.439892865717411
24,2,13824,655.0206727999903,21.104677415610578,10067.910341185036,3.999880902982891e-05,1.0,0.2500074437852023,12.661718477525739,-12.661718477525739,-11.262780573138151,1.7739317201625555,0.2545846411585808,0.364844842068851,0.2784683666937053,0.0,15.384336279491954,10.364968696454653,2.99541920262414,14.0,8.5,11.0,8.5,499.2220899555832,2383.553110063076,13.439892865717411
25,2,14336,676.44098449999,21.193275287121832,10001.663127964137,3.8854962188528496e-05,1.0,0.2573673846722307,12.597693079885678,-12.597693079885678,-11.262780573138151,1.7892163770324299,0.3761433206511226,0.6671490491332175,0.2582274256822195,0.0,17.85608459274,16.07400373646949,2.8639543368802522,13.0,6.5,15.0,7.0,594.4389145550849,1946.6326866333804,0.16456702101202225
26,2,14848,691.4753535999916,21.47292730347892,9847.562794372294,3.972790213924512e-05,1.0,0.25171225918122453,12.597693079885678,-12.597693079885678,-11.262780573138151,1.7892163770324299,0.3761433206511226,0.6671490491332175,0.2582274256822195,0.0,17.85608459274,16.07400373646949,2.8639543368802522,13.0,6.5,15.0,7.0,594.4389145550849,1946.6326866333804,0.16456702101202225
27,2,15360,707.8584343999973,21.699254050733476,9721.25583242663,3.9649632068437614e-05,1.0,0.2522091499547688,12.561314871172147,-12.561314871172147,-11.262780573138151,1.8139097552100356,0.3943447444359899,0.4110786203098045,0.2893112850317349,0.0,15.710351103925664,13.773928119423719,2.9346206386471447,12.0,6.0,11.0,7.0,524.8727755471903,1678.4263921962217,7.796739741032681
28,2,15872,720.5322199999937,22.028161349953425,9552.862658709593,3.929051441858368e-05,1.0,0.25451435665780386,12.561314871172147,-12.561314871172147,-11.262780573138151,1.8139097552100356,0.3943447444359899,0.4110786203098045,0.2893112850317349,0.0,15.710351103925664,13.773928119423719,2.9346206386471447,12.0,6.0,11.0,7.0,524.8727755471903,1678.4263921962217,7.796739741032681
29,2,16384,735.1889984000009,22.28542597299016,9419.609042000011,3.895545049711024e-05,1.0,0.2567034875066277,12.561314871172147,-12.561314871172147,-11.262780573138151,1.8139097552100356,0.3943447444359899,0.4110786203098045,0.2893112850317349,0.0,15.710351103925664,13.773928119423719,2.9346206386471447,12.0,6.0,11.0,7.0,524.8727755471903,1678.4263921962217,7.796739741032681
30,2,16896,750.8680624999979,22.50195586125365,9306.213259469672,3.738589781259381e-05,1.0,0.2674805363810574,11.748991352910284,-11.748991352910284,-11.262780573138151,1.8169993364210537,0.33123408638642915,0.4583209900657745,0.2520118252607598,0.0,15.173321686684282,14.575989459830694,3.233495957591275,12.0,8.0,13.0,10.0,567.2569576876361,2087.5871094092327,9.410804480119566
31,3,17920,811.379351200012,22.085846741720403,9435.182741097284,4.254998793984427e-05,1.0,0.2350176929341943,12.726710626712745,-12.726710626712745,-11.262780573138151,1.7830942341852931,0.30574483141303066,0.8806621519848705,0.29787492396309967,0.0,16.250250164566133,5.900411370729692,2.8069870300792354,15.0,7.0,14.0,8.5,434.86862145364285,1923.4166666865349,20.27951955795288
32,3,18432,830.4687602999911,22.194693986251558,9365.8421300499,4.3401779312788204e-05,1.0,0.23040530038945942,12.726710626712745,-12.726710626712745,-11.262780573138151,1.7830942341852931,0.30574483141303066,0.8806621519848705,0.29787492396309967,0.0,16.250250164566133,5.900411370729692,2.8069870300792354,15.0,7.0,14.0,8.5,434.86862145364285,1923.4166666865349,20.27951955795288
33,3,18944,849.8633417999954,22.290642587168126,9302.558200783735,4.19559041465728e-05,1.0,0.2383454773150646,12.219864921969275,-12.219864921969275,-11.262780573138151,1.603132404266856,0.360141921051999,0.701776275200804,0.2935775025514294,0.0,15.86665716926001,8.607804627450427,3.2796542243764533,19.0,10.0,18.0,10.0,340.4444741318679,2372.97999050736,24.7427065027102
34,3,19456,875.422404699988,22.22469963704856,9307.122407863031,4.1409905792779144e-05,1.0,0.24148811277285598,12.219864921969275,-12.219864921969275,-11.262780573138151,1.603132404266856,0.360141921051999,0.701776275200804,0.2935775025514294,0.0,15.86665716926001,8.607804627450427,3.2796542243764533,19.0,10.0,18.0,10.0,340.4444741318679,2372.97999050736,24.7427065027102
35,3,19968,898.3626112999918,22.22710490044209,9283.080316766582,4.084893533842529e-05,1.0,0.24480442188154927,12.219864921969275,-12.219864921969275,-11.262780573138151,1.603132404266856,0.360141921051999,0.701776275200804,0.2935775025514294,0.0,15.86665716926001,8.607804627450427,3.2796542243764533,19.0,10.0,18.0,10.0,340.4444741318679,2372.97999050736,24.7427065027102
36,3,20480,928.0195822000096,22.06849983860156,9326.596801110096,4.108225494506543e-05,1.0,0.24341409723910826,12.219864921969275,-12.219864921969275,-11.262780573138151,1.603132404266856,0.360141921051999,0.701776275200804,0.2935775025514294,0.0,15.86665716926001,8.607804627450427,3.2796542243764533,19.0,10.0,18.0,10.0,340.4444741318679,2372.97999050736,24.7427065027102
37,3,20992,966.5727601000108,21.717971855349997,9453.553092685472,3.822524952879729e-05,1.0,0.26160718695809726,11.8723162474828,-11.8723162474828,-11.262780573138151,1.8143329175851446,0.3670067018119849,0.858642512329802,0.28547773100020013,0.0,15.91055539635825,9.729182532286494,2.869299570941095,22.0,13.0,19.0,12.0,235.0937836850121,2133.48188499109,35.09480368963661
38,3,21504,1006.570564900001,21.36362888987951,9586.386332380962,3.748473985760929e-05,1.0,0.26677522741217646,11.8723162474828,-11.8723162474828,-11.262780573138151,1.8143329175851446,0.3670067018119849,0.858642512329802,0.28547773100020013,0.0,15.91055539635825,9.729182532286494,2.869299570941095,22.0,13.0,19.0,12.0,235.0937836850121,2133.48188499109,35.09480368963661
39,3,22016,1038.9336907000106,21.19095780325124,9640.33819975126,3.6881903752070184e-05,1.0,0.2711356785490958,11.839838070916176,-11.839838070916176,-11.262780573138151,1.775151313788479,0.36336480195134707,0.7039102015635,0.28356497896994703,0.0,16.33732110923763,9.668862126776293,3.2127729631505875,17.0,8.0,19.0,10.0,386.49120551928985,2049.3014057054875,7.823720743103699
40,3,22528,1065.0479119000083,21.152100058870435,9633.842475822803,3.704394834215919e-05,1.0,0.26994962598571426,11.839838070916176,-11.839838070916176,-11.262780573138151,1.775151313788479,0.36336480195134707,0.7039102015635,0.28356497896994703,0.0,16.33732110923763,9.668862126776293,3.2127729631505875,17.0,8.0,19.0,10.0,386.49120551928985,2049.3014057054875,7.823720743103699
41,4,23552,1121.8469011000125,20.99395200620191,9657.638539904456,4.458870671427421e-05,1.0,0.2242720351608378,13.257282552961167,-13.257282552961167,-11.262780573138151,1.7516013418735683,0.33781882603758917,0.7205608528107406,0.20607338661612076,0.0,15.060937753443916,3.913652054281825,3.159356323448387,14.0,8.5,17.0,8.0,391.7476783506572,2636.3000326804004,17.763237804174423
42,4,24064,1145.9236392000166,20.999654057926037,9630.634840085246,3.9051600685997494e-05,1.0,0.25607144968031065,12.476748222561561,-12.476748222561561,-11.262780573138151,1.809253494137626,0.369714196874183,0.8804564534256198,0.09002808955958796,0.0,18.612059170838222,16.137299182130306,3.2684820378364714,13.0,10.0,17.0,7.0,469.84072291018094,2283.0024031004245,0.7615618407726288
43,4,24576,1161.0584524000005,21.166892975284274,9530.354796783336,3.890250754221807e-05,1.0,0.25705283879574387,12.476748222561561,-12.476748222561561,-11.262780573138151,1.809253494137626,0.369714196874183,0.8804564534256198,0.09002808955958796,0.0,18.612059170838222,16.137299182130306,3.2684820378364714,13.0,10.0,17.0,7.0,469.84072291018094,2283.0024031004245,0.7615618407726288
44,4,25088,1175.4300588000042,21.343677415917305,9427.428838946973,3.935807444347515e-05,1.0,0.2540774705419515,12.476748222561561,-12.476748222561561,-11.262780573138151,1.809253494137626,0.369714196874183,0.8804564534256198,0.09002808955958796,0.0,18.612059170838222,16.137299182130306,3.2684820378364714,13.0,10.0,17.0,7.0,469.84072291018094,2283.0024031004245,0.7615618407726288
45,4,25600,1188.159841100016,21.54592262291843,9315.173154224125,4.0317402860051634e-05,1.0,0.24803184953930799,12.476748222561561,-12.476748222561561,-11.262780573138151,1.809253494137626,0.369714196874183,0.8804564534256198,0.09002808955958796,0.0,18.612059170838222,16.137299182130306,3.2684820378364714,13.0,10.0,17.0,7.0,469.84072291018094,2283.0024031004245,0.7615618407726288
46,4,26112,1202.4118039000023,21.716353677921468,9218.490496566683,4.017496881195353e-05,1.0,0.2489112075433553,12.476748222561561,-12.476748222561561,-11.262780573138151,1.809253494137626,0.369714196874183,0.8804564534256198,0.09002808955958796,0.0,18.612059170838222,16.137299182130306,3.2684820378364714,13.0,10.0,17.0,7.0,469.84072291018094,2283.0024031004245,0.7615618407726288
47,4,26624,1216.262064200011,21.8900192513295,9121.965481500083,4.1320384913595874e-05,1.0,0.24201129831948,12.417763177107489,-12.417763177107489,-11.262780573138151,1.7566686193880034,0.3719605340528416,0.8530852614055567,0.1004080911724401,0.0,16.601418106920814,12.440903001175165,3.202114129498551,13.0,8.0,20.0,10.0,543.875775053744,2873.7148830437545,6.928654283803738
48,4,27136,1238.7070042999985,21.906713941070134,9091.641974956594,3.975781935914464e-05,1.0,0.25152284911973943,12.417763177107489,-12.417763177107489,-11.262780573138151,1.7566686193880034,0.3719605340528416,0.8530852614055567,0.1004080911724401,0.0,16.601418106920814,12.440903001175165,3.202114129498551,13.0,8.0,20.0,10.0,543.875775053744,2873.7148830437545,6.928654283803738
49,4,27648,1259.5721111999883,21.950311343159132,9050.258873066583,3.912217422329611e-05,1.0,0.25560951553774547,12.417763177107489,-12.417763177107489,-11.262780573138151,1.7566686193880034,0.3719605340528416,0.8530852614055567,0.1004080911724401,0.0,16.601418106920814,12.440903001175165,3.202114129498551,13.0,8.0,20.0,10.0,543.875775053744,2873.7148830437545,6.928654283803738
50,4,28160,1279.3280854999903,22.011554595859934,9001.81761979084,3.810161949442122e-05,1.0,0.262456035535817,11.798628359146239,-11.798628359146239,-11.262780573138151,1.80934962795041,0.3696258226402724,0.8196357310820257,0.28375643299283626,0.0,15.907021977916427,13.331195743095329,3.1328067476229364,14.0,10.0,14.0,8.5,425.87058042306035,2691.3404794719295,14.02961127000089
51,5,29184,1342.7357053000014,21.734731477539395,9069.355202464922,4.548235517331805e-05,1.0,0.21986548326033983,17.5,-17.5,-11.262780573138151,1.8099185495100913,0.22715491387993098,0.818449254333973,0.20486027853563427,0.0,19.84712997012,8.814790473354257,2.428928839596542,13.0,10.0,22.0,13.0,359.4131101388484,2712.258920073509,29.29920431226492
52,5,29696,1363.113307599997,21.78542299780279,9024.750174455152,4.676359319386405e-05,1.0,0.21384156599224097,12.958500434654548,-12.958500434654548,-11.262780573138151,1.7385015579143208,0.3695298605412245,0.8064221307635309,0.2626786791539211,0.0,17.126242721020045,11.12249636020081,2.5099854668652686,18.0,12.0,15.0,10.0,369.5791753689679,2531.16806037724,11.592805793392685
53,5,30208,1385.1829137000022,21.807950200100674,8991.95010079832,4.587485502342214e-05,1.0,0.21798434011168713,12.734247428200579,-12.734247428200579,-11.262780573138151,1.8169278233853434,0.2842931130155921,0.7910146230831743,0.19917453517966496,0.0,17.095292083121112,14.169422215473423,2.971092847556177,16.0,8.0,20.0,15.0,389.335765956948,2149.0874125005735,23.249845458178278
54,5,30720,1403.1244776000094,21.893994788363596,8933.22584072006,4.5616914612751046e-05,1.0,0.21921693049368898,12.410294235654739,-12.410294235654739,-11.262780573138151,1.7821912509132176,0.2613996080309153,0.8886497360695269,0.24478987714275718,0.0,15.485617538212624,10.912017904645365,3.279658742033175,16.0,8.0,20.0,15.0,475.62543215915724,2455.2171856047075,23.60379341202297
55,5,31232,1421.9491576,21.964217098109273,8881.354574518033,4.404201566429495e-05,1.0,0.22705591125128802,12.410294235654739,-12.410294235654739,-11.262780573138151,1.7821912509132176,0.2613996080309153,0.8886497360695269,0.24478987714275718,0.0,15.485617538212624,10.912017904645365,3.279658742033175,16.0,8.0,20.0,15.0,475.62543215915724,2455.2171856047075,23.60379341202297
56,5,31744,1447.9819386000163,21.92292538585926,8874.728010774294,4.155299239075133e-05,1.0,0.24065655503129887,11.939539117103166,-11.939539117103166,-11.262780573138151,1.6704044902214776,0.34111739044868594,0.6507436625967925,0.20135612560957883,0.0,15.527067006616884,14.680799058061819,3.2036319804814957,17.0,10.0,20.0,15.0,341.09061846748176,2194.1374121149906,8.309632749337418
57,5,32256,1469.9627386000066,21.943413362110547,8843.10917348258,3.93109306646178e-05,1.0,0.2543821738873405,11.939539117103166,-11.939539117103166,-11.262780573138151,1.6704044902214776,0.34111739044868594,0.6507436625967925,0.20135612560957883,0.0,15.527067006616884,14.680799058061819,3.2036319804814957,17.0,10.0,20.0,15.0,341.09061846748176,2194.1374121149906,8.309632749337418
58,5,32768,1493.5193229000142,21.940124575270527,8821.098500878208,3.8982491828214494e-05,1.0,0.2565254177200201,11.939539117103166,-11.939539117103166,-11.262780573138151,1.6704044902214776,0.34111739044868594,0.6507436625967925,0.20135612560957883,0.0,15.527067006616884,14.680799058061819,3.2036319804814957,17.0,10.0,20.0,15.0,341.09061846748176,2194.1374121149906,8.309632749337418
59,5,33280,1519.1898711000104,21.90641251175715,8811.30125238006,3.86398634601316e-05,1.0,0.25880008634911295,11.939539117103166,-11.939539117103166,-11.262780573138151,1.6704044902214776,0.34111739044868594,0.6507436625967925,0.20135612560957883,0.0,15.527067006616884,14.680799058061819,3.2036319804814957,17.0,10.0,20.0,15.0,341.09061846748176,2194.1374121149906,8.309632749337418
60,5,33792,1542.8395751999924,21.90247161349855,8789.510307199957,3.742783303271264e-05,1.0,0.26718084349846816,11.410827407508755,-11.410827407508755,-11.262780573138151,1.8148741080316073,0.3627905255638887,0.7614627709452043,0.20535978983727488,0.0,15.073818067996248,12.955386027420847,3.1491276273628057,16.0,7.0,20.0,13.0,429.1310864116614,2673.8184107121933,4.313064306951821
61,0,34816,1635.900725399988,21.282465041689658,8997.453989699934,3.557556136878263e-05,1.0,0.28109183988239017,11.917661059957403,-11.917661059957403,-11.262780573138151,1.8189049493768366,0.3349152063167559,0.7252300249632884,0.1839103001084525,0.0,16.680519671129915,11.034595318822909,3.024499839534895,16.0,8.0,18.0,10.0,407.34352503910435,2239.954422668776,16.96128630303732
62,0,35328,1665.209709399991,21.215345911434422,9001.78582037966,3.595708981904724e-05,1.0,0.2781092699749794,11.35312877035294,-11.35312877035294,-11.262780573138151,1.7161830753365412,0.3348172969887773,0.5737963571019097,0.1133071927050243,0.0,15.663069303026452,9.235530925149794,3.338230838582866,22.0,10.0,20.0,11.0,291.066329304221,2468.534880262485,20.288956216666815
63,0,35840,1694.9420508999901,21.145265692694018,9007.406327639948,3.651051352437717e-05,1.0,0.2738937099124404,11.35312877035294,-11.35312877035294,-11.262780573138151,1.7161830753365412,0.3348172969887773,0.5737963571019097,0.1133071927050243,0.0,15.663069303026452,9.235530925149794,3.338230838582866,22.0,10.0,20.0,11.0,291.066329304221,2468.534880262485,20.288956216666815
64,0,36352,1727.1571175999998,21.04730347318577,9025.004093374646,3.688196130285282e-05,1.0,0.27113525546773165,11.35312877035294,-11.35312877035294,-11.262780573138151,1.7161830753365412,0.3348172969887773,0.5737963571019097,0.1133071927050243,0.0,15.663069303026452,9.235530925149794,3.338230838582866,22.0,10.0,20.0,11.0,291.066329304221,2468.534880262485,20.288956216666815
65,0,36864,1753.116967400012,21.027689929139036,9009.073304694506,3.769010385032702e-05,1.0,0.2653216356131963,11.35312877035294,-11.35312877035294,-11.262780573138151,1.7161830753365412,0.3348172969887773,0.5737963571019097,0.1133071927050243,0.0,15.663069303026452,9.235530925149794,3.338230838582866,22.0,10.0,20.0,11.0,291.066329304221,2468.534880262485,20.288956216666815
66,0,37376,1791.6185591999965,20.861583403494848,9056.263675956146,3.922797866376838e-05,1.0,0.25492009378592223,10.996128395173114,-10.996128395173114,-10.996128395173114,1.788691240594555,0.3348172969887773,0.6727191387814784,0.12625628405716877,0.0,15.924175153832566,13.733877678746028,3.338230838582866,22.0,10.0,19.0,12.0,291.9206734926443,2468.534880262485,21.395708058987616
67,0,37888,1817.7149385999946,20.84375233730618,9039.447262227,3.948113720565902e-05,1.0,0.2532855106961469,10.996128395173114,-10.996128395173114,-10.996128395173114,1.788691240594555,0.3348172969887773,0.6727191387814784,0.12625628405716877,0.0,15.924175153832566,13.733877678746028,3.338230838582866,22.0,10.0,19.0,12.0,291.9206734926443,2468.534880262485,21.395708058987616
68,0,38400,1851.5904613000166,20.738927318214337,9060.449323961415,3.9520115017558806e-05,1.0,0.25303570082113847,10.996128395173114,-10.996128395173114,-10.996128395173114,1.788691240594555,0.3348172969887773,0.6727191387814784,0.12625628405716877,0.0,15.924175153832566,13.733877678746028,3.338230838582866,22.0,10.0,19.0,12.0,291.9206734926443,2468.534880262485,21.395708058987616
69,0,38912,1883.809585800016,20.656015498230335,9072.03037372113,4.065330072530749e-05,1.0,0.24598248657764687,10.996128395173114,-10.996128395173114,-10.996128395173114,1.788691240594555,0.3348172969887773,0.6727191387814784,0.12625628405716877,0.0,15.924175153832566,13.733877678746028,3.338230838582866,22.0,10.0,19.0,12.0,291.9206734926443,2468.534880262485,21.395708058987616
70,0,39424,1914.691450400016,20.590262724452842,9076.134797350725,4.2787528563829345e-05,1.0,0.2337129611279662,10.996128395173114,-10.996128395173114,-10.996128395173114,1.788691240594555,0.3348172969887773,0.6727191387814784,0.12625628405716877,0.0,15.924175153832566,13.733877678746028,3.338230838582866,22.0,10.0,19.0,12.0,291.9206734926443,2468.534880262485,21.395708058987616
71,1,40448,1994.6386470000143,20.278359722366147,9165.238340012724,3.7952757889548644e-05,1.0,0.26348546340432805,11.262780573138151,-11.262780573138151,-10.996128395173114,1.7011595455300061,0.32713965790523986,0.6025355058663642,0.10238888131701543,0.0,15.225837772840997,7.8419182048370315,3.3483554468431334,16.0,12.0,17.0,8.0,359.77551252922444,2433.153381568738,31.19653332978487
72,1,40960,2018.958117400005,20.28769177874175,9135.785481235023,3.852018695238562e-05,1.0,0.25960413983350816,11.16638456323059,-11.16638456323059,-10.996128395173114,1.7873437324130885,0.3800554152784155,0.6237787450418046,0.24691483741567335,0.0,15.824730791146202,12.511343351499939,3.268472574485795,15.0,8.0,15.0,10.0,465.7050048153672,2145.8021003000813,36.20051762588912
73,1,41472,2047.5117419000017,20.254828898571194,9125.330108961736,3.751192718761763e-05,1.0,0.2665818780779919,11.16638456323059,-11.16638456323059,-10.996128395173114,1.7873437324130885,0.3800554152784155,0.6237787450418046,0.24691483741567335,0.0,15.824730791146202,12.511343351499939,3.268472574485795,15.0,8.0,15.0,10.0,465.7050048153672,2145.8021003000813,36.20051762588912
74,1,41984,2072.7051875999896,20.255654422621376,9099.68131141459,3.8649764845579166e-05,1.0,0.25873378634912475,11.16638456323059,-11.16638456323059,-10.996128395173114,1.7873437324130885,0.3800554152784155,0.6237787450418046,0.24691483741567335,0.0,15.824730791146202,12.511343351499939,3.268472574485795,15.0,8.0,15.0,10.0,465.7050048153672,2145.8021003000813,36.20051762588912
75,1,42496,2097.3610562999966,20.26165207576047,9071.718303755408,3.897145563944436e-05,1.0,0.25659806224632387,11.16638456323059,-11.16638456323059,-10.996128395173114,1.7873437324130885,0.3800554152784155,0.6237787450418046,0.24691483741567335,0.0,15.824730791146202,12.511343351499939,3.268472574485795,15.0,8.0,15.0,10.0,465.7050048153672,2145.8021003000813,36.20051762588912
76,1,43008,2122.711618400004,20.26087746785751,9046.794754609542,4.033357162610329e-05,1.0,0.2479324194916609,11.16638456323059,-11.16638456323059,-10.996128395173114,1.7873437324130885,0.3800554152784155,0.6237787450418046,0.24691483741567335,0.0,15.824730791146202,12.511343351499939,3.268472574485795,15.0,8.0,15.0,10.0,465.7050048153672,2145.8021003000813,36.20051762588912
77,1,43520,2145.0085629000096,20.2889632949352,9009.03596418004,4.101824971645897e-05,1.0,0.2437939226838193,11.16638456323059,-11.16638456323059,-10.996128395173114,1.7873437324130885,0.3800554152784155,0.6237787450418046,0.24691483741567335,0.0,15.824730791146202,12.511343351499939,3.268472574485795,15.0,8.0,15.0,10.0,465.7050048153672,2145.8021003000813,36.20051762588912
78,1,44032,2167.2015566999908,20.31744572343689,8971.206444013915,4.1805109109229115e-05,1.0,0.23920521230722824,11.16638456323059,-11.16638456323059,-10.996128395173114,1.7873437324130885,0.3800554152784155,0.6237787450418046,0.24691483741567335,0.0,15.824730791146202,12.511343351499939,3.268472574485795,15.0,8.0,15.0,10.0,465.7050048153672,2145.8021003000813,36.20051762588912
79,1,44544,2192.9544723000145,20.312323198065013,8948.262501913852,4.248479476584672e-05,1.0,0.23537832900251962,11.16638456323059,-11.16638456323059,-10.996128395173114,1.7873437324130885,0.3800554152784155,0.6237787450418046,0.24691483741567335,0.0,15.824730791146202,12.511343351499939,3.268472574485795,15.0,8.0,15.0,10.0,465.7050048153672,2145.8021003000813,36.20051762588912
80,1,45056,2217.5275040999986,20.31812454037017,8920.508368765904,4.386378235737559e-05,1.0,0.22797851581803946,11.16638456323059,-11.16638456323059,-10.996128395173114,1.7873437324130885,0.3800554152784155,0.6237787450418046,0.24691483741567335,0.0,15.824730791146202,12.511343351499939,3.268472574485795,15.0,8.0,15.0,10.0,465.7050048153672,2145.8021003000813,36.20051762588912
81,2,46080,2275.516112500016,20.250351006907966,8899.796351111174,3.689844268599705e-05,1.0,0.2710141478083299,11.748991352910284,-11.748991352910284,-10.996128395173114,1.8169993364210537,0.33123408638642915,0.4583209900657745,0.2520118252607598,0.0,15.173321686684282,14.575989459830696,3.233495957591275,12.0,8.0,13.0,10.0,567.2569576876361,2087.5871094092327,9.410804480119566
82,2,46592,2289.9831232000142,20.34600147397266,8832.792046628625,3.5986245263009606e-05,1.0,0.27788395057372184,11.614178732158804,-11.614178732158804,-10.996128395173114,1.8068327165676346,0.3463726223071791,0.4802940575698994,0.16378689230637322,0.0,15.49180812890226,13.267376730360628,3.2296338777380376,13.0,5.5,11.0,7.0,588.4618370235457,2159.519522530375,5.42254319669107
83,2,47104,2304.814631999994,20.43721839752713,8768.316534782587,3.5172301719083435e-05,1.0,0.2843146314355166,11.614178732158804,-11.614178732158804,-10.996128395173114,1.8068327165676346,0.3463726223071791,0.4802940575698994,0.16378689230637322,0.0,15.49180812890226,13.267376730360628,3.2296338777380376,13.0,5.5,11.0,7.0,588.4618370235457,2159.519522530375,5.42254319669107
84,2,47616,2319.327004199993,20.53009339078696,8703.711015761266,3.5010424711469226e-05,1.0,0.2856292113681228,11.614178732158804,-11.614178732158804,-10.996128395173114,1.8068327165676346,0.3463726223071791,0.4802940575698994,0.16378689230637322,0.0,15.49180812890226,13.267376730360628,3.2296338777380376,13.0,5.5,11.0,7.0,588.4618370235457,2159.519522530375,5.42254319669107
85,2,48128,2334.956444999989,20.61194764598713,8644.306838936129,3.4392200695431904e-05,1.0,0.290763597495761,11.614178732158804,-11.614178732158804,-10.996128395173114,1.8068327165676346,0.3463726223071791,0.4802940575698994,0.16378689230637322,0.0,15.49180812890226,13.267376730360628,3.2296338777380376,13.0,5.5,11.0,7.0,588.4618370235457,2159.519522530375,5.42254319669107
86,2,48640,2349.029956899991,20.706419625312098,8580.141000466283,3.3854192518862565e-05,1.0,0.2953843898190242,11.614178732158804,-11.614178732158804,-10.996128395173114,1.8068327165676346,0.3463726223071791,0.4802940575698994,0.16378689230637322,0.0,15.49180812890226,13.267376730360628,3.2296338777380376,13.0,5.5,11.0,7.0,588.4618370235457,2159.519522530375,5.42254319669107
