extra_shipping_containers,score,objective,generation,population_index,wing_span,wing_chord,tail_arm,nose_length,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
0,-9.73382860881335,9.73382860881335,385,0,1.81204261467594,0.37655418864334783,0.8443949855879365,0.18895673056602488,15.076793486420232,12.894146894359178,3.3751074157557697,24.0,12.0,21.0,13.5,229.3391962733981,2421.418843936359,20.26090105716706
