epoch,island,score,objective,duplicate,restarts,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
3,3,-10.132134956386158,10.132134956386158,False,0,1.7941069491016708,0.3957133575115005,0.8029615226606812,0.19402214721558586,0.0,15.420392242423915,13.627232380823026,3.3771939401256326,18.891440843961536,7.736759149821637,21.782241117237128,10.917612542452702,340.3950789059565,2270.277813694519,26.807353757059612
3,4,-11.234378707972756,11.234378707972756,False,0,1.8157224501846558,0.36439536955054236,0.4244552902744395,0.18912970364128623,0.0,15.489965516724695,8.148195732372375,3.322262378339981,14.337542930834479,8.622913615539932,13.807983613852393,10.280769589329122,455.7768002628576,2048.4353871275953,15.364827857420956
3,5,-11.023087883464385,11.023087883464385,False,0,1.746280039284642,0.3752176001002922,0.37888299468207454,0.25548718155940403,0.0,15.083623808957885,14.34266380966803,3.132720846048338,19.511342790098663,11.473130304449658,23.127576884290256,14.880441352340082,275.5252144403757,2337.401056391683,13.42428432396776
4,0,-10.326695003326266,10.326695003326266,False,0,1.8112495431562017,0.3555293706423368,0.5379295368293268,0.14484006957620488,0.0,15.201276611565284,12.406711720917105,3.2546116150934044,19.82107785011871,14.496997031108645,20.632383871195408,16.0506386667888,268.8011628119253,2265.8306709457097,20.821278000081776
4,1,-10.352643664537545,10.352643664537545,False,0,1.814566956261213,0.33978402779349753,0.49875835664812607,0.23283052633477352,0.0,15.058383942688478,14.592144154107094,3.248290883901361,15.902329997083111,9.41043345243902,16.302827531178075,9.062369602515613,383.2969740705489,2103.1920000032846,21.469893681649634
4,2,-10.421963685041998,10.421963685041998,False,0,1.8084439553146,0.35537861027954454,0.3849804082743836,0.11530383885949062,0.0,15.111366837312387,12.194885770897077,3.351657980680794,14.049216562385032,7.489751600466814,13.750450515445559,10.694499609477512,524.9721123907864,2394.782950462688,21.920697994849107
4,3,-10.132134956386158,10.132134956386158,False,0,1.7941069491016708,0.3957133575115005,0.8029615226606812,0.19402214721558586,0.0,15.420392242423915,13.627232380823026,3.3771939401256326,18.891440843961536,7.736759149821637,21.782241117237128,10.917612542452702,340.3950789059565,2270.277813694519,26.807353757059612
4,4,-10.692756734854255,10.692756734854255,False,0,1.781157779227176,0.38590457221312546,0.8808471273418865,0.20765181935555854,0.0,15.070670340911018,13.2285821114973,3.350377077843017,13.110108983638463,8.325221312444004,17.696412132348563,10.797340661881227,498.63962482931214,2143.461978956275,11.534446255436537
4,5,-10.639675669310499,10.639675669310499,False,0,1.7706430081454732,0.3476113866062468,0.5453872328895513,0.273267419107706,0.0,15.092463619952879,14.324368260029342,3.2636919805970113,18.95983187977305,11.794852661732065,23.642680893270498,10.908018995357356,312.4802443829361,2633.1216826565005,22.509022170596012
5,0,-10.209433747613788,10.209433747613788,False,0,1.8179090397138635,0.3931042346354894,0.6124481580025858,0.20452360162662003,0.0,15.23811795492403,12.612988151871019,3.3454419562806574,21.88611751675349,10.874358313836662,23.934276672677978,15.499135356761474,271.30114181497373,2039.879250297849,7.373489752664032
5,1,-10.10214266169486,10.10214266169486,False,0,1.8236494908445164,0.3664911654009867,0.5418267659034363,0.1714139893688577,0.0,15.151762560156381,12.399497842406337,3.3613733270839408,17.61130165366906,9.77458001786221,15.830859341842281,10.008596464468122,361.0250405022439,2548.5076293721,15.318629389200385
5,2,-10.421963685041998,10.421963685041998,False,0,1.8084439553146,0.35537861027954454,0.3849804082743836,0.11530383885949062,0.0,15.111366837312387,12.194885770897077,3.351657980680794,14.049216562385032,7.489751600466814,13.750450515445559,10.694499609477512,524.9721123907864,2394.782950462688,21.920697994849107
5,3,-10.132134956386158,10.132134956386158,False,0,1.7941069491016708,0.3957133575115005,0.8029615226606812,0.19402214721558586,0.0,15.420392242423915,13.627232380823026,3.3771939401256326,18.891440843961536,7.736759149821637,21.782241117237128,10.917612542452702,340.3950789059565,2270.277813694519,26.807353757059612
5,4,-10.692756734854255,10.692756734854255,False,0,1.781157779227176,0.38590457221312546,0.8808471273418865,0.20765181935555854,0.0,15.070670340911018,13.2285821114973,3.350377077843017,13.110108983638463,8.325221312444004,17.696412132348563,10.797340661881227,498.63962482931214,2143.461978956275,11.534446255436537
5,5,-10.459928304746896,10.459928304746896,False,0,1.804163711369595,0.3485101856780612,0.5342771988013665,0.26869861075004225,0.0,15.073554246318217,14.761456902573162,3.3338401367594983,21.35054449351066,13.61877428076061,18.01875606382378,13.065281078498483,274.7467359631338,2572.537020906937,12.087941841609062
6,0,-10.031777645142624,10.031777645142624,False,0,1.8071561371703395,0.3914455335377561,0.39361438924588277,0.21721667478709508,0.0,15.185571578016923,14.391351805416877,3.353336715766959,22.335243598837096,10.73615335075005,20.306560722586198,12.430385964459074,271.4496447149719,2098.907608178713,13.138196601025689
6,1,-10.028451744769402,10.028451744769402,False,0,1.809835820967228,0.34984640163411246,0.42682673932406934,0.16008804635101084,0.0,15.3269458602314,12.611928593669242,3.3727941584044263,16.96576853316414,9.907118514843821,14.960941448785682,11.582971268570944,373.2002425547419,2329.659952318187,17.58910981040836
6,2,-10.132967149080386,10.132967149080386,False,0,1.811071591862777,0.3629275623210151,0.6670332966366995,0.178433666439721,0.0,15.026338381990602,12.818696590491214,3.370791031542835,13.387062019660219,7.112502703598798,12.589375629326412,9.441835747989193,521.1459496717413,2335.4525893010245,5.957608686440501
6,3,-9.960269254795765,9.960269254795765,False,0,1.7734466280304857,0.39816200765255605,0.4041436679276351,0.17740887903298413,0.0,15.073675181057705,14.645850978552499,3.3265072642372866,23.45189794358412,9.515837399577162,21.83897707742404,14.446080061588418,268.7846190241731,2090.4755080581353,14.057949606940312
6,4,-9.980879658364334,9.980879658364334,False,0,1.8016521052281604,0.3808621864605384,0.8333993739635218,0.23688671713569065,0.0,15.31788957115209,13.013333228380867,3.3753468601170225,17.71376140846353,10.612693658828814,17.46336455106988,12.980533322432658,360.8248352337354,2376.769169859623,19.42150494935408
6,5,-10.459928304746896,10.459928304746896,False,0,1.804163711369595,0.3485101856780612,0.5342771988013665,0.26869861075004225,0.0,15.073554246318217,14.761456902573162,3.3338401367594983,21.35054449351066,13.61877428076061,18.01875606382378,13.065281078498483,274.7467359631338,2572.537020906937,12.087941841609062
7,0,-9.835863454767477,9.835863454767477,False,0,1.8000958890896186,0.37493181649185003,0.4637257387516169,0.22123840228436695,0.0,15.03051214391592,14.501116382507862,3.3649698386058127,21.677414622437784,10.531980306499323,20.861362014441443,12.2269923853394,269.70284223165686,2197.148555811937,14.417483844375434
7,1,-9.9255441942023,9.9255441942023,False,0,1.8108275608772064,0.33164413022716943,0.41125107007577055,0.08279907185758491,0.0,15.052052350439153,14.557357766966675,3.371529129236417,16.839933827150364,10.13884696135559,15.78264209531296,11.665594177602102,374.86209507411354,2373.328039922118,26.015727928223207
7,2,-10.132967149080386,10.132967149080386,False,0,1.811071591862777,0.3629275623210151,0.6670332966366995,0.178433666439721,0.0,15.026338381990602,12.818696590491214,3.370791031542835,13.387062019660219,7.112502703598798,12.589375629326412,9.441835747989193,521.1459496717413,2335.4525893010245,5.957608686440501
7,3,-9.73382860881335,9.73382860881335,False,0,1.81204261467594,0.37655418864334783,0.8443949855879365,0.18895673056602488,0.0,15.076793486420232,12.894146894359178,3.3751074157557697,23.472506413053157,12.313107811228054,21.168519329424406,14.280745835019392,229.3391962733981,2421.418843936359,20.26090105716706
7,4,-9.980879658364334,9.980879658364334,False,0,1.8016521052281604,0.3808621864605384,0.8333993739635218,0.23688671713569065,0.0,15.31788957115209,13.013333228380867,3.3753468601170225,17.71376140846353,10.612693658828814,17.46336455106988,12.980533322432658,360.8248352337354,2376.769169859623,19.42150494935408
7,5,-10.099458599186919,10.099458599186919,False,0,1.7922148224804157,0.3383703876057005,0.5604958093051482,0.18306945162359795,0.0,15.20181477832492,12.15099673116968,3.3771810046372086,20.676834571644687,13.496121619449532,18.506232656934145,11.6951918962001,273.668902104741,2358.493852400949,27.052059354133455
