rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
1,2560,-6.423503507000797,6.423503507000797,6.423503507000797,True,1.7857967445759722,0.3782526601170356,0.7707087346853989,0.15390659242111293,0.0,0.4051987253718127,12.0,5.964601905910031,3.3307446381638797,20.0,15.0,20.0,11.0,246.6351494513523,2169.882533881486,28.715998336357266
2,3072,-6.423503507000797,6.423503507000797,6.423503507000797,True,1.7857967445759722,0.3782526601170356,0.7707087346853989,0.15390659242111293,0.0,0.4051987253718127,12.0,5.964601905910031,3.3307446381638797,20.0,15.0,20.0,11.0,246.6351494513523,2169.882533881486,28.715998336357266
3,2048,-6.406062196444673,6.406062196444673,6.406062196444673,True,1.793445413430388,0.36217880214707476,0.8149810078514236,0.1432170486936292,0.0,0.3352059857987236,12.0,6.6596476477187005,3.3685929489512274,20.0,15.0,20.0,15.0,246.30384343135412,2276.064615345058,37.354865261794494
4,3073,-6.406062196444673,6.406062196444673,6.406062196444673,True,1.793445413430388,0.36217880214707476,0.8149810078514236,0.1432170486936292,0.0,0.3352059857987236,12.0,6.6596476477187005,3.3685929489512274,20.0,15.0,20.0,15.0,246.30384343135412,2276.064615345058,37.354865261794494
5,2633,-6.401927991715146,6.401927991715146,6.401927991715146,True,1.7858242567906635,0.3746870671231866,0.8528548266824406,0.14796514164921537,0.0,0.35149923086407925,12.0,5.613403191727498,3.3381026017541346,20.0,15.0,19.0,12.0,247.33668089393998,2371.0052717937456,29.269298798173246
6,3074,-6.401927991715146,6.401927991715146,6.401927991715146,True,1.7858242567906635,0.3746870671231866,0.8528548266824406,0.14796514164921537,0.0,0.35149923086407925,12.0,5.613403191727498,3.3381026017541346,20.0,15.0,19.0,12.0,247.33668089393998,2371.0052717937456,29.269298798173246
7,2671,-6.399965590062778,6.399965590062778,6.399965590062778,True,1.7708598949368966,0.39622717589343426,0.8581731774321418,0.16670103066161684,0.0,0.42211111113233873,12.0,7.307357070932065,3.352145185026462,20.0,15.0,18.0,12.0,249.92956329862966,2477.380481909272,29.074914671022334
8,3075,-6.399965590062778,6.399965590062778,6.399965590062778,True,1.7708598949368966,0.39622717589343426,0.8581731774321418,0.16670103066161684,0.0,0.42211111113233873,12.0,7.307357070932065,3.352145185026462,20.0,15.0,18.0,12.0,249.92956329862966,2477.380481909272,29.074914671022334
9,2628,-6.398995856966098,6.398995856966098,6.398995856966098,True,1.8211992246778832,0.343064647212718,0.8675364036127171,0.11549706208916505,0.0,0.36290934490001053,12.0,5.449745860335851,3.3480268470598054,20.0,15.0,16.0,12.0,252.2322014247446,2388.571434751549,30.312478858115746
10,3076,-6.398995856966098,6.398995856966098,6.398995856966098,True,1.8211992246778832,0.343064647212718,0.8675364036127171,0.11549706208916505,0.0,0.36290934490001053,12.0,5.449745860335851,3.3480268470598054,20.0,15.0,16.0,12.0,252.2322014247446,2388.571434751549,30.312478858115746
11,0,-6.398051720955752,6.398051720955752,6.398051720955752,True,1.8185993914466676,0.3523965685528235,0.46967487324182833,0.09730199782859603,0.0,0.3923737246370711,12.0,6.335328472515134,3.3513493541474455,20.0,15.0,20.0,15.0,251.4046987289654,2180.854882367478,26.207500466720347
12,3077,-6.398051720955752,6.398051720955752,6.398051720955752,True,1.8185993914466676,0.3523965685528235,0.46967487324182833,0.09730199782859603,0.0,0.3923737246370711,12.0,6.335328472515134,3.3513493541474455,20.0,15.0,20.0,15.0,251.4046987289654,2180.854882367478,26.207500466720347
13,2801,-6.390957455800661,6.390957455800661,6.390957455800661,True,1.7919425011016712,0.3798059873025414,0.8373443629285605,0.1720550472584893,0.0,0.44087150367077166,12.0,5.423501179668382,3.3227700433728264,20.0,15.0,20.0,12.0,247.57840401128556,2316.5567011721023,31.80546627863169
14,3078,-6.390957455800661,6.390957455800661,6.390957455800661,True,1.7919425011016712,0.3798059873025414,0.8373443629285605,0.1720550472584893,0.0,0.44087150367077166,12.0,5.423501179668382,3.3227700433728264,20.0,15.0,20.0,12.0,247.57840401128556,2316.5567011721023,31.80546627863169
15,480,-6.389620340425337,6.389620340425337,6.389620340425337,True,1.8155073455681259,0.3630472076512516,0.5448538739311732,0.24676634364319264,0.0,0.4353852990731733,12.0,5.431738438129715,3.2995600174486315,20.0,15.0,20.0,13.0,246.73371295165472,2313.3805607686663,31.81413727259608
16,3079,-6.389620340425337,6.389620340425337,6.389620340425337,True,1.8155073455681259,0.3630472076512516,0.5448538739311732,0.24676634364319264,0.0,0.4353852990731733,12.0,5.431738438129715,3.2995600174486315,20.0,15.0,20.0,13.0,246.73371295165472,2313.3805607686663,31.81413727259608
17,379,-6.381407377208484,6.381407377208484,6.381407377208484,True,1.8286837175837802,0.3548370616316121,0.4415426399889696,0.26083545800234015,0.0,0.4016610840767642,12.0,5.308994605841224,3.305089256952034,20.0,15.0,20.0,15.0,246.85162291574096,2228.3698834564566,28.008122442253914
