generation,island,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,feasible_population_fraction,finite_energy_relative_std,best_objective,best_score,global_best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
1,0,1024,99.05373089999193,10.337823630629984,16244.811867598677,5.441714077843589e-05,1.0,0.18376562709745917,3.724400287048426,-3.724400287048426,-3.724400287048426,1.8084458454163101,0.35876182030905457,0.8132661454241725,0.24316148708359842,0.0,0.6072626946964632,12.0,6.714183908724472,3.261174507258578,20.0,15.0,21.0,13.5,248.05242795196608,2333.1367041142407,30.60215019397118
2,0,1536,151.45104049998918,10.141891365877475,16508.16341449882,4.974348537163524e-05,1.0,0.20103134963884528,3.5744922618076718,-3.5744922618076718,-3.5744922618076718,1.8192577726217896,0.3884383707374025,0.6388521209529341,0.14753130621756733,0.0,0.4926754367486113,12.0,10.893824294745714,3.3630990889954484,20.0,15.0,20.0,15.0,239.87583595778312,1966.3852610223694,27.6725444615597
3,0,2048,180.57736789999763,11.341399112286135,14717.055483849806,4.961969707557845e-05,1.0,0.20153287080266627,3.5744922618076718,-3.5744922618076718,-3.5744922618076718,1.8192577726217896,0.3884383707374025,0.6388521209529341,0.14753130621756733,0.0,0.4926754367486113,12.0,10.893824294745714,3.3630990889954484,20.0,15.0,20.0,15.0,239.87583595778312,1966.3852610223694,27.6725444615597
4,0,2560,213.13842420000583,12.010973664690958,13853.997573000379,4.898794630889273e-05,1.0,0.20413184780078647,3.5744922618076718,-3.5744922618076718,-3.5744922618076718,1.8192577726217896,0.3884383707374025,0.6388521209529341,0.14753130621756733,0.0,0.4926754367486113,12.0,10.893824294745714,3.3630990889954484,20.0,15.0,20.0,15.0,239.87583595778312,1966.3852610223694,27.6725444615597
5,0,3072,246.50919829998747,12.462009617432422,13311.496708199324,4.788494550621235e-05,1.0,0.2088339016424826,3.5744922618076718,-3.5744922618076718,-3.5744922618076718,1.8192577726217896,0.3884383707374025,0.6388521209529341,0.14753130621756733,0.0,0.4926754367486113,12.0,10.893824294745714,3.3630990889954484,20.0,15.0,20.0,15.0,239.87583595778312,1966.3852610223694,27.6725444615597
6,0,3584,277.52158900001086,12.914310605218752,12805.639035286216,4.7560106247569985e-05,1.0,0.2102602535819803,3.5744922618076718,-3.5744922618076718,-3.5744922618076718,1.8192577726217896,0.3884383707374025,0.6388521209529341,0.14753130621756733,0.0,0.4926754367486113,12.0,10.893824294745714,3.3630990889954484,20.0,15.0,20.0,15.0,239.87583595778312,1966.3852610223694,27.6725444615597
7,0,4096,310.91506800000207,13.174015741173319,12514.331487000083,4.650935940895253e-05,1.0,0.21501048664357875,3.4969919381718624,-3.4969919381718624,-3.4969919381718624,1.8238305679969442,0.3401322307066156,0.6544656984213648,0.2019030074845455,0.0,0.36680843394031165,12.0,10.330532932199164,3.2821634350993802,20.0,15.0,19.0,12.0,256.58996601740415,2371.3459877294044,31.356605189825896
8,0,4608,341.4472787999839,13.49549487169677,12178.286277199426,4.630526374590082e-05,1.0,0.2159581695695501,3.4969919381718624,-3.4969919381718624,-3.4969919381718624,1.8238305679969442,0.3401322307066156,0.6544656984213648,0.2019030074845455,0.0,0.36680843394031165,12.0,10.330532932199164,3.2821634350993802,20.0,15.0,19.0,12.0,256.58996601740415,2371.3459877294044,31.356605189825896
9,0,5120,373.1572482000047,13.72075720007396,11941.03194240015,4.614446017893242e-05,1.0,0.21671073756683715,3.4969919381718624,-3.4969919381718624,-3.4969919381718624,1.8238305679969442,0.3401322307066156,0.6544656984213648,0.2019030074845455,0.0,0.36680843394031165,12.0,10.330532932199164,3.2821634350993802,20.0,15.0,19.0,12.0,256.58996601740415,2371.3459877294044,31.356605189825896
10,0,5632,405.19747350001126,13.899395648625246,11750.726731500326,4.542647426378445e-05,1.0,0.2201359485204938,3.2633536179336478,-3.2633536179336478,-3.2633536179336478,1.7889306944679229,0.34895542153885883,0.8451704208624783,0.23291261137054758,0.0,0.36600885224118257,12.0,11.483199434693864,3.3338152010030737,20.0,15.0,20.0,15.0,252.60392910836188,2241.213210695249,31.316502226294425
11,1,6656,471.80051619998994,14.107657307391776,11504.674125799755,0.00010488146422766549,1.0,0.0953457321905141,7.26383271826028,-7.26383271826028,-3.2633536179336478,1.820846662763342,0.39659290082684956,0.6676275179736291,0.20843720347999,0.0,0.4564405650707464,12.0,9.854296118771956,3.2609653726166217,15.0,8.0,17.0,12.0,388.86538925167025,1653.766614582902,25.427062876582625
12,1,7168,494.8428516999993,14.485406781920398,11169.310081228556,0.00010159349213699033,1.0,0.09843150175914629,6.108659098993906,-6.108659098993906,-3.2633536179336478,1.7955418351465253,0.3883659577572143,0.8235073642897209,0.186621440757639,0.0,0.5094896462932346,12.0,8.69393341827786,3.1801116314031854,20.0,11.0,21.0,13.5,272.9913557532045,1767.152822537947,22.650938819031698
13,1,7680,531.3866879999987,14.45275196656793,11159.120447999972,9.958495240052177e-05,1.0,0.10041677742417221,6.108659098993906,-6.108659098993906,-3.2633536179336478,1.7955418351465253,0.3883659577572143,0.8235073642897209,0.186621440757639,0.0,0.5094896462932346,12.0,8.69393341827786,3.1801116314031854,20.0,11.0,21.0,13.5,272.9913557532045,1767.152822537947,22.650938819031698
14,1,8192,563.4996112000081,14.537720767108636,11058.679869800158,9.960663909023167e-05,1.0,0.10039491434844196,5.855527677878933,-5.855527677878933,-3.2633536179336478,1.805347389736265,0.395630338883606,0.7670058354799244,0.09277605291878858,0.0,0.47468262455322585,12.0,9.22212642195475,3.247174571319804,20.0,11.0,20.0,15.0,268.30059920913027,1736.5898406027407,18.662001579627105
15,1,8704,588.1508457000018,14.798924567796423,10828.89498259415,9.66298657108968e-05,1.0,0.10348767357204652,5.204927407298343,-5.204927407298343,-3.2633536179336478,1.8258087624606945,0.3373970901347281,0.7705880823370295,0.16738848518841867,0.0,0.43758950161463084,12.0,10.58064056046925,3.33122620646641,20.0,11.0,14.0,10.0,270.58007421156526,2090.7046980138434,39.52070970537463
16,1,9216,613.2872990999895,15.027214836381988,10630.313184399818,9.488075517566969e-05,1.0,0.10539545117959057,5.204927407298343,-5.204927407298343,-3.2633536179336478,1.8258087624606945,0.3373970901347281,0.7705880823370295,0.16738848518841867,0.0,0.43758950161463084,12.0,10.58064056046925,3.33122620646641,20.0,11.0,14.0,10.0,270.58007421156526,2090.7046980138434,39.52070970537463
17,1,9728,639.3345212999848,15.215821570560063,10464.896638120803,9.284294010273806e-05,1.0,0.10770878204561583,5.204927407298343,-5.204927407298343,-3.2633536179336478,1.8258087624606945,0.3373970901347281,0.7705880823370295,0.16738848518841867,0.0,0.43758950161463084,12.0,10.58064056046925,3.33122620646641,20.0,11.0,14.0,10.0,270.58007421156526,2090.7046980138434,39.52070970537463
18,1,10240,663.3409189000085,15.437009399300406,10281.784242950132,9.156551669667566e-05,1.0,0.10921141889174789,5.204927407298343,-5.204927407298343,-3.2633536179336478,1.8258087624606945,0.3373970901347281,0.7705880823370295,0.16738848518841867,0.0,0.43758950161463084,12.0,10.58064056046925,3.33122620646641,20.0,11.0,14.0,10.0,270.58007421156526,2090.7046980138434,39.52070970537463
19,1,10752,694.3186229999992,15.485685741141372,10216.402595571417,8.951516501706699e-05,1.0,0.11171291476805498,5.204927407298343,-5.204927407298343,-3.2633536179336478,1.8258087624606945,0.3373970901347281,0.7705880823370295,0.16738848518841867,0.0,0.43758950161463084,12.0,10.58064056046925,3.33122620646641,20.0,11.0,14.0,10.0,270.58007421156526,2090.7046980138434,39.52070970537463
20,1,11264,721.4268092999991,15.61350348336717,10099.975330199988,8.938709104770463e-05,1.0,0.1118729772139371,5.204927407298343,-5.204927407298343,-3.2633536179336478,1.8258087624606945,0.3373970901347281,0.7705880823370295,0.16738848518841867,0.0,0.43758950161463084,12.0,10.58064056046925,3.33122620646641,20.0,11.0,14.0,10.0,270.58007421156526,2090.7046980138434,39.52070970537463
21,2,12288,836.2582251999993,14.694025875872498,10662.292371299991,7.913321155461469e-05,1.0,0.12636919194285914,5.061861745204238,-5.061861745204238,-3.2633536179336478,1.8208639376225917,0.3821328278071733,0.821771724045003,0.28254013806012346,0.0,0.43451384122326175,12.1801013514558,4.143292561036882,3.1477110481999944,20.0,11.0,20.0,13.0,266.1331068628722,1895.2410735021597,30.90043067370953
22,2,12800,886.7340351000021,14.434993462900598,10818.155228220026,7.719217856785922e-05,1.0,0.1295468036468104,5.061861745204238,-5.061861745204238,-3.2633536179336478,1.8208639376225917,0.3821328278071733,0.821771724045003,0.28254013806012346,0.0,0.43451384122326175,12.1801013514558,4.143292561036882,3.1477110481999944,20.0,11.0,20.0,13.0,266.1331068628722,1895.2410735021597,30.90043067370953
23,2,13312,929.4934108000016,14.321779848382738,10867.922957046172,7.648006140788919e-05,1.0,0.1307530330901179,5.061861745204238,-5.061861745204238,-3.2633536179336478,1.8208639376225917,0.3821328278071733,0.821771724045003,0.28254013806012346,0.0,0.43451384122326175,12.1801013514558,4.143292561036882,3.1477110481999944,20.0,11.0,20.0,13.0,266.1331068628722,1895.2410735021597,30.90043067370953
24,2,13824,980.9507666999998,14.092450374961313,11008.447492966665,7.662778898651555e-05,1.0,0.13050095966829628,4.865182078426921,-4.865182078426921,-3.2633536179336478,1.8209405617272831,0.38960694764213033,0.537247372579815,0.13921197056897716,0.0,0.35671551566369153,12.288179092238874,6.401531341808308,3.235275002751747,20.0,12.0,22.0,13.0,254.48208653762384,1914.341688820249,28.038222767273624
25,2,14336,1017.9532754000102,14.083161129735146,10979.35318467154,7.628024478237771e-05,1.0,0.13109554155901434,4.865182078426921,-4.865182078426921,-3.2633536179336478,1.8209405617272831,0.38960694764213033,0.537247372579815,0.13921197056897716,0.0,0.35671551566369153,12.288179092238874,6.401531341808308,3.235275002751747,20.0,12.0,22.0,13.0,254.48208653762384,1914.341688820249,28.038222767273624
26,2,14848,1061.4255989000085,13.988733657250672,11016.865698927675,7.809271065388169e-05,1.0,0.12805292473866667,4.865182078426921,-4.865182078426921,-3.2633536179336478,1.8209405617272831,0.38960694764213033,0.537247372579815,0.13921197056897716,0.0,0.35671551566369153,12.288179092238874,6.401531341808308,3.235275002751747,20.0,12.0,22.0,13.0,254.48208653762384,1914.341688820249,28.038222767273624
